Wavelength(nm)	Sample_S1_Abs_coeff(1/cm)	Sample_S2_Abs_coeff(1/cm)
560.69	13.77188537	3.04547274
561.12	13.81459529	2.56957683
561.54	13.93236346	2.93471481
561.97	14.18643059	3.32183907
562.39	13.45609105	2.62249701
562.82	13.91166806	2.71853349
563.25	14.17803956	2.58069216
563.67	13.80989004	3.22560682
564.1	13.99878077	3.06547466
564.52	14.37255553	2.9001018
564.95	13.85624939	2.67173277
565.37	13.84591144	3.16997208
565.8	14.03737046	3.19515401
566.22	13.82824276	3.05185708
566.65	13.4920469	2.74611529
567.07	13.9774257	3.01494276
567.5	13.83705201	2.58404052
567.92	14.09109641	3.1083724
568.35	13.72699809	2.72107553
568.77	14.0981835	3.48430027
569.2	14.5785831	3.27041209
569.62	14.3798348	3.51519951
570.05	13.9150526	3.04773653
570.47	13.89440071	3.19467242
570.9	14.48256767	3.77399807
571.32	14.25034847	2.80779347
571.74	14.12926834	3.73765506
572.17	14.0765086	3.14052831
572.59	14.53794255	3.32308343
573.02	14.26027075	2.88068682
573.44	14.25050563	3.46124641
573.87	14.08070877	3.47195262
574.29	14.49516194	3.34137363
574.71	13.97417656	3.00675721
575.14	14.03113136	3.28072016
575.56	14.36165637	3.30646285
575.99	14.0544302	3.08757915
576.41	13.59611732	2.99115252
576.83	13.84956914	2.8052827
577.26	14.02369697	2.88435568
577.68	14.0594464	2.99386726
578.1	13.66078563	2.57933185
578.53	13.32663217	2.88529575
578.95	13.03189642	2.71078832
579.37	13.35287374	2.73162419
579.8	13.48673022	2.92050979
580.22	13.78034974	2.74705964
580.64	13.78636212	3.34865107
581.07	13.18945028	3.02528548
581.49	13.46504995	2.68294101
581.91	13.67804172	2.70501048
582.34	13.51841552	2.65809162
582.76	13.17975055	2.91733108
583.18	13.27302081	2.84638976
583.61	13.06308611	2.37068537
584.03	13.26882443	2.50510282
584.45	13.15748954	2.93478342
584.87	13.02686201	2.43177564
585.3	12.74069964	2.77721743
585.72	12.60673478	2.41684429
586.14	12.39910436	2.36471791
586.56	12.31722109	2.39071902
586.99	12.22938441	2.14339345
587.41	12.71303113	2.86143523
587.83	12.5319315	2.76342844
588.25	12.78488751	2.8540373
588.68	12.34790061	2.26852908
589.1	11.95990136	2.44374645
589.52	12.09417465	2.35414262
589.94	12.75921926	2.2953089
590.36	12.38317371	2.21417727
590.79	12.30649916	2.29030215
591.21	12.54609738	2.39188282
591.63	11.71120908	2.33661029
592.05	11.95791263	2.18666443
592.47	12.18799195	2.49518185
592.89	12.3390813	2.79137484
593.32	12.48036834	2.69760824
593.74	12.67578301	2.88855435
594.16	12.2725073	2.30100223
594.58	12.09526178	2.46360861
595	12.07516081	2.48124292
595.42	12.13082439	2.55621573
595.84	12.38827604	2.64231332
596.27	12.14525261	2.51984007
596.69	12.13977878	2.48355596
597.11	12.50163091	2.44811163
597.53	12.08476412	2.35669299
597.95	11.9162264	2.7062076
598.37	11.93734775	2.63623081
598.79	11.84393804	2.68207068
599.21	11.5908255	2.56308607
599.63	11.44160937	2.42082619
600.05	11.49636493	2.89618953
600.47	11.53195279	2.42020203
600.89	11.33756125	2.40631833
601.31	10.96116341	2.59968495
601.74	10.99297727	2.30426818
602.16	11.05099126	2.47004442
602.58	10.9465856	2.30881397
603	11.01875276	2.8401673
603.42	10.27563144	2.42143081
603.84	10.43465678	2.41345108
604.26	10.14886132	2.45896208
604.68	10.60848413	2.85645958
605.1	10.31196434	2.66174535
605.52	10.37271302	2.11597092
605.94	9.89898968	2.50386879
606.36	9.91547145	2.24215522
606.78	10.05344608	2.75952945
607.2	9.60172481	2.04498622
607.62	9.72001552	2.05103011
608.03	9.86080977	1.9430654
608.45	9.09116819	2.17859814
608.87	9.91128311	2.19053838
609.29	9.41669694	1.99494926
609.71	9.37578058	1.49864055
610.13	9.60726307	1.97565826
610.55	9.06130707	1.61485267
610.97	9.44157486	1.81164191
611.39	9.37173832	2.3056693
611.81	9.88708021	2.22680904
612.23	9.47197847	2.24926579
612.65	9.57400107	2.28326858
613.07	9.78525937	2.33219886
613.48	9.32009549	2.12460184
613.9	9.06487519	1.95509016
614.32	9.64728791	2.37616486
614.74	9.47021803	2.52912361
615.16	9.21313228	2.18225318
615.58	9.3275026	1.98538334
616	9.30962011	2.00507704
616.41	9.07854872	1.93155344
616.83	9.3080087	1.87336951
617.25	8.9857024	1.48164153
617.67	8.64151723	1.99762314
618.09	8.776051	1.73980122
618.51	8.55387638	1.76193839
618.92	8.48799619	1.81890272
619.34	8.48432375	1.65959523
619.76	7.92573178	1.71448569
620.18	8.13650334	1.5557591
620.6	7.29587696	1.56701389
621.01	7.59637161	1.56201196
621.43	7.24698857	1.27628148
621.85	6.96257386	1.46597944
622.27	7.11028492	1.18316624
622.68	6.93871194	1.03059415
623.1	6.71474251	1.22755552
623.52	6.58409594	1.25063739
623.94	6.58254711	0.68348428
624.35	6.69254562	1.07350786
624.77	6.61920239	1.48145933
625.19	6.04349899	0.9345628
625.61	6.23234074	1.07192122
626.02	5.82970507	0.73021185
626.44	6.34057384	1.12284825
626.86	5.79149077	0.87659927
627.27	5.57716964	1.0135121
627.69	5.70791854	1.02631456
628.11	5.06791533	1.02423263
628.52	5.63461072	1.3056065
628.94	5.32968298	1.14873511
629.36	5.17091247	1.24039696
629.77	4.92549512	0.85385213
630.19	5.27111664	1.10076859
630.61	5.34755757	1.25893996
631.02	4.79106583	0.71314788
631.44	4.98600771	1.01752918
631.86	4.68239948	0.91127067
632.27	4.96931439	1.0754961
632.69	4.66579849	0.74141357
633.11	4.80626115	0.67481457
633.52	4.65740242	0.88210784
633.94	5.24463525	1.35149791
634.35	4.62221502	1.10810696
634.77	5.25478304	0.95463537
635.19	5.06794075	1.10495888
635.6	5.54761252	0.92196672
636.02	5.67652371	1.05457061
636.43	6.020571	1.3905863
636.85	6.29246218	1.57530895
637.26	5.81604829	1.50361956
637.68	5.97012342	1.58584784
638.09	5.86632413	1.56745943
638.51	5.71773116	1.43350218
638.93	5.16099281	1.75774558
639.34	4.32965633	0.80313556
639.76	4.32750006	1.24412243
640.17	4.11323773	1.02030103
640.59	3.72157632	0.91652811
641	4.10234153	0.92423473
641.42	3.51184687	0.59159112
641.83	3.77831755	0.79131828
642.25	3.61891927	0.82640284
642.66	3.4582816	0.65252811
643.08	3.15120038	0.46354934
643.49	3.15417683	0.78149755
643.91	3.5133779	0.31525983
644.32	3.65237479	0.88481269
644.73	3.41245867	0.74936698
645.15	3.58235528	0.59020754
645.56	3.4078886	0.93222296
645.98	2.81433761	0.64862461
646.39	2.66779344	0.71625873
646.81	2.65407804	0.18096229
647.22	2.76464378	0.61382182
647.63	2.66713092	0.57657116
648.05	2.54407433	0.29561523
648.46	2.39069455	0.39296279
648.88	2.35876377	0.17174903
649.29	2.31098254	0.3582173
649.7	2.34993208	0.50648281
650.12	2.36384296	0.56801808
650.53	2.52666414	0.70405312
650.95	2.31698318	0.57668249
651.36	2.65346735	0.55018743
651.77	2.52677182	0.83428048
652.19	2.10209183	0.42164877
652.6	2.25327359	0.59810742
653.01	2.006535	0.42639787
653.43	2.13642626	0.45244992
653.84	1.93994018	-0.08098279
654.25	2.18956757	-0.00776853
654.67	2.23644621	0.26668582
655.08	1.79070355	-0.00904489
655.49	2.00907116	0.38582574
655.91	2.13264747	0.38944966
656.32	1.98441942	0.23491471
656.73	1.83448183	-0.09025036
657.14	2.24148518	0.68589054
657.56	2.50073985	-0.08205777
657.97	2.55390231	0.62990985
658.38	2.44749745	0.38515778
658.79	2.20177881	0.79975797
659.21	2.20455282	0.52583207
659.62	2.39281047	0.68971579
660.03	2.36205576	0.05207839
660.44	1.79676861	-0.15631444
660.86	2.27720072	0.25553728
661.27	1.39579367	-0.06933629
661.68	1.70674927	0.01496127
662.09	1.80780373	0.1592913
662.5	1.91611902	0.48364801
662.92	1.21897751	0.30474228
663.33	2.12702136	0.49166752
663.74	1.71592074	0.33418772
664.15	1.45145118	-0.23975738
664.56	1.25952575	-0.07382244
664.98	1.71805707	0.51948375
665.39	1.378023	-0.02578712
665.8	1.35082464	0.04557982
666.21	1.31146326	-0.18065896
666.62	1.11387865	-0.21563409
667.03	1.33241196	-0.06207113
667.45	1.72363173	0.58853283
667.86	1.6110668	0.1827933
668.27	1.78141235	0.70112956
668.68	1.43165064	0.29476857
669.09	1.35561281	-0.34649355
669.5	1.14532732	0.09444557
669.91	1.0004836	-0.03441697
670.32	1.44064859	0.42778413
670.73	0.99308609	0.14580555
671.14	1.36935112	0.28246484
671.56	0.67904952	-0.02567206
671.97	1.38672205	0.18705012
672.38	1.19910908	0.34480785
672.79	1.33237013	0.34599587
673.2	1.4250435	0.67361762
673.61	1.21137517	0.48120917
674.02	0.84162716	0.0401226
674.43	1.20042002	0.52806576
674.84	1.34351727	-0.02343487
675.25	1.40683336	0.20572516
675.66	1.20419507	0.4431109
676.07	1.31817708	0.10940164
676.48	0.85783896	-0.21363701
676.89	1.12207092	0.37534113
677.3	0.77217934	0.1736623
677.71	1.04006135	0.37546146
678.12	1.1371147	0.08935665
678.53	1.08858646	-0.21005887
678.94	1.36580254	0.45816003
679.35	1.64762824	0.62912419
679.76	0.74313619	-0.45413547
680.17	0.97855086	-0.14902177
680.58	0.51963283	-0.6776903
680.99	0.92885324	-0.15877565
681.4	0.70054622	0.12747229
681.81	0.78765632	0.19953254
682.22	0.73467544	0.1292362
682.62	1.01055466	0.03471762
683.03	1.0366578	0.0771948
683.44	1.14701227	0.07968741
683.85	0.64814009	0.21810387
684.26	1.28742893	0.49912677
684.67	1.29449814	0.46072225
685.08	0.78850923	0.38128153
685.49	1.13374553	0.31820242
685.9	1.73819358	0.70086224
686.3	1.02810747	0.40714689
686.71	1.62303854	0.3433549
687.12	1.50235485	0.16207557
687.53	0.53749314	0.06978831
687.94	1.54314813	-0.08060475
688.35	1.23871493	-0.09375888
688.76	1.59994182	0.5762463
689.16	1.17128593	0.1707479
689.57	1.48118719	0.24255249
689.98	1.0711913	0.09260622
690.39	1.19463331	-0.05855664
690.8	1.14729489	-0.13351683
691.2	0.78221851	0.26838124
691.61	1.20366537	-0.21346437
692.02	1.07364397	0.09255237
692.43	1.77402409	0.91938531
692.84	1.420087	0.57151239
693.24	1.1654452	0.31340738
693.65	1.33585138	0.22517205
694.06	1.60577491	-0.03131351
694.47	1.40777864	0.34595935
694.87	0.8764288	0.08591754
695.28	1.44276983	0.30758613
695.69	1.21635638	-0.1755541
696.09	1.17933935	0.27889054
696.5	1.60521812	0.07439929
696.91	1.38855171	-0.11464703
697.32	1.51547252	0.13206879
697.72	1.14548316	-0.06120473
698.13	1.81663769	0.07238672
698.54	1.16326714	0.29173489
698.94	1.98114947	0.67490818
699.35	1.6855113	0.53986426
699.76	1.43856675	0.1722405
700.16	1.67492242	0.65399362
700.57	1.81700897	0.43432638
700.98	1.50482806	0.85514353
701.38	1.29786711	0.22137284
701.79	1.39736543	0.25709706
702.2	1.6296746	0.62481076
702.6	1.28080429	0.31731952
703.01	1.18435316	0.44556212
703.42	1.51495951	0.52676075
703.82	0.76704423	0.18446366
704.23	0.93425428	0.53582355
704.63	1.47188142	0.75364729
705.04	1.29984444	0.51915685
705.45	1.29556157	0.31743817
705.85	1.5487076	1.05123218
706.26	1.35860576	0.03131457
706.66	1.08491801	0.5516487
707.07	1.20820993	0.86833557
707.47	1.86200248	0.69579408
707.88	1.76002021	0.53103964
708.29	1.18861992	0.53121044
708.69	1.33863876	0.4535139
709.1	1.15144435	0.08601582
709.5	1.15909045	0.16824398
709.91	1.10853798	0.20203024
710.31	1.35057527	0.72354249
710.72	1.35516476	-0.07053134
711.12	1.94039471	0.56332277
711.53	1.40063881	0.48303396
711.93	1.18094554	0.13496451
712.34	0.98355796	0.35525066
712.74	0.85998046	0.07598108
713.15	0.82987591	0.02007859
713.55	0.70837262	-0.26770233
713.96	1.20206002	0.73346988
714.36	0.95465186	0.05367224
714.76	0.72993334	0.13719921
715.17	1.00098782	-0.17875827
715.57	0.94677419	0.08878503
715.98	1.10710591	0.59842262
716.38	0.81870082	-0.09922945
716.79	0.87793247	0.11262418
717.19	1.06872519	0.35159863
717.6	1.65721056	0.49738607
718	1.37116642	0.3782538
718.4	1.12423076	-0.42784098
718.81	1.39440442	-0.02819591
719.21	1.41358429	0.03241086
719.61	1.36118097	0.07665724
720.02	1.27619895	0.00914073
720.42	0.69818658	-0.53274679
720.83	0.80058735	-0.55592504
721.23	0.48514085	-0.73009654
721.63	1.18946889	-0.23734558
722.04	0.56261882	0.10254386
722.44	1.49197957	-0.29711096
722.84	0.87204668	-0.23346435
723.25	0.76157128	-0.07734664
723.65	0.40181224	-0.4336416
724.05	0.04175445	-0.18993905
724.46	0.69108533	-0.08841076
724.86	0.56671225	-0.00114573
725.26	0.33298759	-0.15023185
725.66	0.68604648	0.19866221
726.07	0.73573507	0.18464539
726.47	0.3672143	0.05028207
726.87	0.37494798	-0.49578028
727.28	0.57886089	0.06279947
727.68	0.42249233	-0.24639587
728.08	0.33349922	-0.28511315
728.48	0.5238531	-0.31644804
728.89	1.26677248	0.217867
729.29	1.11691854	0.13995323
729.69	0.80000393	-0.27681711
730.09	1.0961585	-0.07791347
730.5	1.58838105	0.73653836
730.9	0.86246648	-0.17584174
731.3	1.57819988	0.7283713
731.7	1.573121	0.52583663
732.1	1.41461122	1.05173177
732.51	1.73957151	0.63318389
732.91	1.54290724	0.40440665
733.31	1.50894978	0.58080402
733.71	1.73698836	0.61246804
734.11	1.68031237	0.67041286
734.51	0.87587873	0.10160155
734.92	1.4040015	0.43173422
735.32	1.03197667	-0.00102107
735.72	1.02891544	0.44964981
736.12	1.26344296	0.49231214
736.52	1.36305385	0.55623381
736.92	1.82367491	0.73011895
737.32	1.44657502	0.46328037
737.73	2.05121609	0.45094723
738.13	1.44464384	0.55054333
738.53	1.45485084	0.9312499
738.93	1.22576971	0.57976672
739.33	1.24152494	0.35579957
739.73	1.38319107	0.97857745
740.13	1.380721	0.79146588
740.53	1.86279092	0.84008357
740.93	1.36650815	0.65045883
741.33	1.48724598	1.23225637
741.73	1.2910749	0.22259725
742.13	1.79162645	0.60863074
742.53	1.20164596	0.16444284
742.93	0.94587015	-0.00545277
743.33	1.23907816	0.12264982
743.73	0.44404545	-0.06949874
744.14	1.03046355	-0.26944295
744.54	1.37112537	0.33719855
744.94	0.88980617	-0.11068899
745.34	1.20356376	0.12794973
745.74	1.28190604	0.5093857
746.14	1.04861819	0.23004328
746.53	1.12511816	0.58558542
746.93	1.03821929	0.43521394
747.33	0.96180798	0.2926654
747.73	1.04369878	0.43005409
748.13	0.9867524	0.216095
748.53	0.828704	0.32210437
748.93	0.59662847	0.68493094
749.33	0.48881396	0.27682067
749.73	0.86615653	0.32483401
750.13	1.00180063	-0.09273289
750.53	1.00481751	0.3218223
750.93	1.39288097	0.19987511
751.33	1.27139776	0.26750574
751.73	1.11017095	0.62387405
752.13	1.64464544	0.62296857
752.52	0.82746805	0.1227668
752.92	1.62832425	0.72477947
753.32	1.5461361	0.03259361
753.72	1.75438407	0.62125112
754.12	1.40168385	0.40986807
754.52	1.66836646	0.63556559
754.92	1.19024327	0.15520633
755.32	1.59678381	0.41118535
755.71	1.54723963	0.40211655
756.11	1.51986379	0.13835543
756.51	1.28769543	0.11600327
756.91	1.78330549	0.51891651
757.31	1.75366229	0.32639533
757.71	1.53746955	0.01736987
758.1	1.44185277	0.60677014
758.5	1.50113216	0.474126
758.9	1.62603797	0.51634895
759.3	2.03798593	0.74488081
759.69	1.57949977	0.59250039
760.09	1.72653345	0.30992978
760.49	1.83692878	0.44186564
760.89	1.57075515	0.56877912
761.29	1.86536632	0.3080477
761.68	2.06203991	1.18374827
762.08	1.49118234	0.46538227
762.48	1.74432237	1.04136215
762.88	1.42218583	0.34948556
763.27	1.76531593	0.50837972
763.67	1.81729247	0.08035345
764.07	1.99427819	0.71526403
764.46	1.88855254	0.3732854
764.86	2.09011881	0.41745983
765.26	1.47509846	0.3662384
765.65	1.41923312	0.44216422
766.05	1.13448927	0.10820093
766.45	1.42768644	0.10008038
766.85	1.8520224	0.71071854
767.24	1.68093719	0.37383539
767.64	0.95617283	0.03743691
768.04	1.17844705	-0.03807649
768.43	0.95478052	0.0371172
768.83	1.53263292	-0.37401599
769.22	1.41718382	0.57654325
769.62	0.94018647	-0.24136217
770.02	0.56475354	-0.50712569
770.41	1.22006181	-0.28828879
770.81	0.82338722	-0.75418463
771.21	1.06282692	-0.48541063
771.6	0.99042622	-0.70526569
772	0.74863082	-0.15172459
772.39	1.22565678	-0.31610156
772.79	1.57775871	-0.21600073
773.18	0.39744015	-0.4218876
773.58	0.23511233	-0.56621617
773.98	0.61453063	-0.57006524
774.37	0.80219915	-0.45061127
774.77	0.50051403	-0.53057957
775.16	0.95728327	-0.13745284
775.56	1.1528408	-0.52464007
775.95	1.1475284	-0.38304482
776.35	1.09190803	-0.02495989
776.74	0.16181698	-1.00963349
777.14	1.34001604	-0.14478072
777.53	0.97848441	-0.06950842
777.93	0.78202503	-0.5533093
778.32	1.69241988	0.01734357
778.72	1.23899075	-0.1014335
779.11	1.40177658	-0.18578375
779.51	1.57293515	0.05642668
779.9	1.39784822	-0.23082435
780.3	0.72224672	0.14883241
780.69	1.57698851	-0.14954818
781.09	1.46444323	0.13073234
781.48	1.59297848	0.63885922
781.88	1.12850106	0.28974029
782.27	2.15399127	0.9335868
782.66	1.66026705	0.00815168
783.06	1.75643386	0.85622504
783.45	1.58621947	1.33841847
783.85	1.50350713	0.60219985
784.24	1.59408857	1.19548034
784.64	0.76646891	-0.38873972
785.03	0.97481728	0.4316667
785.42	0.47054934	-0.48513619
785.82	0.62359126	-0.11928301
786.21	0.5304836	-0.00785862
786.6	0.70056876	-0.22111968
787	0.66061455	0.05460037
787.39	1.06096737	0.51514773
787.78	0.43484205	0.32459901
788.18	0.54471561	0.50704155
788.57	1.03933027	0.64406971
788.96	0.85476777	0.204275
789.36	0.87560242	0.53766407
789.75	0.55409892	0.3180476
790.14	0.45954122	0.06290561
790.54	0.37476993	0.63996427
790.93	0.60264137	0.49535574
791.32	1.131643	0.49674335
791.72	0.37787167	0.31420107
792.11	0.46068434	-0.59567303
792.5	1.21476333	0.52458764
792.89	1.22510055	0.00785586
793.29	0.59426299	0.01575807
793.68	1.54510955	0.86450254
794.07	0.96507999	0.00113222
794.46	1.54460359	0.37020419
794.86	1.04320569	0.00964304
795.25	1.79945758	0.64055195
795.64	1.66847145	0.4830993
796.03	1.53807961	0.42068106
796.43	1.4347698	0.64163476
796.82	1.42542951	-0.12942944
797.21	0.8633454	-0.10925262
797.6	1.66124554	-0.39593006
797.99	1.02231529	-0.26955249
798.39	1.3370988	-0.10992654
798.78	1.338963	-0.29632694
799.17	1.51182412	0.06332933
799.56	1.7225433	-0.08233832
799.95	1.43958634	0.37308102
800.34	1.3234377	-0.04997172
800.74	2.12057431	0.02872988
801.13	1.5834239	0.05143204
801.52	1.39603135	-0.60897711
801.91	1.46126483	-0.46653288
802.3	1.66848516	-0.22440718
802.69	1.55760626	-0.59556392
803.08	2.04879344	0.11279807
803.47	1.60300378	0.17243302
803.87	1.02782786	-0.09506343
804.26	1.62830926	0.18468005
804.65	1.72489154	-0.01838144
805.04	1.13867703	1.17606711
805.43	0.99555317	0.53315149
805.82	2.03168857	0.00541415
806.21	2.06042919	0.14436098
806.6	1.99104958	0.30970428
806.99	1.52175625	0.06387709
807.38	1.46317884	0.54932051
807.77	1.8139697	0.49026412
808.16	1.61109583	0.09347697
808.55	1.12363752	0.60905764
808.94	1.01547658	0.15439449
809.33	1.72750969	0.257809
809.72	1.11894543	-0.2408302
810.11	0.98282117	0.41646895
810.5	1.33096118	0.49197183
810.89	1.16764005	0.5094052
811.28	1.56442695	0.66389839
811.67	1.60437371	0.78451605
812.06	1.49922273	0.12154008
812.45	1.22181752	0.18157436
812.84	0.77334223	0.260547
813.23	1.06076526	-0.2926891
813.62	0.94260292	-0.11633328
814.01	0.86970666	0.1844312
814.4	0.79077216	-0.18287062
814.79	1.26745032	0.2389441
815.18	1.12339995	-0.10537915
815.57	1.55795523	0.32394036
815.95	1.43623987	-0.03443804
816.34	1.12319469	-0.21651208
816.73	1.34580152	-0.08902422
817.12	1.23178097	0.42318697
817.51	1.36651554	0.15199521
817.9	1.22080089	0.0541764
818.29	0.72817332	-0.37321165
818.68	0.91940652	-0.33491683
819.07	1.20924608	0.37493116
819.45	1.51184773	0.35762374
819.84	0.80552999	0.05479297
820.23	1.9134019	0.72940934
820.62	1.73389776	0.1007218
821.01	1.05092458	0.30252837
821.4	1.80158286	0.09665034
821.78	1.48640378	0.68415088
822.17	1.44851851	0.08903938
822.56	2.180097	0.65932767
822.95	0.58094219	-0.1998662
823.34	0.77227789	-0.26227263
823.72	1.53042662	0.93467107
824.11	1.56832328	0.78349542
824.5	0.8863301	0.40767396
824.89	1.48742294	1.16975171
825.27	0.9349896	0.04816788
825.66	1.22609099	-0.08519538
826.05	1.75466226	0.62113549
826.44	0.9719708	0.70706286
826.82	1.15736315	-0.02998669
827.21	1.13130289	-0.10678641
827.6	1.04370118	0.60472137
827.98	0.74102352	-0.16331897
828.37	0.58999548	0.64085279
828.76	0.5401177	-0.19412651
829.15	0.75923833	0.77775855
829.53	1.31885903	0.75273798
829.92	1.11945394	0.68975967
830.31	0.62295094	0.25151986
830.69	-0.06607843	-0.37331149
831.08	0.66307815	-0.18608743
831.47	0.45990118	-0.66016995
831.85	0.98043474	0.04144356
832.24	-0.03348785	-0.10881489
832.63	1.09533041	-0.0947487
833.01	0.7477486	0.42509031
833.4	1.36002604	0.93316425
833.78	1.79045482	0.70544612
834.17	0.98055264	0.89733762
834.56	1.64386968	0.69073437
834.94	1.20051219	0.5181172
835.33	1.75485447	0.59971849
835.71	1.15065806	0.75134702
836.1	1.05359787	0.56897356
836.49	1.41284961	0.24105592
836.87	1.79277067	0.63544642
837.26	2.38432405	0.34654857
837.64	1.5491548	-0.33721594
838.03	1.99130524	0.5147197
838.41	1.2149724	0.58622814
838.8	1.23606264	0.43641678
839.18	1.17929876	0.25166493
839.57	-0.49975243	-1.42344348
839.95	0.38745956	0.54743953
840.34	0.37955063	0.32421297
840.73	1.48905162	1.32679532
841.11	1.32708658	1.03267488
841.5	1.75536688	0.59541449
841.88	0.99157148	0.56859264
842.26	1.14573296	0.56116989
842.65	1.38504528	0.70015011
843.03	0.36690471	0.43215123
843.42	0.96846102	0.75775515
843.8	1.51240657	-0.0618558
844.19	1.38360337	0.80700884
844.57	1.32330899	0.33920274
844.96	0.85728317	0.44358235
845.34	1.33501105	1.27221237
845.73	2.40399484	1.5542485
846.11	1.05389103	0.46516603
846.49	1.37861399	0.79764014
846.88	0.24569402	-0.5367655
847.26	1.36772705	0.61173347
847.65	0.89871868	0.30088399
848.03	1.27208675	1.01766421
848.41	2.19862261	1.42075974
848.8	1.44343105	1.01957858
849.18	1.54838128	0.08647303
849.56	1.61319701	0.61735361
849.95	1.16357913	0.03815514
850.33	1.13055907	0.19938499
850.71	1.57939266	0.97785943
851.1	1.72472856	1.00530784
851.48	2.55476443	1.12411861
851.86	1.4650456	0.31348369
852.25	1.50953622	0.07054347
852.63	1.31218587	0.05425229
853.01	1.67086608	0.60939984
853.4	1.34947059	0.38951116
853.78	1.91975647	0.3036517
854.16	1.62688861	-0.19506704
854.55	1.58390171	0.77073731
854.93	1.95298112	-0.05684035
855.31	1.28867662	-0.48117573
855.69	1.46076293	-0.20819706
856.08	1.47373941	-0.08793072
856.46	1.56162943	1.19119239
856.84	2.5252084	-0.16001511
857.22	1.50351859	0.32253294
857.61	2.57761745	0.99358694
857.99	1.82024001	0.32476646
858.37	2.28975362	0.04165612
858.75	2.13145119	0.94433172
859.13	1.07549092	0.5121718
859.52	1.63280224	0.44937246
859.9	1.86928587	0.54268585
860.28	1.28641158	0.35044432
860.66	2.25081313	0.66588337
861.04	2.59410405	0.84817199
861.43	2.00082093	0.01011368
861.81	2.62758031	0.38914567
862.19	1.56365923	0.40348554
862.57	1.85381558	-0.22841081
862.95	1.97958581	0.53698893
863.33	0.92589957	-0.89690884
863.71	1.37401445	0.04879138
864.1	1.06105066	0.07866286
864.48	1.32821133	-0.23794034
864.86	1.38494399	-0.29502193
865.24	0.90288256	-0.74091281
865.62	0.05508643	-0.19257083
866	1.15461725	-0.91236797
866.38	0.53550108	0.08900729
866.76	0.340576	0.26249195
867.14	1.77276213	0.09036624
867.52	0.503942	-0.04940475
867.9	0.70463402	-0.2774997
868.28	1.9792906	0.88680399
868.67	0.9097184	0.23896962
869.05	0.71093903	0.21366939
869.43	0.33175632	-0.26643129
869.81	1.34169812	0.05499636
870.19	1.34409755	0.07622255
870.57	1.36847015	-0.48083147
870.95	0.20094993	-0.56065877
871.33	-0.11683044	-0.07556359
871.71	0.27120864	1.02307373
872.09	0.28740167	-0.80360671
872.47	0.26812574	-0.15135102
872.85	0.15963833	0.29557994
873.23	0.2161732	0.22131487
873.61	0.89510363	0.42911898
873.99	1.31620719	0.49538381
874.36	0.69588741	-0.47156455
874.74	0.20577668	-0.32426257
875.12	0.89340906	0.404824
875.5	1.34959761	0.00172276
875.88	0.82581253	-0.20678326
876.26	0.71706899	0.39487368
876.64	0.96837188	0.26232544
877.02	0.14705469	-0.08646579
877.4	0.82916945	-0.28396327
877.78	1.32429372	0.57269372
878.16	1.39612151	0.07521551
878.54	0.4181587	0.05258551
878.91	0.55240262	0.75631951
879.29	-0.58234402	-0.50047223
879.67	1.78577582	0.63552821
880.05	0.2382849	-0.60796947
880.43	0.79524056	-0.01771744
880.81	2.04753766	0.74347767
881.19	0.73554494	-0.42323902
881.56	2.4021026	0.06305079
881.94	2.7209876	0.46435769
882.32	1.99592023	0.19268939
882.7	1.79610232	0.71199653
883.08	0.97318891	0.47627097
883.45	0.67926604	-0.2634295
883.83	1.17330492	-0.06774412
884.21	1.52806174	0.24534604
884.59	1.10944722	-0.27203715
884.97	1.16348741	-0.97977822
885.34	0.55143589	-0.10852243
885.72	1.28307996	0.06664847
886.1	1.1829628	0.2459654
886.48	1.43163423	0.33011435
886.85	0.51525041	-0.93052609
887.23	1.1187269	0.69996218
887.61	1.21738391	0.28830063
887.98	1.19607806	0.05897109
888.36	0.91303854	0.22015424
888.74	1.71859131	-0.22837558
889.12	1.48814922	-0.08335874
889.49	0.73136578	0.16277497
889.87	0.37441964	-0.69215249
890.25	0.75609227	0.62887999
890.62	1.18069597	0.28188578
891	-0.0799074	-1.4751396
891.38	1.13738462	-0.53423355
891.75	0.22126289	-0.07919011
892.13	0.68687786	0.08858958
892.51	0.88267618	-0.4604036
892.88	1.40269578	-0.14173888
893.26	0.6414399	-0.91486085
893.64	1.28062405	-0.05069697
894.01	1.25333275	0.11243854
894.39	1.11997963	0.61351973
894.76	1.43842623	0.32098037
895.14	1.31605419	0.14527772
895.52	1.83156489	-0.01560364
895.89	0.84233749	0.18480381
896.27	0.50264952	-0.07585616
896.64	1.13176327	0.68955872
897.02	1.22460289	0.0914769
897.39	1.28519255	0.0254593
897.77	1.39274702	0.58890409
898.15	1.74706404	1.20096129
898.52	1.57646567	1.32631958
898.9	0.29799507	0.19621736
899.27	1.62998132	0.96751401
899.65	1.41503488	0.26667223
900.02	1.95608072	0.69183777
900.4	1.17043862	0.96653552
900.77	1.4265538	0.87653561
901.15	0.76109943	0.69267953
901.52	1.46264178	0.13488998
901.9	1.03746119	0.81845257
902.27	1.1779768	0.80909258
902.65	0.22837883	-0.11138119
903.02	1.40762333	0.73677494
903.4	0.70948554	0.57535542
903.77	1.26562356	0.95086208
904.14	1.60895918	1.06244469
904.52	1.74104375	1.26125413
904.89	0.88155089	0.51202635
905.27	1.73508294	0.93851634
905.64	1.2952366	0.47126221
