Wavelength_(nm)	S2_1.3uJ(arb.units)	S2_15uJ(arb.units)	S2_400uJ(arb.units)
447.24	-0.00156336	-6.4572E-4	0.00434999
447.68	-0.00135922	-0.00125735	0.00730666
448.12	0.00112139	0.00519945	0.00846173
448.56	0.00333047	0.0025147	0.01056895
449	0.00227686	0.00258288	0.00421402
449.44	0.00363608	0.00271884	0.00700064
449.88	-3.738E-4	0.00278662	0.00808794
450.32	6.778E-5	0.0025147	0.01005919
450.76	0.00197085	0.00421402	0.00523354
451.2	0.00581107	0.00397619	0.00907377
451.64	4.0789E-4	9.1764E-4	0.00652498
452.08	0.00329638	0.00319451	0.00543728
452.52	-0.00604891	6.7981E-4	5.7754E-4
452.96	4.4198E-4	0.00217499	0.00390801
453.4	-5.4385E-4	0.00200494	0.00761227
453.84	0.00513167	0.00237873	0.00982136
454.28	-6.778E-5	-0.00190307	0.00819021
454.72	0.00387432	3.0602E-4	0.00734035
455.16	0.00720439	0.00282071	0.01016106
455.6	0.00224277	0.00183529	0.00999101
456.04	0.00227686	0.00237873	0.01053486
456.47	0.00316042	8.1577E-4	0.00693246
456.91	0.0025147	0.00200494	0.00852992
457.35	-0.0024806	4.7567E-4	0.00761227
457.79	0.00241283	0.00547137	0.00791829
458.23	0	0.00295668	0.00785011
458.67	-0.00132553	-7.135E-4	0.00703474
459.11	0.00346643	0.00173301	0.01172443
459.55	0.00336456	0.00163114	0.01498671
459.98	6.4572E-4	0.00299036	0.01094274
460.42	7.8168E-4	0.00475787	0.01209822
460.86	3.397E-4	0.00268475	0.01022924
461.3	0.00407806	-0.00112139	0.00713661
461.74	9.8542E-4	4.7567E-4	0.00985504
462.18	-3.738E-4	0.00125735	0.01135063
462.61	-0.00125735	-3.409E-5	0.01118058
463.05	0.00146149	0.00268475	0.01237015
463.49	0.00329638	0.00217499	0.00686468
463.93	0.00390801	0.00380614	0.010739
464.37	-0.00183529	4.0789E-4	0.01141841
464.8	5.7754E-4	1.7005E-4	0.00577739
465.24	0.00421402	0.00400988	0.01451105
465.68	0.0024806	8.4946E-4	0.01053486
466.12	0.00132553	0.0035683	0.01376346
466.56	0.00217499	0.0057433	0.01267576
466.99	0.00462191	9.5174E-4	0.01257389
467.43	0.00210681	0.0032286	0.01220009
467.87	0.00285481	0.00530132	0.0146807
468.31	-0.00210681	-1.7005E-4	0.0114525
468.74	0.00118957	0.0025147	0.01739954
469.18	0.00513167	-0.00139331	0.01135063
469.62	9.5174E-4	2.3783E-4	0.01838496
470.06	-0.00635492	-0.00125735	0.01566652
470.49	0.00193716	0.00132553	0.01304955
470.93	0.00275253	5.0976E-4	0.02100193
471.37	6.778E-5	0.0039421	0.01862279
471.8	-5.7754E-4	1.3596E-4	0.01389942
472.24	8.4946E-4	0.00299036	0.01634593
472.68	-3.397E-4	0.00424812	0.01678791
473.12	-0.00183529	0.00112139	0.0175355
473.55	-3.397E-4	0.00363608	0.01729767
473.99	0.00234505	5.0976E-4	0.01773924
474.43	2.7192E-4	-3.409E-5	0.01434099
474.86	0.00363608	0.0025147	0.02015207
475.3	0.00275253	0.00377204	0.01977827
475.74	0.00346643	0.00367017	0.02008429
476.17	-0.00135922	3.738E-4	0.01699165
476.61	0.00479156	0.0035683	0.02365259
477.05	5.0976E-4	0.00122326	0.01916664
477.48	0.00197085	0.00166524	0.02083188
477.92	0.00156336	0.00146149	0.02185139
478.35	-0.00207312	0.00343234	0.01831718
478.79	-4.4198E-4	-4.4198E-4	0.02106971
479.23	-0.00169933	0.00299036	0.01930261
479.66	-0.00210681	0.00166524	0.02205513
480.1	-0.00101952	0.00407806	0.02263308
480.54	-0.0018012	0.00176711	0.02144351
480.97	0.00207312	0.00451963	0.02633734
481.41	0.00299036	0.00288849	0.02164765
481.84	-0.00129144	-0.0018012	0.02103562
482.28	0	0.00336456	0.02222519
482.71	-3.0602E-4	0.00173301	0.02497772
483.15	5.0976E-4	0.00152927	0.02507999
483.59	0.00132553	0.00326229	0.02691488
484.02	0.00319451	0.00482565	0.02317693
484.46	1.0187E-4	0.00234505	0.02569162
484.89	-0.00210681	0.00237873	0.0254197
485.33	0.00217499	0.00309264	0.02246302
485.76	1.0187E-4	-0.00377204	0.02518186
486.2	2.0374E-4	0.00611709	0.02711903
486.63	-0.00207312	0.00434999	0.02830819
487.07	2.7192E-4	0.00292258	0.02830819
487.5	-0.0024806	0.00149518	0.02708493
487.94	0.00611709	0.00254879	0.03007529
488.37	0.00254879	0.00387432	0.0272209
488.81	0.00346643	0.0035683	0.03252221
489.24	0.0032286	0.00720439	0.02739054
489.68	0.00417993	0.00316042	0.03017757
490.11	9.1764E-4	0.00101952	0.02844415
490.55	0.00241283	8.8355E-4	0.02841006
490.98	0.00516535	0.0032286	0.03279414
491.42	0.00173301	0.00377204	0.03262408
491.85	0.00200494	0.00129144	0.02769656
492.29	0.00316042	0.00326229	0.03670214
492.72	0.00275253	0.00244692	0.03476498
493.16	-3.409E-5	3.738E-4	0.03289601
493.59	0.00186898	0.00594704	0.03000752
494.03	1.3596E-4	0.0078842	0.03051727
494.46	-5.7754E-4	0.00278662	0.03153679
494.89	0.00190307	7.8168E-4	0.03197836
495.33	-0.00999101	-0.00917564	0.02049218
495.76	9.5174E-4	0.00197085	0.03337167
496.2	3.409E-5	0.0024806	0.03174053
496.63	0.00139331	0.0046556	0.03228438
497.06	0.0032286	6.7981E-4	0.03646431
497.5	0.00424812	0.00384023	0.03554667
497.93	0.00207312	0.00135922	0.03072101
498.37	0.00118957	0.00587926	0.03126486
498.8	0.00207312	0.00146149	0.03490095
499.23	0.00135922	0.00533541	0.03245443
499.67	0.00118957	3.738E-4	0.03452715
500.1	-6.1163E-4	4.0789E-4	0.0293618
500.53	0.00302445	0.00333047	0.03626057
500.97	0.00163114	9.1764E-4	0.03313384
501.4	-0.00265066	0.00285481	0.0329301
501.83	0.00173301	0.00438408	0.03965882
502.27	0.0039421	0.00567511	0.03381365
502.7	0.0053695	0.0032286	0.03646431
503.13	6.7981E-4	0.00139331	0.03809545
503.57	0.00146149	0.00441776	0.03612461
504	-0.00149518	-3.738E-4	0.03765388
504.43	0.0024806	0.00645679	0.04010039
504.87	-6.778E-5	0.00523354	0.03877527
505.3	0.0021409	0.00448595	0.04057646
505.73	0.0021409	8.1577E-4	0.04108622
506.17	-0.0021409	0.00112139	0.0372119
506.6	0.00587926	0.00842805	0.04054237
507.03	6.1163E-4	0.00550546	0.03242034
507.46	0.00441776	0.0024806	0.03622648
507.9	0.00217499	0.00472378	0.03877527
508.33	6.778E-5	0.00598113	0.03850334
508.76	0.00139331	0.00261657	0.03666805
509.19	0.00190307	0.00455373	0.0390131
509.63	0.00275253	0.00438408	0.04230948
510.06	7.135E-4	0.00417993	0.03792581
510.49	0.00241283	0.00577739	0.04013449
510.92	0.00149518	0.0067969	0.0397266
511.36	0.0036024	0.00472378	0.04173194
511.79	-0.00149518	0.00258288	0.03928502
512.22	0.00231096	0.0018012	0.0432949
512.65	0.0057433	0.00645679	0.04173194
513.08	0.00105361	0.00513167	0.04030454
513.52	0.00353421	0.00434999	0.04441669
513.95	5.7754E-4	0.00302445	0.04074611
514.38	0.00139331	6.778E-5	0.0390131
514.81	0.00125735	0.00431589	0.04336309
515.24	0.00135922	0.00543728	0.03857153
515.67	-0.0021409	0.0035683	0.04037232
516.11	0.00135922	3.397E-4	0.0408143
516.54	-0.00193716	0.00122326	0.03782353
516.97	0.00125735	0.00604891	0.0450961
517.4	0.00567511	0.00118957	0.03840147
517.83	-6.7981E-4	0.00686468	0.04428073
518.26	0.00316042	0.00632083	0.04292111
518.69	5.4385E-4	0.00655867	0.04407658
519.13	9.8542E-4	0.00363608	0.04064424
519.56	0.00367017	0.00101952	0.04210574
519.99	0.00173301	0.00285481	0.04679543
520.42	0.00438408	0.0035683	0.04302298
520.85	-5.7754E-4	0.00176711	0.04132405
521.28	0.00424812	0.00761227	0.03870708
521.71	0.00190307	0.00241283	0.03728009
522.14	-9.8542E-4	-0.00139331	0.03398371
522.57	0.00268475	0.00431589	0.04030454
523	2.0374E-4	9.1764E-4	0.03945508
523.43	0.0039421	0.00220909	0.03157088
523.87	0.00299036	0.00288849	0.0268471
524.3	5.7754E-4	0.00812203	0.01668604
524.73	9.8542E-4	0.00139331	0.01107871
525.16	-8.1577E-4	0.00275253	0.00999101
525.59	0.00384023	0.0046556	0.00873366
526.02	-0.01818122	-0.35839046	-0.01767146
526.45	4.0789E-4	7.135E-4	0.00112139
526.88	1.0187E-4	7.135E-4	7.135E-4
527.31	-9.8542E-4	9.5174E-4	0.00400988
527.74	0.00693246	0.00203903	0.00326229
528.17	0.00628715	0.00659276	0.00384023
528.6	0.00390801	0.00350012	0.00472378
529.03	-0.0021409	0.00122326	6.1163E-4
529.46	0.00689877	0.00384023	0.00210681
529.89	0.00210681	-5.4385E-4	0.0039421
530.32	6.4572E-4	0.00156336	0.00227686
530.75	-0.00108729	0.00278662	0.00380614
531.18	-9.1764E-4	-6.1163E-4	0.00132553
531.61	0.00373836	0.00118957	0.00312632
532.04	-0.00149518	0.00105361	0.0024806
532.47	6.778E-5	-7.4759E-4	0.0025147
532.9	8.4946E-4	0.0036024	0.00492752
533.32	0.00146149	0.00217499	0.00768046
533.75	0.00384023	8.8355E-4	0.00516535
534.18	-0.00105361	-0.00197085	0.00139331
534.61	-0.00265066	0.00468969	0.0042818
535.04	8.1577E-4	0.00224277	0.00346643
535.47	-3.397E-4	0.00282071	0.0053695
535.9	0.0014274	0.00407806	0.00132553
536.33	0.00380614	0.00400988	0.00768046
536.76	0.00163114	0.00387432	0.00468969
537.19	0.00203903	0.00152927	0.00683059
537.62	-4.7567E-4	0.0024806	0.00380614
538.04	0.00339825	3.409E-5	0.00472378
538.47	-0.00254879	0.00530132	0.00835986
538.9	0.00421402	4.4198E-4	0.01104461
539.33	-0.00146149	3.738E-4	0.01750141
539.76	0.00271884	0.00496161	0.02647331
540.19	0.00316042	0.00397619	0.03874117
540.62	0.00302445	0.00475787	0.04462043
541.04	0.00146149	0.00696655	0.05060156
541.47	0.00101952	0.00458782	0.05311626
541.9	0.00173301	0.0042818	0.04883446
542.33	0.00207312	0.00431589	0.05447548
542.76	-0.00118957	0.00411215	0.05671865
543.19	0.00166524	0.00339825	0.05947118
543.61	-0.0025147	0.00808794	0.06232599
544.04	3.0602E-4	0.00917564	0.06524857
544.47	0.00152927	0.00530132	0.06463654
544.9	0.00241283	0.00954943	0.06439871
545.33	0.00101952	0.00652498	0.0637193
545.75	-1.3596E-4	0.00598113	0.06470472
546.18	-7.4759E-4	0.00934529	0.06470472
546.61	0.00448595	0.00479156	0.07034574
547.04	0.00231096	0.00812203	0.0740841
547.46	1.3596E-4	0.00778233	0.0744579
547.89	0.00166524	0.00553915	0.07180724
548.32	0.00237873	0.00849583	0.06997195
548.75	5.0976E-4	0.00387432	0.07340429
549.17	0.00390801	0.00849583	0.08383727
549.6	0.00411215	0.00910745	0.08118662
550.03	0.00339825	0.00370427	0.08067686
550.46	0.00125735	0.00737444	0.08557069
550.88	0.00152927	0.00407806	0.08716774
551.31	-0.00305855	0.00367017	0.08808539
551.74	0.00224277	0.01243792	0.09277508
552.16	0.00438408	0.0118263	0.09420248
552.59	-6.7981E-4	0.00971949	0.0919934
553.02	3.409E-5	0.00839395	0.09362454
553.44	-0.00149518	0.00920973	0.09872212
553.87	0.00292258	0.01372936	0.1034459
554.3	0.0021409	0.01090865	0.09960567
554.72	-0.00146149	0.00985504	0.10803372
555.15	0.00288849	0.01379714	0.10901914
555.58	0.00159705	0.01005919	0.11027649
556	-6.778E-5	0.01451105	0.11809291
556.43	0.0014274	0.01233605	0.11520441
556.86	-0.00101952	0.0118263	0.11714117
557.28	-0.00146149	0.01658417	0.12434596
557.71	-0.00237873	0.01056895	0.12842402
558.14	-9.8542E-4	0.01165624	0.13114246
558.56	0.00339825	0.0143069	0.1277783
558.99	5.7754E-4	0.01515677	0.13770153
559.41	0.00146149	0.01532642	0.14123574
559.84	0.00183529	0.01600623	0.14140539
560.27	0.00244692	0.01957453	0.15088704
560.69	0.00509758	0.016822	0.15394559
561.12	0.00547137	0.01648189	0.15523703
561.54	6.778E-5	0.01882694	0.16145599
561.97	-0.00163114	0.01998242	0.16363098
562.39	-0.00350012	0.01913255	0.16675731
562.82	0.00159705	0.02137573	0.17124326
563.25	0.00353421	0.01780743	0.17532132
563.67	0.0025147	0.01964231	0.18296728
564.1	0.0075104	0.02443427	0.19153129
564.52	7.8168E-4	0.02188549	0.18643371
564.95	6.7981E-4	0.02382265	0.19622098
565.37	-0.00139331	0.01981236	0.19812404
565.8	0.00139331	0.02545379	0.21497973
566.22	1.0187E-4	0.02202145	0.21980579
566.65	0.00417993	0.02538561	0.2193979
567.07	-0.00224277	0.02385633	0.23071444
567.5	0.00635492	0.03061914	0.23890425
567.92	-4.4198E-4	0.02708493	0.23954997
568.35	0.0035683	0.0315027	0.25762932
568.77	2.7192E-4	0.02963372	0.26544533
569.2	7.4759E-4	0.02868198	0.27876721
569.62	0.00261657	0.03513918	0.2906272
570.05	0.00547137	0.0390131	0.3124449
570.47	0.00112139	0.0393528	0.32206212
570.9	0.00367017	0.04078021	0.35631734
571.32	0.00455373	0.04849435	0.39492296
571.74	0.00353421	0.05308217	0.4140896
572.17	-0.00186898	0.0529803	0.44681556
572.59	0.00183529	0.05607293	0.49242141
573.02	0.00445186	0.06460285	0.5211379
573.44	0.00258288	0.06905471	0.55423764
573.87	2.3783E-4	0.07231699	0.6127575
574.29	0.00550546	0.07676885	0.62618084
574.71	0.00373836	0.0740841	0.63664792
575.14	0.00781601	0.07907981	0.63195823
575.56	0.00295668	0.07432193	0.62577296
575.99	-5.4385E-4	0.07000604	0.59240128
576.41	0.00336456	0.06738947	0.57204507
576.83	0.00197085	0.0612042	0.55637855
577.26	0.00686468	0.0633455	0.54078021
577.68	0.00112139	0.06004913	0.52178321
578.1	0.00336456	0.05943709	0.50496161
578.53	0.00139331	0.05644673	0.48596462
578.95	0.00265066	0.05882546	0.4788621
579.37	0.0024806	0.0576363	0.47512415
579.8	0.00485974	0.05817974	0.47576987
580.22	0.00200494	0.05695649	0.45976324
580.64	0.00506348	0.05603884	0.46180227
581.07	0.00186898	0.05784004	0.46625413
581.49	0.0035683	0.051893	0.46601629
581.91	0.00441776	0.05202897	0.47553163
582.34	0.00282071	0.05746624	0.47413832
582.76	-4.4198E-4	0.05481559	0.487086
583.18	0.00519945	0.05770408	0.49007677
583.61	0.00316042	0.05709245	0.48192065
584.03	0.00380614	0.06518039	0.50367017
584.45	0.00438408	0.06066075	0.51760328
584.87	-6.4572E-4	0.06164618	0.51328738
585.3	0.00244692	0.06178214	0.51668604
585.72	0.00492752	0.06436502	0.51998242
586.14	0.00200494	0.06246195	0.53367769
586.56	0.00333047	0.06592798	0.51828309
586.99	0.00237873	0.0633455	0.52120567
587.41	6.4572E-4	0.06905471	0.52528374
587.83	0.00220909	0.06113642	0.51930261
588.25	0.00234505	0.06667557	0.53044909
588.68	0.00163114	0.06188401	0.5382996
589.1	-0.00115548	0.05603884	0.51247202
589.52	0.00118957	0.06297171	0.52531783
589.94	0.00523354	0.06670966	0.518249
590.36	0.00584517	0.06456876	0.51906477
590.79	0.0036024	0.06915658	0.50866588
591.21	0.00186898	0.06395713	0.5343575
591.63	0.0025147	0.06623399	0.50737444
592.05	0.00183529	0.06259751	0.51750141
592.47	0.00683059	0.06473881	0.50771414
592.89	0.00169933	0.06174805	0.51583617
593.32	9.1764E-4	0.06290352	0.51974459
593.74	-0.00115548	0.05828161	0.51451105
594.16	0.00353421	0.06205406	0.53214842
594.58	0.00299036	0.06416087	0.51284581
595	0.00367017	0.06677784	0.53605642
595.42	0.00734035	0.06545231	0.53524106
595.84	0.0039421	0.07041393	0.5443826
596.27	0.00506348	0.06939441	0.55162108
596.69	0.0025147	0.06755912	0.56130607
597.11	0.0057433	0.06976821	0.57248705
597.53	0.00350012	0.06905471	0.55209674
597.95	0.00587926	0.07010791	0.56885056
598.37	0.00513167	0.07598717	0.57544332
598.79	4.7567E-4	0.07500175	0.58659021
599.21	0.00509758	0.08156041	0.59559579
599.63	2.0374E-4	0.07146753	0.6041594
600.05	0.00519945	0.07687072	0.61700521
600.47	0.00615118	0.07792433	0.61693743
600.89	0.00890371	0.0744579	0.62162712
601.31	0.00149518	0.07214694	0.62502537
601.74	0.00312632	0.08071095	0.62380211
602.16	0.00509758	0.07972553	0.62771012
602.58	0.00431589	0.08057499	0.64344442
603	0.00377204	0.0819683	0.6259771
603.42	0.00482565	0.07853596	0.63916262
603.84	0.0021409	0.07880788	0.65034319
604.26	0.00285481	0.0819683	0.6406578
604.68	0.00645679	0.08271589	0.64864387
605.1	0.00407806	0.08278407	0.66329088
605.52	0.00417993	0.08512871	0.6671652
605.94	0.00958352	0.08828913	0.66441226
606.36	0.00519945	0.0855366	0.6764427
606.78	0.00761227	0.0859104	0.68170993
607.2	0.00696655	0.08811948	0.68891431
607.62	0.00462191	0.08811948	0.67188857
608.03	0.00302445	0.09192562	0.67549097
608.45	0.00547137	0.08499275	0.66264516
608.87	0.00411215	0.089139	0.67596663
609.29	0.00241283	0.08417738	0.66325678
609.71	0.00519945	0.08655612	0.67735994
610.13	0.00203903	0.08971653	0.67267025
610.55	0.00791829	0.0909061	0.6796709
610.97	0.00812203	0.09039634	0.67294218
611.39	0.00353421	0.08743967	0.68650149
611.81	0.00499571	0.08502684	0.64534749
612.23	0.00479156	0.09491598	0.68959413
612.65	0.00706842	0.09178966	0.66862628
613.07	0.00414584	0.08856105	0.67385982
613.48	0.00350012	0.09474633	0.6774959
613.9	0.00829208	0.09219754	0.66781051
614.32	0.00397619	0.08920677	0.66950984
614.74	0.00662685	0.08635238	0.68429281
615.16	0.00747631	0.0927073	0.65506697
615.58	0.00506348	0.09396465	0.67161705
616	0.00703474	0.09206158	0.65493101
616.41	0.00948125	0.09797453	0.6721605
616.83	0.00316042	0.08890116	0.66696105
617.25	0.00832577	0.0951879	0.68283131
617.67	0.0053695	0.09100797	0.67080128
618.09	0.00778233	0.09617333	0.67790379
618.51	0.00754449	0.09542574	0.6728744
618.92	0.00815612	0.0980764	0.68092825
619.34	0.00988914	0.09899404	0.67134513
619.76	0.00727257	0.09576544	0.66923791
620.18	0.00632083	0.09777078	0.67307814
620.6	0.00849583	0.09811049	0.64884801
621.01	0.00700064	0.09702319	0.65255228
621.43	0.0057092	0.09348858	0.65431938
621.85	0.00951534	0.10025139	0.66526213
622.27	0.00880184	0.09882399	0.66230545
622.68	0.0042818	0.09613964	0.64942555
623.1	0.00944756	0.09549392	0.64113346
623.52	0.01077269	0.10089711	0.65561042
623.94	0.00632083	0.09675127	0.6610481
624.35	0.01114648	0.10361595	0.62825397
624.77	0.00937938	0.0966494	0.64412423
625.19	0.00774823	0.10276608	0.63046265
625.61	0.01056895	0.10313988	0.6320601
626.02	0.00835986	0.09777078	0.62465157
626.44	0.00829208	0.09902813	0.62682656
626.86	0.0117922	0.09539164	0.63093872
627.27	0.00842805	0.10079524	0.62522951
627.69	0.01186039	0.10178066	0.62254476
628.11	0.00795198	0.1023586	0.63413282
628.52	0.01189407	0.10150874	0.61289346
628.94	0.0135934	0.10555271	0.62784608
629.36	0.01257389	0.10463547	0.62213687
629.77	0.01220009	0.10222264	0.62502537
630.19	0.00985504	0.10334403	0.62247658
630.61	0.01189407	0.1063007	0.63562841
631.02	0.01311774	0.1055868	0.62268072
631.44	0.01233605	0.10551902	0.63729364
631.86	0.01644821	0.11065028	0.63324927
632.27	0.01284581	0.11133009	0.63433697
632.69	0.01189407	0.10538306	0.63674979
633.11	0.01461292	0.1102428	0.63875473
633.52	0.01515677	0.11088811	0.62940944
633.94	0.01383123	0.11578195	0.63481263
634.35	0.01692387	0.12774421	0.6435126
634.77	0.01981236	0.12186495	0.62774421
635.19	0.02086597	0.1302589	0.63899256
635.6	0.02011838	0.13736142	0.64721687
636.02	0.02562344	0.14266274	0.66047016
636.43	0.02331289	0.14677489	0.65530481
636.85	0.02565753	0.15248409	0.6678446
637.26	0.02633734	0.15581457	0.66383472
637.68	0.02657518	0.15635841	0.67141291
638.09	0.02450205	0.15336765	0.66730075
638.51	0.0214776	0.14616326	0.63919671
638.93	0.01811304	0.14045406	0.65346952
639.34	0.02467211	0.13997839	0.64392008
639.76	0.01794339	0.13569618	0.62709849
640.17	0.02151169	0.13855099	0.64626513
640.59	0.01954044	0.13545835	0.64194924
641	0.01971049	0.13858508	0.61306311
641.42	0.01916664	0.14629922	0.64198333
641.83	0.01444286	0.13036078	0.60789775
642.25	0.01862279	0.13708949	0.61075215
642.66	0.01971049	0.13216197	0.62478753
643.08	0.01716171	0.13287547	0.62764234
643.49	0.01869098	0.13542426	0.63610407
643.91	0.0193367	0.14290098	0.63797305
644.32	0.02253121	0.13906075	0.63505046
644.73	0.02344845	0.13712359	0.61425268
645.15	0.02157947	0.14463399	0.61697111
645.56	0.01862279	0.14035219	0.61931616
645.98	0.02368668	0.13807532	0.6094948
646.39	0.0236185	0.14779441	0.62900156
646.81	0.02331289	0.1427987	0.60076115
647.22	0.02473989	0.14381821	0.6299192
647.63	0.02191958	0.14905175	0.62607897
648.05	0.02022025	0.14429429	0.60103307
648.46	0.02606542	0.154625	0.62686066
648.88	0.02372037	0.15054693	0.62359796
649.29	0.02460392	0.14939186	0.63263764
649.7	0.02688079	0.15452312	0.62074356
650.12	0.02385633	0.15262006	0.62505946
650.53	0.02647331	0.15442125	0.62971506
650.95	0.02569162	0.15802365	0.63066679
651.36	0.02596355	0.15849932	0.62910343
651.77	0.0293618	0.16638351	0.62414181
652.19	0.02446796	0.15843113	0.62057351
652.6	0.03065324	0.16512617	0.63379312
653.01	0.02457024	0.15883902	0.6216949
653.43	0.02895391	0.165364	0.62475344
653.84	0.02861421	0.17012147	0.62981693
654.25	0.02732277	0.17137922	0.61741309
654.67	0.02871608	0.17766596	0.63307962
655.08	0.02939589	0.17732626	0.64670711
655.49	0.03439119	0.17233055	0.62590892
655.91	0.03235216	0.1789574	0.63345341
656.32	0.0304154	0.18476847	0.63539057
656.73	0.03391552	0.18490444	0.63338523
657.14	0.03503691	0.18745322	0.63155035
657.56	0.03265818	0.18792889	0.63977425
657.97	0.03218251	0.18663745	0.63674979
658.38	0.03734786	0.18344335	0.64059002
658.79	0.03643022	0.19006979	0.61856857
659.21	0.03704225	0.18945816	0.63539057
659.62	0.0332698	0.19180321	0.62713258
660.03	0.03401739	0.19163316	0.61727713
660.44	0.03133264	0.1929246	0.61479653
660.86	0.03585268	0.18663745	0.61727713
661.27	0.03398371	0.18650189	0.61744719
661.68	0.03595455	0.18694347	0.61421859
662.09	0.03843556	0.18330739	0.59987759
662.5	0.03520696	0.18854092	0.60011543
662.92	0.03792581	0.1864678	0.59610555
663.33	0.03320202	0.18429281	0.57914758
663.74	0.0354448	0.17827759	0.58190011
664.15	0.03354173	0.18820082	0.58305559
664.56	0.03445937	0.18024884	0.58315787
664.98	0.03014348	0.18398679	0.58801721
665.39	0.03690629	0.17647639	0.57082181
665.8	0.03377956	0.18099643	0.58614823
666.21	0.03571672	0.17916114	0.55862172
666.62	0.03174053	0.18272944	0.57462795
667.03	0.03680401	0.17729216	0.5769385
667.45	0.03418745	0.18099643	0.57004013
667.86	0.03483317	0.18286541	0.5758853
668.27	0.03476498	0.17790379	0.57826403
668.68	0.0375857	0.17623856	0.56752544
669.09	0.03612461	0.18629775	0.57004013
669.5	0.03337167	0.18058854	0.56269978
669.91	0.02881795	0.18541419	0.5583498
670.32	0.03082289	0.18803117	0.57320055
670.73	0.03384774	0.18616178	0.56062666
671.14	0.03731377	0.18534642	0.58071095
671.56	0.03289601	0.17970499	0.56609803
671.97	0.03731377	0.19227888	0.56327732
672.38	0.03588678	0.18035071	0.55155289
672.79	0.03592046	0.18221969	0.55576692
673.2	0.03632835	0.18395311	0.56127238
673.61	0.03850334	0.18368118	0.54203755
674.02	0.04037232	0.18555016	0.56725351
674.43	0.03571672	0.17702024	0.55107723
674.84	0.04037232	0.18983196	0.53585268
675.25	0.03119709	0.19431791	0.5551212
675.66	0.03663437	0.18344335	0.53496913
676.07	0.03904719	0.1893222	0.54553808
676.48	0.03646431	0.19316243	0.53959064
676.89	0.04013449	0.1939782	0.54948018
677.3	0.03486726	0.18514227	0.53697407
677.71	0.0375857	0.18847274	0.53123077
678.12	0.03581859	0.19047768	0.53089107
678.53	0.03795949	0.19537151	0.51804526
678.94	0.04057646	0.19268676	0.53075511
679.35	0.03812955	0.19278863	0.53024535
679.76	0.03643022	0.19893982	0.52467211
680.17	0.04166376	0.19907578	0.53632835
680.58	0.04210574	0.19523555	0.53860521
680.99	0.03982887	0.19091966	0.52735686
681.4	0.04315894	0.19190508	0.52028803
681.81	0.03693998	0.18976418	0.518249
682.22	0.03891123	0.19550748	0.51379714
682.62	0.03891123	0.18541419	0.51838496
683.03	0.03931912	0.19499772	0.50778233
683.44	0.03466311	0.19554116	0.52443427
683.85	0.04006671	0.19034172	0.51729767
684.26	0.03670214	0.19656068	0.5125057
684.67	0.03524106	0.18510858	0.50615078
685.08	0.03877527	0.18762328	0.50122326
685.49	0.03422154	0.18622997	0.5036024
685.9	0.03993074	0.18113239	0.48810552
686.3	0.04027045	0.18585617	0.49384882
686.71	0.03700816	0.18514227	0.48487733
687.12	0.03836738	0.18925442	0.47716318
687.53	0.04149411	0.18728317	0.47559982
687.94	0.03445937	0.18412275	0.47141989
688.35	0.03602274	0.18711352	0.47410464
688.76	0.03564894	0.18266167	0.47627922
689.16	0.03887714	0.18364709	0.46829316
689.57	0.03646431	0.18092825	0.46537057
689.98	0.03704225	0.17732626	0.46656014
690.39	0.03357582	0.17803975	0.4613607
690.8	0.03445937	0.1774959	0.46479304
691.2	0.03632835	0.17273844	0.45881191
691.61	0.03388143	0.17375795	0.44606797
692.02	0.03812955	0.17922932	0.45184536
692.43	0.04203755	0.17273844	0.44025689
692.84	0.0375857	0.17552506	0.44396116
693.24	0.03707594	0.17460741	0.44018871
693.65	0.03089107	0.17199085	0.44409712
694.06	0.03663437	0.17426771	0.439849
694.47	0.03795949	0.16815062	0.42853247
694.87	0.03486726	0.1732141	0.43094529
695.28	0.03296419	0.16509207	0.41864333
695.69	0.03194468	0.17018965	0.42435253
696.09	0.03690629	0.16913604	0.42717325
696.5	0.02997342	0.16760677	0.42278917
696.91	0.03211433	0.17025743	0.4241147
697.32	0.03612461	0.169272	0.42200789
697.72	0.03643022	0.16325678	0.41079323
698.13	0.03316793	0.16529581	0.39427724
698.54	0.03245443	0.16672322	0.40661329
698.94	0.03714412	0.16458232	0.4144634
699.35	0.03479908	0.15642619	0.39611212
699.76	0.03129896	0.16159195	0.40097187
700.16	0.03218251	0.16043648	0.39910289
700.57	0.03333799	0.17188898	0.40127788
700.98	0.03425523	0.15812552	0.39098086
701.38	0.03343986	0.15047916	0.38557727
701.79	0.03252221	0.16373285	0.38985907
702.2	0.03354173	0.16169382	0.38425214
702.6	0.03452715	0.15666403	0.38248463
703.01	0.03289601	0.1596207	0.37392103
703.42	0.03119709	0.15272193	0.3707943
703.82	0.03734786	0.15448903	0.37663946
704.23	0.03017757	0.15149867	0.37089657
704.63	0.03381365	0.153198	0.36963922
705.04	0.03031313	0.15856709	0.37643572
705.45	0.03167275	0.14891579	0.35689528
705.85	0.03286192	0.14510965	0.36216251
706.26	0.03401739	0.15034319	0.36342026
706.66	0.03296419	0.14979934	0.35726908
707.07	0.03299788	0.15380963	0.3503703
707.47	0.0325563	0.14725056	0.35257939
707.88	0.03252221	0.14935777	0.35071041
708.29	0.03411967	0.14697904	0.35567162
708.69	0.03296419	0.14337664	0.34085496
709.1	0.03248812	0.14993531	0.35281722
