Wavelength_(nm)	S2_1.3uJ(arb.units)	S2_15uJ(arb.units)	S2_400uJ(arb.units)
709.5	0.03204655	0.14419201	0.34187448
709.91	0.0325904	0.14075967	0.33976767
710.31	0.0304154	0.1460273	0.32698964
710.72	0.03439119	0.14470177	0.33351462
711.12	0.02762878	0.13997839	0.33847623
711.53	0.03194468	0.1438864	0.33728666
711.93	0.02925993	0.14201742	0.32879084
712.34	0.02919174	0.13736142	0.32739752
712.74	0.03612461	0.13695353	0.32902867
713.15	0.02705084	0.13664792	0.32566451
713.55	0.02817223	0.13695353	0.31618286
713.96	0.02919174	0.13409913	0.32311572
714.36	0.03017757	0.13375943	0.3246109
714.76	0.02263308	0.12988511	0.30401686
715.17	0.03116299	0.1356625	0.31397418
715.57	0.02902209	0.13260395	0.30785709
715.98	0.03017757	0.1317204	0.30595402
716.38	0.02762878	0.13141438	0.30432287
716.79	0.03252221	0.13365715	0.29575887
717.19	0.0286483	0.13019113	0.31196883
717.6	0.03194468	0.12655464	0.3038468
718	0.02545379	0.13005516	0.28512214
718.4	0.02959963	0.1292053	0.29110327
718.81	0.02599723	0.12672469	0.28790876
719.21	0.02776475	0.12869554	0.29518092
719.61	0.02375446	0.12427778	0.29117105
720.02	0.0271868	0.12047164	0.28756865
720.42	0.0239582	0.11897646	0.28903015
720.83	0.02885204	0.12142338	0.27801922
721.23	0.02725499	0.12624903	0.28111186
721.63	0.02919174	0.11901055	0.27897096
722.04	0.02626916	0.11710748	0.27146055
722.44	0.02603133	0.117379	0.2652075
722.84	0.02922583	0.118127	0.27084893
723.25	0.02623547	0.11646176	0.26225123
723.65	0.02694897	0.12329235	0.26581913
724.05	0.02242934	0.11500027	0.26660081
724.46	0.02562344	0.11330135	0.27366964
724.86	0.0268471	0.11126232	0.2587848
725.26	0.02616729	0.11435455	0.24719633
725.66	0.0232788	0.11054841	0.25480861
726.07	0.02402639	0.10517891	0.25525058
726.47	0.02531783	0.11116004	0.25684764
726.87	0.02868198	0.11044654	0.24960916
727.28	0.02705084	0.11054841	0.25358535
727.68	0.02225928	0.11156793	0.24675435
728.08	0.02630325	0.10256234	0.24284635
728.48	0.02535192	0.10721794	0.2451573
728.89	0.0261332	0.10575685	0.24440971
729.29	0.02480807	0.10820377	0.23248155
729.69	0.02528374	0.10623252	0.2376469
730.09	0.02188549	0.10956299	0.2380207
730.5	0.02052586	0.10035326	0.23197179
730.9	0.02453614	0.10517891	0.22894733
731.3	0.02344845	0.10225633	0.23876829
731.7	0.02239524	0.10813559	0.22915107
732.1	0.02083188	0.10096529	0.229423
732.51	0.02022025	0.09760073	0.21790231
732.91	0.02514777	0.10385378	0.22629627
733.31	0.02494403	0.09845019	0.22007731
733.71	0.02144351	0.09515381	0.21107172
734.11	0.02263308	0.09777078	0.22194669
734.51	0.02280313	0.0937605	0.2122272
734.92	0.02103562	0.0977026	0.20995034
735.32	0.02334658	0.0966494	0.20675583
735.72	0.02307465	0.09505194	0.20760529
736.12	0.02389042	0.09454218	0.20515878
736.52	0.022905	0.09202749	0.2122272
736.92	0.01964231	0.08958057	0.20549848
737.32	0.01841905	0.09243538	0.20661987
737.73	0.02589536	0.09043003	0.20604233
738.13	0.02018616	0.09257134	0.19441978
738.53	0.01835127	0.09226532	0.1982941
738.93	0.02062814	0.08924087	0.19282273
739.33	0.02331289	0.08764341	0.19550748
739.73	0.02419644	0.08628419	0.18956003
740.13	0.01665195	0.08934274	0.18752141
740.53	0.01743363	0.08349757	0.18728317
740.93	0.02191958	0.08441522	0.18616178
741.33	0.01947266	0.08370131	0.1828995
741.73	0.02137573	0.08224022	0.18378305
742.13	0.01913255	0.08346348	0.18592395
742.53	0.0189629	0.08298781	0.17953494
742.93	0.02385633	0.0826818	0.17698615
743.33	0.01729767	0.08224022	0.17756409
743.73	0.01807935	0.08200239	0.17885553
744.14	0.01920074	0.0801671	0.17416584
744.54	0.0218173	0.07829812	0.17229646
744.94	0.01841905	0.07071994	0.16573779
745.34	0.01947266	0.07666698	0.16974767
745.74	0.01206413	0.0744579	0.16978176
746.14	0.01770555	0.07816216	0.16818471
746.53	0.02297278	0.07547741	0.16998591
746.93	0.02066182	0.07612313	0.16604381
747.33	0.01685569	0.07405001	0.16050425
747.73	0.01627815	0.07459386	0.16369876
748.13	0.01604032	0.07384627	0.15815961
748.53	0.01250611	0.0698023	0.15309572
748.93	0.018249	0.06963224	0.15333396
749.33	0.01260798	0.07021019	0.15625654
749.73	0.01770555	0.07561337	0.16665544
750.13	0.01614219	0.07231699	0.15673221
750.53	0.01352562	0.07418597	0.15024132
750.93	0.01848724	0.07292862	0.15418342
751.33	0.01519045	0.07004013	0.1599604
751.73	0.01607441	0.06868091	0.14932368
752.13	0.0171958	0.07653102	0.15421751
752.52	0.01223418	0.06881688	0.14986753
752.92	0.01954044	0.06633587	0.15105669
753.32	0.01960862	0.07027796	0.15295976
753.72	0.01590436	0.06565605	0.1506829
754.12	0.01971049	0.07139935	0.15612058
754.52	0.01559834	0.06759321	0.14334255
754.92	0.01600623	0.07004013	0.1478285
755.32	0.02028803	0.07146753	0.15037729
755.71	0.01485075	0.06704936	0.14341073
756.11	0.0143069	0.06691381	0.14490591
756.51	0.01587027	0.06796701	0.14147357
756.91	0.01590436	0.06636996	0.14436206
757.31	0.01495262	0.06684562	0.14911994
757.71	0.01440918	0.06783105	0.14643519
758.1	0.01226787	0.06507852	0.13511865
758.5	0.01165624	0.06609803	0.13889069
758.9	0.01746772	0.06303949	0.13838094
759.3	0.01423912	0.06297171	0.13127842
759.69	0.00982136	0.06018468	0.13195823
760.09	0.01549647	0.06045661	0.13651196
760.49	0.01600623	0.06198588	0.13712359
760.89	0.01726358	0.06008281	0.12889969
761.29	0.01376346	0.05709245	0.12570518
761.68	0.01563243	0.05875768	0.12339422
762.08	0.01587027	0.06144244	0.12964728
762.48	0.01529273	0.05699058	0.13070088
762.88	0.0128799	0.05610703	0.12094731
763.27	0.01638002	0.05685462	0.12516133
763.67	0.01491893	0.05998094	0.11860266
764.07	0.01457882	0.05301439	0.11754906
764.46	0.02093375	0.05824793	0.11819478
764.86	0.00910745	0.05539312	0.11085443
765.26	0.01046708	0.05216493	0.11404894
765.65	0.01029702	0.05790782	0.11663141
766.05	0.01260798	0.05185891	0.10833973
766.45	0.01240383	0.04737296	0.11302942
766.85	0.01383123	0.05879137	0.10711607
767.24	0.01131654	0.05097536	0.10755805
767.64	0.01291359	0.04625158	0.10517891
768.04	0.01230196	0.0522668	0.10456728
768.43	0.01196226	0.04825652	0.10351408
768.83	0.0118263	0.0511791	0.10123681
769.22	0.010739	0.04672724	0.0984165
769.62	0.00852992	0.05196078	0.09875621
770.02	0.01084087	0.04835879	0.09821236
770.41	0.00778233	0.04305707	0.10065928
770.81	0.00866588	0.04608152	0.09644525
771.21	0.0103648	0.05094127	0.09294513
771.6	0.00975317	0.04594556	0.08815317
772	0.00941347	0.0465235	0.0984165
772.39	0.01186039	0.04560586	0.09331893
772.79	0.01026293	0.04502832	0.09325074
773.18	0.0078842	0.04183381	0.09015851
773.58	0.01097684	0.04156189	0.08774569
773.98	0.00982136	0.04407658	0.0830219
774.37	0.01009328	0.04383875	0.08828913
774.77	0.01056895	0.03840147	0.08794943
775.16	0.00954943	0.04033863	0.08122071
775.56	0.00604891	0.03683811	0.08149263
775.95	0.0118263	0.03976069	0.08145854
776.35	0.01220009	0.04196977	0.08621641
776.74	0.00982136	0.04050828	0.07996336
777.14	0.01281172	0.03880936	0.07948769
777.53	0.01101052	0.03884304	0.07829812
777.93	0.00659276	0.03768757	0.0733706
778.32	0.01165624	0.03959064	0.07333651
778.72	0.00839395	0.03673624	0.07201098
779.11	0.00594704	0.03500322	0.0704817
779.51	0.01155437	0.0365325	0.07455977
779.9	0.01101052	0.03323571	0.07187502
780.3	0.00971949	0.03530883	0.07537554
780.69	0.00747631	0.03449346	0.07272488
781.09	0.00720439	0.03320202	0.07112742
781.48	0.00655867	0.03734786	0.0737444
781.88	0.0096854	0.03405149	0.07269079
782.27	0.0082239	0.03116299	0.06796701
782.66	0.01124835	0.03459534	0.06589429
783.06	0.00649089	0.0293277	0.06501033
783.45	0.00598113	0.02912396	0.06552009
783.85	0.00883553	0.03065324	0.06684562
784.24	0.006083	0.03350764	0.05573283
784.64	0.0075104	0.02922583	0.06032064
785.03	0.00808794	0.03031313	0.06242786
785.42	0.00696655	0.03051727	0.06609803
785.82	0.00621896	0.02773065	0.06320954
786.21	0.00676281	0.0297015	0.06283575
786.6	0.00744222	0.0286483	0.05729619
787	0.00849583	0.03286192	0.0612042
787.39	0.00567511	0.02881795	0.05950528
787.78	0.00649089	0.02667705	0.06276756
788.18	0.00852992	0.03187649	0.05593697
788.57	0.0057433	0.02776475	0.05682052
788.96	0.00703474	0.02783252	0.05709245
789.36	0.0067969	0.02616729	0.05430583
789.75	0.00523354	0.02715271	0.05539312
790.14	0.00730666	0.02698306	0.0522668
790.54	0.00948125	0.0272209	0.05291252
790.93	0.00591295	0.02650699	0.05495155
791.32	0.01080678	0.02660927	0.05597106
791.72	0.00564143	0.02368668	0.05335409
792.11	0.00903968	0.02412826	0.05165517
792.5	0.00309264	0.02868198	0.05009181
792.89	0.00475787	0.02137573	0.04869849
793.29	0.00764636	0.02620138	0.05107723
793.68	0.00530132	0.02161356	0.05342228
794.07	0.00754449	0.02344845	0.04557176
794.46	0.00666094	0.02134164	0.05304848
794.86	0.00451963	0.02032212	0.04479049
795.25	0.00768046	0.02225928	0.05284433
795.64	0.00479156	0.02191958	0.04659128
796.03	0.00883553	0.02045808	0.04247953
796.43	0.00734035	0.02304096	0.04434851
796.82	0.00669463	0.02239524	0.04339718
797.21	0.00434999	0.02117158	0.04400881
797.6	0.00496161	0.01984646	0.04176563
797.99	0.00764636	0.02283682	0.04485827
798.39	0.00485974	0.02249711	0.04023636
798.78	0.00591295	0.01722948	0.04200387
799.17	0.0035683	0.01743363	0.04149411
799.56	0.00604891	0.02001651	0.04142593
799.95	9.8542E-4	0.01688978	0.0397266
800.34	0.00295668	0.01835127	0.04190159
800.74	0.00237873	0.02011838	0.03755201
801.13	0.0046556	0.0221911	0.03952286
801.52	0.0078842	0.01991423	0.04020267
801.91	0.00934529	0.02096784	0.03911497
802.3	0.00920973	0.01971049	0.0386734
802.69	0.00652498	0.0196764	0.04057646
803.08	0.0100251	0.02083188	0.04030454
803.47	0.0085977	0.02236115	0.04030454
803.87	0.00978727	0.02049218	0.04424664
804.26	0.01587027	0.02484216	0.04614971
804.65	0.01104461	0.02338067	0.0486644
805.04	0.01284581	0.02742464	0.04465453
805.43	0.01420503	0.02786662	0.04499423
805.82	0.012166	0.02348254	0.04346496
806.21	0.01135063	0.02521596	0.04275146
806.6	0.00672872	0.0196764	0.03741605
806.99	0.00689877	0.02055995	0.03626057
807.38	0.00693246	0.01886103	0.03170684
807.77	0.00543728	0.0114525	0.03428932
808.16	0.0057433	0.01695796	0.02837637
808.55	0.00560733	0.01264207	0.02946367
808.94	0.00346643	0.01335557	0.02976968
809.33	0.0039421	0.01342335	0.02820632
809.72	0.00890371	0.01461292	0.02949776
810.11	0.00227686	0.01094274	0.02480807
810.5	0.00390801	0.01369527	0.0311289
810.89	0.0042818	0.01437508	0.0315027
811.28	-0.00400988	0.01301587	0.02728867
811.67	6.778E-5	0.01067082	0.02688079
812.06	0.00224277	0.01447695	0.02895391
812.45	0.00285481	0.01386533	0.0293618
812.84	-8.8355E-4	0.01440918	0.02154538
813.23	0.00197085	0.01440918	0.02786662
813.62	0.00373836	0.01943857	0.03004161
814.01	0.00377204	0.00886962	0.02487585
814.4	0.00186898	0.01247202	0.02633734
814.79	0.00638902	0.01423912	0.03248812
815.18	0.00163114	0.0139672	0.02844415
815.57	0.00200494	0.01250611	0.02535192
815.95	0.00591295	0.01519045	0.02885204
816.34	0.00265066	0.01060304	0.02630325
816.73	0.00414584	0.01230196	0.02351663
817.12	0.00234505	0.00988914	0.02304096
817.51	0.00183529	0.00937938	0.0272209
817.9	0.00275253	0.01427321	0.02599723
818.29	0.00485974	0.01413725	0.02402639
818.68	0.00513167	0.01512267	0.02786662
819.07	0.00309264	0.01094274	0.02032212
819.45	0.00625305	0.01043299	0.01838496
819.84	0.00404397	0.01587027	0.0236185
820.23	0.00207312	0.01186039	0.02205513
820.62	0.00271884	0.01158846	0.02402639
821.01	0.00203903	0.01172443	0.02151169
821.4	0.00326229	0.01366159	0.01865689
821.78	0.00203903	0.00917564	0.01712761
822.17	8.8355E-4	0.01087456	0.02514777
822.56	-4.4198E-4	0.00567511	0.02188549
822.95	-0.00166524	0.01199635	0.01770555
823.34	0.00550546	0.00907377	0.0232447
823.72	0.00159705	0.00700064	0.02035621
824.11	0.00265066	0.00683059	0.0196764
824.5	0.00672872	0.00937938	0.02049218
824.89	-2.0374E-4	0.00886962	0.01620997
825.27	0.00234505	0.01121467	0.01814713
825.66	0.00451963	0.00604891	0.01940448
826.05	-0.00244692	0.00937938	0.01743363
826.44	0.00268475	0.00890371	0.01593845
826.82	0.00713661	0.00988914	0.01804526
827.21	0.00268475	0.00920973	0.01695796
827.6	0.00285481	0.00835986	0.01498671
827.98	0.00288849	0.00737444	0.0178752
828.37	-0.00169933	0.00829208	0.01675382
828.76	0.00632083	0.00927751	0.02273495
829.15	0.00135922	0.00543728	0.01726358
829.53	0.0057433	0.00747631	0.01685569
829.92	5.7754E-4	0.006083	0.01474888
830.31	8.8355E-4	0.00914155	0.01688978
830.69	0.00625305	0.00839395	0.01614219
831.08	6.4572E-4	0.00655867	0.01389942
831.47	0.00451963	0.00533541	0.01491893
831.85	-6.7981E-4	0.00513167	0.01237015
832.24	0.00468969	0.00540319	0.01600623
832.63	0.00234505	0.00856401	0.01284581
833.01	9.5174E-4	0.00839395	0.01389942
833.4	0.00282071	0.01056895	0.01434099
833.78	0.00397619	0.01050076	0.01641411
834.17	0.00377204	0.00754449	0.01243792
834.56	0.00353421	0.00547137	0.01536051
834.94	0.00353421	0.00638902	0.01566652
835.33	0.00336456	0.00683059	0.00917564
835.71	9.1764E-4	0.01070491	0.01651599
836.1	1.7005E-4	0.00353421	0.01189407
836.49	0.00499571	0.00795198	0.01519045
836.87	0.00234505	0.00540319	0.01121467
837.26	0.0053695	0.0046556	0.01474888
837.64	0.00193716	0.00683059	0.01386533
838.03	7.135E-4	0.00632083	0.01192817
838.41	0.0032286	0.00924342	0.01362749
838.8	0.00122326	0.00397619	0.01253979
839.18	0.00329638	0.00920973	0.01328738
839.57	-0.0053695	0.00156336	-0.00547137
839.95	0.00479156	0.01039889	0.01304955
840.34	8.8355E-4	0.00557324	0.01260798
840.73	0.00309264	0.00666094	0.01522454
841.11	0.00258288	0.0085977	0.01186039
841.5	0.00203903	0.00652498	0.00988914
841.88	0.00377204	0.00611709	0.01152028
842.26	0.00258288	0.00655867	0.01226787
842.65	-9.1764E-4	0.00581107	0.01090865
843.03	-0.00152927	0.00367017	0.00611709
843.42	0.00397619	0.00723848	0.01366159
843.8	5.4385E-4	0.00676281	0.01257389
844.19	0.00438408	0.00632083	0.01080678
844.57	1.0187E-4	0.00489343	0.01050076
844.96	0.00217499	0.00513167	0.01043299
845.34	0.00407806	0.00835986	0.01019515
845.73	0.00207312	0.00676281	0.01318551
846.11	0.00183529	0.00519945	0.01009328
846.49	0.00190307	0.00587926	0.01118058
846.88	0.00377204	0.00499571	0.01253979
847.26	0.0024806	0.00564143	0.01267576
847.65	0.00244692	0.0035683	0.00734035
848.03	0.00146149	0.0036024	0.01298177
848.41	0.00159705	0.00404397	0.00873366
848.8	0.00397619	0.00723848	0.00754449
849.18	0.0018012	0.00883553	0.01138432
849.56	0.00411215	0.00370427	0.00920973
849.95	-0.00271884	0.00115548	0.01033112
850.33	0.00122326	0.0042818	0.01233605
850.71	-6.7981E-4	9.5174E-4	0.00706842
851.1	0.00384023	0.00200494	0.01026293
851.48	4.7567E-4	0.00414584	0.00914155
851.86	0.00241283	0.00475787	0.01485075
852.25	0.00166524	0.00625305	0.00839395
852.63	0.00387432	0.00305855	0.00958352
853.01	-7.4759E-4	0.00363608	0.01056895
853.4	8.1577E-4	0.0057092	0.00703474
853.78	-4.4198E-4	0.00720439	0.01230196
854.16	6.778E-5	0.00689877	0.0103648
854.55	0.00278662	0.00543728	0.01033112
854.93	0.00727257	0.00553915	0.01186039
855.31	-0.00197085	0.00231096	0.00587926
855.69	0.00458782	0.00785011	0.00734035
856.08	0.0039421	0.00475787	0.01077269
856.46	0.00652498	0.00846173	0.01233605
856.84	0.00122326	0.00723848	0.0132537
857.22	-5.7754E-4	0.00217499	0.0078842
857.61	0.00448595	0.00367017	0.01029702
857.99	0.00319451	0.00319451	0.00727257
858.37	0.00302445	0.00404397	0.00598113
858.75	0.0032286	0.00169933	0.01026293
859.13	4.4198E-4	0.00125735	0.0071707
859.52	5.0976E-4	0.0021409	0.00795198
859.9	0.00108729	0.00333047	0.0053695
860.28	-3.409E-5	0.00598113	0.00424812
860.66	0.00400988	4.4198E-4	0.0085977
861.04	0.00183529	0.0014274	0.01090865
861.43	0.00132553	0.00173301	0.00774823
861.81	-6.4572E-4	0.00557324	0.00659276
862.19	-0.00220909	0.00421402	0.00686468
862.57	0.00156336	0.00747631	0.01012697
862.95	0.0036024	0.00625305	0.00778233
863.33	0.00166524	0.00594704	0.00676281
863.71	-0.00285481	0.00499571	0.00448595
864.1	7.8168E-4	1.7005E-4	0.00761227
864.48	0.00468969	0.0021409	0.00509758
864.86	-4.7567E-4	0.00125735	0.0036024
865.24	0.0024806	0.00829208	0.01053486
865.62	0.00105361	0.00666094	0.00146149
866	0.00265066	0.00295668	0.01121467
866.38	0.0025147	3.738E-4	0.00353421
866.76	0.00373836	0.00445186	0.00944756
867.14	-0.00261657	-0.00129144	0.00676281
867.52	0.00485974	0.00241283	0.00587926
867.9	-0.00224277	0.00734035	0.00611709
868.28	0.00275253	0.00326229	0.00203903
868.67	0.00312632	0.0018012	0.00434999
869.05	0.0024806	0.00339825	0.00472378
869.43	0.00523354	0.00747631	0.00737444
869.81	0.00265066	0.00621896	0.00581107
870.19	0.00316042	0.00132553	0.0064227
870.57	9.8542E-4	0.00292258	0.00587926
870.95	0.00397619	0.00540319	0.00530132
871.33	-0.00397619	-0.00224277	9.1764E-4
871.71	0.00203903	0.00234505	0.00458782
872.09	0.00163114	0.00458782	0.00489343
872.47	-3.0602E-4	0.00336456	0.00499571
872.85	7.8168E-4	0.00231096	0.00628715
873.23	0.00122326	4.0789E-4	0.00367017
873.61	3.397E-4	0.00390801	0.00237873
873.99	9.8542E-4	0.00649089	0.00547137
874.36	6.1163E-4	0.0057092	0.00509758
874.74	0.00125735	0.0024806	0.00482565
875.12	-0.00159705	0.00350012	0.00288849
875.5	0.00268475	0.00166524	0.00757818
875.88	0.00390801	0.00299036	0.00268475
876.26	1.3596E-4	0.00125735	0.00604891
876.64	0.00197085	0.00217499	0.00533541
877.02	-0.00118957	0.00278662	0.00635492
877.4	0.00295668	0.00305855	0.00866588
877.78	0.00166524	-2.7192E-4	0.0057433
878.16	0.00183529	0.00387432	0.0064227
878.54	-0.00271884	-5.7754E-4	0.00441776
878.91	0.0035683	0.00632083	0.00367017
879.29	9.1764E-4	0.00285481	0.00723848
879.67	6.1163E-4	0.0064227	0.00550546
880.05	-5.7754E-4	0.00615118	0.00727257
880.43	3.409E-5	0.00299036	0.00645679
880.81	0.00115548	0.00390801	0.00808794
881.19	0.00152927	0.00621896	0.00550546
881.56	0.00380614	0.00268475	0.00910745
881.94	0.00261657	0.00638902	0.00710251
882.32	-2.0374E-4	-0.00112139	0.00244692
882.7	7.4759E-4	0.00176711	0.00400988
883.08	0.0032286	0.00210681	0.00638902
883.45	2.7192E-4	0.00475787	0.00271884
883.83	0.00254879	0.00254879	0.00417993
884.21	2.0374E-4	0.00234505	0.01009328
884.59	0.00275253	0.00550546	0.00785011
884.97	0.00112139	0.00316042	0.00285481
885.34	3.397E-4	0.00441776	0.00869997
885.72	0.00200494	0.00139331	0.00547137
886.1	0.00268475	0.00441776	0.0036024
886.48	0.00132553	0.00203903	0.0042818
886.85	0.00669463	9.8542E-4	0.00526763
887.23	6.778E-5	0.00292258	0.00139331
887.61	0.00152927	0.00183529	0.00224277
887.98	0.00523354	0.00115548	0.00502939
888.36	-0.00101952	-0.0035683	0.00101952
888.74	0.0036024	9.5174E-4	0.00533541
889.12	-6.1163E-4	0.00122326	0.00305855
889.49	6.778E-5	0.00169933	0.00353421
889.87	0.00118957	9.8542E-4	0.00292258
890.25	-2.3783E-4	0.00343234	0.00261657
890.62	-3.409E-5	-9.5174E-4	0.00190307
891	0.00210681	3.738E-4	0.00333047
891.38	0.00265066	0.00346643	0.00152927
891.75	-6.1163E-4	9.1764E-4	-4.0789E-4
892.13	8.4946E-4	0.00472378	0.00411215
892.51	0.00112139	0.00540319	0.0064227
892.88	0.0046556	8.8355E-4	0.00526763
893.26	-0.00115548	-0.00319451	1.7005E-4
893.64	0.00244692	0.00621896	0.00112139
894.01	-0.00183529	3.0602E-4	0.00672872
894.39	0.00197085	0.00594704	0.00768046
894.76	-5.0976E-4	0.0042818	0.00265066
895.14	0.00149518	0.00455373	0.0039421
895.52	3.409E-5	-0.0025147	0.0024806
895.89	0.00441776	0.00299036	0.00971949
896.27	0.00200494	3.738E-4	0.00363608
896.64	-0.00217499	-3.409E-5	0.00445186
897.02	0.00146149	0.00237873	0.00492752
897.39	0.00244692	0.00346643	0.00468969
897.77	0.00217499	0.00533541	0.00197085
898.15	0.00112139	7.135E-4	0.00377204
898.52	9.8542E-4	-0.00166524	-2.3783E-4
898.9	0.00404397	0.00353421	0.0053695
899.27	0.00173301	0	0.00285481
899.65	0.00329638	0.00451963	0.00604891
900.02	0.00139331	0.00241283	0.0053695
900.4	8.4946E-4	0.00339825	0.00166524
900.77	0.0021409	-1.0187E-4	0.00407806
901.15	0.0021409	-7.135E-4	-0.00234505
901.52	0.00336456	0.00275253	0.00305855
901.9	-0.00254879	-0.00122326	0
902.27	0.00132553	0.00275253	0.00316042
902.65	8.1577E-4	9.1764E-4	0.00132553
903.02	0.00139331	9.8542E-4	0.00118957
903.4	6.7981E-4	0.0018012	0.00271884
903.77	-4.4198E-4	0.00241283	0.00118957
904.14	0.00288849	3.397E-4	0.00339825
904.52	3.409E-5	0.00268475	0.0057433
904.89	0.00207312	-0.00200494	1.3596E-4
905.27	4.4198E-4	1.3596E-4	0.00390801
905.64	0.00343234	-4.4198E-4	3.738E-4
906.02	0.00197085	0.00237873	0.00268475
906.39	4.0789E-4	0.00193716	0.00163114
906.76	0.00254879	5.0976E-4	0.00397619
907.14	-2.3783E-4	0.0018012	4.7567E-4
907.51	0.00203903	-7.135E-4	0.00193716
907.89	-6.7981E-4	-0.00210681	0.00676281
908.26	0.00101952	5.0976E-4	0.00265066
908.63	0.00265066	0.00591295	0.00275253
909.01	0.00108729	0.0025147	6.7981E-4
909.38	0.00163114	0.00224277	0.00560733
909.75	0.00108729	3.738E-4	0.00261657
910.13	0.00156336	-7.8168E-4	0.00421402
910.5	0.00326229	6.1163E-4	0.00224277
910.87	7.8168E-4	-7.4759E-4	0.006083
911.25	0.00190307	0.00139331	0.0032286
911.62	0.00370427	0.00258288	0.00186898
911.99	-3.409E-5	6.778E-5	0.00129144
912.37	0.00244692	0.00336456	9.1764E-4
912.74	0.00254879	0.00305855	0.00540319
913.11	-0.00468969	-0.00101952	-0.00132553
913.49	-9.5174E-4	2.7192E-4	7.8168E-4
913.86	0.00115548	0.00278662	0.00299036
914.23	9.1764E-4	0.00295668	0.00316042
914.6	-3.409E-5	0.00220909	0.00384023
914.98	0.00462191	0.00523354	0.00462191
915.35	0.00254879	0.00295668	0.00397619
915.72	0.00367017	0.00101952	9.1764E-4
916.09	0.00309264	0.00166524	0.00156336
916.47	0.00492752	0.00237873	0.00217499
916.84	0.00305855	-0.00193716	0.00530132
917.21	-0.00231096	-2.7192E-4	0.00268475
917.58	0.00319451	0.00431589	0.00411215
917.95	0.00489343	0.00397619	0.00285481
918.33	-6.1163E-4	-3.0602E-4	0.00448595
918.7	0.00231096	6.7981E-4	0.00363608
919.07	3.0602E-4	-0.00132553	0.00305855
919.44	-2.0374E-4	0.00163114	0.0021409
919.81	0.0024806	-8.8355E-4	0.00166524
920.19	-1.3596E-4	8.8355E-4	0.00282071
920.56	0.00353421	0.00516535	0.00414584
920.93	0.00169933	0.00373836	0.0039421
921.3	3.409E-5	0.00197085	4.4198E-4
921.67	-0.00217499	0.00261657	0.00271884
922.04	1.7005E-4	0.00434999	0.0032286
922.41	-0.00112139	9.1764E-4	0.00163114
922.79	0.00295668	7.135E-4	0.00244692
923.16	7.4759E-4	0.00176711	0.00299036
923.53	0.00584517	0.00217499	0.00339825
923.9	0.00186898	0.00105361	0.00666094
924.27	0.00288849	0.00125735	0.0036024
924.64	0.00373836	0.00302445	0.00343234
925.01	0.00604891	4.4198E-4	0.00431589
925.38	0.00200494	0.00220909	0.0018012
925.75	0.00350012	0.00207312	0.00533541
926.12	0.00122326	2.0374E-4	0.00101952
926.49	-0.00169933	6.4572E-4	0.00105361
926.86	-0.0025147	-7.8168E-4	0.00176711
927.24	-0.00200494	0.00278662	0.00217499
927.61	4.0789E-4	0.00132553	-3.0602E-4
927.98	0.00159705	0.0025147	0.00638902
928.35	7.135E-4	9.1764E-4	0.00112139
928.72	7.4759E-4	5.4385E-4	0.00227686
929.09	-0.0024806	2.7192E-4	9.8542E-4
929.46	3.409E-5	7.4759E-4	-0.00149518
929.83	0.00312632	0.00200494	0.0025147
930.2	0.00159705	0.00700064	0.0032286
930.57	-0.00108729	0.00227686	0.00329638
930.94	0.006083	0.00312632	0.00231096
931.31	-0.00118957	0.00380614	0.00207312
931.68	0.00288849	8.4946E-4	-0.00108729
932.05	0.00244692	6.1163E-4	-0.0014274
932.41	3.738E-4	1.7005E-4	0.00271884
932.78	-4.0789E-4	0.00152927	3.0602E-4
933.15	0.00139331	-5.4385E-4	0.00424812
933.52	0.00326229	-2.0374E-4	0.00152927
933.89	0.00581107	6.1163E-4	0.00265066
934.26	-0.00258288	3.738E-4	0.00261657
934.63	-5.0976E-4	0.00183529	2.0374E-4
935	9.1764E-4	-0.00101952	-0.00193716
935.37	0.00417993	0	6.1163E-4
935.74	0.00224277	0.00203903	4.0789E-4
936.11	0.00526763	-2.3783E-4	0.0039421
936.48	0.00129144	0.00159705	0.00567511
936.84	7.4759E-4	-0.00118957	0.00156336
937.21	-4.7567E-4	3.397E-4	2.3783E-4
937.58	0.00183529	0.00336456	0.00581107
937.95	6.1163E-4	0.00316042	0.00173301
938.32	0.00135922	0.00156336	0.00278662
938.69	9.8542E-4	0.0032286	3.738E-4
939.06	-0.00166524	-0.00105361	2.7192E-4
939.42	0.00312632	0.00292258	0.00149518
939.79	0.00173301	0.00387432	9.1764E-4
940.16	0.00282071	0.00149518	0.00190307
940.53	0	0.00173301	0.00152927
940.9	-0.00105361	8.8355E-4	9.8542E-4
941.26	0.00241283	0.00455373	0.00343234
941.63	0.00200494	-0.00166524	3.738E-4
942	0.00186898	0.00370427	0.00370427
942.37	3.738E-4	0.00220909	0.00190307
942.74	0.0032286	0.00190307	0.00445186
943.1	-0.00237873	0.00190307	0.00220909
943.47	0.00193716	0.00193716	0.00152927
943.84	0.00336456	0.0042818	0.00591295
944.21	0.00278662	0.00492752	0.00268475
944.57	0.00220909	0.00384023	0.00200494
944.94	0.00434999	-2.3783E-4	0.00333047
945.31	0.00404397	0.00343234	0.00282071
945.67	0.00781601	0.00210681	0.00659276
946.04	0.00135922	0.0036024	0.00186898
946.41	8.8355E-4	-0.00135922	0.00220909
946.78	-0.00152927	0.00183529	0.0014274
