Wavelength(nm)	Pump_35(uJ)	Pump_73(uJ)	Pump_140(uJ)	Pump_260(uJ)	Pump_400(uJ)
608.03	0.01279009	0.01420134	0.01331926	0.01252533	0.01393658	0.01402471
608.45	0.01120221	0.01111408	0.01173139	0.01437761	0.01261346	0.0130545
608.87	0.00811495	0.01314264	0.01226056	0.01314264	0.01464238	0.01014386
609.29	0.00846785	0.01155511	0.01076118	0.00934993	0.01120221	0.01084931
609.71	0.00882075	0.01137884	0.01190801	0.0109378	0.01137884	0.01420134
610.13	0.00970283	0.01129035	0.01279009	0.01543631	0.01032014	0.00943806
610.55	0.01181988	0.01261346	0.01437761	0.01393658	0.01323113	0.01234905
610.97	0.00564535	0.00811495	0.00926179	0.01040828	0.00926179	0.00873261
611.39	0.0098791	0.00802681	0.01084931	0.01049676	0.01155511	0.01067304
611.81	0.01005573	0.01173139	0.0137603	0.01323113	0.01173139	0.01155511
612.23	0.00714474	0.0074095	0.00961469	0.00776205	0.01032014	0.01040828
612.65	0.00785054	0.00643894	0.01173139	0.00979096	0.00890889	0.01217243
613.07	0.00617453	0.00758578	0.00467479	0.00785054	0.00696846	0.00829158
613.48	0.01252533	0.0134074	0.010232	0.01358368	0.0109378	0.01331926
613.9	0.00502769	0.00758578	0.00687998	0.01190801	0.00934993	0.00590976
614.32	0.0070566	0.0098791	0.00899703	0.01358368	0.0130545	0.00873261
614.74	0.00882075	0.01217243	0.01111408	0.00943806	0.00811495	0.01014386
615.16	0.01032014	0.01084931	0.01164325	0.0098791	0.00837971	0.01049676
615.58	0.00926179	0.00723288	0.00917365	0.00908516	0.00882075	0.00996724
616	0.00820309	0.01173139	0.00908516	0.01199615	0.01455424	0.0134074
616.41	0.00652743	0.00846785	0.00714474	0.00979096	0.00793868	0.00732101
616.83	0.00793868	0.00837971	0.00996724	0.00802681	0.010232	0.00908516
617.25	0.00811495	0.00538059	0.00811495	0.0095262	0.00961469	0.01120221
617.67	0.00749764	0.00855599	0.00687998	0.0105849	0.00829158	0.00873261
618.09	0.00890889	0.01014386	0.0098791	0.0109378	0.01173139	0.01129035
618.51	0.00661556	0.00899703	0.00661556	0.00917365	0.01014386	0.0098791
618.92	0.00661556	0.00873261	0.00476328	0.01226056	0.00793868	0.00890889
619.34	0.00829158	0.01067304	0.01129035	0.01199615	0.01349554	0.01181988
619.76	0.00758578	0.00846785	0.00732101	0.0074095	0.00837971	0.00714474
620.18	0.00917365	0.00890889	0.01076118	0.01040828	0.0109378	0.01076118
620.6	0.00793868	0.00908516	0.00899703	0.0098791	0.00652743	0.00723288
621.01	0.00776205	0.00723288	0.00467479	0.01199615	0.00820309	0.00679184
621.43	0.00679184	0.00529245	0.00370458	0.00441038	0.00582163	0.00626266
621.85	0.00679184	0.00882075	0.0074095	0.00617453	0.00882075	0.00855599
622.27	0.00211705	0.00749764	0.00590976	0.00502769	0.00687998	0.01014386
622.68	0.00820309	0.00458665	0.00767391	0.00864413	0.00767391	0.00837971
623.1	0.00687998	0.00520431	0.00379306	0.01146698	0.00802681	0.00661556
623.52	0.00864413	0.00687998	0.00785054	0.00820309	0.00926179	0.00873261
623.94	0.00441038	0.00582163	0.00687998	0.00555686	0.00882075	0.00776205
624.35	0.00970283	0.01137884	0.00829158	0.00714474	0.00855599	0.01076118
624.77	0.00873261	0.00582163	0.00793868	0.00767391	0.00776205	0.00776205
625.19	0.00661556	0.00926179	0.00908516	0.01120221	0.01120221	0.00873261
625.61	0.00414561	0.00485141	0.00732101	0.00855599	0.00785054	0.00546873
626.02	0.00291099	0.00679184	0.00785054	0.00723288	0.00458665	0.00458665
626.44	0.00785054	0.0067037	0.00590976	0.0067037	0.0063508	0.01155511
626.86	0.00344016	0.00326354	0.00679184	0.00467479	0.0059979	0.00617453
627.27	0.00608639	0.00811495	0.01049676	0.00785054	0.00661556	0.00643894
627.69	0.00449851	0.00908516	0.00555686	0.0063508	0.00723288	0.00379306
628.11	0.00846785	0.00493955	0.00776205	0.00890889	0.0074095	0.00811495
628.52	0.00502769	0.00335203	0.00564535	0.0105849	0.0067037	0.00793868
628.94	0.00149939	0.00476328	0.0038812	0.0035283	0.0063508	0.00749764
629.36	0.00767391	0.00829158	0.0095262	0.00996724	0.01005573	0.00908516
629.77	0.0035283	0.00776205	0.00370458	0.01129035	0.00767391	0.00811495
630.19	0.00335203	0.00299913	0.00335203	0.0059979	0.00723288	0.00211705
630.61	0.00432224	0.00308726	0.00529245	0.00423375	0.00687998	0.00643894
631.02	0.00626266	0.00573349	0.00476328	0.00793868	0.00723288	0.00802681
631.44	0.00811495	0.00767391	0.00723288	0.00749764	0.00661556	0.00582163
631.86	0.00158788	0.00493955	0.00414561	0.0038812	0.00238146	0.00546873
632.27	0.00291099	0.00502769	0.00679184	0.0067037	0.00679184	0.00405748
632.69	0.00194042	0.00661556	0.00511583	0.0074095	0.00485141	0.00493955
633.11	0.00873261	0.00511583	0.00714474	0.00855599	0.00767391	0.00767391
633.52	0.00246995	8.8208E-4	0.00273436	0.00538059	0.00441038	0.00344016
633.94	0.00502769	0.0067037	0.00608639	0.00811495	0.00943806	0.00855599
634.35	0.00220519	0.00555686	0.00467479	0.00511583	0.00485141	0.00590976
634.77	0.00802681	0.00934993	0.00908516	0.00882075	0.00846785	0.0074095
635.19	0.00687998	0.00502769	0.00573349	0.00767391	0.00529245	0.00529245
635.6	0.00423375	0.00396934	0.00476328	0.00485141	0.00414561	0.00476328
636.02	0.00458665	8.8208E-4	0.00370458	0.0074095	0.00732101	0.00846785
636.43	8.8208E-4	4.4104E-4	3.529E-4	0.00396934	0.00291099	0.00167601
636.85	0.00158788	0.00414561	0.0059979	0.00564535	0.00652743	0.00564535
637.26	0.00608639	0.00449851	0.00520431	0.0028225	0.0067037	0.00299913
637.68	0.00458665	0.00582163	0.00732101	0.00608639	0.00590976	0.00590976
638.09	0.00123498	0.00608639	0.00308726	0.0035283	0.00370458	0.00582163
638.51	0.00573349	0.00299913	0.00423375	0.00652743	0.00123498	0.00538059
638.93	0.00449851	0.00476328	0.00476328	0.0070566	0.00344016	0.00582163
639.34	0.00626266	0.0070566	0.00723288	0.0063508	0.00687998	0.00573349
639.76	0.00493955	0.00538059	0.0063508	0.00802681	0.0035283	0.0059979
640.17	0.00608639	0.00414561	0.00423375	0.00441038	0.00273436	0.00538059
640.59	0.00582163	0.00467479	0.00811495	0.00573349	0.00538059	0.00370458
641	0.00502769	0.00608639	0.00538059	0.00423375	0.00626266	0.00643894
641.42	3.529E-4	0.00229333	0.00361644	0.00687998	0.00396934	0.00291099
641.83	0.00335203	0.00529245	0.0059979	0.00467479	0.0035283	0.00582163
642.25	0.00379306	0.00264623	0.00423375	0.00626266	0.00476328	0.00661556
642.66	0.00326354	0.00590976	0.00405748	0.00502769	0.00661556	0.00502769
643.08	-4.4104E-4	8.814E-5	-8.814E-5	0.00493955	0.00264623	0.00114684
643.49	3.529E-4	0.00220519	0.00370458	0.00538059	0.00335203	0.00476328
643.91	0.00661556	0.0074095	0.00882075	0.00643894	0.00335203	0.00414561
644.32	0.00414561	0.00732101	0.00476328	0.00749764	0.00590976	0.00573349
644.73	9.7021E-4	0.00582163	0.00326354	0.00555686	0.00458665	0.00555686
645.15	0.00273436	0.00493955	0.00326354	0.00458665	0.00590976	0.00811495
645.56	0.0035283	0.00335203	9.7021E-4	0.0063508	0.00467479	0.00344016
645.98	0.00194042	0.0028225	0.00511583	0.00344016	0.00502769	0.00264623
646.39	0.00185229	0.00361644	0.00467479	0.0035283	0.00449851	0.00299913
646.81	-0.00229333	-4.4104E-4	0.00291099	0.00546873	0.00211705	0.00194042
647.22	0.00246995	0.00441038	0.00449851	0.00211705	0.0063508	0.00476328
647.63	8.8208E-4	0.00167601	0.00255809	0.00441038	0.00229333	0.00202891
648.05	0.00202891	3.529E-4	0.00167601	0.00379306	0.00264623	0.00132311
648.46	0.00432224	0.00432224	0.00538059	0.00246995	0.00458665	0.00202891
648.88	6.1731E-4	0.00291099	0.00211705	0.00449851	0.00370458	0.00520431
649.29	0.0038812	0.00696846	0.00405748	0.00511583	0.00829158	0.00538059
649.7	0.00608639	0.00255809	0.00793868	0.00467479	0.00449851	0.00414561
650.12	0.00238146	1.7627E-4	-7.9394E-4	2.6476E-4	0.00361644	9.7021E-4
650.53	0.00202891	0.00414561	0.00326354	0.0038812	0.0059979	0.00511583
650.95	0.00458665	0.00749764	0.00493955	0.0095262	0.00820309	0.0059979
651.36	0.00493955	0.00538059	0.00661556	0.00520431	0.00414561	0.0067037
651.77	0.00414561	0.00520431	0.00344016	0.00432224	0.00141125	0.00264623
652.19	0.00714474	0.00714474	0.00626266	0.00555686	0.00582163	0.00626266
652.6	0.00185229	0.00573349	0.00370458	0.00405748	0.0063508	0.00485141
653.01	0.00229333	0.00308726	0.00441038	0.0031754	0.00220519	0.00158788
653.43	0.00246995	0.00758578	0.00414561	0.00732101	0.00696846	0.00564535
653.84	0.00114684	2.6476E-4	0.00149939	0.00211705	0.00370458	0.00344016
654.25	0.00458665	0.0038812	0.00361644	0.00608639	0.00749764	0.00238146
654.67	0.00114684	-0.00114684	2.6476E-4	0.00485141	0.00264623	0.00405748
655.08	0.00132311	0.00158788	7.9394E-4	1.7627E-4	0.00326354	0.00590976
655.49	0.00405748	0.00326354	0.00529245	0.00493955	0.00458665	0.00370458
655.91	0.00335203	0.00202891	0.00158788	0.00687998	0.00485141	0.00379306
656.32	0.00405748	0.00405748	0.00308726	0.00555686	0.00608639	0.00529245
656.73	-9.7021E-4	7.058E-4	0.00194042	0.00299913	0.00132311	0.00396934
657.14	2.6476E-4	0.00185229	0.00582163	0.00273436	0.00582163	0.00273436
657.56	0.00396934	0.00626266	0.00476328	0.00493955	0.00423375	0.00432224
657.97	0.00167601	0.00176415	0.00185229	0.00308726	3.529E-4	0.00546873
658.38	0.00502769	0.00502769	0.00344016	0.00273436	0.0035283	-0.00123498
658.79	0.00105835	0.00141125	6.1731E-4	4.4104E-4	0.00202891	0.00176415
659.21	-0.00264623	8.814E-5	0.00132311	0.00370458	2.6476E-4	0.00441038
659.62	0.00291099	0.00176415	0.00149939	0.00405748	0.00229333	0.00149939
660.03	0.00573349	0.00493955	0.00652743	0.00643894	0.00546873	0.00555686
660.44	0.00114684	0.00608639	0.00776205	0.00493955	0.00405748	0.00361644
660.86	3.529E-4	7.058E-4	0.00441038	0.00308726	0.0031754	0.00493955
661.27	4.4104E-4	0.00335203	0.00308726	0.00238146	0.00326354	0.00202891
661.68	0.00167601	-1.7627E-4	0.00502769	0.00149939	0.00167601	8.814E-5
662.09	0.00114684	0.00476328	0.00361644	0.00538059	0.00308726	0.0035283
662.5	-0.00132311	0.00132311	-1.7627E-4	0.00264623	0.00414561	6.1731E-4
662.92	0.00158788	0.00564535	0.00696846	0.00405748	0.00546873	0.00299913
663.33	0.00194042	0.00132311	0.00202891	-2.6476E-4	0.00458665	0.00291099
663.74	0.00149939	0.00185229	0.0067037	0.00493955	0.00326354	0.00229333
664.15	0.00229333	0.00379306	0.0028225	0.00511583	0.00326354	0.00458665
664.56	-0.00123498	0.00114684	7.9394E-4	0.00361644	0.00291099	0.00185229
664.98	2.6476E-4	0.0038812	0.00220519	0.00467479	0.00361644	0.00220519
665.39	0.00202891	0	0.00194042	0.00344016	0.00529245	8.814E-5
665.8	0.00273436	0.00308726	0.00229333	0.00652743	0.00626266	0.00202891
666.21	0.00291099	0.00511583	0.00776205	0.00608639	0.00255809	0.0070566
666.62	0.00326354	2.6476E-4	0.00502769	0.00379306	7.9394E-4	0.00167601
667.03	-0.00370458	0	0.00114684	0.00238146	0.00467479	0.00149939
667.45	0.00299913	0.0038812	0.00432224	0.00423375	0.00476328	0.00467479
667.86	0.00149939	6.1731E-4	0.00396934	0.00502769	0.00379306	0.00220519
668.27	0.00132311	6.1731E-4	1.7627E-4	0.00167601	0.00185229	0
668.68	0.00141125	0.00149939	0.00158788	0.00114684	0.00299913	-0.00149939
669.09	0.00608639	0.0067037	0.00608639	0.0031754	0.00502769	0.00273436
669.5	0.00185229	0.00264623	0.00344016	0.00264623	0.00291099	0.00608639
669.91	0.00255809	-7.058E-4	0.00132311	0.00220519	0.00299913	0.00149939
670.32	5.2917E-4	0.00158788	8.814E-5	0	0.00132311	8.8208E-4
670.73	0.00176415	0.00255809	0.00255809	7.9394E-4	8.814E-5	1.7627E-4
671.14	0.00432224	0.00194042	0.00449851	0.00105835	0.00308726	0.0038812
671.56	0	2.6476E-4	-4.4104E-4	0.00273436	0.00299913	0.00176415
671.97	0.00308726	-1.7627E-4	0.00123498	0.00361644	0.00273436	0.00185229
672.38	-8.814E-5	0.00132311	-0.0028225	-0.00158788	-0.00185229	-0.00114684
672.79	0.00335203	0.00246995	0.00476328	0.00335203	0.00176415	0.00255809
673.2	-0.00246995	0.00255809	0.00238146	0.00246995	0.00361644	1.7627E-4
673.61	0	1.7627E-4	-8.8208E-4	0.00141125	0.00185229	0.00423375
674.02	-8.8208E-4	0.00220519	-6.1731E-4	4.4104E-4	0	9.7021E-4
674.43	0.00114684	0.00202891	0.00123498	0.00432224	7.9394E-4	7.9394E-4
674.84	4.4104E-4	0.0031754	0.00326354	0.00114684	0.00246995	0.00176415
675.25	-0.00123498	0.00123498	-2.6476E-4	0.00105835	0.0028225	0.00291099
675.66	-0.00141125	0.00202891	2.6476E-4	1.7627E-4	0.00185229	-0.00141125
676.07	-0.00238146	-0.00185229	-9.7021E-4	-7.9394E-4	0.00105835	-7.058E-4
676.48	-7.9394E-4	-1.7627E-4	-0.00202891	-2.6476E-4	9.7021E-4	0.00114684
676.89	0.00158788	0.00405748	0.00335203	0	0.00141125	0.00211705
677.3	0.00361644	0.00485141	0.00273436	7.058E-4	0.00176415	4.4104E-4
677.71	0.00264623	-2.6476E-4	-8.814E-5	0.00502769	0.00141125	5.2917E-4
678.12	0.00105835	0.00167601	0.00105835	0.00114684	0.00158788	5.2917E-4
678.53	0.0031754	0.00202891	-9.7021E-4	0.00167601	1.7627E-4	8.814E-5
678.94	0.00114684	0.00538059	0.00396934	0.0035283	0.00246995	0.00441038
679.35	-9.7021E-4	0.00158788	5.2917E-4	0.00246995	3.529E-4	0.00308726
679.76	0.00132311	0.00114684	5.2917E-4	0.00255809	7.058E-4	7.9394E-4
680.17	0.00123498	0.00158788	0.00370458	0.00238146	0.00220519	0.00379306
680.58	1.7627E-4	-8.814E-5	0.00246995	0.00114684	0.00326354	0.00335203
680.99	-2.6476E-4	-0.00149939	-8.814E-5	0.00194042	0.0035283	0.00361644
681.4	-0.00158788	-0.00255809	8.814E-5	0.00123498	-0.00141125	0.00255809
681.81	0.00370458	0.00149939	0.00132311	0.00132311	0.00546873	0.00291099
682.22	4.4104E-4	6.1731E-4	0.00149939	0.00273436	0.00141125	-0.00202891
682.62	-0.00114684	-0.00273436	-1.7627E-4	1.7627E-4	-0.00141125	0.00132311
683.03	7.058E-4	0.00273436	8.814E-5	0.00502769	0.00141125	0.00458665
683.44	0.00344016	0.0028225	0.00326354	0.00379306	0.00264623	0.00432224
683.85	0.00432224	0.00370458	0.00273436	0.00502769	0.00344016	0.00458665
684.26	7.058E-4	0.00449851	0.00423375	0.00538059	0.00493955	0.00370458
684.67	0.00449851	0.00441038	0.00361644	0.00114684	0.00511583	0.00520431
685.08	0.00458665	0.00185229	0.0038812	0.00441038	0.00564535	0.0038812
685.49	-2.6476E-4	0	-0.00211705	8.814E-5	6.1731E-4	-3.529E-4
685.9	-8.8208E-4	0.00167601	-8.814E-5	0.00441038	0.00273436	0.00246995
686.3	0.00123498	0.00299913	0.00458665	0.00590976	3.529E-4	0.00414561
686.71	0.00291099	0.00414561	0.00405748	0.00529245	0.00414561	0.00485141
687.12	8.8208E-4	0.00167601	0.00158788	0.00202891	0.00511583	0.00370458
687.53	2.6476E-4	-0.00194042	0.00105835	0.00132311	0.00335203	-0.00229333
687.94	-8.814E-5	0	0.00229333	0.00432224	0.00211705	0.00458665
688.35	0.00114684	0.00167601	0.00299913	0.00273436	0.00370458	0.00396934
688.76	0.00220519	0.0031754	0.00485141	0.00564535	0.00335203	0.00546873
689.16	0.00326354	0.00326354	0.00114684	0.00132311	4.4104E-4	0.00361644
689.57	0.00255809	9.7021E-4	0.00511583	0.00344016	0.00837971	0.00379306
689.98	0.0031754	-7.058E-4	0.00326354	0.00396934	0.00564535	0.00758578
690.39	0.00141125	0.00485141	0.00396934	0.00749764	0.00785054	0.00776205
690.8	-7.058E-4	0.00123498	0.00291099	0.00370458	0.00608639	0.00361644
691.2	0.00105835	0.0059979	0.00546873	0.00696846	0.00917365	0.0059979
691.61	-6.1731E-4	-0.00211705	0.00220519	3.529E-4	0.0038812	0.00423375
692.02	1.7627E-4	-5.2917E-4	0.00229333	0.00229333	0.00687998	0.00167601
692.43	0.00229333	0.00361644	0.00211705	0.0031754	0.00864413	0.00917365
692.84	0.00370458	0.00396934	0.00485141	0.00855599	0.01102594	0.00890889
693.24	0.0035283	0.00123498	0.00467479	0.00652743	0.0063508	0.00687998
693.65	-0.00423375	0.00229333	0.0031754	0.00723288	0.00917365	0.00370458
694.06	7.9394E-4	-6.1731E-4	0.00238146	0.00590976	0.00767391	0.0038812
694.47	-0.00132311	-4.4104E-4	0.00176415	0.0035283	0.00626266	0.00723288
694.87	0.00114684	0.00449851	0.00564535	0.00943806	0.00767391	0.00520431
695.28	0.00299913	0.00538059	0.00493955	0.00855599	0.0095262	0.00873261
695.69	0.0035283	0.00273436	0.00546873	0.00467479	0.00564535	0.00696846
696.09	0.00141125	0.00229333	0.00202891	0.00679184	0.00626266	0.00829158
696.5	0.00344016	0.00529245	0.0035283	0.0095262	0.01111408	0.00908516
696.91	-0.00158788	2.6476E-4	0.00141125	0.00643894	0.00344016	0.00449851
697.32	4.4104E-4	0	0.00458665	0.00811495	0.0035283	0.00749764
697.72	-1.7627E-4	5.2917E-4	0.00185229	0.00608639	0.00776205	0.00846785
698.13	-0.00211705	0.00185229	0.00132311	0.00458665	0.00714474	0.00820309
698.54	-8.8208E-4	0.00299913	0.00423375	0.00970283	0.01226056	0.0098791
698.94	6.1731E-4	0.00211705	0.00793868	0.00873261	0.01181988	0.00882075
699.35	0.00238146	0.00652743	0.00846785	0.01111408	0.01234905	0.01190801
699.76	-0.00132311	-2.6476E-4	0.00238146	0.00785054	0.00864413	0.00899703
700.16	-0.00211705	0	0.00767391	0.010232	0.0141132	0.01252533
700.57	-8.814E-5	4.4104E-4	0.0074095	0.01226056	0.01402471	0.0165828
700.98	-0.00123498	0.0031754	0.00590976	0.01869985	0.01931716	0.02099318
701.38	1.7627E-4	0.00255809	0.00934993	0.01720046	0.01817068	0.01869985
701.79	0.00167601	0.00379306	0.0109378	0.01931716	0.01896462	0.01755301
702.2	0.00264623	0.0031754	0.01084931	0.02152235	0.02381568	0.02531542
702.6	1.7627E-4	0.00485141	0.0134074	0.02099318	0.02487438	0.02557983
703.01	-7.9394E-4	0.00723288	0.01993483	0.03246015	0.0338714	0.03201912
703.42	2.6476E-4	0.00767391	0.02019924	0.03051938	0.04172194	0.0373997
703.82	7.9394E-4	0.00432224	0.02187525	0.03184249	0.04436817	0.03854619
704.23	0.00114684	0.0074095	0.02760874	0.04181008	0.05618769	0.04630859
704.63	-0.00167601	0.00458665	0.03334223	0.05477644	0.06941882	0.05407064
705.04	0.00238146	0.01120221	0.04454444	0.07462278	0.08503141	0.07259422
705.45	0.00485141	0.01490679	0.05821661	0.08229705	0.10179049	0.08520768
705.85	-5.2917E-4	0.0201111	0.06827198	0.10937626	0.12445968	0.10090841
706.26	6.1731E-4	0.01640653	0.07224132	0.12534175	0.12869378	0.121108
706.66	-0.00308726	0.01852358	0.0865308	0.1443945	0.14201269	0.12904633
707.07	0.00123498	0.0239923	0.10152607	0.15021613	0.15806632	0.14465892
707.47	7.9394E-4	0.02522728	0.10373126	0.15824294	0.16327063	0.15092158
707.88	0.00114684	0.03051938	0.12057848	0.17588409	0.17165034	0.16582872
708.29	-0.00238146	0.03378327	0.14280663	0.20234635	0.19908246	0.18840977
708.69	0.00396934	0.04242739	0.16203566	0.22872011	0.22554471	0.2104613
709.1	0.00114684	0.04622046	0.18779211	0.24389166	0.24574395	0.2312782
709.5	0.00458665	0.05812812	0.23462988	0.28587802	0.28499594	0.26523774
709.91	0.00520431	0.07171215	0.27908618	0.32292482	0.32010232	0.29637478
710.31	0.00687998	0.08600162	0.31092867	0.35926618	0.34947521	0.32089626
710.72	0.00582163	0.09102931	0.33130454	0.40239902	0.37064467	0.33615595
711.12	0.0074095	0.09738011	0.34030156	0.40504524	0.3753198	0.35820748
711.53	0.0105849	0.12578279	0.37734837	0.46193874	0.4438562	0.42286302
711.93	0.0059979	0.15797818	0.45250068	0.5515568	0.52897575	0.52500641
712.34	0.01261346	0.21707686	0.54599994	0.66066865	0.65599351	0.62529751
712.74	0.02743247	0.23956943	0.57334391	0.73943705	0.68351411	0.66428509
713.15	0.0268148	0.2439798	0.57978285	0.6984209	0.65264184	0.65096582
713.55	0.0271677	0.26417904	0.64099858	0.76537012	0.74693468	0.71579764
713.96	0.0342243	0.27485208	0.65017189	0.73732035	0.72885249	0.73634978
714.36	0.04445631	0.31763237	0.71085809	0.80717985	0.79606578	0.84652033
714.76	0.05036607	0.34118364	0.71129913	0.79782993	0.75222713	0.83664088
715.17	0.04604383	0.333686	0.64884877	0.77366135	0.68298494	0.78257024
715.57	0.06209746	0.35238585	0.67733959	0.79086181	0.72752938	0.7891858
715.98	0.06421451	0.35529684	0.70503647	0.82976091	0.78160003	0.82984904
716.38	0.06580238	0.38599284	0.74631737	0.83452418	0.80903214	0.87518742
716.79	0.06245036	0.41668885	0.77745441	0.88233216	0.83090739	0.93137512
717.19	0.07135925	0.42912569	0.86407335	0.93737302	0.88162636	0.99109111
717.6	0.07691646	0.42418613	0.88056801	0.94601749	0.88788902	0.93631467
718	0.07744563	0.44332702	0.84643184	0.93031642	0.89124105	0.89635688
718.4	0.0999382	0.50260198	0.84669661	1	0.95474976	0.93684384
718.81	0.09420471	0.47896258	0.80065278	0.94293023	0.89706268	0.81167837
719.21	0.09429285	0.46123294	0.80303424	0.90076725	0.85313555	0.74234803
719.61	0.09896799	0.43053729	0.76951574	0.82464473	0.78107085	0.66984195
720.02	0.10558355	0.46035086	0.79650681	0.81176685	0.73846683	0.67257631
720.42	0.09932089	0.47605194	0.75319735	0.80991422	0.72241321	0.64955457
720.83	0.10355464	0.44394469	0.76616371	0.71385722	0.66375591	0.61171383
721.23	0.1041723	0.45576421	0.79668344	0.72594151	0.71588613	0.61974064
721.63	0.10681852	0.45638188	0.76863366	0.67883898	0.70080272	0.5924848
722.04	0.10761211	0.45188301	0.7390845	0.65246521	0.68130893	0.59310212
722.44	0.1034665	0.4417395	0.67610461	0.62617958	0.61665338	0.55358571
722.84	0.1129927	0.41210185	0.63376536	0.60121707	0.59574834	0.5374436
723.25	0.12384236	0.42771444	0.6553762	0.62935498	0.60209914	0.54220687
723.65	0.13134	0.45082466	0.65969844	0.6786627	0.62132817	0.56452316
724.05	0.12296029	0.41536573	0.63235411	0.64143962	0.58004762	0.50136701
724.46	0.12490071	0.38511077	0.62450392	0.62406288	0.55349722	0.48143253
724.86	0.1172268	0.33306869	0.550851	0.54088376	0.46299709	0.41271951
725.26	0.10196711	0.30934115	0.53409192	0.48302005	0.42083446	0.38581622
725.66	0.09949716	0.3044016	0.5483814	0.48646022	0.41845265	0.38899162
726.07	0.10540692	0.32521815	0.52650615	0.49307578	0.43327165	0.39022659
726.47	0.10214339	0.31092867	0.50965858	0.4611448	0.39675402	0.38502228
726.87	0.08591349	0.29231731	0.46520228	0.42427462	0.35212144	0.364382
727.28	0.08732473	0.29681582	0.48646022	0.4505599	0.36279448	0.38114143
727.68	0.08961806	0.26964812	0.4646731	0.43159564	0.34012529	0.3506217
728.08	0.085825	0.25447657	0.44950155	0.42048156	0.31966129	0.33642036
728.48	0.08229705	0.26541402	0.46581994	0.4375054	0.33103977	0.33668513
728.89	0.08317912	0.27723389	0.46052749	0.44764926	0.35512021	0.33139267
729.29	0.07100635	0.24539105	0.39296096	0.40275192	0.31983756	0.29461063
729.69	0.07338816	0.21769417	0.35476767	0.38175874	0.31454511	0.27335269
730.09	0.06527286	0.20605092	0.33853741	0.3573254	0.28790693	0.25377077
730.5	0.06236222	0.21178441	0.3470934	0.34947521	0.27670472	0.24018709
730.9	0.05945123	0.1899973	0.32945225	0.33377449	0.25888694	0.22766176
731.3	0.04798461	0.17614886	0.31251655	0.3174561	0.24001046	0.2104613
731.7	0.04622046	0.16776914	0.28129137	0.30272558	0.22748514	0.2030518
732.1	0.04869006	0.15877212	0.28552512	0.31507464	0.20869715	0.18461671
732.51	0.04128091	0.1475699	0.27749831	0.27158854	0.19379036	0.17182662
732.91	0.03343037	0.1274588	0.22686783	0.23427698	0.15471464	0.147217
733.31	0.02893185	0.12587093	0.2199875	0.21028502	0.1507453	0.13980785
733.71	0.0271677	0.110876	0.19564265	0.19458395	0.13716163	0.12534175
734.11	0.02663853	0.11784411	0.19899432	0.19440767	0.14210118	0.13283939
734.51	0.02893185	0.1196964	0.20578651	0.186469	0.1479228	0.13019316
734.92	0.02134608	0.1031136	0.17994192	0.17023909	0.13575003	0.11193435
735.32	0.01993483	0.09596886	0.15568485	0.15171552	0.1196964	0.09464575
735.72	0.01993483	0.08000337	0.1306342	0.13751418	0.10867081	0.08353167
736.12	0.01755301	0.07673983	0.12049034	0.13001689	0.09411657	0.07259422
736.52	0.01393658	0.06439078	0.11272829	0.1172268	0.08626603	0.06421451
736.92	0.01561259	0.07135925	0.12507734	0.12869378	0.09632176	0.07329967
737.32	0.01490679	0.06897778	0.12066696	0.11996116	0.08732473	0.07038903
737.73	0.01420134	0.06915406	0.12763508	0.12243111	0.08591349	0.07127111
738.13	0.0130545	0.06571389	0.1204022	0.11528638	0.08767764	0.06827198
738.53	0.01173139	0.05371774	0.09552782	0.09208801	0.07118297	0.06050993
738.93	0.01261346	0.04330947	0.07965082	0.07585776	0.06333243	0.05468831
739.33	0.010232	0.04207449	0.08097393	0.07868026	0.05654059	0.04948399
739.73	0.00582163	0.03651763	0.0727705	0.06527286	0.05407064	0.04004593
740.13	0.00564535	0.03219539	0.06218559	0.05962786	0.04666149	0.03801702
740.53	0.00573349	0.02937289	0.05856916	0.05521748	0.04198635	0.03343037
740.93	0.00617453	0.02875523	0.05468831	0.05221836	0.04154532	0.03157808
741.33	0.00529245	0.02540355	0.04489734	0.05398251	0.03810515	0.02804978
741.73	-0.00202891	0.01949379	0.03819364	0.0469259	0.02937289	0.02337464
742.13	0.00493955	0.02019924	0.03766412	0.04480885	0.02937289	0.02699143
742.53	0.00423375	0.0172886	0.0342243	0.03713494	0.02275733	0.02196339
742.93	0.00520431	0.01861171	0.0338714	0.0377526	0.02302209	0.01878799
743.33	0.00458665	0.01799405	0.03413617	0.03334223	0.02628563	0.01896462
743.73	-0.00158788	0.01234905	0.02663853	0.0299902	0.0172886	0.01799405
744.14	7.058E-4	0.01799405	0.02566832	0.0271677	0.01993483	0.01878799
744.54	0.00194042	0.0165828	0.02240443	0.02566832	0.01737674	0.01631839
744.94	-2.6476E-4	0.01014386	0.01711198	0.0172886	0.01234905	0.01323113
745.34	-3.529E-4	0.00652743	0.01525969	0.01649466	0.00961469	0.00979096
745.74	0.00308726	0.00934993	0.01684756	0.01799405	0.01481865	0.01199615
746.14	0	0.00529245	0.01146698	0.01605363	0.01014386	0.01437761
746.53	8.814E-5	0.00934993	0.01296636	0.01402471	0.00882075	0.0098791
746.93	7.9394E-4	0.00246995	0.01367216	0.0109378	0.00829158	0.00996724
747.33	5.2917E-4	0.00749764	0.01208429	0.0109378	0.00767391	0.0070566
