Wavelength(nm)	Pump_35(uJ)	Pump_73(uJ)	Pump_140(uJ)	Pump_260(uJ)	Pump_400(uJ)
325.17	0.00114684	0.00432224	7.9394E-4	0.00555686	0.00361644	-8.814E-5
325.63	-0.00105835	-4.4104E-4	-4.4104E-4	5.2917E-4	-2.6476E-4	-0.00123498
326.08	-0.00511583	-0.00273436	-0.00255809	-0.00379306	-0.00502769	-0.00123498
326.54	1.7627E-4	0.00264623	6.1731E-4	2.6476E-4	0.00149939	0.00335203
326.99	-0.00308726	-0.00158788	-0.00158788	-8.8208E-4	-0.00432224	-0.00167601
327.44	-3.529E-4	-0.00299913	1.7627E-4	8.814E-5	-0.00141125	-9.7021E-4
327.9	0.00441038	0.00414561	0.00273436	0.00520431	0.00335203	0.00202891
328.35	-0.00414561	-0.00308726	-0.0035283	-8.814E-5	-0.00123498	-9.7021E-4
328.8	8.814E-5	-0.00149939	0.00299913	0.00264623	8.814E-5	-8.814E-5
329.26	-2.6476E-4	0.00238146	0.00273436	0.00167601	5.2917E-4	-2.6476E-4
329.71	0.00141125	0.00202891	0.00396934	0.00370458	0.0038812	0.00423375
330.17	0.00308726	0.00273436	0.00202891	6.1731E-4	0.00114684	0.00396934
330.62	5.2917E-4	-5.2917E-4	-0.00176415	-0.00291099	0.00132311	-0.00229333
331.07	-0.00246995	0.00220519	-0.00167601	-0.00167601	-0.00123498	-6.1731E-4
331.53	-0.00264623	0.00238146	4.4104E-4	0.00414561	0.00238146	0.00105835
331.98	7.058E-4	-0.00299913	-0.00255809	0.00220519	0.00123498	7.058E-4
332.43	-2.6476E-4	-0.00149939	-4.4104E-4	0.00202891	-0.00176415	3.529E-4
332.89	0.00114684	0.00149939	-1.7627E-4	8.8208E-4	0.00158788	-2.6476E-4
333.34	5.2917E-4	-8.814E-5	0.00396934	0.00185229	0.00114684	0.00432224
333.79	-8.814E-5	8.814E-5	1.7627E-4	0.00202891	-0.00220519	-0.0031754
334.25	-0.00158788	2.6476E-4	-6.1731E-4	0	-9.7021E-4	-0.00123498
334.7	-0.00344016	-0.00229333	8.8208E-4	-0.00176415	0	-0.00158788
335.15	0.00185229	0.00132311	6.1731E-4	0.00255809	9.7021E-4	0.00238146
335.6	-4.4104E-4	1.7627E-4	6.1731E-4	0.00167601	-6.1731E-4	-0.00202891
336.06	-7.9394E-4	-0.00194042	6.1731E-4	0.00149939	-9.7021E-4	-3.529E-4
336.51	0.00449851	0.00555686	0.0035283	0.00194042	0.00194042	-2.6476E-4
336.96	0.00167601	-9.7021E-4	-9.7021E-4	-3.529E-4	-0.00105835	0.00220519
337.42	-0.00335203	-0.00344016	-0.00361644	-0.00370458	-0.00344016	-0.00432224
337.87	-0.00176415	-0.00132311	-5.2917E-4	-5.2917E-4	-0.00202891	-2.6476E-4
338.32	-1.7627E-4	0.00308726	-0.00123498	-6.1731E-4	-0.00149939	-0.00229333
338.77	0.00308726	-4.4104E-4	0.00141125	0.00220519	9.7021E-4	-5.2917E-4
339.23	0.00326354	0.00141125	0.00176415	0.0028225	0.00176415	0.00194042
339.68	-6.1731E-4	3.529E-4	0.00202891	0.00185229	0.00229333	8.814E-5
340.13	0.00194042	0.00211705	2.6476E-4	9.7021E-4	0.00211705	0.00264623
340.58	0.00273436	0.00114684	0.00167601	0.00299913	0.00238146	-0.00185229
341.04	0.00105835	0.00229333	0.0028225	0.00485141	0.00123498	0.00326354
341.49	0.00414561	0.0035283	0.00194042	0.00211705	0.00158788	2.6476E-4
341.94	8.8208E-4	0.00176415	6.1731E-4	-0.00105835	0.00202891	8.8208E-4
342.39	-6.1731E-4	-0.00264623	-8.8208E-4	-5.2917E-4	-0.00123498	-9.7021E-4
342.85	0.00114684	0.00141125	0.00449851	0.00185229	-0.00132311	2.6476E-4
343.3	0.00264623	0.00308726	0.0031754	0.00405748	0.00255809	0.00273436
343.75	0	0.0035283	0.00167601	0.00229333	0.00308726	-3.529E-4
344.2	-0.00379306	-0.00176415	-0.00185229	-0.00264623	-8.814E-5	-9.7021E-4
344.65	6.1731E-4	-0.00132311	9.7021E-4	7.9394E-4	-0.00132311	-7.9394E-4
345.11	-1.7627E-4	-0.00264623	-0.00326354	-0.00123498	-0.00105835	-0.00308726
345.56	0.00167601	0.00149939	0.00105835	0.00220519	0.00476328	0.00114684
346.01	0.00123498	0.00246995	0.00149939	0.00255809	8.814E-5	-0.00194042
346.46	5.2917E-4	-3.529E-4	0.00185229	0.00185229	0.00167601	-8.8208E-4
346.91	1.7627E-4	0.00308726	3.529E-4	0.00291099	0.00132311	0.00158788
347.36	9.7021E-4	2.6476E-4	-8.8208E-4	-0.00132311	-1.7627E-4	-0.00185229
347.82	-0.00202891	0.00123498	-0.00229333	3.529E-4	0.00114684	3.529E-4
348.27	-0.00149939	-1.7627E-4	-9.7021E-4	-4.4104E-4	-2.6476E-4	8.814E-5
348.72	0.00379306	0.00141125	-0.00255809	8.814E-5	-0.00141125	-0.00132311
349.17	-0.00396934	-9.7021E-4	-0.00229333	-0.00546873	-2.6476E-4	2.6476E-4
349.62	8.814E-5	0.00291099	6.1731E-4	0.00176415	6.1731E-4	0.00185229
350.07	-0.00132311	-0.00220519	6.1731E-4	-5.2917E-4	-0.00185229	-0.00105835
350.52	-0.00141125	-0.00273436	-8.814E-5	0.00370458	-4.4104E-4	-6.1731E-4
350.98	0.00255809	1.7627E-4	0.00202891	0.00105835	-0.00105835	0.00476328
351.43	7.9394E-4	0.0028225	-6.1731E-4	9.7021E-4	-0.00123498	0.00326354
351.88	-0.00220519	-0.00185229	-0.0031754	-1.7627E-4	-0.00246995	-0.00185229
352.33	8.814E-5	0.00105835	8.8208E-4	0.00432224	7.058E-4	0.00105835
352.78	0.0028225	-3.529E-4	-0.00132311	-2.6476E-4	-7.9394E-4	-0.00158788
353.23	0.00105835	-9.7021E-4	8.814E-5	8.8208E-4	-8.8208E-4	-8.814E-5
353.68	-0.00185229	8.8208E-4	-0.00132311	7.058E-4	-0.00167601	-0.00185229
354.13	0.00141125	0.0035283	0.0031754	0.00291099	1.7627E-4	0.00370458
354.58	-0.00361644	-0.00246995	-0.00273436	-0.00273436	-0.00158788	-0.00370458
355.04	8.8208E-4	-0.00158788	-1.7627E-4	0	-4.4104E-4	0.00449851
355.49	-0.00441038	-4.4104E-4	-0.00238146	-0.00202891	-0.00185229	-0.0028225
355.94	-0.00238146	-0.00626266	-0.00229333	-0.00141125	-0.0031754	-0.00344016
356.39	0.0028225	5.2917E-4	5.2917E-4	-7.9394E-4	-0.00149939	-4.4104E-4
356.84	0.00379306	0.00335203	0.00176415	0.0038812	0.00132311	0.00467479
357.29	0.00114684	0.00238146	0.00114684	0.00582163	0.00114684	8.814E-5
357.74	0.00308726	0.00123498	0.00308726	0.00467479	0.00441038	0.00652743
358.19	6.1731E-4	0.00255809	2.6476E-4	3.529E-4	-3.529E-4	7.9394E-4
358.64	0.00105835	0.00291099	-4.4104E-4	0.0028225	5.2917E-4	-8.8208E-4
359.09	-0.00176415	0.00132311	-0.00141125	-8.8208E-4	-0.00123498	-0.00291099
359.54	-0.00264623	-0.00291099	-8.8208E-4	-7.9394E-4	-0.00264623	-0.00211705
359.99	0	0.00291099	-0.00194042	-8.814E-5	0.00185229	-0.00273436
360.44	-6.1731E-4	-7.058E-4	0.00308726	0.00105835	-5.2917E-4	-8.8208E-4
360.89	5.2917E-4	4.4104E-4	0.00476328	0.00141125	0.00291099	0.00396934
361.34	0.00141125	0.00132311	5.2917E-4	0.00291099	0.00114684	7.9394E-4
361.79	-0.00308726	-0.00176415	6.1731E-4	-3.529E-4	2.6476E-4	-7.058E-4
362.24	-5.2917E-4	-0.00123498	0.00396934	-8.814E-5	0.00141125	1.7627E-4
362.69	0.00202891	0	0.00194042	0.00105835	-0.00167601	-2.6476E-4
363.14	0.00414561	0.00405748	0.00679184	0.00493955	0.00264623	0.0038812
363.59	0.00246995	0.00194042	6.1731E-4	0.00308726	-9.7021E-4	9.7021E-4
364.04	-0.0038812	0.00141125	-2.6476E-4	0.00299913	-6.1731E-4	-7.058E-4
364.49	6.1731E-4	-0.00114684	-8.8208E-4	9.7021E-4	0.00141125	-7.9394E-4
364.94	-0.00255809	0.00105835	-0.00485141	-0.00105835	-1.7627E-4	0.00246995
365.39	0.00264623	0.00238146	4.4104E-4	-0.00211705	0.00255809	0.00264623
365.84	-0.00211705	-8.814E-5	-0.00149939	-0.00238146	8.8208E-4	-0.00238146
366.29	-1.7627E-4	-0.00105835	3.529E-4	-9.7021E-4	-0.00123498	0.00194042
366.74	-0.00449851	-0.00273436	-0.00449851	-0.00379306	-0.00246995	-0.00167601
367.19	0.00123498	0.0031754	9.7021E-4	-8.8208E-4	-6.1731E-4	-5.2917E-4
367.64	0.00132311	0.00246995	-6.1731E-4	8.8208E-4	0.00255809	8.814E-5
368.09	-0.00299913	-0.00114684	-0.00185229	7.058E-4	4.4104E-4	-0.00158788
368.54	0.00114684	0.00176415	0.00176415	-5.2917E-4	2.6476E-4	0.00167601
368.99	-0.00202891	4.4104E-4	-2.6476E-4	-2.6476E-4	3.529E-4	-0.00273436
369.43	-0.00238146	-0.00211705	-0.00485141	-0.00308726	-0.00335203	-0.00132311
369.88	0.00211705	0.00123498	6.1731E-4	6.1731E-4	-4.4104E-4	-8.814E-5
370.33	-4.4104E-4	-0.00255809	-6.1731E-4	-0.00229333	-0.00105835	-0.00167601
370.78	-0.00211705	0.00211705	0.00176415	0.00149939	0.00202891	7.9394E-4
371.23	0.00423375	0.00176415	0.00105835	-0.00176415	0.00264623	1.7627E-4
371.68	-5.2917E-4	7.058E-4	0.00158788	-7.058E-4	-6.1731E-4	-0.00158788
372.13	0	0.00361644	0.00114684	0.00361644	0.00202891	0.00361644
372.58	0.00273436	4.4104E-4	7.058E-4	-0.00220519	-0.00229333	0.00123498
373.03	-0.00211705	1.7627E-4	7.058E-4	0.00246995	-2.6476E-4	3.529E-4
373.47	0.00264623	0.00529245	0.00194042	0.00458665	0.00344016	0.00485141
373.92	0.00149939	0.00176415	8.814E-5	0.00335203	-3.529E-4	-0.00114684
374.37	-8.8208E-4	0.00291099	0.00432224	9.7021E-4	-8.8208E-4	2.6476E-4
374.82	0.00326354	-1.7627E-4	0.00141125	9.7021E-4	0.00132311	-0.00114684
375.27	-8.8208E-4	7.9394E-4	5.2917E-4	0.00229333	5.2917E-4	8.8208E-4
375.72	-0.00273436	-0.00211705	-4.4104E-4	1.7627E-4	-8.8208E-4	-1.7627E-4
376.17	-0.00149939	0	-0.00326354	-0.00202891	-0.00176415	-0.00158788
376.61	-7.9394E-4	-0.00123498	-0.00141125	-2.6476E-4	-9.7021E-4	-0.00326354
377.06	-1.7627E-4	-6.1731E-4	0	0.00149939	-9.7021E-4	-6.1731E-4
377.51	-0.00114684	0.00176415	-7.9394E-4	0.00167601	-0.00273436	-0.00167601
377.96	0.00220519	0.00211705	0.0038812	0.00238146	0.00220519	0.00255809
378.41	0.00255809	0.00141125	7.9394E-4	0.00105835	0.00123498	0.00273436
378.86	-0.00176415	8.814E-5	0.00158788	0.00167601	0.00238146	-1.7627E-4
379.3	-0.00520431	-0.00344016	-8.8208E-4	-0.00185229	-0.00344016	-0.00238146
379.75	-7.9394E-4	-0.00299913	-0.00167601	-4.4104E-4	7.058E-4	0
380.2	-1.7627E-4	0.00158788	-3.529E-4	0.00502769	0.00141125	-0.00176415
380.65	6.1731E-4	-0.0028225	-0.00114684	0.0031754	9.7021E-4	0.00141125
381.09	3.529E-4	-1.7627E-4	0.00114684	0.00149939	2.6476E-4	-4.4104E-4
381.54	-0.00114684	7.9394E-4	7.9394E-4	0.00194042	0.00167601	-0.00167601
381.99	0.0035283	0.00132311	0.00238146	0.00229333	0.00405748	0.00123498
382.44	-0.00132311	0.00132311	0.00176415	0.00220519	0.00105835	7.058E-4
382.89	-8.8208E-4	0.00158788	8.8208E-4	0.00246995	0.00211705	-8.8208E-4
383.33	-0.00158788	-9.7021E-4	0.00202891	4.4104E-4	-3.529E-4	-1.7627E-4
383.78	-0.0028225	-0.00273436	-0.00255809	4.4104E-4	-1.7627E-4	-0.00502769
384.23	-5.2917E-4	-0.00167601	-0.00149939	-0.00167601	-0.00132311	4.4104E-4
384.68	-0.00149939	8.8208E-4	-0.00158788	-4.4104E-4	-8.8208E-4	-5.2917E-4
385.12	0.00185229	0.00361644	0.00255809	0.0035283	0.00370458	0.00414561
385.57	4.4104E-4	-2.6476E-4	7.058E-4	-2.6476E-4	-0.00176415	0.00114684
386.02	-0.00158788	5.2917E-4	-6.1731E-4	0.00158788	-2.6476E-4	0.00132311
386.47	0.00132311	9.7021E-4	5.2917E-4	0.00149939	0.00185229	-0.00149939
386.91	-7.9394E-4	0.00255809	2.6476E-4	6.1731E-4	2.6476E-4	-7.9394E-4
387.36	7.058E-4	3.529E-4	0	1.7627E-4	0.00344016	8.814E-5
387.81	-3.529E-4	0.00194042	-3.529E-4	7.058E-4	0.00299913	0.0028225
388.25	-0.00149939	-6.1731E-4	-0.00132311	-0.00449851	-0.00291099	-0.00476328
388.7	-0.00202891	-7.9394E-4	-0.00255809	7.058E-4	-0.00194042	-0.00132311
389.15	-8.8208E-4	2.6476E-4	-0.00123498	-0.00123498	1.7627E-4	-1.7627E-4
389.59	0.00229333	0.00405748	0.00458665	0.00238146	0.00335203	0.00132311
390.04	1.7627E-4	-4.4104E-4	-0.00158788	7.058E-4	0.00132311	-0.00405748
390.49	0.00264623	-2.6476E-4	0.00185229	0.00202891	-8.8208E-4	-9.7021E-4
390.93	0.00344016	0.00423375	0.00176415	0.00229333	0.00414561	0.00273436
391.38	4.4104E-4	2.6476E-4	-0.00167601	0.00132311	0.00308726	0.00432224
391.83	-0.00344016	0.00167601	-0.00158788	-1.7627E-4	0.00132311	-0.00158788
392.27	-9.7021E-4	7.9394E-4	7.9394E-4	3.529E-4	-0.00114684	-7.9394E-4
392.72	-0.00132311	-7.9394E-4	-0.00185229	0.00370458	0.00273436	0.00167601
393.17	-5.2917E-4	0.00211705	0.00123498	0.00326354	0.00123498	-0.00105835
393.61	0.00238146	0.0028225	0.00273436	0.00194042	8.8208E-4	0.00520431
394.06	-7.058E-4	-8.814E-5	4.4104E-4	-0.00167601	-0.00132311	-0.00220519
394.51	-2.6476E-4	0.00149939	9.7021E-4	0.00246995	1.7627E-4	0
394.95	-0.00255809	-7.058E-4	-0.00194042	-7.9394E-4	-0.0028225	0.00105835
395.4	-4.4104E-4	-0.00335203	-0.00202891	-1.7627E-4	-7.9394E-4	-8.8208E-4
395.85	-6.1731E-4	0.0031754	0.00220519	-6.1731E-4	0.00220519	0.00273436
396.29	1.7627E-4	0.00158788	0.00185229	9.7021E-4	4.4104E-4	0.0028225
396.74	-0.0038812	0.00264623	-0.00273436	7.058E-4	-0.00379306	-0.0035283
397.18	-5.2917E-4	0.00335203	0.00255809	0.00246995	-8.8208E-4	1.7627E-4
397.63	0.00114684	0.00273436	0.00264623	0.00449851	0.00114684	7.9394E-4
398.08	0	0.0035283	-1.7627E-4	0.00264623	0.00176415	0.00185229
398.52	0.00114684	0.00661556	0.00520431	0.00441038	0.00326354	0.00246995
398.97	-0.00158788	9.7021E-4	-8.8208E-4	-1.7627E-4	-7.058E-4	-5.2917E-4
399.41	-0.00485141	-0.00114684	-9.7021E-4	-8.8208E-4	-0.00344016	-2.6476E-4
399.86	8.814E-5	1.7627E-4	-0.00185229	-0.00105835	-9.7021E-4	-0.00238146
400.3	-0.00141125	-0.00105835	-0.00132311	-0.00220519	-0.00141125	-0.00238146
400.75	-0.00167601	0.00335203	-0.0035283	-9.7021E-4	-0.00344016	-0.0028225
401.19	4.4104E-4	0.00264623	7.9394E-4	0.00255809	-5.2917E-4	0.00255809
401.64	0.00167601	0.00105835	7.9394E-4	0.00167601	0.00291099	0.00114684
402.09	0.00123498	7.9394E-4	0.00326354	0.00335203	-0.00246995	0
402.53	0	-0.00246995	0.00335203	4.4104E-4	-3.529E-4	1.7627E-4
402.98	0.00255809	0.00149939	0.00246995	-2.6476E-4	0.00273436	0.00264623
403.42	-0.00141125	0.00202891	0.00105835	0.00229333	6.1731E-4	5.2917E-4
403.87	4.4104E-4	0.00176415	-5.2917E-4	9.7021E-4	0.00264623	3.529E-4
404.31	-2.6476E-4	0.00238146	0.00449851	0.00238146	-0.0035283	-0.00176415
404.76	0.00158788	0.00246995	0.00220519	0.00344016	0.00370458	0.00414561
405.2	0.00449851	0.00485141	0.00511583	0.00432224	0.00564535	0.00520431
405.65	-3.529E-4	2.6476E-4	-0.00264623	-0.00396934	-9.7021E-4	-0.00167601
406.09	7.9394E-4	0.00123498	0.00414561	3.529E-4	0.00220519	0.00246995
406.54	0.00220519	-3.529E-4	7.058E-4	5.2917E-4	0.00123498	-0.00194042
406.98	-0.00114684	0.00194042	-0.00229333	-2.6476E-4	-4.4104E-4	-9.7021E-4
407.43	0.00132311	0.00114684	-0.00326354	-0.00141125	0.00141125	-0.00379306
407.87	-0.00246995	-0.00335203	-0.00326354	1.7627E-4	-0.00308726	-7.9394E-4
408.32	-0.00114684	-0.00202891	-0.00158788	5.2917E-4	0.00273436	-0.00194042
408.76	-0.00149939	0.00105835	-3.529E-4	-2.6476E-4	0.00326354	2.6476E-4
409.21	0.00255809	0.00238146	0.00414561	0.00423375	0.00185229	0.00141125
409.65	-0.00158788	-0.00114684	0.00123498	1.7627E-4	0.00194042	0.00149939
410.09	0.00123498	0.00185229	0.00167601	7.9394E-4	0.00176415	-4.4104E-4
410.54	-0.00105835	0.00502769	-0.00238146	0.00238146	0.0035283	4.4104E-4
410.98	0.00176415	0	0.00229333	6.1731E-4	7.9394E-4	-3.529E-4
411.43	-0.00132311	-0.00105835	-3.529E-4	0.00141125	-0.00326354	-3.529E-4
411.87	-0.00220519	0.00273436	-9.7021E-4	-0.00149939	0.00149939	-0.00176415
412.32	-6.1731E-4	0.00194042	0.00344016	1.7627E-4	0.00123498	0.00238146
412.76	-7.058E-4	-0.00220519	-0.00167601	-0.0028225	3.529E-4	-8.814E-5
413.2	-8.8208E-4	-0.0038812	2.6476E-4	-0.00141125	9.7021E-4	-1.7627E-4
413.65	0.00255809	0	-3.529E-4	0.00299913	8.8208E-4	8.8208E-4
414.09	7.058E-4	5.2917E-4	-4.4104E-4	0.00158788	-0.00114684	0.00123498
414.54	-0.00229333	4.4104E-4	-7.9394E-4	-0.00114684	-0.00220519	9.7021E-4
414.98	0.00141125	-8.814E-5	3.529E-4	0.00141125	0.00229333	-8.814E-5
415.42	0.00149939	3.529E-4	7.9394E-4	0	-6.1731E-4	-6.1731E-4
415.87	-0.00132311	-5.2917E-4	-0.0031754	6.1731E-4	8.814E-5	0.00167601
416.31	0.00141125	6.1731E-4	0.00370458	-4.4104E-4	1.7627E-4	4.4104E-4
416.76	0.00167601	0.00202891	0.0031754	7.058E-4	7.058E-4	0.00299913
417.2	-8.8208E-4	-8.814E-5	-0.00141125	0.00141125	-2.6476E-4	0.00149939
417.64	0.00308726	0.00441038	0.00344016	0.00529245	0.00167601	0.00396934
418.09	-0.00123498	8.814E-5	-0.0028225	-4.4104E-4	-0.00194042	-0.00326354
418.53	0.00105835	0.00149939	2.6476E-4	7.9394E-4	-2.6476E-4	0.00194042
418.97	0.00132311	-0.00220519	1.7627E-4	-5.2917E-4	8.8208E-4	9.7021E-4
419.42	-7.9394E-4	0.00105835	0.0031754	-0.00141125	-8.814E-5	-0.00114684
419.86	-0.00114684	0.00220519	2.6476E-4	5.2917E-4	6.1731E-4	-0.00123498
420.3	-2.6476E-4	-8.8208E-4	-0.00194042	2.6476E-4	0.00114684	4.4104E-4
420.75	5.2917E-4	0.00344016	0	-8.814E-5	7.9394E-4	4.4104E-4
421.19	-2.6476E-4	4.4104E-4	-0.00220519	4.4104E-4	-0.00167601	-4.4104E-4
421.63	-0.00255809	-0.00194042	-3.529E-4	-3.529E-4	-9.7021E-4	-0.00344016
422.08	-0.00273436	0.00264623	0.00149939	9.7021E-4	0.00149939	0.00414561
422.52	0.00132311	0.00202891	-2.6476E-4	0.00211705	4.4104E-4	0.00449851
422.96	0.00449851	0.00538059	0.00105835	0.00326354	0.00246995	0.00158788
423.4	5.2917E-4	-0.00123498	0.00238146	0.00458665	0.00211705	4.4104E-4
423.85	-7.058E-4	-0.00132311	0	-1.7627E-4	-2.6476E-4	-0.00414561
424.29	-0.00141125	-0.00502769	1.7627E-4	-0.00238146	-0.00335203	-8.814E-5
424.73	0.00449851	0.00449851	0.00246995	0.00546873	0.00141125	0.00291099
425.18	-0.00167601	0.00194042	1.7627E-4	0.00194042	0.00229333	0.00449851
425.62	-7.9394E-4	-2.6476E-4	-0.00202891	-1.7627E-4	-0.00176415	0.00194042
426.06	0	0	-5.2917E-4	8.814E-5	0.00176415	-5.2917E-4
426.5	-0.00564535	-0.00361644	-0.00291099	-0.0038812	-0.00255809	-0.00344016
426.95	0.00238146	0.00238146	0.0035283	0.00308726	0.00158788	-0.00141125
427.39	0.00185229	6.1731E-4	-0.00114684	0.00220519	0.00273436	-0.00176415
427.83	-7.9394E-4	8.8208E-4	-0.00141125	0.00149939	0.00370458	-0.00220519
428.27	0.00123498	0.00158788	-0.00185229	0.00220519	0.00176415	0.00344016
428.72	0.00105835	0.00308726	0.00273436	0.00299913	0.00132311	8.8208E-4
429.16	2.6476E-4	-0.00114684	-7.058E-4	8.814E-5	0.00132311	3.529E-4
429.6	-0.00291099	-0.00158788	1.7627E-4	-2.6476E-4	3.529E-4	7.058E-4
430.04	0.00211705	0.00255809	-3.529E-4	0.00202891	0.00291099	0.00105835
430.48	6.1731E-4	0.00114684	0.00211705	0.00255809	-1.7627E-4	0.00264623
430.93	0.00511583	0.00246995	0.0028225	0.00220519	-0.00123498	0.00273436
431.37	-8.8208E-4	7.058E-4	-5.2917E-4	-8.814E-5	-3.529E-4	0
431.81	4.4104E-4	9.7021E-4	0.00132311	-0.00105835	0.00105835	5.2917E-4
432.25	-5.2917E-4	-1.7627E-4	-8.8208E-4	0.00273436	-0.00105835	3.529E-4
432.69	-5.2917E-4	2.6476E-4	0.00211705	-0.00202891	0.00132311	-2.6476E-4
433.14	0.00114684	-3.529E-4	1.7627E-4	0.00291099	0.00132311	0.00158788
433.58	0.00502769	0.00405748	0.00132311	0.00335203	0.0035283	8.8208E-4
434.02	0.00396934	0.00617453	0.00441038	0.0063508	0.00476328	0.00626266
434.46	0.00696846	0.00520431	0.00396934	0.00441038	0.0035283	0.00493955
434.9	0.00132311	0.00520431	0.00194042	0.00423375	0.00308726	0.00458665
435.34	-6.1731E-4	-8.8208E-4	-2.6476E-4	0.00185229	0.00123498	-0.00149939
435.79	0.00449851	0.00414561	1.7627E-4	0.00467479	0.00176415	0.00132311
436.23	6.1731E-4	0.00291099	0.00291099	0.00335203	0.00291099	0.00141125
436.67	0.00141125	0.00194042	2.6476E-4	-4.4104E-4	-0.00158788	-0.00158788
437.11	0.00326354	0.00167601	0.00432224	0.00458665	0.00132311	0.00123498
437.55	-6.1731E-4	0.00432224	0.00238146	0.00167601	0.00149939	0.00105835
437.99	4.4104E-4	0.00185229	0.00149939	0.0038812	0.00299913	0.00326354
438.43	0.00291099	0	-0.00141125	0.00344016	-0.00105835	-1.7627E-4
438.87	-3.529E-4	-0.00449851	0	0	4.4104E-4	-0.00114684
439.32	0.00538059	0.00564535	0.00344016	0.00617453	0.00529245	0.00396934
439.76	0.00211705	0.0031754	0.00467479	0.00396934	0.00493955	0.00335203
440.2	0.0035283	0.00299913	0.00246995	0.00423375	0.00255809	0.00229333
440.64	0.00114684	0.00405748	0.00299913	0.00299913	1.7627E-4	0.00185229
441.08	0.00617453	0.00432224	0.00405748	0.00370458	0.00502769	0.0028225
441.52	0.00123498	0.00299913	0.00344016	0.00185229	8.8208E-4	0
441.96	-0.00141125	0.00441038	0.00123498	0.00194042	0.00194042	0.00202891
442.4	0.00211705	2.6476E-4	0.00264623	0.0035283	0.00238146	0.00220519
442.84	-3.529E-4	0.00167601	0.00326354	0.00220519	0.00202891	-3.529E-4
443.28	0.00202891	0.00458665	0.00502769	0.00538059	0.00423375	0.00370458
443.72	0.00149939	0.00467479	0.00441038	0.00396934	0.00114684	0.0031754
444.16	0.00229333	2.6476E-4	0.00414561	0.00273436	0.00485141	0.00370458
444.6	0.0038812	0.00749764	0.00520431	0.00652743	0.00696846	0.00476328
445.04	0.00141125	0.00423375	0.00837971	0.00643894	0.0070566	0.0067037
445.48	1.7627E-4	0.00370458	0.00326354	9.7021E-4	0.00211705	0.00485141
445.92	0	0.00158788	0.00467479	0.00229333	5.2917E-4	0.00423375
446.36	0.00220519	0.00423375	0.00546873	0.00758578	0.0063508	0.00714474
446.8	0.00211705	8.8208E-4	0.00255809	0.00255809	0.00467479	8.814E-5
447.24	8.8208E-4	0.00776205	0.00441038	0.00837971	0.0074095	0.0035283
447.68	0.00502769	0.00555686	0.00564535	0.00573349	0.00458665	0.00449851
448.12	0.00458665	0.00344016	0.00502769	0.00238146	0.00238146	7.058E-4
448.56	0.00220519	0.00123498	0.00379306	0.00520431	8.8208E-4	0.00255809
449	0.00141125	0.00167601	0.00123498	0.00335203	0.00123498	0.00141125
449.44	6.1731E-4	0.00211705	0.00467479	0.0074095	0.0028225	0.0063508
449.88	0.00246995	0.00414561	0.00529245	0.00493955	0.00564535	0.00396934
450.32	0.0063508	0.00335203	0.00379306	0.00458665	0.00687998	0.0035283
450.76	0.00158788	0.00167601	0.00396934	7.9394E-4	0.00344016	-8.8208E-4
451.2	0.00758578	0.00882075	0.00837971	0.00714474	0.00837971	0.00652743
451.64	0.00714474	0.00564535	0.0031754	0.0067037	0.00458665	0.0067037
452.08	0.00370458	0.00476328	0.00529245	0.00652743	0.00758578	0.00520431
452.52	0.00511583	0.00608639	0.00335203	0.00564535	0.00432224	0.0031754
452.96	0.00590976	0.00441038	0.00238146	0.00696846	0.00264623	0.00185229
453.4	9.7021E-4	8.8208E-4	0.00141125	0.00238146	0.00194042	9.7021E-4
453.84	0.00370458	0.0038812	0.00582163	0.00441038	0.00246995	0.00441038
454.28	0.00679184	0.00820309	0.00776205	0.00361644	0.00520431	0.0074095
454.72	0.00467479	0.00396934	0.00449851	0.00123498	0.00361644	0.00458665
455.16	0.00423375	0.00449851	0.00458665	0.00652743	0.00291099	0.00467479
455.6	0.00211705	0.00590976	0.00458665	0.0070566	0.00396934	0.00299913
456.04	0.00396934	0.00493955	0.00326354	-4.4104E-4	0.00423375	0.00149939
456.47	-1.7627E-4	0.00141125	0.00105835	0.00229333	0.00132311	0.00229333
456.91	0.00335203	0.00511583	0.00590976	0.00396934	0.00441038	0.00493955
457.35	0.00335203	9.7021E-4	5.2917E-4	-0.00149939	7.058E-4	0.00141125
457.79	-7.058E-4	0.00485141	0.00335203	0.0028225	0.0028225	0.00255809
458.23	0.00379306	8.8208E-4	-6.1731E-4	5.2917E-4	0.00405748	8.814E-5
458.67	0.00361644	5.2917E-4	0.00476328	0.00344016	0.00370458	0.00520431
459.11	-8.814E-5	7.9394E-4	-8.8208E-4	7.9394E-4	-0.00202891	0.00105835
459.55	0.00149939	0.00379306	0.00132311	0.00132311	0.00476328	0.00158788
459.98	0.00246995	0.00502769	0.00361644	0.00370458	0.00141125	0.00211705
460.42	-0.00202891	0.00291099	0.00335203	0.00414561	0.00326354	0.00264623
460.86	-0.00194042	-8.814E-5	-0.00220519	4.4104E-4	0.00132311	-0.00220519
461.3	0.00149939	0.00264623	4.4104E-4	0.0031754	0.00123498	0.0028225
461.74	0.00176415	0.00291099	0.00220519	0.00202891	0.00149939	7.9394E-4
462.18	7.058E-4	0.00185229	0.00149939	0.00502769	8.8208E-4	0.00370458
462.61	0.00176415	0.00511583	0.00185229	0.00220519	0.00405748	0.00414561
