Time (ns)	S2_0.6uJ(%)	S2_2.3uJ(%)	S2_6.6uJ(%)	S2_15uJ(%)
-8.05642	99.7088888888889	99.2111111111111	99.5711111111111	99.5177777777778
-8.03142	99.8311111111111	99.3977777777778	99.6111111111111	99.5066666666667
-8.00642	99.9355555555556	99.6311111111111	99.6555555555556	99.4577777777778
-7.98142	99.9644444444445	99.8488888888889	99.6977777777778	99.4444444444444
-7.95642	99.94	100.015555555556	99.6355555555556	99.4711111111111
-7.93142	99.8688888888889	100.135555555556	99.4444444444444	99.5244444444444
-7.90642	99.7577777777778	100.222222222222	99.2266666666667	99.6155555555556
-7.88142	99.66	100.286666666667	99.0888888888889	99.72
-7.85642	99.6466666666667	100.331111111111	99.0066666666667	99.7933333333333
-7.83142	99.6977777777778	100.344444444444	98.9377777777778	99.82
-7.80642	99.72	100.344444444444	98.9288888888889	99.8244444444445
-7.78142	99.6666666666667	100.355555555556	98.9955555555556	99.8044444444444
-7.75642	99.5866666666667	100.391111111111	99.0666666666667	99.7577777777778
-7.73142	99.5288888888889	100.442222222222	99.0577777777778	99.7355555555556
-7.70642	99.4911111111111	100.473333333333	99.0155555555556	99.7822222222222
-7.68142	99.46	100.482222222222	98.9822222222222	99.8644444444444
-7.65642	99.4333333333333	100.471111111111	98.9688888888889	99.9111111111111
-7.63142	99.3955555555555	100.453333333333	98.9888888888889	99.9155555555556
-7.60642	99.3444444444444	100.397777777778	99.0777777777778	99.9422222222222
-7.58142	99.2977777777778	100.273333333333	99.2222222222222	100.015555555556
-7.55642	99.2644444444445	100.071111111111	99.3355555555556	100.095555555556
-7.53142	99.2577777777778	99.84	99.3644444444445	100.128888888889
-7.50642	99.2822222222222	99.66	99.3377777777778	100.137777777778
-7.48142	99.3244444444445	99.5844444444444	99.3088888888889	100.128888888889
-7.45642	99.3644444444445	99.58	99.3066666666667	100.091111111111
-7.43142	99.3955555555555	99.5844444444444	99.3311111111111	99.9777777777778
-7.40642	99.4333333333333	99.5555555555556	99.3511111111111	99.8266666666667
-7.38142	99.4755555555556	99.52	99.3555555555556	99.7088888888889
-7.35642	99.5333333333333	99.5333333333333	99.3511111111111	99.6688888888889
-7.33142	99.6155555555556	99.5777777777778	99.3622222222222	99.6888888888889
-7.30642	99.7266666666667	99.5955555555556	99.3644444444445	99.7755555555556
-7.28142	99.8311111111111	99.5666666666667	99.3355555555556	99.9066666666667
-7.25642	99.9133333333333	99.5333333333333	99.2866666666667	100.017777777778
-7.23142	99.9911111111111	99.5177777777778	99.2666666666667	100.08
-7.20642	100.073333333333	99.4933333333333	99.2622222222222	100.151111111111
-7.18142	100.097777777778	99.4555555555556	99.2355555555556	100.255555555556
-7.15642	100.037777777778	99.4688888888889	99.2044444444444	100.3
-7.13142	99.9422222222222	99.5711111111111	99.2222222222222	100.235555555556
-7.10642	99.8888888888889	99.72	99.2844444444444	100.128888888889
-7.08142	99.8555555555556	99.8555555555556	99.3688888888889	100.071111111111
-7.05642	99.7866666666667	99.96	99.4866666666667	100.017777777778
-7.03142	99.6755555555555	100.06	99.6466666666667	99.9022222222222
-7.00642	99.5822222222222	100.193333333333	99.7866666666667	99.7577777777778
-6.98142	99.5488888888889	100.322222222222	99.8355555555556	99.68
-6.95642	99.5555555555556	100.371111111111	99.8044444444444	99.6644444444444
-6.93142	99.5666666666667	100.311111111111	99.7533333333333	99.6266666666667
-6.90642	99.5933333333333	100.211111111111	99.7044444444445	99.5444444444445
-6.88142	99.6177777777778	100.14	99.6577777777778	99.4955555555556
-6.85642	99.6177777777778	100.115555555556	99.6311111111111	99.5377777777778
-6.83142	99.6155555555556	100.086666666667	99.6266666666667	99.6222222222222
-6.80642	99.6688888888889	100.002222222222	99.6022222222222	99.6777777777778
-6.78142	99.7777777777778	99.8688888888889	99.5355555555555	99.6888888888889
-6.75642	99.8711111111111	99.74	99.4688888888889	99.7066666666667
-6.73142	99.9266666666667	99.6311111111111	99.4266666666667	99.7644444444444
-6.70642	99.9622222222222	99.5333333333333	99.4	99.8555555555556
-6.68142	99.9888888888889	99.4555555555556	99.3555555555556	99.9422222222222
-6.65642	99.9777777777778	99.42	99.2866666666667	99.9622222222222
-6.63142	99.9155555555556	99.4177777777778	99.2244444444445	99.8822222222222
-6.60642	99.8355555555556	99.4088888888889	99.1711111111111	99.7577777777778
-6.58142	99.7577777777778	99.3933333333333	99.1111111111111	99.66
-6.55642	99.68	99.3977777777778	99.0333333333333	99.6222222222222
-6.53142	99.5933333333333	99.4577777777778	98.9755555555556	99.62
-6.50642	99.5111111111111	99.5777777777778	98.9688888888889	99.6288888888889
-6.48142	99.4555555555556	99.7266666666667	99.0088888888889	99.6422222222222
-6.45642	99.4466666666667	99.84	99.0511111111111	99.6688888888889
-6.43142	99.4933333333333	99.8777777777778	99.0733333333333	99.6888888888889
-6.40642	99.5666666666667	99.8711111111111	99.0933333333333	99.6822222222222
-6.38142	99.6288888888889	99.8866666666667	99.1311111111111	99.6644444444444
-6.35642	99.6577777777778	99.9066666666667	99.1977777777778	99.6466666666667
-6.33142	99.6666666666667	99.8955555555556	99.2822222222222	99.6422222222222
-6.30642	99.6711111111111	99.8422222222222	99.3777777777778	99.6711111111111
-6.28142	99.68	99.7955555555556	99.4755555555556	99.7644444444444
-6.25642	99.6777777777778	99.7755555555556	99.5511111111111	99.88
-6.23142	99.6511111111111	99.7422222222222	99.6177777777778	99.9422222222222
-6.20642	99.6088888888889	99.6577777777778	99.7111111111111	99.9288888888889
-6.18142	99.5955555555556	99.5311111111111	99.8488888888889	99.8955555555556
-6.15642	99.6288888888889	99.4244444444444	99.96	99.8822222222222
-6.13142	99.6755555555555	99.3933333333333	100.004444444444	99.8377777777778
-6.10642	99.6888888888889	99.4333333333333	100.017777777778	99.7222222222222
-6.08142	99.68	99.4755555555556	100.028888888889	99.5444444444445
-6.05642	99.7111111111111	99.4444444444444	100.017777777778	99.3444444444444
-6.03142	99.8022222222222	99.3511111111111	99.9866666666667	99.1666666666667
-6.00642	99.8866666666667	99.3066666666667	99.9644444444445	99.04
-5.98142	99.9022222222222	99.3511111111111	99.9533333333333	98.9577777777778
-5.95642	99.8644444444444	99.4244444444444	99.9244444444444	98.9155555555556
-5.93142	99.8	99.4488888888889	99.8666666666667	98.9288888888889
-5.90642	99.7266666666667	99.4666666666667	99.7888888888889	99.0177777777778
-5.88142	99.6422222222222	99.5333333333333	99.6688888888889	99.1733333333333
-5.85642	99.5577777777778	99.6422222222222	99.5111111111111	99.3444444444444
-5.83142	99.4711111111111	99.7288888888889	99.3777777777778	99.52
-5.80642	99.3511111111111	99.78	99.3511111111111	99.6933333333333
-5.78142	99.18	99.8266666666667	99.4133333333333	99.8555555555556
-5.75642	98.9955555555556	99.8666666666667	99.5066666666667	99.9555555555556
-5.73142	98.8488888888889	99.8822222222222	99.5577777777778	99.9777777777778
-5.70642	98.76	99.8888888888889	99.5422222222222	99.9444444444444
-5.68142	98.6977777777778	99.9133333333333	99.4511111111111	99.9066666666667
-5.65642	98.66	99.9444444444444	99.3355555555556	99.8511111111111
-5.63142	98.6933333333333	99.9244444444444	99.2022222222222	99.74
-5.60642	98.8222222222222	99.8577777777778	99.0266666666667	99.5822222222222
-5.58142	99	99.8244444444445	98.7933333333333	99.4444444444444
-5.55642	99.14	99.8311111111111	98.5555555555556	99.36
-5.53142	99.2288888888889	99.8044444444444	98.3622222222222	99.2888888888889
-5.50642	99.3222222222222	99.6911111111111	98.24	99.2333333333333
-5.48142	99.4577777777778	99.5466666666667	98.1777777777778	99.2333333333333
-5.45642	99.6155555555556	99.4177777777778	98.1822222222222	99.3
-5.43142	99.7688888888889	99.2866666666667	98.2822222222222	99.36
-5.40642	99.9288888888889	99.1488888888889	98.4488888888889	99.3466666666667
-5.38142	100.084444444444	99.0533333333333	98.6266666666667	99.2866666666667
-5.35642	100.168888888889	99.0511111111111	98.7955555555556	99.24
-5.33142	100.168888888889	99.1244444444445	98.9888888888889	99.2266666666667
-5.30642	100.137777777778	99.2177777777778	99.1977777777778	99.2022222222222
-5.28142	100.124444444444	99.3066666666667	99.3555555555556	99.1355555555556
-5.25642	100.086666666667	99.3866666666667	99.4244444444444	99.0444444444444
-5.23142	99.9911111111111	99.46	99.4244444444444	99.0022222222222
-5.20642	99.8755555555556	99.5044444444444	99.3822222222222	99.0422222222222
-5.18142	99.7777777777778	99.5155555555556	99.3133333333333	99.1422222222222
-5.15642	99.6955555555556	99.4911111111111	99.2422222222222	99.2577777777778
-5.13142	99.6155555555556	99.4355555555556	99.18	99.3444444444444
-5.10642	99.5511111111111	99.3555555555556	99.1222222222222	99.4022222222222
-5.08142	99.5511111111111	99.2733333333333	99.0733333333333	99.4444444444444
-5.05642	99.62	99.2288888888889	99.0644444444444	99.48
-5.03142	99.7111111111111	99.2644444444445	99.0733333333333	99.5
-5.00642	99.7822222222222	99.3644444444445	99.0333333333333	99.4866666666667
-4.98142	99.8022222222222	99.5	98.9511111111111	99.4377777777778
-4.95642	99.7755555555556	99.6466666666667	98.9088888888889	99.3844444444444
-4.93142	99.7355555555556	99.7911111111111	98.9511111111111	99.3444444444444
-4.90642	99.6888888888889	99.92	99.0377777777778	99.3111111111111
-4.88142	99.6088888888889	100.04	99.1244444444445	99.2955555555556
-4.85642	99.5066666666667	100.148888888889	99.1933333333333	99.3155555555556
-4.83142	99.4311111111111	100.242222222222	99.2511111111111	99.3511111111111
-4.80642	99.4355555555556	100.271111111111	99.2866666666667	99.3622222222222
-4.78142	99.4933333333333	100.237777777778	99.3	99.3466666666667
-4.75642	99.5111111111111	100.186666666667	99.3022222222222	99.3377777777778
-4.73142	99.4444444444444	100.146666666667	99.2844444444444	99.3688888888889
-4.70642	99.3244444444445	100.097777777778	99.2511111111111	99.4488888888889
-4.68142	99.2111111111111	100.015555555556	99.2333333333333	99.5688888888889
-4.65642	99.1311111111111	99.92	99.2511111111111	99.6955555555556
-4.63142	99.08	99.8577777777778	99.3	99.7955555555556
-4.60642	99.0444444444444	99.8488888888889	99.3488888888889	99.8688888888889
-4.58142	99.0311111111111	99.8666666666667	99.3866666666667	99.9355555555556
-4.55642	99.0311111111111	99.8666666666667	99.4377777777778	99.9733333333333
-4.53142	99.0311111111111	99.8288888888889	99.5244444444444	99.9688888888889
-4.50642	99.0155555555556	99.7688888888889	99.6111111111111	99.9511111111111
-4.48142	98.9644444444445	99.6955555555556	99.6288888888889	99.9311111111111
-4.45642	98.8888888888889	99.6155555555556	99.5511111111111	99.8955555555556
-4.43142	98.8177777777778	99.5422222222222	99.4377777777778	99.8155555555556
-4.40642	98.8066666666667	99.4844444444444	99.3355555555556	99.7088888888889
-4.38142	98.8822222222222	99.4488888888889	99.2244444444445	99.6222222222222
-4.35642	99.0133333333333	99.4666666666667	99.0933333333333	99.5844444444444
-4.33142	99.1244444444445	99.5622222222222	98.9844444444444	99.5733333333333
-4.30642	99.1777777777778	99.6888888888889	98.9622222222222	99.5488888888889
-4.28142	99.18	99.7555555555556	99.0044444444444	99.4733333333333
-4.25642	99.1622222222222	99.7444444444445	99.0444444444444	99.3577777777778
-4.23142	99.1466666666667	99.7088888888889	99.0666666666667	99.24
-4.20642	99.1555555555556	99.6955555555556	99.1044444444445	99.1622222222222
-4.18142	99.1733333333333	99.7155555555556	99.1488888888889	99.1044444444445
-4.15642	99.1666666666667	99.7533333333333	99.1488888888889	99.0377777777778
-4.13142	99.1422222222222	99.7911111111111	99.1177777777778	98.9666666666667
-4.10642	99.1377777777778	99.8177777777778	99.1288888888889	98.9222222222222
-4.08142	99.1666666666667	99.8311111111111	99.1977777777778	98.9066666666667
-4.05642	99.2333333333333	99.8155555555556	99.2777777777778	98.9088888888889
-4.03142	99.3244444444445	99.76	99.3444444444444	98.9377777777778
-4.00642	99.4222222222222	99.6933333333333	99.4088888888889	99.0088888888889
-3.98142	99.4711111111111	99.6266666666667	99.4844444444444	99.1266666666667
-3.95642	99.4733333333333	99.5355555555555	99.5822222222222	99.2422222222222
-3.93142	99.4866666666667	99.3933333333333	99.7155555555556	99.3333333333333
-3.90642	99.5333333333333	99.2466666666667	99.8511111111111	99.4111111111111
-3.88142	99.5733333333333	99.1844444444445	99.9155555555556	99.4977777777778
-3.85642	99.5466666666667	99.2244444444445	99.8933333333333	99.5577777777778
-3.83142	99.4422222222222	99.3022222222222	99.8377777777778	99.5688888888889
-3.80642	99.2955555555556	99.3688888888889	99.78	99.5777777777778
-3.78142	99.1888888888889	99.4488888888889	99.7066666666667	99.6422222222222
-3.75642	99.2022222222222	99.5866666666667	99.6333333333333	99.7555555555556
-3.73142	99.3244444444445	99.7533333333333	99.5977777777778	99.8622222222222
-3.70642	99.4822222222222	99.8422222222222	99.5977777777778	99.9288888888889
-3.68142	99.6066666666667	99.8444444444445	99.5688888888889	99.9533333333333
-3.65642	99.7088888888889	99.8311111111111	99.5066666666667	99.9511111111111
-3.63142	99.8111111111111	99.8444444444445	99.4733333333333	99.9288888888889
-3.60642	99.8866666666667	99.8444444444445	99.4911111111111	99.9288888888889
-3.58142	99.8933333333333	99.8022222222222	99.4844444444444	99.9666666666667
-3.55642	99.8444444444445	99.7511111111111	99.4222222222222	100.022222222222
-3.53142	99.7911111111111	99.7355555555556	99.3377777777778	100.071111111111
-3.50642	99.74	99.7466666666667	99.2644444444445	100.122222222222
-3.48142	99.6688888888889	99.7288888888889	99.1644444444444	100.16
-3.45642	99.5911111111111	99.6688888888889	99.0288888888889	100.16
-3.43142	99.5355555555555	99.6288888888889	98.9266666666667	100.115555555556
-3.40642	99.4977777777778	99.6577777777778	98.8933333333333	100.051111111111
-3.38142	99.4355555555556	99.7711111111111	98.88	99.9688888888889
-3.35642	99.3466666666667	99.9622222222222	98.8533333333333	99.8822222222222
-3.33142	99.2822222222222	100.184444444444	98.8355555555556	99.7933333333333
-3.30642	99.3022222222222	100.368888888889	98.8311111111111	99.7088888888889
-3.28142	99.3866666666667	100.451111111111	98.7933333333333	99.62
-3.25642	99.4733333333333	100.431111111111	98.7377777777778	99.5155555555556
-3.23142	99.5444444444445	100.357777777778	98.7622222222222	99.4
-3.20642	99.6533333333333	100.262222222222	98.9088888888889	99.3088888888889
-3.18142	99.8066666666667	100.14	99.1066666666667	99.2577777777778
-3.15642	99.9377777777778	99.9933333333333	99.3022222222222	99.2466666666667
-3.13142	99.9977777777778	99.8577777777778	99.5355555555555	99.2866666666667
-3.10642	100.017777777778	99.7933333333333	99.8266666666667	99.4
-3.08142	100.031111111111	99.82	100.097777777778	99.5688888888889
-3.05642	100.013333333333	99.9	100.295555555556	99.7088888888889
-3.03142	99.9422222222222	99.9666666666667	100.44	99.7577777777778
-3.00642	99.8755555555556	100.002222222222	100.528888888889	99.74
-2.98142	99.8488888888889	100.031111111111	100.52	99.6888888888889
-2.95642	99.7933333333333	100.075555555556	100.422222222222	99.6066666666667
-2.93142	99.6577777777778	100.108888888889	100.295555555556	99.4844444444444
-2.90642	99.4977777777778	100.102222222222	100.164444444444	99.3711111111111
-2.88142	99.3955555555555	100.086666666667	99.9933333333333	99.3111111111111
-2.85642	99.3333333333333	100.077777777778	99.7666666666667	99.2866666666667
-2.83142	99.2711111111111	100.055555555556	99.5222222222222	99.26
-2.80642	99.24	100.024444444444	99.2911111111111	99.2466666666667
-2.78142	99.2844444444444	100.026666666667	99.0933333333333	99.3022222222222
-2.75642	99.3688888888889	100.077777777778	98.9666666666667	99.4111111111111
-2.73142	99.4488888888889	100.113333333333	98.9755555555556	99.5088888888889
-2.70642	99.5488888888889	100.073333333333	99.1155555555555	99.5822222222222
-2.68142	99.7022222222222	99.9622222222222	99.3022222222222	99.6511111111111
-2.65642	99.8555555555556	99.82	99.4711111111111	99.6888888888889
-2.63142	99.9511111111111	99.6888888888889	99.6111111111111	99.6577777777778
-2.60642	99.9977777777778	99.5688888888889	99.7533333333333	99.5688888888889
-2.58142	100.055555555556	99.46	99.9111111111111	99.4622222222222
-2.55642	100.135555555556	99.3711111111111	100.073333333333	99.3777777777778
-2.53142	100.202222222222	99.3377777777778	100.22	99.3511111111111
-2.50642	100.224444444444	99.3777777777778	100.311111111111	99.3977777777778
-2.48142	100.217777777778	99.46	100.306666666667	99.4666666666667
-2.45642	100.202222222222	99.5222222222222	100.202222222222	99.4933333333333
-2.43142	100.202222222222	99.5333333333333	100.04	99.4977777777778
-2.40642	100.206666666667	99.4955555555556	99.88	99.5511111111111
-2.38142	100.202222222222	99.4422222222222	99.7644444444444	99.6577777777778
-2.35642	100.211111111111	99.4066666666667	99.68	99.7333333333333
-2.33142	100.226666666667	99.3888888888889	99.6088888888889	99.7355555555556
-2.30642	100.242222222222	99.3844444444444	99.5622222222222	99.7088888888889
-2.28142	100.224444444444	99.3888888888889	99.5733333333333	99.6888888888889
-2.25642	100.173333333333	99.4311111111111	99.6355555555556	99.64
-2.23142	100.108888888889	99.4555555555556	99.7222222222222	99.5155555555556
-2.20642	100.024444444444	99.3888888888889	99.8	99.3622222222222
-2.18142	99.8933333333333	99.2422222222222	99.8711111111111	99.2755555555556
-2.15642	99.7222222222222	99.1377777777778	99.96	99.2777777777778
-2.13142	99.5666666666667	99.1377777777778	100.048888888889	99.3244444444445
-2.10642	99.4688888888889	99.1866666666667	100.088888888889	99.4133333333333
-2.08142	99.3955555555555	99.2155555555556	100.04	99.56
-2.05642	99.3333333333333	99.2666666666667	99.9133333333333	99.6955555555556
-2.03142	99.3311111111111	99.3844444444444	99.7711111111111	99.7355555555556
-2.00642	99.4177777777778	99.5377777777778	99.6711111111111	99.6955555555556
-1.98142	99.5333333333333	99.6688888888889	99.6177777777778	99.6466666666667
-1.95642	99.5977777777778	99.7688888888889	99.5844444444444	99.6111111111111
-1.93142	99.6177777777778	99.88	99.5911111111111	99.58
-1.90642	99.6355555555556	100.004444444444	99.6644444444444	99.5622222222222
-1.88142	99.6666666666667	100.1	99.8022222222222	99.5377777777778
-1.85642	99.6933333333333	100.144444444444	99.9755555555556	99.4622222222222
-1.83142	99.6977777777778	100.157777777778	100.135555555556	99.3622222222222
-1.80642	99.6755555555555	100.162222222222	100.244444444444	99.3155555555556
-1.78142	99.6022222222222	100.133333333333	100.288888888889	99.34
-1.75642	99.5111111111111	100.046666666667	100.293333333333	99.3511111111111
-1.73142	99.4422222222222	99.9288888888889	100.255555555556	99.3022222222222
-1.70642	99.4022222222222	99.8177777777778	100.153333333333	99.2666666666667
-1.68142	99.3777777777778	99.74	100.002222222222	99.3111111111111
-1.65642	99.3888888888889	99.6911111111111	99.8511111111111	99.3888888888889
-1.63142	99.4822222222222	99.66	99.7511111111111	99.4488888888889
-1.60642	99.6533333333333	99.6355555555556	99.6977777777778	99.52
-1.58142	99.84	99.62	99.6844444444445	99.6177777777778
-1.55642	99.9844444444445	99.6266666666667	99.7088888888889	99.6711111111111
-1.53142	100.084444444444	99.6355555555556	99.7511111111111	99.6511111111111
-1.50642	100.164444444444	99.6533333333333	99.7555555555556	99.6088888888889
-1.48142	100.217777777778	99.68	99.6666666666667	99.5977777777778
-1.45642	100.22	99.7155555555556	99.5044444444444	99.58
-1.43142	100.193333333333	99.7111111111111	99.3111111111111	99.5422222222222
-1.40642	100.195555555556	99.6466666666667	99.1133333333333	99.5377777777778
-1.38142	100.213333333333	99.5511111111111	98.94	99.58
-1.35642	100.188888888889	99.4622222222222	98.8488888888889	99.6111111111111
-1.33142	100.075555555556	99.3755555555556	98.8911111111111	99.6533333333333
-1.30642	99.9377777777778	99.2977777777778	99.0044444444444	99.7577777777778
-1.28142	99.8288888888889	99.2755555555556	99.1133333333333	99.9066666666667
-1.25642	99.74	99.3111111111111	99.1888888888889	99.9977777777778
-1.23142	99.6311111111111	99.3488888888889	99.2488888888889	99.98
-1.20642	99.5377777777778	99.3488888888889	99.3222222222222	99.96
-1.18142	99.5111111111111	99.3511111111111	99.42	100.022222222222
-1.15642	99.5333333333333	99.4022222222222	99.5511111111111	100.14
-1.13142	99.5577777777778	99.4666666666667	99.7111111111111	100.231111111111
-1.10642	99.5955555555556	99.4955555555556	99.8555555555556	100.282222222222
-1.08142	99.6911111111111	99.4977777777778	99.9177777777778	100.313333333333
-1.05642	99.8022222222222	99.4844444444444	99.8866666666667	100.304444444444
-1.03142	99.8511111111111	99.4466666666667	99.82	100.188888888889
-1.00642	99.8511111111111	99.4111111111111	99.8044444444444	99.9733333333333
-0.98142	99.8555555555556	99.4355555555556	99.84	99.7355555555556
-0.956420000000001	99.8822222222222	99.5288888888889	99.8666666666667	99.5666666666667
-0.931419999999999	99.8888888888889	99.6333333333333	99.8622222222222	99.4844444444444
-0.906420000000001	99.8711111111111	99.7688888888889	99.8688888888889	99.4688888888889
-0.881419999999999	99.8666666666667	99.9755555555556	99.9266666666667	99.4688888888889
-0.85642	99.8755555555556	100.231111111111	100.022222222222	99.4666666666667
-0.831420000000001	99.8577777777778	100.444444444444	100.126666666667	99.4666666666667
-0.806419999999999	99.84	100.586666666667	100.235555555556	99.5111111111111
-0.781420000000001	99.8777777777778	100.668888888889	100.3	99.6088888888889
-0.756419999999999	99.9888888888889	100.688888888889	100.273333333333	99.7044444444445
-0.73142	100.097777777778	100.611111111111	100.171111111111	99.74
-0.706420000000001	100.115555555556	100.444444444444	100.075555555556	99.7355555555556
-0.681419999999999	100.053333333333	100.264444444444	100.026666666667	99.7533333333333
