Wavelength (nm)	S2_532(arb.units)	S2_450(arb.units)	S2_400(arb.units)
747.33	1.05135235	0.0438043	0.00502275
747.73	1.04968539	0.04151591	0.00624633
748.13	1.05388712	0.04415896	0.00315547
748.53	1.04625933	0.04215879	0.00817822
748.93	1.03516473	0.04559281	0.00579566
749.33	1.03399746	0.04415652	0.00804953
749.73	1.02135196	0.04224553	0.00624633
750.13	1.02144454	0.04311815	0.00392812
750.53	1.00708956	0.04281448	0.00701924
750.93	1.02074994	0.04275334	0.00598869
751.33	1.0217192	0.04102861	0.00618198
751.73	1.00583325	0.04096239	0.0051517
752.13	0.99444052	0.04282727	0.00476537
752.52	1.00918267	0.0402021	0.00689029
752.92	1.02381364	0.0433298	0.00740556
753.32	1.00597368	0.0425236	0.00502275
753.72	0.98909278	0.04134244	0.00643962
754.12	1.00000133	0.04211289	0.00354179
754.52	0.98869542	0.04246754	0.00592435
754.92	0.97630464	0.04211797	0.00482972
755.32	0.9788465	0.04075054	0.00598869
755.71	0.98167497	0.03938574	0.00553802
756.11	0.97092545	0.04038065	0.00721227
756.51	0.96456151	0.04099794	0.00592435
756.91	0.95935154	0.03941885	0.00521604
757.31	0.94609206	0.03911275	0.00405681
757.71	0.94455844	0.04006438	0.00804953
758.1	0.92128037	0.0380565	0.00656831
758.5	0.91663211	0.04048261	0.00811387
758.9	0.91399856	0.0386153	0.00521604
759.3	0.9050994	0.03670695	0.00708358
759.69	0.88826546	0.03619914	0.00708358
760.09	0.8809234	0.03583189	0.00547368
760.49	0.86876075	0.0357935	0.00792058
760.89	0.85277912	0.03381629	0.00534473
761.29	0.85062355	0.03715077	0.00534473
761.68	0.84630177	0.03646706	0.00753425
762.08	0.82227018	0.03297962	0.00412141
762.48	0.82226354	0.03442871	0.00573131
762.88	0.81783367	0.03212244	0.0042501
763.27	0.79438062	0.03341065	0.00631067
763.67	0.79084559	0.0316197	0.00727662
764.07	0.77014039	0.03290548	0.0042501
764.46	0.7512541	0.03210456	0.00605329
764.86	0.76477538	0.02955068	0.00598869
765.26	0.74174228	0.03131624	0.00289783
765.65	0.73084836	0.0277445	0.00405681
766.05	0.72097108	0.02956612	0.00289783
766.45	0.71618284	0.02965529	0.00238256
766.85	0.70728412	0.0300329	0.00264019
767.24	0.70229343	0.02986715	0.00495841
767.64	0.6926691	0.03012471	0.00193189
768.04	0.67977642	0.02968332	0.00231821
768.43	0.66585644	0.02786191	0.00618198
768.83	0.66574437	0.02835164	0.00296217
769.22	0.64894232	0.0265735	0.00405681
769.62	0.65330442	0.0257417	0.00225387
770.02	0.63056059	0.02648412	0.00669726
770.41	0.63548793	0.02587434	0.00463642
770.81	0.62274453	0.02596636	0.00482972
771.21	0.63077544	0.02699945	0.00592435
771.6	0.59758244	0.02702504	0.00444339
772	0.58987758	0.02632609	0.00450773
772.39	0.58731933	0.02569336	0.00141661
772.79	0.58667833	0.02528	0.00360614
773.18	0.57468047	0.02392537	0.00463642
773.58	0.57792535	0.02422883	0.00412141
773.98	0.57242833	0.02296358	0.00560237
774.37	0.55961804	0.02270845	0.00212518
774.77	0.54729415	0.02324165	0.00321981
775.16	0.54233314	0.02382584	0.00218952
775.56	0.53880254	0.02237675	0.0018032
775.95	0.52641618	0.02259348	0.00270454
776.35	0.51783243	0.02068534	0.00470077
776.74	0.53292056	0.02211147	0.00367048
777.14	0.51821384	0.02225163	0.00328416
777.53	0.51478645	0.01942231	0.00231821
777.93	0.50311685	0.01963661	0.00148122
778.32	0.49671082	0.0201367	0.00470077
778.72	0.48925048	0.02143527	0.00347745
779.11	0.48226813	0.01821068	0.00212518
779.51	0.4801604	0.01978733	0.00193189
779.9	0.47065523	0.02023623	0.00463642
780.3	0.46882259	0.02029493	0.00405681
780.69	0.46395063	0.01923869	0.00495841
781.09	0.45512633	0.01989437	0.00270454
781.48	0.44383504	0.01925656	0.00276914
781.88	0.45021361	0.01769271	0.00502275
782.27	0.44437017	0.0161185	0.00399246
782.66	0.4412635	0.01628689	0.00392812
783.06	0.44540986	0.01735593	0.00470077
783.45	0.43047279	0.01651906	0.00167425
783.85	0.42581479	0.01851678	0.00302652
784.24	0.42138049	0.01888911	0.00431444
784.64	0.41340185	0.01720034	0.00309086
785.03	0.40611339	0.01689159	0.00212518
785.42	0.40064517	0.01616969	0.0025115
785.82	0.40248666	0.01837379	0.00199623
786.21	0.39175044	0.01630476	0.00186754
786.6	0.38532757	0.01651662	0.00283348
787	0.38506621	0.01533546	0.00128792
787.39	0.38011229	0.01618228	-0.00115923
787.78	0.37324422	0.01471796	7.7265E-4
788.18	0.36820658	0.01380471	0.00418575
788.57	0.35609754	0.01513883	0.00167425
788.96	0.36075333	0.0164374	0.00257585
789.36	0.3534024	0.01393228	0.00341285
789.75	0.36152988	0.01486847	0.00347745
790.14	0.35222495	0.01454449	0.00360614
790.54	0.34830141	0.01558286	0.00173859
790.93	0.33448643	0.01622575	0.00154556
791.32	0.34123755	0.01341939	0.00386377
791.72	0.33195697	0.01379192	0.00276914
792.11	0.3259926	0.01445776	0.0033485
792.5	0.32882772	0.0124448	0.00347745
792.89	0.32101742	0.01353923	0.00360614
793.29	0.31605995	0.01344742	0.00450773
793.68	0.31745093	0.01335053	1.2869E-4
794.07	0.31211516	0.012159	-3.8633E-4
794.46	0.30335199	0.01344498	4.5067E-4
794.86	0.30788109	0.01066909	0.00321981
795.25	0.30268441	0.01233775	0.00135227
795.64	0.28990513	0.01070748	0.00160991
796.03	0.29463667	0.01239381	0.00225387
796.43	0.28991399	0.01079929	0.00103029
796.82	0.28713646	0.01243972	0.00148122
797.21	0.28673822	0.010182	0.00154556
797.6	0.28424553	0.01161829	0.00206058
797.99	0.2796398	0.0112356	7.7265E-4
798.39	0.27470803	0.01019459	0.00643962
798.78	0.27239342	0.01137332	0.00154556
799.17	0.27491269	0.01098799	0.00309086
799.56	0.2693789	0.01156202	0.00553802
799.95	0.26297287	0.01023298	0
800.34	0.26681843	0.0107152	0
800.74	0.25457251	0.00953383	0
801.13	0.25277531	0.01034267	0
801.52	0.2481585	0.01032987	0
801.91	0.24181671	0.01014868	0
802.3	0.24028309	0.00933497	0
802.69	0.23489991	0.01156466	0
803.08	0.24306504	0.00937052	0
803.47	0.23510014	0.00830412	0
803.87	0.22702892	0.01012329	0
804.26	0.23029285	0.00914099	0
804.65	0.22911096	0.00949564	0
805.04	0.21808103	0.00965631	0
805.43	0.22295522	0.00926855	0
805.82	0.22836541	0.0064368	0
806.21	0.21447822	0.00862058	0
806.6	0.21831139	0.00940383	0
806.99	0.20733949	0.00912575	0
807.38	0.20652085	0.00838333	0
807.77	0.20216186	0.00747253	0
808.16	0.19536866	0.00583717	0
808.55	0.197021	0.00776848	0
808.94	0.19635121	0.00662042	0
809.33	0.19354223	0.0074061	0
809.72	0.19418323	0.00572749	0
810.11	0.19506787	0.00755418	0
810.5	0.19838629	0.00793179	0
810.89	0.18230543	0.0082123	0
811.28	0.1870981	0.00619955	0
811.67	0.18226999	0.00814101	0
812.06	0.17251099	0.00625561	0
812.45	0.17607083	0.00677865	0
812.84	0.17761641	0.00607706	0
813.23	0.17527523	0.00645203	0
813.62	0.17113906	0.00650809	0
814.01	0.16496427	0.00629644	0
814.4	0.16154131	0.00672239	0
814.79	0.16990047	0.00520952	0
815.18	0.16961209	0.00692653	0
815.57	0.15986195	0.00623002	0
815.95	0.1606921	0.00418151	0
816.34	0.15606954	0.00556418	0
816.73	0.15859899	0.00617639	0
817.12	0.15492796	0.00602344	0
817.51	0.15482032	0.00510248	0
817.9	0.15534437	0.00546729	0
818.29	0.14799655	0.0066383	0
818.68	0.14921299	0.00624017	0
819.07	0.14036389	0.00479637	0
819.45	0.14204989	0.00542382	0
819.84	0.13970206	0.00389572	0
820.23	0.14184169	0.0050259	0
820.62	0.14156482	0.00566635	0
821.01	0.13868275	0.00490605	0
821.4	0.13334786	0.0040182	0
821.78	0.13566025	0.00325283	0
822.17	0.12840723	0.00540858	0
822.56	0.13361498	0.00296459	0
822.95	0.12755493	0.00342873	0
823.34	0.12837711	0.00418659	0
823.72	0.13028904	0.00538563	0
824.11	0.12282471	0.00423249	0
824.5	0.1220836	0.0039467	0
824.89	0.11972115	0.00457171	0
825.27	0.1157985	0.0034978	0
825.66	0.12117415	0.00371453	0
826.05	0.11937252	0.00418659	0
826.44	0.11874746	0.00428612	0
826.82	0.11303648	0.00356401	0
827.21	0.10876343	0.00402064	0
827.6	0.10782563	0.00438037	0
827.98	0.11284865	0.00410737	0
828.37	0.11141205	0.00405903	0
828.76	0.11131282	0.00490341	0
829.15	0.10591148	0.00301802	0
829.53	0.10174962	0.00317889	0
829.92	0.10422104	0.00345697	0
830.31	0.1003675	0.00369422	0
830.69	0.10559785	0.0036865	0
831.08	0.10278887	0.0034722	0
831.47	0.09969992	0.00281916	0
831.85	0.09753327	0.00312527	0
832.24	0.09432871	0.00222218	0
832.63	0.0976201	0.00439073	0
833.01	0.09383566	0.00182669	0
833.4	0.09167787	0.00253336	0
833.78	0.09202429	0.00419939	0
834.17	0.09421973	0.0032835	0
834.56	0.08730692	0.00253844	0
834.94	0.08970082	0.00318641	0
835.33	0.09119945	0.00300786	0
835.71	0.09018811	6.5568E-4	0
836.1	0.08652815	0.00140054	0
836.49	0.0833165	0.00285491	0
836.87	0.08376082	0.00173732	0
837.26	0.08281238	0.00204871	0
837.64	0.08135717	0.00259978	0
838.03	0.08456085	0.00221182	0
838.41	0.08268702	2.6792E-4	0
838.8	0.08206905	0.00235482	0
839.18	0.07475401	0.00154354	0
839.57	0.07361332	0.00338283	0
839.95	0.07707747	0.00206394	0
840.34	0.07713418	0.00222969	0
840.73	0.07661322	0.00212265	0
841.11	0.07463485	0.00148484	0
841.5	0.07244472	0.00275781	0
841.88	0.07136649	0.00259714	0
842.26	0.06635365	0.00244155	0
842.65	0.06950727	0.00109951	0
843.03	0.0707122	0.00333692	0
843.42	0.07334753	0.00185473	0
843.8	0.07026921	0.00141334	0
844.19	0.06644269	0.00115313	0
844.57	0.06448425	9.8475E-4	0
844.96	0.06267819	0.00252057	0
845.34	0.06626771	0.00212772	0
845.73	0.06057843	0.00121956	0
846.11	0.06695434	0.00135727	0
846.49	0.06386983	0.00240844	0
846.88	0.0630441	0.0016839	0
847.26	0.05977574	4.0828E-4	0
847.65	0.06049161	1.5823E-4	0
848.03	0.06071753	0.00195162	0
848.41	0.06385521	0.0020613	0
848.8	0.06212269	9.8231E-4	0
849.18	0.0598227	3.9792E-4	0
849.56	0.05338965	0.00160468	0
849.95	0.05410285	2.2201E-4	0
850.33	0.0565477	0.00192866	0
850.71	0.05359563	0.00173224	0
851.1	0.05418746	9.2868E-4	0
851.48	0.05366474	0.00247974	0
851.86	0.05164472	0.00246958	0
852.25	0.05313803	0.0016252	0
852.63	0.05344103	5.7667E-4	0
853.01	0.04931683	-1.5051E-4	0
853.4	0.05251829	0.0017298	0
853.78	0.04973545	0.00222461	0
854.16	0.05179755	9.0309E-4	0
854.55	0.04876486	7.8061E-4	0
854.93	0.04727599	5.7139E-4	0
855.31	0.04514965	0.00130121	0
855.69	0.04658847	1.4787E-4	0
856.08	0.0452697	0.00108164	0
856.46	0.04930575	0.00180882	0
856.84	0.04912014	1.3772E-4	0
857.22	0.04944485	5.1289E-4	0
857.61	0.04269063	2.2201E-4	0
857.99	0.04684673	0.00107412	0
858.37	0.04211962	-2.031E-5	0
858.75	0.04313893	7.347E-4	0
859.13	0.0428851	3.6745E-4	0
859.52	0.04163322	-4.347E-5	0
859.9	0.04094881	7.9604E-4	0
860.28	0.04562497	4.7714E-4	0
860.66	0.04173467	0.00231907	0
861.04	0.04050848	9.0309E-4	0
861.43	0.03797902	-0.00116593	0
861.81	0.03985419	-9.5671E-4	0
862.19	0.03651672	0.00138795	0
862.57	0.0390639	1.7103E-4	0
862.95	0.03772209	0.00120412	0
863.33	0.03727999	4.6942E-4	0
863.71	0.03578668	0.00147468	0
864.1	0.03525731	6.0206E-4	0
864.48	0.03522055	4.9501E-4	0
864.86	0.04139179	0.00125267	0
865.24	0.03478642	2.3481E-4	0
865.62	0.03370154	-8.4439E-4	0
866	0.03423889	7.658E-5	0
866.38	0.03098515	-3.6481E-4	0
866.76	0.03534281	0.00224249	0
867.14	0.0324851	-5.1797E-4	0
867.52	0.0319987	5.7911E-4	0
867.9	0.03323951	-6.76E-4	0
868.28	0.03193447	-4.6434E-4	0
868.67	0.03226582	-9.8739E-4	0
869.05	0.03151939	0.00169913	0
869.43	0.03109102	-4.5926E-4	0
869.81	0.02924022	-4.2859E-4	0
870.19	0.03115304	-0.0011379	0
870.57	0.02573753	0.00112246	0
870.95	0.03070474	-4.2351E-4	0
871.33	0.02709617	-3.6481E-4	0
871.71	0.02947944	-0.00141334	0
872.09	0.02661863	-0.00170685	0
872.47	0.02506729	-6.4797E-4	0
872.85	0.0301417	-2.559E-5	0
873.23	0.02777837	-6.8636E-4	0
873.61	0.02511868	5.3584E-4	0
873.99	0.02730393	-7.8832E-4	0
874.36	0.02626601	-7.6273E-4	0
874.74	0.02498844	-5.4336E-4	0
875.12	0.02577075	-0.00115821	0
875.5	0.02666426	-5.87E-5	0
875.88	0.02727071	0.0012807	0
876.26	0.023702	2.5512E-4	0
876.64	0.02494724	-0.00103837	0
877.02	0.02183925	-1.016E-5	0
877.4	0.02570962	-6.886E-5	0
877.78	0.02556919	0.00109199	0
878.16	0.01861342	-0.0015537	0
878.54	0.02615349	-0.00148484	0
878.91	0.02318238	8.166E-5	0
879.29	0.02231324	2.031E-5	0
879.67	0.02230438	4.1072E-4	0
880.05	0.02389692	-8.166E-5	0
880.43	0.02216883	2.8315E-4	0
880.81	0.01922075	1.0461E-4	0
881.19	0.02215864	-3.1119E-4	0
881.56	0.01941345	3.5201E-4	0
881.94	0.01790464	2.2953E-4	0
882.32	0.01802247	-5.1289E-4	0
882.7	0.01702221	0.0015868	0
883.08	0.01725123	-6.3009E-4	0
883.45	0.01981613	-8.649E-4	0
883.83	0.02021924	7.15E-5	0
884.21	0.0206073	-2.4233E-4	0
884.59	0.01855538	-0.00184193	0
884.97	0.01901609	-0.00166338	0
885.34	0.02000882	-0.00157665	0
885.72	0.01790464	-0.00160468	0
886.1	0.01904754	7.3734E-4	0
886.48	0.02209175	2.2709E-4	0
886.85	0.01946129	4.855E-5	0
887.23	0.02137101	-5.8175E-4	0
887.61	0.01949009	-4.9745E-4	0
887.98	0.01746475	-9.362E-4	0
888.36	0.01923758	-7.2962E-4	0
888.74	0.01966064	6.8107E-4	0
889.12	0.02001325	-0.00243383	0
889.49	0.01552093	-0.00103065	0
889.87	0.0182515	7.5257E-4	0
890.25	0.01760075	2.3217E-4	0
890.62	0.01620534	-1.8626E-4	0
891	0.01600068	8.777E-4	0
891.38	0.01938554	-0.00117609	0
891.75	0.02133646	-4.4383E-4	0
892.13	0.01862006	-3.5709E-4	0
892.51	0.01881498	-0.0013266	0
892.88	0.0183773	-9.362E-4	0
893.26	0.01726674	4.591E-5	0
893.64	0.01595948	-0.00183949	0
894.01	0.01869138	1.8626E-4	0
894.39	0.01440593	-4.6678E-4	0
894.76	0.01747716	-4.6678E-4	0
895.14	0.01483873	-0.00329609	0
895.52	0.01516698	-1.5051E-4	0
895.89	0.01790907	-0.00133676	0
896.27	0.01836756	9.689E-5	0
896.64	0.01904267	-6.642E-5	0
897.02	0.01857753	-0.00148991	0
897.39	0.01960261	-8.4439E-4	0
897.77	0.01516476	5.0009E-4	0
898.15	0.01930005	-8.2143E-4	0
898.52	0.01453484	7.902E-5	0
898.9	0.01910956	3.311E-5	0
899.27	0.01524627	-1.5559E-4	0
899.65	0.01594841	-0.00137759	0
900.02	0.01553554	2.4741E-4	0
900.4	0.01316202	-4.1336E-4	0
900.77	0.01326967	-0.00187524	0
901.15	0.01684856	9.445E-5	0
901.52	0.01157524	-4.1844E-4	0
901.9	0.01745944	6.76E-4	0
902.27	0.01514926	-0.00108164	0
902.65	0.01837287	-1.787E-5	0
903.02	0.01455743	6.8372E-4	0
903.4	0.01329979	-9.7703E-4	0
903.77	0.01612206	-0.00104609	0
904.14	0.01461502	-9.445E-5	0
904.52	0.01274916	3.7253E-4	0
904.89	0.01487904	-9.4148E-4	0
905.27	0.01145165	-0.00110723	0
905.64	0.01412995	-2.9331E-4	0
906.02	0.00835562	-0.00129593	0
906.39	0.01141134	6.9895E-4	0
906.76	0.01082305	-0.00158173	0
907.14	0.01099759	-0.00222725	0
907.51	0.01087754	-0.00191587	0
907.89	0.00982589	-0.00107412	0
908.26	0.01375385	-3.4186E-4	0
908.63	0.01145829	-8.649E-4	0
909.01	0.01308051	6.5568E-4	0
909.38	0.0107473	-0.00196441	0
909.75	0.01228934	-0.00195933	0
910.13	0.00660227	-0.00183177	0
910.5	0.00933506	-8.2915E-4	0
910.87	0.01132894	-1.1477E-4	0
911.25	0.01008415	-9.8739E-4	0
911.62	0.01256753	5.0253E-4	0
911.99	0.0104412	5.0253E-4	0
912.37	0.00944536	-9.9246E-4	0
912.74	0.0103145	-2.64E-6	0
913.11	0.01034773	-0.00124759	0
913.49	0.00874987	-0.00160468	0
913.86	0.00822671	-8.9557E-4	0
914.23	0.01054486	-0.0015281	0
914.6	0.00485602	-0.00111231	0
914.98	0.01213385	-6.4045E-4	0
915.35	0.00835694	6.1486E-4	0
915.72	0.00720872	-2.73E-4	0
916.09	0.01081153	-0.00124251	0
916.47	0.00959775	-0.00118624	0
916.84	0.00629174	-0.00118888	0
917.21	0.00376229	-1.2756E-4	0
917.58	0.00338043	-8.4195E-4	0
917.95	0.00625497	-0.0026201	0
918.33	0.00929386	-5.6895E-4	0
918.7	0.00861609	5.87E-5	0
919.07	0.00629041	-0.00121692	0
919.44	0.00706077	-4.4647E-4	0
919.81	0.00840479	-8.8278E-4	0
920.19	0.00475148	-2.7544E-4	0
920.56	0.00370115	8.7242E-4	0
920.93	0.00828474	7.7045E-4	0
921.3	0.01022635	-0.00152059	0
921.67	0.00689597	-4.2859E-4	0
922.04	0.00784485	-0.00147468	0
922.41	0.00671568	-0.00177571	0
922.79	0.00397802	-0.00208954	0
923.16	0.00713164	-0.00154598	0
923.53	0.00571763	-7.9096E-4	0
923.9	0.0074599	-1.2492E-4	0
924.27	0.00575307	-9.1325E-4	0
924.64	0.00396473	-0.00171437	0
925.01	0.00619606	-0.00183949	0
925.38	0.00712943	-5.0253E-4	0
925.75	0.0028741	-0.00175784	0
926.12	0.00656861	-0.00163027	0
926.49	0.00483742	-0.0013394	0
926.86	0.00754584	-0.00135463	0
927.24	0.00455125	-0.0012551	0
927.61	0.00837156	-7.658E-5	0
927.98	0.00583989	-4.855E-5	0
928.35	0.00667315	-7.902E-5	0
928.72	0.00783068	-0.00158945	0
929.09	0.00289979	-0.00190835	0
929.46	0.0065407	-4.2859E-4	0
929.83	0.00644634	-4.1844E-4	0
930.2	0.00662442	-0.00145924	0
930.57	0.00278284	-0.00184701	0
930.94	0.00686364	-1.0461E-4	0
931.31	0.00688268	-0.00200016	0
931.68	0.00179277	-9.7459E-4	0
932.05	0.0066067	-1.5316E-4	0
932.41	0.00337512	-6.114E-5	0
932.78	0.00324355	-0.00176027	0
933.15	0.00599095	-7.6029E-4	0
933.52	0.00208425	-1.302E-4	0
933.89	0.00400814	-0.00150271	0
934.26	0.00337512	-8.6226E-4	0
934.63	0.00526578	-0.00201032	0
935	0.00395277	-0.00141334	0
935.37	0.00541153	-0.00144137	0
935.74	0.00425976	-5.8926E-4	0
936.11	0.00491715	-0.00190835	0
936.48	0.00360857	-0.00111495	0
936.84	0.00766013	-2.4233E-4	0
937.21	0.00381899	4.4139E-4	0
937.58	0.00113183	-0.00134448	0
937.95	0.00213652	-0.00234466	0
938.32	0.00438557	-6.2765E-4	0
938.69	6.3524E-4	-8.673E-5	0
939.06	0.00434969	-5.8926E-4	0
939.42	5.6747E-4	-0.00103065	0
939.79	0.00555284	-0.00441876	0
940.16	0.0030792	-0.00186996	0
940.53	0.00542349	-0.00126038	0
940.9	0.0069416	-4.1336E-4	0
941.26	0.00237795	-0.00224005	0
941.63	0.00361211	-6.886E-5	0
942	0.00219766	-0.00116085	0
942.37	0.00279658	-0.00166846	0
942.74	0.00613271	-2.2709E-4	0
943.1	0.00480951	-0.0018854	0
943.47	0.00227695	-3.5973E-4	0
943.84	0.00181625	-0.00114034	0
944.21	0.00378665	-0.0015868	0
944.57	0.00484716	-0.00156649	0
944.94	0.00445999	4.8465E-4	0
945.31	0.00126517	-0.0018854	0
945.67	8.7446E-4	-0.00185737	0
946.04	0.00587533	-7.5014E-4	0
946.41	0.00434969	-0.00123743	0
946.78	0.00182068	-0.00147204	0
947.14	0.00308363	-0.00104081	0
947.51	0.00255603	-0.00190327	0
947.88	0.00422964	-3.5201E-4	0
948.24	0.00250819	-0.00130629	0
948.61	0.00227208	9.9998E-4	0
948.98	0.00361211	-7.0423E-4	0
949.34	0.00633825	-0.0011251	0
949.71	0.00233011	-6.6584E-4	0
950.08	0.00445645	-5.2812E-4	0
950.44	0.00496943	-0.00264813	0
950.81	0.00192389	2.7036E-4	0
951.17	0.00409851	-0.00191343	0
951.54	0.00191503	-0.00116085	0
951.91	0.0040427	-5.9698E-4	0
952.27	0.00362452	-0.00130873	0
952.64	0.00433994	-0.00170685	0
953	0.00371001	-0.0031405	0
953.37	0.005132	-0.00159452	0
953.74	7.7656E-4	-0.00118381	0
954.1	8.8597E-4	-0.00247974	0
954.47	0.00383228	-0.00181654	0
954.83	0.00234561	-0.00150779	0
955.2	7.3757E-4	-7.6029E-4	0
955.56	0.0019518	-0.00195669	0
955.93	0.00568972	-9.362E-4	0
956.29	0.004254	-0.0018011	0
956.66	8.2661E-4	-4.7958E-4	0
957.02	0.0027031	-7.3978E-4	0
957.39	0.00532559	-0.00217099	0
957.75	0.00478248	-4.3631E-4	0
958.12	6.6891E-4	-0.00164551	0
958.48	0.00124391	-0.0014109	0
958.85	0.00376007	-0.0011251	0
959.21	-7.8763E-4	-7.0159E-4	0
959.58	-6.556E-5	-0.00140054	0
959.94	0.00282626	-0.00150007	0
960.31	2.7155E-4	-0.00258942	0
960.67	0.0038912	-6.7356E-4	0
961.04	-4.563E-5	-0.00189555	0
961.4	-7.664E-5	-0.00230627	0
961.77	8.6338E-4	-2.9859E-4	0
962.13	0.00375653	-0.00222218	0
962.49	0.00114822	-0.00207918	0
962.86	0.00584211	-0.00119132	0
963.22	0.0041561	-0.00124495	0
963.59	3.2958E-4	-0.0016252	0
963.95	0.00318596	-0.00219415	0
964.31	0.00133959	-0.00142877	0
964.68	0.00223575	1.4036E-4	0
965.04	8.5452E-4	-4.5154E-4	0
965.4	0.00331265	-4.8729E-4	0
965.77	0.00196199	-0.00341106	0
966.13	-2.2681E-4	-0.00191587	0
966.5	0.00302693	-0.00233186	0
966.86	0.00289226	-0.0016583	0
967.22	0.00483299	-0.00164307	0
967.59	0.00378001	-0.00113282	0
967.95	0.0067334	-0.00140582	0
968.31	-0.00115044	-0.00127562	0
968.67	0.00566846	3.2906E-4	0
969.04	0.00307256	-0.00189048	0
969.4	0.00178391	-0.00109443	0
969.76	0.0014809	-9.1081E-4	0
970.13	0.00264064	-0.00148991	0
970.49	0.00574066	-0.00129349	0
970.85	0.00305572	-0.00197965	0
971.21	9.0015E-4	-0.00196705	0
971.58	0.00199167	-4.5419E-4	0
971.94	0.00380924	-0.00189555	0
972.3	0.00447239	-0.00101542	0
972.66	0.00309914	-9.8475E-4	0
973.03	-8.6693E-4	-0.00206394	0
973.39	-5.006E-5	-0.00145681	0
973.75	0.0042952	-0.002939	0
974.11	0.00430184	-0.00232171	0
974.47	-0.00162576	-0.00198737	0
974.84	0.00203862	-0.00135971	0
975.2	0.00337733	-0.00105868	0
975.56	0.0057699	-5.0517E-4	0
975.92	0.0011686	-9.6179E-4	0
976.28	0.00356206	-0.00153582	0
976.64	0.00354655	-0.00224757	0
977.01	0.00439974	-0.00274502	0
977.37	0.00246256	-0.00120676	0
977.73	0.00350845	-0.00216855	0
978.09	0.00470939	-0.00147204	0
978.45	0.00222114	-6.9895E-4	0
978.81	0.00114955	1.4544E-4	0
979.17	0.00198059	-4.7714E-4	0
979.54	0.00168158	-9.1589E-4	0
979.9	0.0023558	-0.00157401	0
980.26	0.00194958	-0.00246186	0
980.62	0.00245813	-0.00188276	0
980.98	0.00306901	-5.2548E-4	0
981.34	0.00425976	-0.00154354	0
981.7	0.00180163	-0.00138795	0
982.06	0.00338398	-0.00287014	0
982.42	7.234E-4	-0.00221954	0
982.78	1.9359E-4	-1.7611E-4	0
983.14	0.00381146	8.409E-5	0
983.5	0.00234118	-0.00135971	0
983.86	0.0028329	-0.00173488	0
984.22	0.00321608	-8.9557E-4	0
984.58	0.00309559	-0.00153846	0
984.94	0.00331841	-0.0018598	0
985.3	-7.0125E-4	-0.00189048	0
985.66	0.00214317	-0.00292113	0
986.02	0.00264862	-5.2812E-4	0
986.38	2.4586E-4	-0.00249253	0
986.74	0.00120404	-0.00228332	0
987.1	0.00119961	-0.00220938	0
987.46	4.1729E-4	-4.3631E-4	0
987.82	0.00137326	-8.7242E-4	0
988.18	-6.4543E-4	-0.00102557	0
988.54	3.4509E-4	-0.00276289	0
988.9	0.00409408	-3.9548E-4	0
989.26	0.00252148	2.3481E-4	0
989.62	3.318E-4	-0.00139302	0
989.98	0.00336404	-0.00164551	0
990.34	-4.6514E-4	-0.00157929	0
990.69	0.0040139	-9.7195E-4	0
991.05	0.00100159	-0.00201032	0
991.41	0.00310002	-0.0010536	0
991.77	3.0699E-4	-0.00141598	0
992.13	0.00376007	-9.5407E-4	0
992.49	0.00347612	-0.00139302	0
992.85	0.00272836	-0.00228332	0
993.21	0.00305572	-5.3584E-4	0
993.56	0.00158235	-6.5812E-4	0
993.92	0.00221892	-0.00179094	0
994.28	0.00320368	-0.00197457	0
994.64	0.00150217	-6.7356E-4	0
995	0.00324709	-0.00132924	0
995.36	0.00328475	-0.00158173	0
995.71	0.00250376	-0.0026201	0
996.07	0.00337157	-0.00247974	0
996.43	-0.00295428	-0.00163271	0
996.79	0.00266501	-0.00272735	0
997.14	-7.3669E-4	-0.00274502	0
997.5	-4.9615E-4	-4.0056E-4	0
997.86	4.6514E-4	-0.00114298	0
998.22	7.0789E-4	-0.00138531	0
998.58	0.00106273	-4.4139E-4	0
998.93	-7.0656E-4	-0.00230383	0
999.29	6.698E-4	-0.0013981	0
999.65	0.00296757	-0.00138795	0
1000	0.0016457	-8.5211E-4	0
1000.36	0.00223	-1.7103E-4	0
1000.72	0.00259059	-0.00113282	0
1001.08	-0.00189953	-0.00137251	0
1001.43	0.00344732	-0.00142349	0
1001.79	0.00178701	-0.00149763	0
1002.15	3.0389E-4	-0.00181654	0
1002.5	0.00147559	-0.0023471	0
1002.86	0.00255958	-0.00132924	0
1003.22	-0.00119163	-9.6951E-4	0
1003.57	0.00358332	-0.00249761	0
1003.93	0.00336493	-0.00121692	0
1004.29	0.00313014	6.9387E-4	0
1004.64	4.6159E-4	-0.00192866	0
1005	0.00148223	-0.00291869	0
1005.36	9.7147E-4	-0.0016711	0
1005.71	0.00202844	-0.0011507	0
1006.07	2.3611E-4	-0.00159452	0
1006.42	0.00184593	-0.00224513	0
1006.78	0.00230663	-0.00233938	0
1007.14	0.00163595	-5.2812E-4	0
1007.49	7.5441E-4	-9.1589E-4	0
1007.85	0.00345175	-8.9557E-4	0
1008.2	0.00310224	-3.0367E-4	0
1008.56	0.0014809	-0.00131137	0
1008.91	2.8263E-4	-7.8061E-4	0
1009.27	-4.5849E-4	-3.5465E-4	0
1009.62	0.00115487	-0.0019313	0
1009.98	4.9172E-4	-0.00103065	0
1010.34	6.1221E-4	-0.00173488	0
1010.69	-1.0676E-4	-0.00109707	0
