Wavelength (nm)	S2_532(arb.units)	S2_450(arb.units)	S2_400(arb.units)
481.84	0.00681579	0.00378339	0.00186754
482.28	0.00690572	0.0041482	0.00412141
482.71	0.0064995	0.00565355	9.016E-4
483.15	0.01039114	0.00618411	-6.434E-5
483.59	0.00796534	0.00378603	0.00225387
484.02	0.0055648	0.0064368	0.00508735
484.46	0.00748249	0.00408198	0.00399246
484.89	0.00792193	0.00342122	0.00586
485.33	0.0096766	0.0061638	-0.00148122
485.76	0.00694913	0.00614084	6.4396E-4
486.2	0.00930494	0.00513051	0.00547368
486.63	0.00640825	0.00838841	0.0025115
487.07	0.00499512	0.00514066	0.00399246
487.5	0.00644634	0.00596981	0.00302652
487.94	0.00742313	0.00606163	0.00534473
488.37	0.00318685	0.00707197	0.00830716
488.81	0.00696242	0.00911803	0.00650397
489.24	0.00508416	0.01280453	0.00907981
489.68	0.00830467	0.01511852	0.00824256
490.11	0.00960307	0.01866466	0.00824256
490.55	0.0050186	0.01980764	0.00830716
490.98	0.00888011	0.01607523	0.01049643
491.42	0.00494285	0.01474599	0.00837151
491.85	0.00570301	0.01677175	0.00862914
492.29	0.00541153	0.01400865	0.00592435
492.72	0.0068025	0.01352907	0.00721227
493.16	0.01090722	0.01482765	0.00405681
493.59	0.00900681	0.01405984	0.00663266
494.03	0.00617346	0.01162337	0.00804953
494.46	0.00473464	0.01184538	0.01056077
494.89	0.004254	0.0127178	0.00746991
495.33	0.00548728	0.01448843	0.00901547
495.76	0.00681579	0.01548069	0.00914416
496.2	0.00682465	0.01428673	0.00695464
496.63	0.00695932	0.01456237	0.00746991
497.06	0.00670017	0.01526396	0.00965943
497.5	0.01019977	0.01521033	0.00914416
497.93	0.00777265	0.01763137	0.01023879
498.37	0.00609594	0.01803701	0.00940179
498.8	0.00689686	0.01557006	0.01056077
499.23	0.00672232	0.01779224	0.0110117
499.67	0.00798616	0.01950153	0.01088275
500.1	0.00494639	0.0193305	0.01365189
500.53	0.00961547	0.0199939	0.01139803
500.97	0.00611809	0.02108326	0.01326557
501.4	0.00609018	0.02215981	0.01294359
501.83	0.00736111	0.02177205	0.01745132
502.27	0.00948213	0.02519327	0.01455349
502.7	0.01222156	0.02627247	0.01487547
503.13	0.00785726	0.02959415	0.0161634
503.57	0.00957782	0.03151002	0.01564812
504	0.00301895	0.03128049	0.0177087
504.43	0.00893017	0.03369644	0.01654972
504.87	0.00774164	0.03387763	0.01539049
505.3	0.00810311	0.03081615	0.01738672
505.73	0.00685035	0.02937722	0.01854595
506.17	0.00710728	0.02834656	0.01751567
506.6	0.00609373	0.02930572	0.01493982
507.03	0.01107555	0.02902764	0.01661407
507.46	0.00825772	0.0311121	0.01809528
507.9	0.00860945	0.03066299	0.01416717
508.33	0.01125674	0.02817817	0.01532614
508.76	0.01067377	0.02754544	0.01300793
509.19	0.01161866	0.02767565	0.01461784
509.63	0.00724062	0.02940525	0.01210633
510.06	0.00920925	0.03166317	0.01545483
510.49	0.01010276	0.02930328	0.01758001
510.92	0.01117434	0.02794864	0.0152618
511.36	0.01111232	0.02868842	0.0177733
511.79	0.01107555	0.02981089	0.01622774
512.22	0.01143482	0.02868578	0.01828832
512.65	0.01011294	0.02926753	0.01429585
513.08	0.01341762	0.03206373	0.01629209
513.52	0.01511382	0.03003554	0.01867464
513.95	0.01105872	0.03028802	0.01545483
514.38	0.012797	0.03077796	0.0177733
514.81	0.01963716	0.02991549	0.01654972
515.24	0.01291129	0.03312749	0.0186103
515.67	0.01840078	0.03099225	0.01976953
516.11	0.0174993	0.03217586	0.02047784
516.54	0.01757195	0.03239279	0.01944755
516.97	0.02048858	0.03288517	0.01938321
517.4	0.01848894	0.03402815	0.02009151
517.83	0.01883358	0.03456642	0.01880359
518.26	0.02383446	0.0358394	0.02298934
518.69	0.01924201	0.03290304	0.0195119
519.13	0.0211885	0.03321931	0.01996257
519.56	0.02331262	0.0348701	0.02228078
519.99	0.02734734	0.03592614	0.01803068
520.42	0.02573974	0.03536247	0.02054218
520.85	0.02689815	0.0364569	0.02060653
521.28	0.03404397	0.03421949	0.02157247
521.71	0.02859169	0.03417358	0.02208774
522.14	0.02988256	0.03387255	0.01893228
522.57	0.03558114	0.03429607	0.01925426
523	0.03515454	0.03302045	0.01970519
523.43	0.04087217	0.03110946	0.01841726
523.87	0.04087217	0.03331884	0.01654972
524.3	0.04087217	0.03590826	0.01938321
524.73	0.04087217	0.03196928	0.01899662
525.16	0.04087217	0.03409965	0.0177087
525.59	0.04087217	0.03303832	0.01745132
526.02	0.04087217	0.02879303	0.02002717
526.45	0.04087217	0.03266579	0.02034915
526.88	0.04087217	0.0304361	0.01609879
527.31	0.04087217	0.03206881	0.02047784
527.74	0.04087217	0.03103816	0.01970519
528.17	0.04087217	0.02982632	0.01873924
528.6	0.04087217	0.03166053	0.01712934
529.03	0.04087217	0.03144116	0.01590576
529.46	0.04087217	0.03076516	0.01835266
529.89	0.04087217	0.03128821	0.01796634
530.32	0.04087217	0.0323085	0.02125049
530.75	0.04087217	0.02930064	0.0186103
531.18	0.04087217	0.03255854	0.01622774
531.61	0.04087217	0.02900997	0.01996257
532.04	0.04087217	0.03096666	0.01712934
532.47	0.04087217	0.03024212	0.01964059
532.9	0.04087217	0.02966809	0.01519745
533.32	0.04087217	0.03067335	0.02009151
533.75	0.04087217	0.03120127	0.01590576
534.18	0.04087217	0.02891287	0.01938321
534.61	0.04087217	0.03001259	0.02099286
535.04	0.04087217	0.02794864	0.0177733
535.47	0.04087217	0.0301631	0.01764436
535.9	0.04087217	0.02584895	0.01603445
536.33	0.04087217	0.0298186	0.01706474
536.76	0.04087217	0.02846133	0.01654972
537.19	0.04087217	0.02803782	0.01815963
537.62	0.04087217	0.02696898	0.01886793
538.04	0.04087217	0.02866039	0.01957624
538.47	0.04087217	0.02827771	0.01745132
538.9	0.04087217	0.02892059	0.01983388
539.33	0.03868426	0.02915012	0.0195119
539.76	0.03424775	0.02522638	0.0186103
540.19	0.03607595	0.0269511	0.02060653
540.62	0.03082257	0.02796652	0.01848161
541.04	0.02734291	0.02583108	0.01571247
541.47	0.02475587	0.02459121	0.0152618
541.9	0.02373656	0.02674188	0.01680736
542.33	0.02319035	0.02412423	0.01712934
542.76	0.02250018	0.02609128	0.01532614
543.19	0.02144189	0.02459872	0.01609879
543.61	0.02478688	0.02572139	0.01758001
544.04	0.02113933	0.02390241	0.01841726
544.47	0.02107908	0.02553005	0.01758001
544.9	0.02134753	0.02467022	0.01423151
545.33	0.02259144	0.02444577	0.01693605
545.75	0.0178599	0.02508602	0.0161634
546.18	0.01888054	0.02273384	0.01654972
546.61	0.02032689	0.02337429	0.01513285
547.04	0.0174683	0.02394832	0.0159701
547.46	0.01105651	0.02216997	0.01410256
547.89	0.01648797	0.02285897	0.01294359
548.32	0.01549966	0.0222695	0.01461784
548.75	0.01816733	0.02348134	0.01062537
549.17	0.0143448	0.02337429	0.01081841
549.6	0.01352793	0.02203733	0.01571247
550.03	0.01555548	0.02151185	0.01455349
550.46	0.01736464	0.02350937	0.00959483
550.88	0.01118896	0.02116735	0.01474653
551.31	0.01427037	0.02228738	0.01468218
551.74	0.01622882	0.02393796	0.0135232
552.16	0.01548637	0.02336921	0.01642078
552.59	0.01382739	0.02111393	0.0161634
553.02	0.01376847	0.02338445	0.01255726
553.44	0.0134256	0.02278239	0.01519745
553.87	0.01282801	0.02319311	0.01487547
554.3	0.01288471	0.02012918	0.01455349
554.72	0.01494992	0.02383091	0.01539049
555.15	0.01482544	0.02233836	0.01622774
555.58	0.01549966	0.02074384	0.01223528
556	0.01715998	0.02256809	0.01493982
556.43	0.01737261	0.02446608	0.01358755
556.86	0.01294496	0.02393796	0.01635643
557.28	0.01753076	0.02374154	0.01300793
557.71	0.0180681	0.02351709	0.01332991
558.14	0.0143727	0.02367024	0.0168717
558.56	0.01457293	0.02444577	0.01461784
558.99	0.01750816	0.02214194	0.01397387
559.41	0.01410204	0.02354776	0.01732237
559.84	0.01857665	0.02184599	0.01487547
560.27	0.01988302	0.02510146	0.01332991
560.69	0.01851109	0.02308342	0.01712934
561.12	0.01689286	0.02448152	0.01642078
561.54	0.01876802	0.02276959	0.01300793
561.97	0.01872815	0.02398143	0.01397387
562.39	0.01972841	0.02394324	0.01448915
562.82	0.02057275	0.02389977	0.0134586
563.25	0.01901521	0.02438707	0.01532614
563.67	0.02056832	0.02470089	0.01384518
564.1	0.01990517	0.02388698	0.0119133
564.52	0.02360322	0.02173894	0.01758001
564.95	0.02312346	0.0239278	0.01803068
565.37	0.02422296	0.02410635	0.01307228
565.8	0.02245012	0.02563466	0.01371624
566.22	0.0193532	0.02624687	0.01545483
566.65	0.02259055	0.02582844	0.01558378
567.07	0.02423935	0.02554284	0.01854595
567.5	0.02695929	0.02437183	0.01725803
567.92	0.02770572	0.02691535	0.01577681
568.35	0.02597098	0.02567792	0.01854595
568.77	0.02446881	0.02753265	0.01384518
569.2	0.02932838	0.02817817	0.01815963
569.62	0.02796176	0.03004813	0.01931861
570.05	0.03365016	0.02834392	0.02105746
570.47	0.03418794	0.03190814	0.01893228
570.9	0.03618759	0.03316588	0.01912557
571.32	0.03649768	0.0347271	0.0228604
571.74	0.03762508	0.03836261	0.02382634
572.17	0.04718827	0.03801567	0.0228604
572.59	0.04839896	0.04294976	0.02736813
573.02	0.05322264	0.04455688	0.02653113
573.44	0.05487764	0.05249131	0.02730379
573.87	0.06449089	0.05501959	0.02968634
574.29	0.06263788	0.05864474	0.02723944
574.71	0.06438059	0.05625438	0.02936436
575.14	0.06040788	0.057257	0.02949331
575.56	0.06301619	0.05620076	0.03065229
575.99	0.05904038	0.05313927	0.02865605
576.41	0.06318098	0.05035079	0.02659548
576.83	0.05761397	0.0476082	0.02421267
577.26	0.05435137	0.04490645	0.02311803
577.68	0.04953167	0.04404155	0.02524321
578.1	0.05326605	0.04292924	0.02672417
578.53	0.04881049	0.04001584	0.02170142
578.95	0.04539329	0.04163839	0.01931861
579.37	0.04892744	0.04108996	0.02060653
579.8	0.04463446	0.03731408	0.02266736
580.22	0.04632489	0.03805894	0.02311803
580.64	0.0466465	0.03668643	0.02331132
581.07	0.04803748	0.03924275	0.02550059
581.49	0.04829884	0.03653592	0.02331132
581.91	0.05358102	0.03893928	0.02086417
582.34	0.05075698	0.04075318	0.01918992
582.76	0.05128103	0.03949787	0.02389068
583.18	0.05288464	0.04230179	0.02150813
583.61	0.05198981	0.04077857	0.02221643
584.03	0.05549826	0.0398832	0.02318238
584.45	0.05514565	0.04119964	0.02144378
584.87	0.05380694	0.04134508	0.02118615
585.3	0.05416886	0.04109239	0.02723944
585.72	0.06085973	0.04047002	0.02504992
586.14	0.05761175	0.0432839	0.02369765
586.56	0.05771275	0.04123011	0.02253842
586.99	0.05991838	0.04182201	0.02260276
587.41	0.06064931	0.04276349	0.02298934
587.83	0.06183563	0.04451097	0.0244703
588.25	0.063783	0.04298287	0.02318238
588.68	0.06330236	0.04368446	0.02260276
589.1	0.0636027	0.04147	0.02092851
589.52	0.06173109	0.04300582	0.02079982
589.94	0.06209478	0.0430696	0.02176576
590.36	0.06525283	0.04005402	0.02240973
590.79	0.06337014	0.04229143	0.02298934
591.21	0.05978505	0.03831163	0.02125049
591.63	0.06356151	0.03943673	0.02253842
592.05	0.0610356	0.04129653	0.02324672
592.47	0.06691093	0.03925818	0.02382634
592.89	0.0683843	0.04222765	0.02273171
593.32	0.06874268	0.04159248	0.02350436
593.74	0.07211204	0.04015619	0.02376199
594.16	0.07387379	0.04147772	0.02215209
594.58	0.07384677	0.04324815	0.02273171
595	0.06944924	0.04178383	0.02240973
595.42	0.07864299	0.0418604	0.02401963
595.84	0.08055271	0.04083991	0.02350436
596.27	0.07935841	0.04244703	0.02279605
596.69	0.08202475	0.04327374	0.02401963
597.11	0.08096203	0.04212568	0.02665982
597.53	0.08292933	0.04262314	0.02376199
597.95	0.08632438	0.0429396	0.02344001
598.37	0.0896583	0.0436871	0.02389068
598.79	0.08981423	0.0452152	0.02324672
599.21	0.09560185	0.04818995	0.02260276
599.63	0.09614894	0.04550607	0.02492123
600.05	0.09735519	0.04709552	0.02794775
600.47	0.10369699	0.04776136	0.02601586
600.89	0.10049907	0.04648818	0.02485663
601.31	0.10925204	0.04807519	0.02408398
601.74	0.10703977	0.04972577	0.0244703
602.16	0.11136642	0.05091709	0.02826973
602.58	0.11519205	0.05028964	0.02820538
603	0.11831245	0.0492334	0.02801209
603.42	0.124594	0.04931506	0.02736813
603.84	0.12288895	0.04901646	0.02575823
604.26	0.12751373	0.0537133	0.02711049
604.68	0.13101332	0.04985577	0.02711049
605.1	0.13532668	0.05114683	0.02949331
605.52	0.14419661	0.0497794	0.02923567
605.94	0.14027706	0.05260607	0.02704615
606.36	0.1448695	0.05137128	0.02685286
606.78	0.15050607	0.05368019	0.02775446
607.2	0.15398086	0.05249131	0.02826973
607.62	0.15246673	0.05241209	0.03007267
608.03	0.16340274	0.05646868	0.02769011
608.45	0.17009273	0.05725944	0.02942871
608.87	0.17325742	0.05271576	0.03013727
609.29	0.17502228	0.05503747	0.02801209
609.71	0.18392676	0.05337652	0.02814078
610.13	0.18461472	0.05322093	0.02723944
610.55	0.19751848	0.05172837	0.02936436
610.97	0.19714327	0.05197842	0.02575823
611.39	0.19856968	0.05602465	0.02955765
611.81	0.21249497	0.05537668	0.02653113
612.23	0.22043374	0.05612418	0.02930002
612.65	0.22803716	0.05469804	0.02794775
613.07	0.23669002	0.05393531	0.02665982
613.48	0.23811688	0.05659624	0.02588717
613.9	0.24052274	0.05625438	0.03000832
614.32	0.25304996	0.05508337	0.02279605
614.74	0.26350888	0.05485628	0.02749682
615.16	0.27461101	0.05408583	0.02530755
615.58	0.2739957	0.05928519	0.02968634
616	0.28754268	0.05730799	0.02762577
616.41	0.29007657	0.05776197	0.02440596
616.83	0.30340294	0.05786658	0.02601586
617.25	0.3166128	0.05732322	0.02569388
617.67	0.3195117	0.05755295	0.02640219
618.09	0.33000385	0.0585121	0.02749682
618.51	0.33899515	0.05430764	0.0269818
618.92	0.35326552	0.05738192	0.02730379
619.34	0.3541134	0.06023927	0.02672417
619.76	0.37235382	0.05665494	0.0278834
620.18	0.37298685	0.05850967	0.02775446
620.6	0.38256599	0.05990005	0.02897804
621.01	0.38301961	0.06059128	0.02756142
621.43	0.38495059	0.06011435	0.02453465
621.85	0.39982254	0.06099448	0.02865605
622.27	0.41010692	0.05779772	0.02459925
622.68	0.4224029	0.06244601	0.02608021
623.1	0.42431572	0.06144339	0.02266736
623.52	0.44845185	0.06078019	0.02678851
623.94	0.43660417	0.05952996	0.02556519
624.35	0.45971567	0.06266294	0.02530755
624.77	0.45469132	0.0627574	0.02608021
625.19	0.45967093	0.06174198	0.02614455
625.61	0.46826177	0.06217057	0.02472794
626.02	0.48679501	0.05978	0.02749682
626.44	0.49832418	0.06135157	0.02884935
626.86	0.50361876	0.06074444	0.02633784
627.27	0.52319567	0.06341552	0.02711049
627.69	0.53342556	0.06077003	0.02588717
628.11	0.54207532	0.0624001	0.02588717
628.52	0.56346139	0.06405841	0.02292474
628.94	0.57332936	0.06485709	0.02691746
629.36	0.58238889	0.06569376	0.02930002
629.77	0.59884008	0.06454834	0.02414832
630.19	0.61593893	0.07042634	0.02569388
630.61	0.62971271	0.06594644	0.02678851
631.02	0.63955721	0.06597183	0.02685286
631.44	0.66871637	0.06423187	0.02485663
631.86	0.67811832	0.06640307	0.02459925
632.27	0.71319533	0.06758179	0.02646653
632.69	0.73010281	0.06945175	0.0287204
633.11	0.76656948	0.07233469	0.02575823
633.52	0.81111578	0.07198004	0.02543624
633.94	0.84732197	0.07486034	0.02659548
634.35	0.9077303	0.07540126	0.02543624
634.77	0.98162358	0.07772784	0.02543624
635.19	1.07255945	0.0804627	0.0287204
635.6	1.16899678	0.08486115	0.02897804
636.02	1.28601615	0.08415692	0.02466359
636.43	1.34796873	0.08902986	0.02691746
636.85	1.4413016	0.09382867	0.02717484
637.26	1.45408841	0.09456073	0.02595152
637.68	1.47256495	0.09548697	0.02762577
638.09	1.46884696	0.09382359	0.02859171
638.51	1.4073954	0.09259123	0.02762577
638.93	1.38251018	0.09159877	0.02672417
639.34	1.35307504	0.09247891	0.02530755
639.76	1.30184849	0.08792771	0.02762577
640.17	1.27447546	0.08932825	0.02498557
640.59	1.24334678	0.08892525	0.02401963
641	1.24657527	0.08609594	0.02434161
641.42	1.22007447	0.08506508	0.02434161
641.83	1.22059055	0.08505249	0.02498557
642.25	1.2368526	0.08340698	0.02408398
642.66	1.22760569	0.08630759	0.02382634
643.08	1.23753923	0.08328186	0.02247407
643.49	1.26104012	0.08570046	0.02157247
643.91	1.27439882	0.08965223	0.02472794
644.32	1.27241469	0.08671079	0.02440596
644.73	1.30692867	0.08812413	0.02646653
645.15	1.30320846	0.08634842	0.02601586
645.56	1.32489001	0.09122116	0.02550059
645.98	1.34281192	0.08668256	0.02498557
646.39	1.3720991	0.08953239	0.02743248
646.81	1.37463387	0.08738171	0.02620915
647.22	1.41412747	0.09221119	0.02485663
647.63	1.42913541	0.0918285	0.02472794
648.05	1.4494468	0.08915986	0.02331132
648.46	1.49746213	0.09318822	0.02492123
648.88	1.51648708	0.09316019	0.02614455
649.29	1.55515583	0.09533382	0.02530755
649.7	1.55741241	0.09453026	0.02498557
650.12	1.58667611	0.09594603	0.02620915
650.53	1.63190816	0.09612722	0.02485663
650.95	1.64096856	0.09465518	0.02183011
651.36	1.7147263	0.10069141	0.02524321
651.77	1.70439895	0.09960206	0.02266736
652.19	1.73177198	0.10068126	0.02517861
652.6	1.7847656	0.10031117	0.02672417
653.01	1.82527585	0.10555644	0.02459925
653.43	1.86690464	0.10476303	0.02730379
653.84	1.90133977	0.10311001	0.0253719
654.25	1.9472549	0.10972007	0.02395529
654.67	1.99541021	0.11126869	0.02414832
655.08	2.02364575	0.10975074	0.02582257
655.49	2.04030382	0.11025327	0.0253719
655.91	2.11263868	0.10950578	0.02646653
656.32	2.1266849	0.11582781	0.02897804
656.73	2.18449157	0.11416179	0.0253719
657.14	2.19267796	0.11748083	0.02711049
657.56	2.22826884	0.11506244	0.02389068
657.97	2.25732567	0.11711094	0.02331132
658.38	2.27053775	0.11917245	0.02414832
658.79	2.29277878	0.11619262	0.02157247
659.21	2.30611091	0.12155001	0.02414832
659.62	2.32404656	0.12050149	0.02479228
660.03	2.31945943	0.12152198	0.02389068
660.44	2.32425211	0.12064693	0.02659548
660.86	2.32807685	0.11900914	0.02434161
661.27	2.34106168	0.12102453	0.02601586
661.68	2.32542513	0.12198125	0.02479228
662.09	2.32266311	0.11908043	0.02408398
662.5	2.31682676	0.12073874	0.02711049
662.92	2.30112997	0.11803191	0.02620915
663.33	2.29653531	0.11754989	0.02408398
663.74	2.27665141	0.11731	0.02221643
664.15	2.27629835	0.11517964	0.01989822
664.56	2.27093024	0.11503177	0.02279605
664.98	2.28114684	0.11623588	0.0244703
665.39	2.26841762	0.11433525	0.02466359
665.8	2.29250059	0.11934592	0.02344001
666.21	2.27167268	0.11220245	0.02228078
666.62	2.2783795	0.11364646	0.02350436
667.03	2.2644139	0.11277912	0.02472794
667.45	2.27687246	0.11555725	0.0262735
667.86	2.26502478	0.11502669	0.02150813
668.27	2.26631254	0.11504964	0.02118615
668.68	2.28471864	0.11957809	0.02189445
669.09	2.2854921	0.11424588	0.0211218
669.5	2.32980716	0.11398832	0.02305369
669.91	2.31945722	0.11271534	0.02389068
670.32	2.30888047	0.11315917	0.02414832
670.73	2.33040696	0.11897075	0.02266736
671.14	2.33259133	0.11578942	0.02498557
671.56	2.34426226	0.11679468	0.02221643
671.97	2.35541002	0.11936115	0.02253842
672.38	2.3755101	0.11655987	0.02137944
672.79	2.37320878	0.11869775	0.02318238
673.2	2.37324555	0.11974384	0.02215209
673.61	2.39135795	0.11498586	0.02266736
674.02	2.4037855	0.12065972	0.02015586
674.43	2.4131529	0.11812392	0.02266736
674.84	2.42275375	0.11610832	0.02408398
675.25	2.42646598	0.12108831	0.02047784
675.66	2.42995804	0.11995305	0.02344001
676.07	2.45149694	0.11707519	0.02009151
676.48	2.46522731	0.11954234	0.02047784
676.89	2.46231202	0.11598584	0.02221643
677.3	2.46119126	0.11923867	0.02015586
677.71	2.49003103	0.11767217	0.02344001
678.12	2.48069242	0.12044807	0.0235687
678.53	2.49816869	0.11754989	0.02183011
678.94	2.51559269	0.12110111	0.01809528
679.35	2.51401699	0.11776927	0.02002717
679.76	2.5143984	0.12063941	0.02099286
680.17	2.51149196	0.12510915	0.02311803
680.58	2.52668242	0.1178432	0.02292474
680.99	2.51049923	0.12320588	0.02150813
681.4	2.505167	0.11985109	0.0211218
681.81	2.51263797	0.12051429	0.01886793
682.22	2.51905109	0.11613635	0.02073548
682.62	2.51824308	0.12037901	0.02009151
683.03	2.50480286	0.11836869	0.02067113
683.44	2.51656416	0.11905748	0.02034915
683.85	2.52272743	0.11915701	0.02125049
684.26	2.51266145	0.11947856	0.01925426
684.67	2.49479048	0.11725638	0.01983388
685.08	2.48627096	0.11808817	0.02073548
685.49	2.49419289	0.11637624	0.01983388
685.9	2.47306552	0.11881779	0.02157247
686.3	2.49124747	0.11632018	0.0195119
686.71	2.47447776	0.11429707	0.01893228
687.12	2.46492121	0.11616459	0.02092851
687.53	2.46271558	0.1127586	0.01996257
687.94	2.45480074	0.11657023	0.01835266
688.35	2.4513667	0.11323818	0.01796634
688.76	2.41820383	0.11130688	0.02015586
689.16	2.43407649	0.11432753	0.01828832
689.57	2.4265373	0.11162334	0.01912557
689.98	2.41776217	0.10864616	0.01725803
690.39	2.40750659	0.10926609	0.01809528
690.8	2.42703256	0.11263368	0.01925426
691.2	2.43173043	0.10807213	0.01622774
691.61	2.3934267	0.10783224	0.02034915
692.02	2.38796068	0.10870466	0.01957624
692.43	2.36342188	0.11030182	0.01841726
692.84	2.36678149	0.10989354	0.01764436
693.24	2.34593896	0.10619425	0.01790199
693.65	2.33181256	0.10431413	0.01700039
694.06	2.33341617	0.1048065	0.01648538
694.47	2.3207627	0.10622756	0.01577681
694.87	2.33166549	0.10587534	0.0143602
695.28	2.33779155	0.10518919	0.01667841
695.69	2.30852652	0.10411263	0.01661407
696.09	2.31888001	0.10587534	0.01738672
696.5	2.31531573	0.10384471	0.02144378
696.91	2.3128576	0.10559219	0.01629209
697.32	2.27890001	0.10142347	0.01841726
697.72	2.26721136	0.10389305	0.01745132
698.13	2.25369008	0.10159186	0.01513285
698.54	2.25920394	0.10163269	0.0168717
698.94	2.25344644	0.10353596	0.01654972
699.35	2.22317228	0.10300276	0.0177087
699.76	2.24917782	0.09908409	0.01674276
700.16	2.23678172	0.09938776	0.01622774
700.57	2.22399579	0.09942087	0.01783765
700.98	2.21611196	0.0999821	0.01822397
701.38	2.18997308	0.09733398	0.01532614
701.79	2.19818163	0.09716559	0.01764436
702.2	2.1981484	0.09726756	0.01661407
702.6	2.19908665	0.09903047	0.01506851
703.01	2.19650935	0.0969716	0.01481087
703.42	2.17332254	0.095515	0.01822397
703.82	2.191248	0.09761469	0.01590576
704.23	2.19369196	0.098038	0.01500416
704.63	2.15398351	0.09673436	0.01255726
705.04	2.14899371	0.09451746	0.01629209
705.45	2.13726298	0.09280045	0.01648538
705.85	2.12437472	0.09470108	0.01513285
706.26	2.14216374	0.09211166	0.01442454
706.66	2.11830271	0.09507605	0.01571247
707.07	2.12876251	0.09335925	0.0135232
707.47	2.09852512	0.09135401	0.01622774
707.88	2.09384718	0.09400721	0.01275029
708.29	2.09942748	0.08872863	0.01416717
708.69	2.06134303	0.08878997	0.01429585
709.1	2.07928975	0.08942514	0.01410256
709.5	2.07332538	0.09092541	0.01287924
709.91	2.05398192	0.09253253	0.01088275
710.31	2.02762687	0.0885706	0.0168717
710.72	2.00897801	0.0860933	0.01474653
711.12	2.01463229	0.08676178	0.01474653
711.53	2.01463318	0.0873612	0.0159701
711.93	1.98034069	0.08849138	0.01365189
712.34	1.97025566	0.08699903	0.01139803
712.74	1.98959601	0.08932053	0.01229962
713.15	1.9798636	0.08766487	0.00998141
713.55	1.96523617	0.08248582	0.01056077
713.96	1.94709897	0.08273078	0.01378058
714.36	1.93752691	0.08086082	0.01358755
714.76	1.91650896	0.08416199	0.0126216
715.17	1.91354228	0.08356501	0.01423151
715.57	1.90753671	0.08152159	0.01236397
715.98	1.89064917	0.08320528	0.01294359
716.38	1.86664549	0.08183033	0.01236397
716.79	1.85324869	0.0778554	0.01043208
717.19	1.85774545	0.07876377	0.00965943
717.6	1.85845998	0.07816151	0.01120473
718	1.81858276	0.07727122	0.01242831
718.4	1.81541009	0.07852896	0.01210633
718.81	1.81540566	0.08066684	0.01371624
719.21	1.78535433	0.07682983	0.01075406
719.61	1.79817658	0.07587311	0.01255726
720.02	1.79116853	0.07887854	0.01146237
720.42	1.75157703	0.07535779	0.01300793
720.83	1.76933681	0.07367409	0.01126934
721.23	1.72985119	0.07561555	0.01236397
721.63	1.72506516	0.07358736	0.00856454
722.04	1.72373089	0.07504152	0.00933745
722.44	1.69712245	0.0687067	0.01139803
722.84	1.70631265	0.07265604	0.01294359
723.25	1.70100478	0.07132435	0.0135232
723.65	1.66503426	0.07317644	0.01081841
724.05	1.67186777	0.07218154	0.01049643
724.46	1.64314629	0.07168652	0.01229962
724.86	1.64141465	0.06765065	0.01242831
725.26	1.63374434	0.06927057	0.01320122
725.66	1.63412265	0.06783936	0.01223528
726.07	1.60337804	0.06526781	0.01049643
726.47	1.59945761	0.06805629	0.01094735
726.87	1.58830675	0.06557899	0.0101101
727.28	1.56669874	0.06773475	0.00785623
727.68	1.5590519	0.06402022	0.0067616
728.08	1.57506011	0.06665047	0.01056077
728.48	1.56098554	0.06571163	0.00933745
728.89	1.55498794	0.06670653	0.00830716
729.29	1.51887301	0.06613515	0.00933745
729.69	1.50988481	0.06620908	0.01107604
730.09	1.50657127	0.06277771	0.00991681
730.5	1.4887313	0.06334158	0.00354179
730.9	1.47977456	0.05974446	0.00978812
731.3	1.4801573	0.06000466	0.01242831
731.7	1.48202227	0.06021631	0.00991681
732.1	1.45147346	0.06163473	0.01036774
732.51	1.45033056	0.06207104	0.01165566
732.91	1.44529867	0.0598771	0.01004576
733.31	1.4256748	0.05924437	0.00843585
733.71	1.39899814	0.05995875	0.00959483
734.11	1.40135084	0.05990005	0.00837151
734.51	1.37703973	0.05699416	0.00895087
734.92	1.38491294	0.05922893	0.00631067
735.32	1.38340146	0.05712172	0.01294359
735.72	1.36167695	0.05571346	0.00933745
736.12	1.36502106	0.057114	0.00792058
736.52	1.34215674	0.05527979	0.00701924
736.92	1.33471767	0.05387153	0.00895087
737.32	1.3184069	0.05388413	0.00907981
737.73	1.29132623	0.05476183	0.00746991
738.13	1.31610204	0.05410106	0.01049643
738.53	1.30371613	0.05454753	0.00959483
738.93	1.29201197	0.05092745	0.00727662
739.33	1.24940463	0.05215453	0.00721227
739.73	1.24041598	0.05138144	0.00540933
740.13	1.25358908	0.05631288	0.0067616
740.53	1.24083638	0.05050638	0.0076632
740.93	1.20436218	0.05060855	0.00663266
741.33	1.20477726	0.05227437	0.00824256
741.73	1.19267885	0.05143506	0.00631067
742.13	1.17660374	0.05043488	0.00862914
742.53	1.15215398	0.05111108	0.00746991
742.93	1.15833453	0.04837358	0.00811387
743.33	1.15056277	0.04911599	0.00669726
743.73	1.136987	0.04889662	0.00328416
744.14	1.13182355	0.04538359	0.00714793
744.54	1.12167959	0.04794762	0.00837151
744.94	1.10087073	0.04699599	0.00650397
745.34	1.09349633	0.04765167	0.00875783
745.74	1.08289389	0.04579431	0.00631067
746.14	1.07082826	0.0436871	0.00940179
746.53	1.07312603	0.04426621	0.00701924
746.93	1.06777121	0.04490137	0.00824256
