Time(ns)	Amplitude(arb. Unit)		
88.94	97.772524
88.965	97.380723
88.99	96.974693
89.015	96.636811
89.04	96.422173
89.065	96.322287
89.09	96.35332
89.115	96.530016
89.14	96.859811
89.165	97.311918
89.19	97.864541
89.215	98.447033
89.24	98.976008
89.265	99.360082
89.29	99.520852
89.315	99.482918
89.34	99.252123
89.365	98.861549
89.39	98.408451
89.415	98.009738
89.44	97.73368
89.465	97.503648
89.49	97.27327
89.515	97.135975
89.54	97.189254
89.565	97.426951
89.59	97.787836
89.615	98.171385
89.64	98.608033
89.665	99.05341
89.69	99.467459
89.715	99.812008
89.74	100.012066
89.765	100.019385
89.79	99.896549
89.815	99.751287
89.84	99.590164
89.865	99.290926
89.89	98.792623
89.915	98.216984
89.94	97.733844
89.965	97.403869
89.99	97.219852
90.015	97.112705
90.04	96.997607
90.065	96.920852
90.09	97.08227
90.115	97.619156
90.14	98.378352
90.165	99.083738
90.19	99.612713
90.215	100.027459
90.24	100.249648
90.265	100.18032
90.29	99.927631
90.315	99.728156
90.34	99.658541
90.365	99.628566
90.39	99.558836
90.415	99.451459
90.44	99.290926
90.465	98.999475
90.49	98.554516
90.515	98.009615
90.54	97.472672
90.565	97.035787
90.59	96.736615
90.615	96.552713
90.64	96.407287
90.665	96.299615
90.69	96.345934
90.715	96.537148
90.74	96.775205
90.765	96.928131
90.79	96.982287
90.815	96.967057
90.84	96.912959
90.865	96.836377
90.89	96.889943
90.915	97.166344
90.94	97.64977
90.965	98.18659
90.99	98.615738
91.015	98.807828
91.04	98.738508
91.065	98.454492
91.09	98.079082
91.115	97.695705
91.14	97.334762
91.165	96.966664
91.19	96.637098
91.215	96.437918
91.24	96.368656
91.265	96.375918
91.29	96.414385
91.315	96.45309
91.34	96.468369
91.365	96.468672
91.39	96.567795
91.415	96.843852
91.44	97.281025
91.465	97.748943
91.49	98.178975
91.515	98.400992
91.54	98.339631
91.565	98.071607
91.59	97.894967
91.615	98.010311
91.64	98.332451
91.665	98.715705
91.69	99.168279
91.715	99.751123
91.74	100.364639
91.765	100.80182
91.79	100.954918
91.815	100.878631
91.84	100.578926
91.865	100.057975
91.89	99.352475
91.915	98.60827
91.94	97.933508
91.965	97.411844
91.99	97.082156
92.015	97.05932
92.04	97.319975
92.065	97.718156
92.09	98.017926
92.115	98.132861
92.14	98.124852
92.165	98.110041
92.19	98.17832
92.215	98.401385
92.24	98.708172
92.265	98.93791
92.29	99.030123
92.315	98.991418
92.34	98.907451
92.365	98.776533
92.39	98.570041
92.415	98.270451
92.44	97.910615
92.465	97.580287
92.49	97.396041
92.515	97.457451
92.54	97.710844
92.565	98.07132
92.59	98.393221
92.615	98.608213
92.64	98.730697
92.665	98.838492
92.69	99.052779
92.715	99.428828
92.74	99.866066
92.765	100.16518
92.79	100.219041
92.815	100.034492
92.84	99.689631
92.865	99.290443
92.89	98.961221
92.915	98.707877
92.94	98.485746
92.965	98.232639
92.99	98.02491
93.015	97.964311
93.04	98.040549
93.065	98.117189
93.09	98.132303
93.115	98.201861
93.14	98.378033
93.165	98.615623
93.19	98.807721
93.215	98.914582
93.24	98.892041
93.265	98.684664
93.29	98.331803
93.315	97.971967
93.34	97.702992
93.365	97.564762
93.39	97.519205
93.415	97.565221
93.44	97.711238
93.465	97.917557
93.49	98.125402
93.515	98.24782
93.54	98.232541
93.565	98.163582
93.59	98.170664
93.615	98.309074
93.64	98.424418
93.665	98.385779
93.69	98.201656
93.715	98.06373
93.74	97.986975
93.765	97.810459
93.79	97.4655
93.815	97.051568
93.84	96.729379
93.865	96.575455
93.89	96.613918
93.915	96.875148
93.94	97.250549
93.965	97.580516
93.99	97.848541
94.015	98.156033
94.04	98.46282
94.065	98.592852
94.09	98.439516
94.115	98.117148
94.14	97.787352
94.165	97.450057
94.19	97.150762
94.215	96.989648
94.24	97.020852
94.265	97.066984
94.29	96.990172
94.315	96.813189
94.34	96.65218
94.365	96.521738
94.39	96.437844
94.415	96.483975
94.44	96.66782
94.465	96.898148
94.49	97.120393
94.515	97.342992
94.54	97.541877
94.565	97.61073
94.59	97.504107
94.615	97.28918
94.64	97.043279
94.665	96.813123
94.69	96.652533
94.715	96.636902
94.74	96.752303
94.765	96.9365
94.79	97.104598
94.815	97.258639
94.84	97.373156
94.865	97.396697
94.89	97.334877
94.915	97.289094
94.94	97.289273
94.965	97.28143
94.99	97.219896
95.015	97.12013
95.04	97.058948
95.065	97.105316
95.09	97.320065
95.115	97.726148
95.14	98.262787
95.165	98.707508
95.19	98.922369
95.215	98.86909
95.24	98.654221
95.265	98.393098
95.29	98.116934
95.315	97.84891
95.34	97.657057
95.365	97.564959
95.39	97.565492
95.415	97.587738
95.44	97.626492
95.465	97.733984
95.49	97.971451
95.515	98.378467
95.54	98.837943
95.565	99.152402
95.59	99.198533
95.615	98.991393
95.64	98.63923
95.665	98.27091
95.69	97.971549
95.715	97.741697
95.74	97.518975
95.765	97.273369
95.79	97.035549
95.815	96.859254
95.84	96.78291
95.865	96.798541
95.89	96.882672
95.915	97.058549
95.94	97.319328
95.965	97.603287
95.99	97.918041
96.015	98.239877
96.04	98.538877
96.065	98.746016
96.09	98.861
96.115	98.922475
96.14	98.938164
96.165	98.80777
96.19	98.424279
96.215	97.833943
96.24	97.242721
96.265	96.805607
96.29	96.522066
96.315	96.314992
96.34	96.161902
96.365	96.115893
96.39	96.192475
96.415	96.36859
96.44	96.660336
96.465	97.020164
96.49	97.358041
96.515	97.580164
96.54	97.695148
96.565	97.787418
96.59	97.887238
96.615	97.948885
96.64	97.864107
96.665	97.557492
96.69	97.174303
96.715	96.905516
96.74	96.920803
96.765	97.219639
96.79	97.787844
96.815	98.531697
96.84	99.367639
96.865	100.118803
96.89	100.610254
96.915	100.779041
96.94	100.717443
96.965	100.525869
96.99	100.379549
97.015	100.33423
97.04	100.349451
97.065	100.280246
97.09	99.93482
97.115	99.259893
97.14	98.393098
97.165	97.526426
97.19	96.775385
97.215	96.100566
97.24	95.494484
97.265	95.088163
97.29	94.97294
97.315	95.179845
97.34	95.609467
97.365	96.192369
97.39	96.820934
97.415	97.380943
97.44	97.725844
97.465	97.77959
97.49	97.641943
97.515	97.526426
97.54	97.588311
97.565	97.795574
97.59	97.994754
97.615	98.04827
97.64	97.932934
97.665	97.657352
97.69	97.342779
97.715	97.074284
97.74	96.928209
97.765	96.951334
97.79	97.059116
97.815	97.143189
97.84	97.204893
97.865	97.227836
97.89	97.243172
97.915	97.158623
97.94	96.936434
97.965	96.645041
97.99	96.31459
98.015	95.985549
98.04	95.632738
98.065	95.356508
98.09	95.195025
98.115	95.13373
98.14	95.187123
98.165	95.356385
98.19	95.632434
98.215	95.970139
98.24	96.322656
98.265	96.690984
98.29	97.058656
98.315	97.450164
98.34	97.810697
98.365	98.071648
98.39	98.163738
98.415	98.148107
98.44	98.132836
98.465	98.147648
98.49	98.16323
98.515	98.178689
98.54	98.178631
98.565	98.186533
98.59	98.293787
98.615	98.5925
98.64	98.976393
98.665	99.222008
98.69	99.229615
98.715	99.045549
98.74	98.730738
98.765	98.293631
98.79	97.825836
98.815	97.465656
98.84	97.234984
98.865	97.143648
98.89	97.151139
98.915	97.127598
98.94	96.920984
98.965	96.514721
98.99	96.176893
99.015	96.19241
99.04	96.506402
99.065	96.8745
99.09	97.181639
99.115	97.457746
99.14	97.672738
99.165	97.711139
99.19	97.664475
99.215	97.749549
99.24	98.109967
99.265	98.646844
99.29	99.175705
99.315	99.543615
99.34	99.735648
99.365	99.781426
99.39	99.758303
99.415	99.76668
99.44	99.804508
99.465	99.827869
99.49	99.889057
99.515	100.042164
99.54	100.264762
99.565	100.471615
99.59	100.609779
99.615	100.648074
99.64	100.51768
99.665	100.165459
99.69	99.643328
99.715	99.060484
99.74	98.431623
99.765	97.69568
99.79	96.889836
99.815	96.207762
99.84	95.793246
99.865	95.639852
99.89	95.671057
99.915	95.885098
99.94	96.222566
99.965	96.544746
99.99	96.736484
100.015	96.867213
100.04	97.051164
100.065	97.365451
100.09	97.825689
100.115	98.439443
100.14	99.114672
100.165	99.68177
100.19	100.073107
100.215	100.333828
100.24	100.541205
100.265	100.647943
100.29	100.640738
100.315	100.556369
100.34	100.410885
100.365	100.22623
100.39	99.973779
100.415	99.689467
100.44	99.428877
100.465	99.21377
100.49	99.129459
100.515	99.114057
100.54	99.014992
100.565	98.684902
100.59	98.209082
100.615	97.748836
100.64	97.381221
100.665	97.128
100.69	97.051484
100.715	97.204238
100.74	97.449959
100.765	97.618402
100.79	97.725959
100.815	97.886852
100.84	98.140475
100.865	98.408746
100.89	98.58532
100.915	98.623664
100.94	98.477762
100.965	98.178525
100.99	97.818451
101.015	97.542213
101.04	97.404385
101.065	97.335295
101.09	97.303967
101.115	97.288746
101.14	97.33482
101.165	97.388689
101.19	97.411639
101.215	97.396361
101.24	97.373533
101.265	97.350287
101.29	97.311877
101.315	97.250287
101.34	97.204557
101.365	97.281074
101.39	97.49618
101.415	97.764738
101.44	97.987156
101.465	98.056016
101.49	98.010172
101.515	97.979033
101.54	98.109246
101.565	98.431557
101.59	98.845902
101.615	99.222008
101.64	99.482607
101.665	99.628221
101.69	99.696902
101.715	99.682148
101.74	99.612721
101.765	99.558975
101.79	99.56723
101.815	99.543639
101.84	99.35968
101.865	98.93
101.89	98.26291
101.915	97.5265
101.94	96.935984
101.965	96.560698
101.99	96.383709
102.015	96.299752
102.04	96.199517
102.065	96.031366
102.09	95.877557
102.115	95.847344
102.14	95.947221
102.165	96.108049
102.19	96.222918
102.215	96.268877
102.24	96.276246
102.265	96.338303
102.29	96.598369
102.315	97.105336
102.34	97.802574
102.365	98.539393
102.39	99.160172
102.415	99.613213
102.44	99.912164
102.465	100.111107
102.49	100.226279
102.515	100.287934
102.54	100.241738
102.565	100.049943
102.59	99.735361
102.615	99.397836
102.64	99.098664
102.665	98.892336
102.69	98.853811
102.715	98.999418
102.74	99.206787
102.765	99.336934
102.79	99.413574
102.815	99.536172
102.84	99.70532
102.865	99.796721
102.89	99.773943
102.915	99.728164
102.94	99.758902
102.965	99.858721
102.99	99.934828
103.015	99.965328
103.04	99.942607
103.065	99.812041
103.09	99.51309
103.115	98.961328
103.14	98.248041
103.165	97.495705
103.19	96.920648
103.215	96.667492
103.24	96.7295
103.265	96.967025
103.29	97.304443
103.315	97.695836
103.34	98.094131
103.365	98.432008
103.39	98.753967
103.415	99.175689
103.44	99.727795
103.465	100.310459
103.49	100.809639
103.515	101.177795
103.54	101.377213
103.565	101.407598
103.59	101.284828
103.615	101.077639
103.64	100.809607
103.665	100.464238
103.69	100.088303
103.715	99.666295
103.74	99.152951
103.765	98.485623
103.79	97.718115
103.815	97.03591
103.84	96.552369
103.865	96.246336
103.89	96.046926
103.915	95.92409
103.94	95.80882
103.965	95.616844
103.99	95.340849
104.015	95.095359
104.04	94.965324
104.065	94.980779
104.09	95.202615
104.115	95.632352
104.14	96.215139
104.165	96.775262
104.19	97.189197
104.215	97.411975
104.24	97.457467
104.265	97.365902
104.29	97.243123
104.315	97.235516
104.34	97.373279
104.365	97.53423
104.39	97.664959
104.415	97.802836
104.44	98.024902
104.465	98.270451
104.49	98.446967
104.515	98.470393
104.54	98.308689
104.565	97.956
104.59	97.504131
104.615	97.08968
104.64	96.782594
104.665	96.537162
104.69	96.353086
104.715	96.269123
104.74	96.261516
104.765	96.184459
104.79	96.023746
104.815	95.9005
104.84	95.908754
104.865	96.02327
104.89	96.283918
104.915	96.775311
104.94	97.434434
104.965	98.040992
104.99	98.416336
105.015	98.561934
105.04	98.515975
105.065	98.316443
105.09	98.094369
105.115	98.025582
105.14	98.170779
105.165	98.408426
105.19	98.638869
105.215	98.861
105.24	99.029852
105.265	99.045484
105.29	98.884123
105.315	98.677098
105.34	98.538992
105.365	98.424295
105.39	98.247893
105.415	98.04023
105.44	97.917984
105.465	97.895213
105.49	97.818393
105.515	97.603467
105.54	97.327533
105.565	97.135787
105.59	97.082107
105.615	97.166467
105.64	97.37373
105.665	97.672262
105.69	98.002582
105.715	98.263295
105.74	98.416516
105.765	98.44691
105.79	98.355344
105.815	98.155943
105.84	97.894533
105.865	97.595654
105.89	97.304498
105.915	97.043493
105.94	96.805727
105.965	96.575805
105.99	96.330484
106.015	96.046459
106.04	95.701664
106.065	95.333574
106.09	95.041418
106.115	94.972803
106.14	95.180057
106.165	95.593639
106.19	96.14627
106.215	96.775549
106.24	97.465582
106.265	98.078811
106.29	98.500697
106.315	98.715566
106.34	98.753557
106.365	98.70759
106.39	98.722869
106.415	98.945525
106.44	99.336803
106.465	99.658762
106.49	99.66627
106.515	99.367156
106.54	98.846025
106.565	98.247779
106.59	97.656746
106.615	97.181803
106.64	96.920566
106.665	96.852066
106.69	96.836672
106.715	96.7365
106.74	96.537549
106.765	96.307639
106.79	96.123336
106.815	96.100385
106.84	96.261221
106.865	96.522107
106.89	96.7135
106.915	96.805484
106.94	96.905598
106.965	97.043828
106.99	97.212328
107.015	97.503836
107.04	97.933164
107.065	98.409098
107.09	98.715828
107.115	98.761721
107.14	98.554639
107.165	98.20177
107.19	97.787311
107.215	97.427189
107.24	97.135566
107.265	96.87509
107.29	96.598451
107.315	96.376557
107.34	96.299623
107.365	96.391484
107.39	96.599041
107.415	96.890549
107.44	97.227484
107.465	97.526721
107.49	97.726074
107.515	97.856402
107.54	97.910385
107.565	97.803189
107.59	97.465656
107.615	96.95132
107.64	96.452836
107.665	96.122861
107.69	96.016008
107.715	96.138549
107.74	96.383803
107.765	96.637016
107.79	96.821262
107.815	96.959377
107.84	97.166344
107.865	97.434721
107.89	97.718205
107.915	97.99432
107.94	98.324533
107.965	98.692393
107.99	98.97641
108.015	98.999066
108.04	98.761893
108.065	98.400836
108.09	98.140189
108.115	98.055943
108.14	98.147918
108.165	98.309451
108.19	98.44732
108.215	98.51623
108.24	98.516451
108.265	98.439107
108.29	98.354738
108.315	98.278328
108.34	98.155443
108.365	97.933082
108.39	97.62641
108.415	97.342984
108.44	97.12759
108.465	96.989779
108.49	96.890197
108.515	96.851443
108.54	96.905131
108.565	97.028426
108.59	97.219639
108.615	97.526951
108.64	97.994443
108.665	98.577451
108.69	99.167844
108.715	99.751328
108.74	100.33382
108.765	100.87832
108.79	101.284869
108.815	101.47691
108.84	101.392361
108.865	101.046869
108.89	100.571574
108.915	100.081123
108.94	99.582467
108.965	99.037336
108.99	98.431549
109.015	97.825639
109.04	97.358205
109.065	97.081918
109.09	97.005451
109.115	97.128287
109.14	97.396434
109.165	97.741393
109.19	98.079336
109.215	98.408959
109.24	98.68477
109.265	98.861352
109.29	98.953205
109.315	99.02241
109.34	99.083943
109.365	99.060984
109.39	98.968361
109.415	98.922803
109.44	99.014492
109.465	99.152484
109.49	99.275787
109.515	99.421041
109.54	99.689484
109.565	100.011623
109.59	100.295525
109.615	100.564328
109.64	100.80209
109.665	100.98541
109.69	101.047475
109.715	101.05473
109.74	101.070369
109.765	101.031779
109.79	100.878205
109.815	100.617779
109.84	100.280254
109.865	99.881189
109.89	99.421352
109.915	98.999631
109.94	98.768893
109.965	98.807189
109.99	99.099279
110.015	99.566959
110.04	100.058107
110.065	100.357057
110.09	100.341828
110.115	100.034516
110.14	99.581828
110.165	99.168303
110.19	98.884295
110.215	98.807607
110.24	98.907369
110.265	99.075639
110.29	99.175459
110.315	99.214393
110.34	99.321656
110.365	99.520951
110.39	99.751336
110.415	99.873648
110.44	99.865746
110.465	99.796893
110.49	99.75082
110.515	99.727689
110.54	99.681795
110.565	99.505451
110.59	99.206213
110.615	98.877
110.64	98.692402
110.665	98.707861
110.69	98.799549
110.715	98.845861
110.74	98.684738
110.765	98.247557
110.79	97.626426
110.815	97.112262
110.84	96.967123
110.865	97.281049
110.89	97.92518
110.915	98.708189
110.94	99.421352
110.965	99.873746
110.99	100.004008
111.015	99.835279
111.04	99.482303
111.065	99.045131
111.09	98.669197
111.115	98.41627
111.14	98.247951
111.165	98.117156
111.19	98.033074
111.215	98.040746
111.24	98.178803
111.265	98.477746
111.29	98.84618
111.315	99.199107
111.34	99.497943
111.365	99.727566
111.39	99.873582
111.415	99.912344
111.44	99.90427
111.465	99.889057
111.49	99.904221
111.515	99.919738
111.54	99.919861
111.565	99.881623
111.59	99.78168
111.615	99.635959
111.64	99.505869
111.665	99.413598
111.69	99.406049
111.715	99.482754
111.74	99.628484
111.765	99.781525
111.79	99.904475
111.815	99.966008
111.84	99.90441
111.865	99.712844
111.89	99.467287
111.915	99.298787
111.94	99.275541
111.965	99.337189
111.99	99.444385
112.015	99.597541
112.04	99.827336
112.065	100.065795
112.09	100.341205
112.115	100.640328
112.14	100.863221
112.165	100.88641
112.19	100.663238
112.215	100.326361
112.24	99.942402
112.265	99.482746
112.29	98.938074
112.315	98.339893
112.34	97.787205
112.365	97.372975
112.39	97.150967
112.415	97.097451
112.44	97.066418
112.465	96.990189
112.49	96.905467
112.515	96.936016
112.54	97.089582
112.565	97.350172
112.59	97.642033
112.615	97.932893
112.64	98.17118
112.665	98.354902
112.69	98.485689
112.715	98.592713
112.74	98.646279
112.765	98.684926
112.79	98.738672
112.815	98.80782
112.84	98.76959
112.865	98.546943
112.89	98.186115
112.915	97.726238
112.94	97.20423
112.965	96.637148
112.99	96.17709
113.015	96.107947
113.04	96.491495
113.065	97.12018
113.09	97.710459
113.115	98.155656
113.14	98.393418
113.165	98.408926
113.19	98.316951
113.215	98.286033
113.24	98.36291
113.265	98.423861
113.29	98.393418
113.315	98.270525
113.34	98.071459
113.365	97.733697
113.39	97.335107
113.415	97.058934
113.44	96.981885
113.465	96.989492
113.49	97.020754
113.515	97.089254
113.54	97.196861
113.565	97.243221
113.59	97.20423
113.615	97.174131
113.64	97.227295
113.665	97.388885
113.69	97.618393
113.715	97.833852
113.74	97.940525
113.765	97.872262
113.79	97.67273
113.815	97.48082
113.84	97.411844
113.865	97.488664
113.89	97.641639
113.915	97.810139
113.94	98.010254
113.965	98.247311
113.99	98.501049
114.015	98.723533
114.04	98.838459
114.065	98.845893
114.09	98.815566
114.115	98.815623
114.14	98.85327
114.165	98.899516
114.19	98.968721
114.215	99.1525
114.24	99.475156
114.265	99.866205
114.29	100.18073
114.315	100.387639
114.34	100.448828
114.365	100.318279
114.39	99.950311
114.415	99.444459
114.44	98.968877
114.465	98.592475
114.49	98.355475
114.515	98.286262
114.54	98.416172
114.565	98.646852
114.59	98.8075
114.615	98.869213
114.64	98.899951
114.665	98.946033
114.69	98.999541
114.715	99.05341
114.74	99.10709
114.765	99.122311
114.79	99.076057
114.815	99.014287
114.84	99.045082
114.865	99.137287
114.89	99.137164
114.915	98.960869
114.94	98.638861
114.965	98.301795
114.99	98.071295
115.015	97.941148
115.04	97.711057
115.065	97.235533
115.09	96.629279
115.115	96.085197
115.14	95.685787
115.165	95.410148
115.19	95.256697
115.215	95.256639
115.24	95.302721
115.265	95.256533
115.29	95.164205
115.315	95.294713
115.34	95.785516
115.365	96.498803
115.39	97.173623
115.415	97.710918
115.44	98.11718
115.465	98.408508
115.49	98.600369
115.515	98.776598
115.54	99.068221
115.565	99.405516
115.59	99.605221
115.615	99.452057
115.64	98.929934
115.665	98.240238
115.69	97.595459
115.715	97.112795
115.74	96.775262
115.765	96.644934
115.79	96.751779
115.815	97.043221
115.84	97.373598
115.865	97.626287
115.89	97.810934
115.915	97.886926
115.94	97.872
115.965	97.710762
115.99	97.404098
116.015	96.967049
116.04	96.445639
116.065	95.954607
116.09	95.563048
116.115	95.40187
116.14	95.463462
116.165	95.655318
116.19	95.893369
116.215	96.207352
116.24	96.652066
116.265	97.189238
116.29	97.734197
116.315	98.216803
116.34	98.55427
116.365	98.646361
116.39	98.501164
116.415	98.255205
116.44	98.055557
116.465	97.92523
116.49	97.856148
116.515	97.879508
116.54	97.994434
116.565	98.101877
116.59	98.124713
116.615	98.071443
116.64	97.987016
116.665	97.871918
116.69	97.741352
116.715	97.711197
116.74	97.83373
116.765	98.102172
116.79	98.424238
116.815	98.73073
116.84	99.022598
116.865	99.16018
116.89	99.014811
116.915	98.592803
116.94	98.094443
116.965	97.679746
116.99	97.404451
117.015	97.265631
117.04	97.16668
117.065	96.997943
117.09	96.721418
117.115	96.429959
117.14	96.169369
117.165	95.91609
117.19	95.678221
117.215	95.593738
117.24	95.717049
117.265	95.94691
117.29	96.246213
117.315	96.644689
117.34	97.120336
117.365	97.588418
117.39	97.978869
117.415	98.224467
117.44	98.308656
117.465	98.24009
117.49	98.093959
117.515	97.941033
117.54	97.795541
117.565	97.595549
117.59	97.303984
117.615	96.944098
117.64	96.529811
117.665	96.146508
117.69	95.923738
117.715	95.939369
117.74	96.161205
117.765	96.476426
117.79	96.851951
117.815	97.304639
117.84	97.810664
117.865	98.39327
117.89	99.144787
117.915	100.103385
117.94	101.03968
117.965	101.64518
117.99	101.80677
118.015	101.660869
118.04	101.400213
118.065	101.085754
118.09	100.733
118.115	100.379902
118.14	100.072697
118.165	99.773754
118.19	99.474631
118.215	99.191139
118.24	98.899336
118.265	98.523877
118.29	98.132779
118.315	97.902336
118.34	97.933139
118.365	98.140459
118.39	98.401467
118.415	98.654336
118.44	98.79959
118.465	98.738869
118.49	98.45509
118.515	98.155615
118.54	98.002164
118.565	97.979156
118.59	98.071139
118.615	98.324189
118.64	98.761656
118.665	99.221434
118.69	99.413877
118.715	99.221492
118.74	98.768918
118.765	98.239648
118.79	97.741172
118.815	97.335328
118.84	97.020697
118.865	96.882828
118.89	96.997877
118.915	97.335221
118.94	97.756762
118.965	98.124852
118.99	98.500959
119.015	98.9225
119.04	99.298598
119.065	99.444328
119.09	99.298541
119.115	98.952934
119.14	98.5465
119.165	98.14827
119.19	97.833221
119.215	97.680533
119.24	97.65723
119.265	97.649787
119.29	97.534385
119.315	97.365533
119.34	97.350303
119.365	97.534434
119.39	97.733844
119.415	97.748828
119.44	97.549943
119.465	97.204566
119.49	96.859197
119.515	96.660246
119.54	96.598369
119.565	96.598426
119.59	96.690639
119.615	96.905156
119.64	97.189525
119.665	97.465754
119.69	97.703221
119.715	97.933131
119.74	98.201451
119.765	98.470361
119.79	98.723164
119.815	98.907295
119.84	99.01473
119.865	99.014959
119.89	98.876967
119.915	98.592959
119.94	98.193615
119.965	97.72623
119.99	97.242803
120.015	96.828754
120.04	96.567918
120.065	96.43777
120.09	96.361303
120.115	96.16909
120.14	95.83959
120.165	95.364254
120.19	94.827377
120.215	94.336168
120.24	94.037288
120.265	94.013931
120.29	94.221543
120.315	94.596892
120.34	95.00327
120.365	95.37124
120.39	95.662688
120.415	95.931361
120.44	96.17732
120.465	96.360746
120.49	96.552779
120.515	96.874434
120.54	97.281279
120.565	97.66459
120.59	97.955861
120.615	98.170664
120.64	98.324762
120.665	98.409123
120.69	98.431721
120.715	98.393426
120.74	98.255016
120.765	97.948516
120.79	97.542139
120.815	97.188984
120.84	96.958893
120.865	96.820902
120.89	96.721787
120.915	96.713541
120.94	96.851484
120.965	97.082107
120.99	97.281279
121.015	97.33491
121.04	97.266107
121.065	97.166287
121.09	97.212598
121.115	97.442566
121.14	97.733787
121.165	97.987238
121.19	98.225057
121.215	98.493385
121.24	98.638697
121.265	98.485172
121.29	98.047934
121.315	97.557533
121.34	97.243246
121.365	97.120533
121.39	97.05127
121.415	96.889803
121.44	96.621836
121.465	96.338303
121.49	96.146156
121.515	96.016123
121.54	95.893238
121.565	95.755369
121.59	95.67803
121.615	95.701275
121.64	95.755081
121.665	95.755198
121.69	95.639681
121.715	95.417493
121.74	95.118489
121.765	94.857714
121.79	94.75777
121.815	94.872926
121.84	95.118697
121.865	95.386664
121.89	95.701648
121.915	96.08473
121.94	96.445205
121.965	96.668098
121.99	96.836598
122.015	97.143213
122.04	97.610893
122.065	98.025238
122.09	98.209369
122.115	98.201877
122.14	98.133025
122.165	98.101762
122.19	98.1325
122.215	98.201352
122.24	98.224713
122.265	98.032967
122.29	97.588475
122.315	97.028467
122.34	96.560311
122.365	96.337598
122.39	96.360787
122.415	96.552762
122.44	96.797967
122.465	97.050951
122.49	97.273844
122.515	97.442336
122.54	97.542156
122.565	97.511123
122.59	97.327746
122.615	97.128328
122.64	97.020303
122.665	96.982598
122.69	96.982598
122.715	97.051221
122.74	97.227926
122.765	97.442336
122.79	97.687598
122.815	97.956213
122.84	98.224943
122.865	98.370787
122.89	98.409131
122.915	98.408541
122.94	98.347713
122.965	98.170598
122.99	97.933254
123.015	97.710598
123.04	97.526811
123.065	97.281615
123.09	96.951172
123.115	96.568443
123.14	96.184311
123.165	95.893213
123.19	95.731975
123.215	95.731861
123.24	95.923959
123.265	96.314885
123.29	96.828762
123.315	97.373262
123.34	97.864303
123.365	98.239656
123.39	98.492762
123.415	98.615533
123.44	98.65459
123.465	98.654238
123.49	98.623615
123.515	98.55459
123.54	98.416762
123.565	98.155992
123.59	97.802828
123.615	97.565
123.64	97.557041
123.665	97.780107
123.69	98.15527
123.715	98.623533
123.74	99.106369
123.765	99.48991
123.79	99.712623
123.815	99.804361
123.84	99.781287
123.865	99.559393
123.89	99.083459
123.915	98.454484
123.94	97.856779
123.965	97.327459
123.99	96.820861
124.015	96.361205
124.04	96.061566
124.065	95.985336
124.09	96.138672
124.115	96.483754
124.14	96.974385
124.165	97.519287
124.19	97.994221
124.215	98.293803
124.24	98.439057
124.265	98.44673
124.29	98.400828
124.315	98.408615
124.34	98.546492
124.365	98.707787
124.39	98.830205
124.415	98.984361
124.44	99.298467
124.465	99.73523
124.49	100.157484
124.515	100.487574
124.54	100.709705
124.565	100.74009
124.59	100.563746
124.615	100.218893
124.64	99.735811
124.665	99.17591
124.69	98.677615
124.715	98.385631
124.74	98.401213
124.765	98.592721
124.79	98.830492
124.815	98.96123
124.84	98.876631
124.865	98.538811
124.89	98.102221
124.915	97.772246
124.94	97.596025
124.965	97.472893
124.99	97.28168
125.015	97.082213
125.04	96.921262
125.065	96.867516
125.09	96.905926
125.115	97.06682
125.14	97.304582
125.165	97.573139
125.19	97.803057
125.215	98.040754
125.24	98.262877
125.265	98.38577
125.29	98.416033
125.315	98.469836
125.34	98.577852
125.365	98.577852
125.39	98.30877
125.415	97.856787
125.44	97.365516
125.465	96.889828
125.49	96.414369
125.515	96.09991
125.54	96.061557
125.565	96.176885
125.59	96.299943
125.615	96.391803
125.64	96.544779
125.665	96.774869
125.69	97.09723
125.715	97.534582
125.74	98.086811
125.765	98.607779
125.79	98.976336
125.815	99.183492
125.84	99.321492
125.865	99.428525
125.89	99.429172
125.915	99.214303
125.94	98.807926
125.965	98.332344
125.99	97.963549
126.015	97.825607
126.04	97.864246
126.065	97.964303
126.09	97.994221
126.115	97.933508
126.14	97.825721
126.165	97.702943
126.19	97.626484
126.215	97.618459
126.24	97.587779
126.265	97.434557
126.29	97.104934
126.315	96.705754
126.34	96.368582
126.365	96.222566
126.39	96.3225
126.415	96.606107
126.44	96.897902
126.465	97.066516
126.49	97.105336
126.515	97.135426
126.54	97.32718
126.565	97.680402
126.59	98.040418
126.615	98.331869
126.64	98.562549
126.665	98.768934
126.69	98.968811
126.715	99.176008
126.74	99.382967
126.765	99.551877
126.79	99.597943
126.815	99.536525
126.84	99.482779
126.865	99.413508
126.89	99.290967
126.915	99.098926
126.94	98.907
126.965	98.815254
126.99	98.837861
127.015	98.945295
127.04	99.029607
127.065	98.983943
127.09	98.777107
127.115	98.516107
127.14	98.332385
127.165	98.278639
127.19	98.301475
127.215	98.324713
127.24	98.36277
127.265	98.416689
127.29	98.538877
127.315	98.715574
127.34	98.938107
127.365	99.137115
127.39	99.267967
127.415	99.344664
127.44	99.321598
127.465	99.122189
127.49	98.730975
127.515	98.232623
127.54	97.710615
127.565	97.089377
127.59	96.399041
127.615	95.816206
127.64	95.463343
127.665	95.310186
127.69	95.294554
127.715	95.456259
127.74	95.808416
127.765	96.223098
