Wavelength(nm)	S1_532(arb.units)	S1_450(arb.units)	S1_400(arb.units)
759.3	0.4184838	0.0693114	0.08435826
759.69	0.40754734	0.06752817	0.08113845
760.09	0.3990925	0.06716072	0.08030145
760.49	0.39761292	0.06702036	0.08255532
760.89	0.38619361	0.0638697	0.08100976
761.29	0.39004715	0.06342831	0.0786272
761.68	0.38717172	0.06437731	0.07997947
762.08	0.38194581	0.0641555	0.07669532
762.48	0.37548529	0.0608592	0.07283154
762.88	0.37617414	0.06095101	0.07605135
763.27	0.37197241	0.05938208	0.07296023
763.67	0.3583107	0.05958115	0.07476343
764.07	0.35051369	0.06091791	0.06800183
764.46	0.34709516	0.05899432	0.06909646
764.86	0.35037902	0.0579202	0.0667139
765.26	0.34025367	0.0565221	0.06664956
765.65	0.33726041	0.05764476	0.06626323
766.05	0.33973538	0.05461903	0.06581231
766.45	0.31781019	0.05149376	0.06278579
766.85	0.32315483	0.05534093	0.06375173
767.24	0.31037466	0.05471592	0.06181984
767.64	0.31399209	0.05129978	0.06265684
768.04	0.31245005	0.05126667	0.05917965
768.43	0.31288507	0.05123092	0.0608539
768.83	0.30387029	0.05263918	0.05969467
769.22	0.30832275	0.04999369	0.06207748
769.62	0.29465793	0.05263166	0.05679684
770.02	0.28704742	0.04898579	0.05975927
770.41	0.29542474	0.04847818	0.05898636
770.81	0.2826809	0.04800877	0.05518719
771.21	0.28269995	0.0452152	0.06078956
771.6	0.27855049	0.04641424	0.05454323
772	0.27218079	0.04459263	0.05679684
772.39	0.27730083	0.04620502	0.05125882
772.79	0.26619958	0.04293432	0.05312636
773.18	0.26310399	0.04413092	0.0558955
773.58	0.26334453	0.04361804	0.05389926
773.98	0.264079	0.04383233	0.05454323
774.37	0.26106094	0.04235278	0.05151645
774.77	0.251519	0.04278381	0.04932719
775.16	0.25123195	0.04005159	0.04881191
775.56	0.24892531	0.03901057	0.04745964
775.95	0.24421681	0.03769677	0.04803926
776.35	0.24108578	0.04043163	0.0464937
776.74	0.23547624	0.04083727	0.04861862
777.14	0.23000579	0.03954885	0.05003549
777.53	0.23425669	0.03998516	0.0446905
777.93	0.22603663	0.03555625	0.04346718
778.32	0.2239701	0.03845442	0.04617172
778.72	0.22830561	0.03720176	0.04385351
779.11	0.22109999	0.03708963	0.04481945
779.51	0.22077306	0.03637017	0.04385351
779.9	0.21304826	0.03656395	0.04610738
780.3	0.21633434	0.03524506	0.04411114
780.69	0.21346556	0.03383173	0.04475485
781.09	0.21454467	0.03596696	0.04147069
781.48	0.20603534	0.0338496	0.04237229
781.88	0.20239886	0.03371432	0.04262993
782.27	0.19566546	0.03377302	0.04320955
782.66	0.1963419	0.03225751	0.04095568
783.06	0.19269878	0.03302045	0.03760718
783.45	0.19356349	0.03034673	0.03741389
783.85	0.19313379	0.03326277	0.03625465
784.24	0.19081387	0.03332899	0.0397321
784.64	0.19017952	0.0310278	0.03709191
785.03	0.18634059	0.03092319	0.03477369
785.42	0.18298674	0.03152789	0.0379935
785.82	0.18638622	0.03016046	0.0363836
786.21	0.17943354	0.03099977	0.03451606
786.6	0.18135655	0.02973187	0.03670558
787	0.17597603	0.0278873	0.03541766
787.39	0.17269129	0.02893847	0.0336788
787.78	0.17439147	0.02767808	0.03432277
788.18	0.17324856	0.02635656	0.03516002
788.57	0.17137694	0.0276399	0.03355012
788.96	0.16957886	0.02832605	0.03754258
789.36	0.16334072	0.02439215	0.03503133
789.75	0.16312233	0.02828786	0.03348577
790.14	0.15904774	0.02592289	0.03136059
790.54	0.15823973	0.02537953	0.0312319
790.93	0.15521856	0.02525705	0.03264852
791.32	0.14917268	0.0254102	0.03129625
791.72	0.15480348	0.02476204	0.0287204
792.11	0.14527794	0.02389734	0.03206916
792.5	0.14366237	0.02734394	0.0312319
792.89	0.14375229	0.02323393	0.02942871
793.29	0.14769709	0.02201945	0.03045925
793.68	0.14586135	0.02263695	0.02762577
794.07	0.14386393	0.02460908	0.02826973
794.46	0.1328752	0.02436412	0.02865605
794.86	0.14396936	0.02143527	0.0262735
795.25	0.14010828	0.01978733	0.02704615
795.64	0.1411276	0.02147366	0.02839842
796.03	0.13706807	0.02106802	0.02749682
796.43	0.1312326	0.02319818	0.0278834
796.82	0.12967905	0.02039954	0.02601586
797.21	0.13139518	0.02217261	0.02665982
797.6	0.12701094	0.02024131	0.0287204
797.99	0.12385156	0.02098129	0.0253719
798.39	0.12593049	0.02213442	0.02917133
798.78	0.13018095	0.02116999	0.02691746
799.17	0.12402078	0.02022343	0.02517861
799.56	0.12983719	0.02003209	0.0269818
799.95	0.12031519	0.01972354	0
800.34	0.11637173	0.01923625	0
800.74	0.11692236	0.01994292	0
801.13	0.11545917	0.02008835	0
801.52	0.11718505	0.01905506	0
801.91	0.10527934	0.01693506	0
802.3	0.11320481	0.01821311	0
802.69	0.10459404	0.02003473	0
803.08	0.10563771	0.01804472	0
803.47	0.10590705	0.0167232	0
803.87	0.10518055	0.01573581	0
804.26	0.10844404	0.01704982	0
804.65	0.10548178	0.01648595	0
805.04	0.10825045	0.01725904	0
805.43	0.1025532	0.01727935	0
805.82	0.10106432	0.01954987	0
806.21	0.0984157	0.0176009	0
806.6	0.09512741	0.01557778	0
806.99	0.09661895	0.01713656	0
807.38	0.09179394	0.01608803	0
807.77	0.09622602	0.01430968	0
808.16	0.09199195	0.01624606	0
808.55	0.09553585	0.01480977	0
808.94	0.09575645	0.01590684	0
809.33	0.09773262	0.01567203	0
809.72	0.08913779	0.01792224	0
810.11	0.09124641	0.01643233	0
810.5	0.08977968	0.01471796	0
810.89	0.0937289	0.01520261	0
811.28	0.08739375	0.01461843	0
811.67	0.0834556	0.01492718	0
812.06	0.08849679	0.01457252	0
812.45	0.08371076	0.01616705	0
812.84	0.08325315	0.01439398	0
813.23	0.08024439	0.01379943	0
813.62	0.08233971	0.01329447	0
814.01	0.08250761	0.01292966	0
814.4	0.08153304	0.01315147	0
814.79	0.07642761	0.01352664	0
815.18	0.08225953	0.01315147	0
815.57	0.07673815	0.01439398	0
815.95	0.07389594	0.01260039	0
816.34	0.0751713	0.01326887	0
816.73	0.06979965	0.01255449	0
817.12	0.07692287	0.01199325	0
817.51	0.07470041	0.01224574	0
817.9	0.07233132	0.01250858	0
818.29	0.07321817	0.01240397	0
818.68	0.07432343	0.01134265	0
819.07	0.06792271	0.012705	0
819.45	0.06905188	0.01277142	0
819.84	0.06904081	0.01149824	0
820.23	0.06572815	0.01145498	0
820.62	0.06689764	0.01148301	0
821.01	0.06768793	0.01179419	0
821.4	0.06613659	0.01218196	0
821.78	0.06299626	0.00932461	0
822.17	0.06119596	0.01127643	0
822.56	0.06095099	0.01036298	0
822.95	0.05845166	0.0118988	0
823.34	0.06049825	0.00857468	0
823.72	0.05751385	0.01069224	0
824.11	0.06028651	0.01025329	0
824.5	0.05976821	0.00955942	0
824.89	0.05406742	0.0096232	0
825.27	0.05559749	0.0104881	0
825.66	0.05385168	0.01014361	0
826.05	0.0553884	0.01025837	0
826.44	0.05287135	0.01056204	0
826.82	0.0501647	0.01101359	0
827.21	0.05212359	0.00953139	0
827.6	0.05318853	0.00912575	0
827.98	0.05231363	0.00875058	0
828.37	0.05666332	0.00890638	0
828.76	0.05155701	0.00954663	0
829.15	0.0501616	0.00883488	0
829.53	0.04644494	0.0071587	0
829.92	0.05080792	0.00906949	0
830.31	0.04895756	0.0074189	0
830.69	0.04662081	0.00858483	0
831.08	0.04748419	0.00995226	0
831.47	0.05162833	0.0086868	0
831.85	0.04523293	0.00725823	0
832.24	0.04614548	0.00808982	0
832.63	0.04231542	0.00908492	0
833.01	0.03975496	0.00631675	0
833.4	0.04716701	0.00687047	0
833.78	0.0420607	0.00567894	0
834.17	0.04025022	0.00634478	0
834.56	0.04179447	0.00794702	0
834.94	0.04530115	0.00573764	0
835.33	0.04268266	0.00851841	0
835.71	0.03877773	0.00642136	0
836.1	0.04457642	0.00558469	0
836.49	0.03980723	0.0068857	0
836.87	0.0406963	0.00525807	0
837.26	0.0398595	0.00653876	0
837.64	0.04007302	0.00499787	0
838.03	0.04016118	0.00593671	0
838.41	0.03383621	0.00562552	0
838.8	0.03588901	0.00546729	0
839.18	0.04192692	0.00491113	0
839.57	0.03455474	0.00669944	0
839.95	0.03412415	0.00716642	0
840.34	0.03662924	0.00534216	0
840.73	0.03544071	0.00579635	0
841.11	0.03535388	0.00571977	0
841.5	0.03594571	0.00689078	0
841.88	0.03542388	0.00586277	0
842.26	0.03452816	0.00575816	0
842.65	0.03334184	0.00477341	0
843.03	0.03209926	0.00420446	0
843.42	0.03306497	0.00404887	0
843.8	0.03632978	0.0048831	0
844.19	0.03317085	0.00549024	0
844.57	0.03021081	0.00506673	0
844.96	0.02940634	0.00389836	0
845.34	0.03188308	0.00437285	0
845.73	0.03042211	0.00560764	0
846.11	0.03179094	0.00401048	0
846.49	0.03248953	0.00475554	0
846.88	0.03444576	0.0046942	0
847.26	0.02884065	0.00520444	0
847.65	0.02866611	0.00337267	0
848.03	0.02510849	0.00460502	0
848.41	0.02991578	0.00405131	0
848.8	0.02417733	0.00358453	0
849.18	0.02566045	0.00432695	0
849.56	0.03302599	0.00410493	0
849.95	0.02561615	0.00430399	0
850.33	0.02461101	0.00356158	0
850.71	0.0258877	0.00418151	0
851.1	0.02558913	0.00434726	0
851.48	0.02339723	0.00406146	0
851.86	0.02760915	0.0054289	0
852.25	0.0248737	0.00284963	0
852.63	0.0233959	0.0041482	0
853.01	0.02327807	0.00285999	0
853.4	0.02536675	0.00443399	0
853.78	0.02569943	0.00411265	0
854.16	0.02275401	0.00406654	0
854.55	0.02439528	0.00358697	0
854.93	0.01956805	0.0035309	0
855.31	0.02356202	0.00329102	0
855.69	0.02010451	0.00229104	0
856.08	0.02390445	0.00225529	0
856.46	0.02382338	0.00237005	0
856.84	0.02319257	0.00365847	0
857.22	0.02084651	0.00408442	0
857.61	0.02277173	0.00190571	0
857.99	0.02303309	0.0028088	0
858.37	0.01864	0.00237777	0
858.75	0.0206609	0.00272471	0
859.13	0.02864175	0.00317381	0
859.52	0.02215997	0.00133432	0
859.9	0.02103035	0.00288802	0
860.28	0.01724902	0.0015996	0
860.66	0.01847742	0.00328858	0
861.04	0.02203637	0.00105624	0
861.43	0.02262289	0.00337531	0
861.81	0.02405241	0.00358453	0
862.19	0.02160579	0.00266357	0
862.57	0.01892262	0.00154862	0
862.95	0.01491005	0.00140826	0
863.33	0.02270263	7.2454E-4	0
863.71	0.01720339	0.00244399	0
864.1	0.01578362	0.00208182	0
864.48	0.01864	0.00166846	0
864.86	0.01479664	0.0011507	0
865.24	0.01687071	0.00242875	0
865.62	0.01712099	0.00175784	0
866	0.01376404	0.00170929	0
866.38	0.01418222	0.00264569	0
866.76	0.01687071	0.00280372	0
867.14	0.01657258	7.0667E-4	0
867.52	0.01308184	0.00165059	0
867.9	0.01743817	0.00146696	0
868.28	0.01424114	0.00198493	0
868.67	0.01390535	0.00222725	0
869.05	0.01393769	0.00333184	0
869.43	0.01384289	0.00392882	0
869.81	0.01533088	0.0022756	0
870.19	0.01479531	0.00212772	0
870.57	0.01282934	0.00224513	0
870.95	0.01034108	0.00182162	0
871.33	0.01474437	0.00121692	0
871.71	0.01067377	2.1937E-4	0
872.09	0.01148487	7.4242E-4	0
872.47	0.01549745	0.0021584	0
872.85	0.01189242	0.0020154	0
873.23	0.01286699	0.00130365	0
873.61	0.0173292	0.00237269	0
873.99	0.00972223	8.4439E-4	0
874.36	0.01102107	7.6801E-4	0
874.74	0.01697658	0.00108935	0
875.12	0.01119339	0.00108692	0
875.5	0.01141931	7.5765E-4	0
875.88	0.01269334	6.6848E-4	0
876.26	0.01168422	0.0010205	0
876.64	0.01315183	-2.2201E-4	0
877.02	0.01060023	0.00264305	0
877.4	0.01057587	4.4139E-4	0
877.78	0.01043544	0.00160224	0
878.16	0.01126914	8.9557E-4	0
878.54	0.01001814	9.6443E-4	0
878.91	0.01149816	0.00191851	0
879.29	0.0127434	5.8175E-4	0
879.67	0.01117656	8.6998E-4	0
880.05	0.01154512	0.00246958	0
880.43	0.00647868	2.8315E-4	0
880.81	0.0110977	2.0658E-4	0
881.19	0.01025204	-7.1947E-4	0
881.56	0.00850845	9.1325E-4	0
881.94	0.01389871	7.658E-5	0
882.32	0.0111234	0.00214052	0
882.7	0.00978912	0.00163779	0
883.08	0.01257772	0.00222725	0
883.45	0.00835473	-4.855E-5	0
883.83	0.01087178	7.8568E-4	0
884.21	0.00892352	1.6575E-4	0
884.59	0.00998714	1.4787E-4	0
884.97	0.00822228	9.8982E-4	0
885.34	0.00954858	0.00107656	0
885.72	0.00855717	7.934E-4	0
886.1	0.00591653	6.3517E-4	0
886.48	0.01040797	0.0018598	0
886.85	0.00666429	0.00157929	0
887.23	0.00835119	-8.8786E-4	0
887.61	0.01103303	7.7817E-4	0
887.98	0.00978691	0.00248238	0
888.36	0.01189331	0.00141334	0
888.74	0.008644	0.00216083	0
889.12	0.0109998	0.00210721	0
889.49	0.0119602	0.00152059	0
889.87	0.01168643	5.9962E-4	0
890.25	0.01392839	0.00191587	0
890.62	0.01119782	2.2201E-4	0
891	0.00943517	0.00159188	0
891.38	0.0102609	8.1392E-4	0
891.75	0.0118778	0.00241352	0
892.13	0.00693584	0.00142877	0
892.51	0.00891112	3.0611E-4	0
892.88	0.00569194	0.0020741	0
893.26	0.00958889	0.00198493	0
893.64	0.00850402	2.015E-4	0
894.01	0.01101309	-3.2398E-4	0
894.39	0.01117877	0.00106376	0
894.76	0.01180205	5.5351E-4	0
895.14	0.01094399	-5.919E-4	0
895.52	0.0092695	0.00127826	0
895.89	0.0095632	1.428E-4	0
896.27	0.00634933	0.00259714	0
896.64	0.01025204	5.46E-4	0
897.02	0.00600336	1.428E-4	0
897.39	0.00847478	0.00170685	0
897.77	0.01049125	9.0817E-4	0
898.15	0.00817222	4.03E-4	0
898.52	0.01052891	-2.295E-5	0
898.9	0.00742534	3.3922E-4	0
899.27	0.00879196	0.00203835	0
899.65	0.00960528	3.5709E-4	0
900.02	0.00707848	4.5154E-4	0
900.4	0.00537254	0.00167862	0
900.77	0.00915255	0.00113526	0
901.15	0.00983785	0.00137007	0
901.52	0.00534375	0.00167354	0
901.9	0.00588641	6.76E-4	0
902.27	0.00858375	2.9595E-4	0
902.65	0.0052423	5.9434E-4	0
903.02	0.00565517	7.15E-5	0
903.4	0.00973906	2.9859E-4	0
903.77	0.007665	7.658E-5	0
904.14	0.00727074	0.00179358	0
904.52	0.00418091	3.7253E-4	0
904.89	0.00419641	6.9143E-4	0
905.27	0.00944846	-6.4797E-4	0
905.64	0.00478248	6.378E-5	0
906.02	0.00601886	7.4486E-4	0
906.39	0.00373349	6.9895E-4	0
906.76	0.00681668	6.634E-4	0
907.14	0.00576769	5.2812E-4	0
907.51	0.00442322	-3.3414E-4	0
907.89	0.00348276	0.00157929	0
908.26	0.00741117	1.6839E-4	0
908.63	0.00656196	-4.5662E-4	0
909.01	0.00595906	0.00213544	0
909.38	0.0050722	6.3781E-4	0
909.75	0.00583546	-3.2662E-4	0
910.13	0.0044879	5.606E-5	0
910.5	0.00710949	-1.1477E-4	0
910.87	0.00353991	4.4647E-4	0
911.25	-1.5372E-4	-9.8739E-4	0
911.62	0.00889562	-3.1383E-4	0
911.99	0.00487728	0.00121692	0
912.37	0.00566181	-2.295E-5	0
912.74	0.003749	2.5248E-4	0
913.11	0.00367103	7.902E-5	0
913.49	0.00652431	-7.8832E-4	0
913.86	0.00388677	8.9029E-4	0
914.23	8.6338E-4	-3.0367E-4	0
914.6	0.00407725	9.7967E-4	0
914.98	0.00278639	-1.8119E-4	0
915.35	0.00412819	-3.0367E-4	0
915.72	0.00264596	9.0065E-4	0
916.09	0.00713962	-6.3009E-4	0
916.47	0.00492424	-0.00139038	0
916.84	0.00295339	-0.0011379	0
917.21	9.8033E-4	8.4195E-4	0
917.58	0.00315805	-9.949E-4	0
917.95	0.00247142	4.4139E-4	0
918.33	0.00584432	-0.00148727	0
918.7	0.00472135	0.00153846	0
919.07	9.4932E-4	-8.5982E-4	0
919.44	0.00739433	-8.0356E-4	0
919.81	0.0087388	2.3989E-4	0
920.19	0.00519668	-4.2859E-4	0
920.56	0.00436874	-4.03E-4	0
920.93	0.00272082	-3.0103E-4	0
921.3	0.00154691	0.00133676	0
921.67	0.00222202	0.00156141	0
922.04	0.00339416	9.7459E-4	0
922.41	0.00526888	-0.00106132	0
922.79	0.00475723	-2.015E-4	0
923.16	0.00613005	4.9501E-4	0
923.53	0.00382563	9.4392E-4	0
923.9	-1.0676E-4	-2.2709E-4	0
924.27	0.00675466	-0.0010664	0
924.64	0.00530034	-1.8362E-4	0
925.01	0.00630724	-8.19E-4	0
925.38	0.00134314	8.7506E-4	0
925.75	0.0033193	1.302E-4	0
926.12	0.00167272	0.0017883	0
926.49	0.00572738	-5.7403E-4	0
926.86	0.00209311	6.8636E-4	0
927.24	0.00432887	0.00165323	0
927.61	0.00303003	5.8683E-4	0
927.98	5.36E-5	-2.015E-4	0
928.35	0.00444759	6.3517E-4	0
928.72	0.00260033	4.347E-5	0
929.09	0.00523655	0.00130629	0
929.46	0.00409275	3.067E-5	0
929.83	0.00155001	-8.2651E-4	0
930.2	0.00195047	-3.8776E-4	0
930.57	0.00378444	9.181E-5	0
930.94	0.00118853	-5.1289E-4	0
931.31	0.00499069	8.5718E-4	0
931.68	0.00246035	-0.00117873	0
932.05	0.00449233	-2.0414E-4	0
932.41	0.00181713	-9.2868E-4	0
932.78	0.0017972	-7.3978E-4	0
933.15	0.0045446	-2.5005E-4	0
933.52	0.00219544	-7.4242E-4	0
933.89	0.00133738	-1.2492E-4	0
934.26	0.00370868	-1.9906E-4	0
934.63	0.00393018	-0.00109199	0
935	7.2561E-4	0.00169913	0
935.37	0.00296314	-4.2087E-4	0
935.74	0.0020342	3.2906E-4	0
936.11	0.00324798	-8.3687E-4	0
936.48	0.00294099	6.7092E-4	0
936.84	0.00443341	0.0013394	0
937.21	0.00103703	6.4553E-4	0
937.58	0.00447018	-5.7911E-4	0
937.95	0.00313812	-7.1175E-4	0
938.32	0.00427438	2.9087E-4	0
938.69	-0.00125631	-3.575E-5	0
939.06	0.00223575	-0.0018139	0
939.42	0.00245902	-5.7139E-4	0
939.79	0.00477362	-4.3875E-4	0
940.16	0.00330158	-1.8626E-4	0
940.53	-0.00114158	-4.9501E-4	0
940.9	0.00104368	-4.1336E-4	0
941.26	0.00215557	-4.5419E-4	0
941.63	0.00305572	3.904E-4	0
942	0.00208647	-7.0159E-4	0
942.37	0.00457694	-5.9698E-4	0
942.74	0.00424071	-0.00114542	0
943.1	6.9195E-4	-5.5879E-4	0
943.47	0.00572649	-4.1072E-4	0
943.84	0.00315141	-7.3226E-4	0
944.21	0.00334145	-0.00148484	0
944.57	0.0026216	7.2962E-4	0
944.94	0.00212324	3.317E-4	0
945.31	3.7521E-4	-5.0761E-4	0
945.67	0.00399042	-7.347E-4	0
946.04	0.0014242	-0.00131137	0
946.41	0.00368211	-0.00154354	0
946.78	3.7388E-4	3.6481E-4	0
947.14	0.00219323	-4.2859E-4	0
947.51	0.00255603	-7.2962E-4	0
947.88	2.2371E-4	-9.689E-5	0
948.24	0.00128422	7.15E-5	0
948.61	0.00360768	-0.00165323	0
948.98	0.00227695	-1.9398E-4	0
949.34	-3.3844E-4	-0.00102314	0
949.71	7.7213E-4	-8.6998E-4	0
950.08	0.00423407	-1.7103E-4	0
950.44	0.00519225	-0.00121956	0
950.81	0.00392708	-0.00141334	0
951.17	3.1496E-4	8.9293E-4	0
951.54	2.348E-5	9.8231E-4	0
951.91	0.00103836	-9.0309E-4	0
952.27	0.00151014	-2.8823E-4	0
952.64	0.00244794	-5.8418E-4	0
953	0.0038212	-0.0011507	0
953.37	0.00112607	-1.28E-5	0
953.74	0.00122176	-0.00113282	0
954.1	0.00322273	-5.4092E-4	0
954.47	0.00182954	-2.3481E-4	0
954.83	0.00134402	-0.00140582	0
955.2	0.00296314	-7.0931E-4	0
955.56	0.00350978	-0.00139546	0
955.93	9.0458E-4	-9.8739E-4	0
956.29	0.00392043	1.887E-4	0
956.66	0.00260742	-2.031E-5	0
957.02	0.0022579	-3.8269E-4	0
957.39	7.6327E-4	-0.00130365	0
957.75	0.00144458	-0.00125267	0
958.12	-0.00177948	-0.00241088	0
958.48	0.00324709	-2.8823E-4	0
958.85	6.441E-4	-6.6584E-4	0
959.21	0.0027731	1.28E-5	0
959.58	9.3603E-4	0.00135463	0
959.94	-1.7808E-4	-0.00155105	0
960.31	-6.246E-5	-0.00110987	0
960.67	0.00255603	3.4694E-4	0
961.04	0.00195756	-7.219E-4	0
961.4	-8.5585E-4	-1.016E-5	0
961.77	0.00342296	-0.00137007	0
962.13	6.41E-4	-0.00125267	0
962.49	3.544E-5	-3.819E-5	0
962.86	0.00216975	3.904E-4	0
963.22	-0.00263178	-7.8568E-4	0
963.59	0.00210995	-0.00182913	0
963.95	-0.00126517	-9.1853E-4	0
964.31	0.00434437	-6.1222E-4	0
964.68	6.7777E-4	-3.6989E-4	0
965.04	5.2095E-4	5.87E-5	0
965.4	1.9713E-4	-3.8533E-4	0
965.77	-4.12E-5	-0.00172716	0
966.13	-4.43E-6	-0.00109951	0
966.5	0.0029153	-0.00207674	0
966.86	4.4387E-4	-7.9096E-4	0
967.22	0.00104944	-7.7553E-4	0
967.59	-1.1473E-4	-3.1626E-4	0
967.95	0.00172588	-0.00171193	0
968.31	0.00118632	0	0
968.67	-0.00267741	-7.934E-4	0
969.04	-8.2218E-4	-8.6998E-4	0
969.4	-6.6448E-4	-8.9029E-4	0
969.76	0.00359528	-7.5765E-4	0
970.13	-6.977E-4	1.428E-4	0
970.49	-0.00149242	-2.2201E-4	0
970.85	0.00172056	-0.00177571	0
971.21	-5.462E-4	-0.00104853	0
971.58	0.00265969	-0.00167862	0
971.94	0.00169487	-9.7703E-4	0
972.3	0.00246921	5.6631E-4	0
972.66	-0.00157437	-0.00149499	0
973.03	-0.00186852	-7.8832E-4	0
973.39	-8.2883E-4	-7.4242E-4	0
973.75	0.00206963	2.7544E-4	0
974.11	-2.6048E-4	-0.00140318	0
974.47	0.0011562	4.1072E-4	0
974.84	0.00203862	-1.3528E-4	0
975.2	0.00204173	-4.9745E-4	0
975.56	0.00465712	-4.5419E-4	0
975.92	-2.782E-4	6.1993E-4	0
976.28	0.00167006	-7.1947E-4	0
976.64	-2.37E-4	9.953E-5	0
977.01	0.0010614	-0.00182669	0
977.37	-5.4177E-4	-3.3922E-4	0
977.73	0.00195047	-5.8683E-4	0
978.09	8.1465E-4	-6.5568E-4	0
978.45	0.00255515	1.6839E-4	0
978.81	0.00103836	-3.1383E-4	0
979.17	5.3424E-4	4.4139E-4	0
979.54	9.0236E-4	-0.00106904	0
979.9	0.00602772	-0.0022884	0
980.26	0.0022836	-0.00159452	0
980.62	-0.00110259	-5.5615E-4	0
980.98	-4.9172E-4	-0.00118888	0
981.34	8.1022E-4	-9.8231E-4	0
981.7	0.0015788	-5.204E-4	0
982.06	0.00182599	-8.8014E-4	0
982.42	5.0057E-4	-8.4195E-4	0
982.78	0.00197395	-0.0018598	0
983.14	0.00191946	-0.00129349	0
983.5	0.00133959	-6.4553E-4	0
983.86	0.00316691	-0.00158173	0
984.22	0.00310445	2.7808E-4	0
984.58	0.00131523	-4.6678E-4	0
984.94	-0.00146673	-0.0011966	0
985.3	6.3436E-4	-0.00163535	0
985.66	0.00125277	-3.189E-4	0
986.02	0.00253698	3.904E-4	0
986.38	-0.00197971	-9.6179E-4	0
986.74	-0.00135554	4.7206E-4	0
987.1	5.3203E-4	-4.745E-4	0
987.46	0.00175246	-0.00104853	0
987.82	0.00137326	-2.0922E-4	0
988.18	6.8973E-4	-6.6848E-4	0
988.54	-0.00110171	-0.00179358	0
988.9	0.00531806	-1.4036E-4	0
989.26	9.635E-4	-3.7761E-4	0
989.62	1.0897E-4	-8.3179E-4	0
989.98	-4.1951E-4	-6.2501E-4	0
990.34	5.3646E-4	-9.6687E-4	0
990.69	2.3035E-4	-4.617E-4	0
991.05	-0.00133516	-0.00180618	0
991.41	-5.719E-4	-0.00181898	0
991.77	1.958E-4	2.1694E-4	0
992.13	-0.00158146	-8.5211E-4	0
992.49	9.1698E-4	-0.00103573	0
992.85	0.00295118	-0.00218135	0
993.21	9.4135E-4	-0.00114806	0
993.56	0.00469832	-0.0010664	0
993.92	0.00155134	-0.00163779	0
994.28	0.00275848	-0.00212772	0
994.64	0.00228138	2.9595E-4	0
995	0.00335828	-0.00132924	0
995.36	6.1442E-4	-2.5512E-4	0
995.71	0.00461814	-0.00134448	0
996.07	0.00225879	-7.9604E-4	0
996.43	-1.7232E-4	-5.098E-5	0
996.79	1.0587E-4	-0.0011966	0
997.14	0.00260166	-4.083E-5	0
997.5	0.00139541	-5.0253E-4	0
997.86	5.7633E-4	3.3678E-4	0
998.22	-2.937E-4	2.4741E-4	0
998.58	-7.1764E-4	-0.00120676	0
998.93	2.9503E-4	1.4544E-4	0
999.29	0.00222778	-1.2248E-4	0
999.65	6.3081E-4	5.5108E-4	0
1000	-0.00113626	-0.00115821	0
1000.36	0.00200762	7.475E-4	0
1000.72	0.00136661	3.9792E-4	0
1001.08	-7.97E-6	-6.5812E-4	0
1001.43	0.00222335	-5.5615E-4	0
1001.79	0.00401257	-0.00144645	0
1002.15	0.00130548	-0.00207166	0
1002.5	0.00180916	-4.5926E-4	0
1002.86	0.00244794	-0.00117609	0
1003.22	0.00281429	-7.1439E-4	0
1003.57	-8.6781E-4	-0.00137515	0
1003.93	-0.00164259	-1.4544E-4	0
1004.29	-0.00254496	-0.00221446	0
1004.64	0.00246478	-0.00167354	0
1005	1.4707E-4	4.083E-5	0
1005.36	-5.8651E-4	-0.00110987	0
1005.71	4.7089E-4	-0.00109951	0
1006.07	-9.79E-5	-0.00144137	0
1006.42	3.9957E-4	-0.00137759	0
1006.78	0.00141667	2.6284E-4	0
1007.14	-0.00270399	3.311E-5	0
1007.49	-0.00135997	-5.5879E-4	0
1007.85	-0.00211216	-5.8926E-4	0
1008.2	0.00265748	-3.5465E-4	0
1008.56	-7.4466E-4	3.2155E-4	0
1008.91	-3.8496E-4	-5.7667E-4	0
1009.27	0.00343625	-0.00142613	0
1009.62	0.00304686	4.6678E-4	0
1009.98	0.00138212	-2.6528E-4	0
1010.34	0.00306015	-0.00173488	0
1010.69	0.00156241	-5.8683E-4	0
1011.05	0.00112829	-2.9087E-4	0
1011.4	5.1874E-4	1.4036E-4	0
1011.76	-0.00236555	1.887E-4	0
1012.11	0.00143749	-0.00123987	0
1012.47	6.8441E-4	2.0658E-4	0
1012.82	-9.569E-5	-5.7911E-4	0
1013.18	3.5173E-4	-0.00230383	0
1013.53	3.6281E-4	-5.0761E-4	0
1013.88	7.5884E-4	-4.5154E-4	0
1014.24	2.339E-4	-4.6678E-4	0
1014.59	-0.00138212	3.317E-4	0
1014.95	0.00134889	-0.0016839	0
1015.3	-4.1729E-4	7.6801E-4	0
1015.66	0.0016612	-0.00118381	0
1016.01	-0.00279746	-6.0714E-4	0
1016.37	0.00293656	-6.5568E-4	0
1016.72	0.00445999	-6.76E-4	0
1017.07	0.00197616	7.2454E-4	0
1017.43	0.00567422	-4.3631E-4	0
1017.78	-0.0010171	-4.0828E-4	0
1018.13	-1.7144E-4	-0.00136499	0
1018.49	0.0017024	-3.5973E-4	0
1018.84	0.00139541	-0.00105624	0
1019.2	-0.00145787	-4.7714E-4	0
1019.55	7.0789E-4	-0.00285735	0
1019.9	-0.0014623	-0.00185737	0
1020.26	0.00399353	-3.7253E-4	0
1020.61	0.00174935	-0.00118624	0
1020.96	-9.4578E-4	8.9557E-4	0
1021.32	0.00112962	-2.3989E-4	0
