Wavelength(nm)	S1_532(arb.units)	S1_450(arb.units)	S1_400(arb.units)
494.46	0.00239789	0.01240661	0.01049643
494.89	0.00392043	0.01149316	0.00907981
495.33	0.00593204	0.01188621	0.00637528
495.76	0.00603658	0.0121131	0.00734122
496.2	0.00660227	0.01102131	0.00624633
496.63	0.00495614	0.01093965	0.00412141
497.06	0.00892574	0.01271272	0.00901547
497.5	0.0070838	0.01255713	0.00998141
497.93	0.00287631	0.01400865	0.01062537
498.37	0.0022012	0.01334281	0.00888652
498.8	0.00433773	0.01531494	0.00927285
499.23	0.00471914	0.01743495	0.0085002
499.67	0.0062058	0.0159298	0.01088275
500.1	0.00717196	0.01948365	0.01178435
500.53	0.00705589	0.01897341	0.01680736
500.97	0.00645166	0.02133838	0.01970519
501.4	0.00464339	0.02435396	0.02936436
501.83	0.00402276	0.03233409	0.04024737
502.27	0.00592096	0.04866445	0.04211466
502.7	0.00621245	0.06372427	0.03986079
503.13	0.00741205	0.0688828	0.03561069
503.57	0.00712943	0.06396152	0.02756142
504	0.0073589	0.05745586	0.02511426
504.43	0.00870735	0.04900367	0.02170142
504.87	0.00629484	0.04290893	0.01925426
505.3	0.00498759	0.03760232	0.01732237
505.73	0.00718392	0.03407141	0.01906123
506.17	0.00554929	0.03212244	0.01603445
506.6	0.00219899	0.03318376	0.01403822
507.03	0.00773721	0.03208912	0.01712934
507.46	0.00536457	0.02988746	0.01642078
507.9	0.00783068	0.02954053	0.01635643
508.33	0.00647204	0.02812719	0.01603445
508.76	0.00733542	0.02856594	0.01307228
509.19	0.0083915	0.02573662	0.01590576
509.63	0.00646185	0.02828278	0.01758001
510.06	0.01199121	0.02977514	0.01255726
510.49	0.00887878	0.02751741	0.01603445
510.92	0.01150835	0.02896914	0.01822397
511.36	0.00944315	0.02833133	0.0202202
511.79	0.00740319	0.03016818	0.01622774
512.22	0.00709488	0.03139017	0.01745132
512.65	0.00810976	0.02809408	0.01455349
513.08	0.01230484	0.02798175	0.01764436
513.52	0.01344465	0.02875992	0.01886793
513.95	0.0121715	0.03222705	0.01790199
514.38	0.01335339	0.03144116	0.01719368
514.81	0.01173649	0.03052791	0.01873924
515.24	0.01191014	0.0310865	0.01964059
515.67	0.00871975	0.03492108	0.01712934
516.11	0.01204702	0.03334951	0.01899662
516.54	0.01545758	0.03484186	0.02073548
516.97	0.01292148	0.03462005	0.01983388
517.4	0.01470539	0.0361711	0.02009151
517.83	0.0133813	0.0329847	0.02208774
518.26	0.01404224	0.03808453	0.02575823
518.69	0.01167536	0.03576039	0.01989822
519.13	0.0207433	0.03378074	0.02125049
519.56	0.0187503	0.03604354	0.02292474
519.99	0.02178343	0.03679368	0.01931861
520.42	0.02062059	0.03444394	0.01906123
520.85	0.02333698	0.03625276	0.02131484
521.28	0.02647732	0.0381993	0.02105746
521.71	0.02836887	0.03708191	0.0202202
522.14	0.02175906	0.03642379	0.01700039
522.57	0.02946083	0.03312242	0.02253842
523	0.03025865	0.03424488	0.02073548
523.43	0.03553064	0.03401799	0.02189445
523.87	0.03608038	0.0324515	0.01964059
524.3	0.03768621	0.03381629	0.01983388
524.73	0.0376995	0.03452052	0.01758001
525.16	0.0376995	0.03399747	0.01989822
525.59	0.0376995	0.03298714	0.01803068
526.02	0.0376995	0.03532408	0.0177087
526.45	0.0376995	0.03292092	0.01970519
526.88	0.0376995	0.03273201	0.0195119
527.31	0.0376995	0.03222176	0.02015586
527.74	0.0376995	0.03297698	0.01906123
528.17	0.0376995	0.03401027	0.0186103
528.6	0.0376995	0.03115029	0.02157247
529.03	0.0377	0.0346558	0.02318238
529.46	0.0376995	0.03469399	0.02260276
529.89	0.0376995	0.03491092	0.02176576
530.32	0.0376995	0.03542117	0.0236333
530.75	0.0376995	0.03720947	0.02298934
531.18	0.0376995	0.03485466	0.02228078
531.61	0.0376995	0.0372759	0.02517861
532.04	0.0376995	0.03601815	0.02260276
532.47	0.0376995	0.03610996	0.02395529
532.9	0.0376995	0.03686254	0.02678851
533.32	0.0376995	0.0361839	0.0278834
533.75	0.0376995	0.03798764	0.02408398
534.18	0.0376995	0.03682171	0.02556519
534.61	0.0376995	0.03955413	0.02678851
535.04	0.0376995	0.03437772	0.02266736
535.47	0.0376995	0.03679612	0.0262735
535.9	0.0376995	0.03855395	0.02556519
536.33	0.0376995	0.03808453	0.02543624
536.76	0.0376995	0.04065608	0.02575823
537.19	0.0376995	0.03706912	0.02511426
537.62	0.0376995	0.04222522	0.03232654
538.04	0.0376995	0.03993682	0.0329705
538.47	0.0376995	0.04169709	0.03194021
538.9	0.04705139	0.04315634	0.03219785
539.33	0.04591735	0.04307976	0.03380775
539.76	0.04359521	0.04400336	0.03419408
540.19	0.04364305	0.04276857	0.03335682
540.62	0.03861205	0.04235521	0.03374341
541.04	0.04203147	0.04741442	0.03219785
541.47	0.0406684	0.04520504	0.03361446
541.9	0.03820273	0.04500862	0.03516002
542.33	0.04143964	0.04713635	0.03831549
542.76	0.04308666	0.04859295	0.04005408
543.19	0.04369754	0.0490904	0.04288756
543.61	0.04459459	0.05307041	0.04539881
544.04	0.0408354	0.05130242	0.0430806
544.47	0.04155437	0.05252177	0.04494814
544.9	0.04493835	0.05207023	0.04836124
545.33	0.04774024	0.05587677	0.04797466
545.75	0.04445549	0.05855801	0.04642936
546.18	0.04903642	0.05891002	0.05151645
546.61	0.04703367	0.06174442	0.05351268
547.04	0.05107415	0.06216549	0.05492955
547.46	0.05033747	0.06349981	0.05641051
547.89	0.05632532	0.06480082	0.05885767
548.32	0.05811897	0.06931404	0.06143352
548.75	0.05622387	0.0714442	0.06201314
549.17	0.06453076	0.07608233	0.06523269
549.6	0.06159996	0.07984784	0.07122164
550.03	0.06752181	0.08146532	0.07424816
550.46	0.0694426	0.0829528	0.0769527
550.88	0.07161235	0.0818864	0.07753231
551.31	0.07792092	0.08902722	0.08204005
551.74	0.078099	0.09261683	0.08339232
552.16	0.07824696	0.09628281	0.08886599
552.59	0.08037108	0.10122197	0.08886599
553.02	0.08876922	0.09997195	0.09594958
553.44	0.08887155	0.10482946	0.09936242
553.87	0.09873421	0.10825067	0.10612402
554.3	0.09589777	0.1106973	0.10612402
554.72	0.10319287	0.11052119	0.11256364
555.15	0.10618392	0.11658038	0.11636281
555.58	0.10774855	0.1228947	0.11893866
556	0.11530679	0.13135197	0.12608659
556.43	0.11785617	0.13054577	0.13123829
556.86	0.12177395	0.13756919	0.13548838
557.28	0.12858531	0.14222012	0.1351664
557.71	0.13145985	0.14378133	0.13400743
558.14	0.13332793	0.14867966	0.14521216
558.56	0.13397336	0.15481279	0.14688641
558.99	0.13735424	0.15893824	0.1537767
559.41	0.14218235	0.15677212	0.15789811
559.84	0.15889712	0.16348964	0.16485275
560.27	0.1619843	0.1734291	0.17837595
560.69	0.1679562	0.17528891	0.17856924
561.12	0.17045553	0.18597343	0.18597455
561.54	0.17377749	0.18946595	0.19112624
561.97	0.18853692	0.19817834	0.19949775
562.39	0.19309836	0.20584485	0.20303954
562.82	0.19082716	0.20906701	0.21192606
563.25	0.19683628	0.21577924	0.21353597
563.67	0.2177519	0.2226751	0.22731655
564.1	0.21185884	0.23099465	0.23485081
564.52	0.22089754	0.24114334	0.24051777
564.95	0.22531412	0.24124043	0.24451024
565.37	0.23976701	0.25111368	0.25307478
565.8	0.23498984	0.25146813	0.26782156
566.22	0.25025383	0.25805036	0.27709441
566.65	0.26294939	0.26962274	0.27696572
567.07	0.26637899	0.28444003	0.29448138
567.5	0.27788956	0.29158614	0.30800433
567.92	0.29466015	0.30984516	0.32545565
568.35	0.30527721	0.32294564	0.34161879
568.77	0.33070376	0.33066821	0.35964973
569.2	0.33934688	0.35264176	0.38476399
569.62	0.35956834	0.38150365	0.41715487
570.05	0.3783873	0.39939278	0.44993234
570.47	0.42354714	0.41688643	0.48193715
570.9	0.45414512	0.45472864	0.53538548
571.32	0.4743741	0.48450641	0.59263325
571.74	0.53681485	0.54523805	0.65071801
572.17	0.59055535	0.60060966	0.74409174
572.59	0.68178935	0.66825259	0.85066643
573.02	0.77318681	0.75558068	0.93689223
573.44	0.85596287	0.84663366	1.00173859
573.87	0.94725357	0.92381042	1.04301625
574.29	0.98167718	0.98672585	1.03992539
574.71	1	1	1
575.14	0.98879465	0.99865532	0.9611695
575.56	0.95902107	0.96892345	0.91055439
575.99	0.90374652	0.92244035	0.869792
576.41	0.86059429	0.85714715	0.80198346
576.83	0.80628766	0.80440072	0.75767929
577.26	0.7448268	0.75705272	0.71627268
577.68	0.70718046	0.71450108	0.68761663
578.1	0.6827617	0.69073395	0.67409368
578.53	0.65182218	0.66424719	0.66179405
578.95	0.63894633	0.64525591	0.64402075
579.37	0.63224305	0.63894159	0.63687283
579.8	0.63518316	0.6312371	0.65458178
580.22	0.62274099	0.6261653	0.6449867
580.64	0.61538475	0.62872161	0.66005546
581.07	0.63457981	0.6340331	0.67016556
581.49	0.64552424	0.64637857	0.68690832
581.91	0.64190415	0.65735377	0.68999944
582.34	0.66500768	0.65074879	0.71002635
582.76	0.67109565	0.66372922	0.71833351
583.18	0.66591137	0.67449297	0.72953825
583.61	0.68393385	0.68695056	0.73926202
584.03	0.69233863	0.69707629	0.75014478
584.45	0.71346201	0.70099496	0.76663015
584.87	0.72291756	0.71471274	0.76134977
585.3	0.73418405	0.71905248	0.77017194
585.72	0.74421371	0.72429775	0.78305119
586.14	0.74530523	0.75109306	0.78240722
586.56	0.73895235	0.74240626	0.79129375
586.99	0.75295339	0.75105995	0.79309669
587.41	0.75913704	0.74812359	0.78755866
587.83	0.75331265	0.74900373	0.79593017
588.25	0.76215954	0.74701636	0.78646403
588.68	0.74732392	0.74174793	0.78240722
589.1	0.74461993	0.74244201	0.77364939
589.52	0.74608666	0.74081438	0.76559987
589.94	0.74900992	0.73067321	0.76038382
590.36	0.74716046	0.72821886	0.76321731
590.79	0.72958761	0.72591523	0.75310721
591.21	0.72366533	0.71545516	0.75800127
591.63	0.73200455	0.71836613	0.75284957
592.05	0.73437453	0.7153276	0.7581943
592.47	0.72433734	0.71614659	0.76463392
592.89	0.72658948	0.71518724	0.76592185
593.32	0.73362455	0.71072521	0.77519469
593.74	0.73565875	0.71587095	0.78562678
594.16	0.75288783	0.72229495	0.78427451
594.58	0.74484895	0.72529022	0.79844167
595	0.76949496	0.73372454	0.78891119
595.42	0.77290197	0.74594468	0.81273753
595.84	0.7870523	0.75247593	0.82040047
596.27	0.78140687	0.75607305	0.83173415
596.69	0.80299051	0.7651657	0.84049198
597.11	0.8051545	0.77355919	0.8587803
597.53	0.81068298	0.77808763	0.86386765
597.95	0.82186751	0.78784348	0.87758389
598.37	0.83855437	0.79777522	0.88054607
598.79	0.84360664	0.80782458	0.88621278
599.21	0.85940886	0.80717641	0.90810749
599.63	0.86796869	0.82449416	0.91222864
600.05	0.85904871	0.83195145	0.92716846
600.47	0.88363979	0.84399568	0.91834628
600.89	0.87710308	0.83966102	0.93921044
601.31	0.90443979	0.84956494	0.93676354
601.74	0.90801381	0.85218504	0.93843779
602.16	0.90633134	0.85868297	0.9450061
602.58	0.91661129	0.87606693	0.95717678
603	0.93252825	0.86944915	0.96091186
603.42	0.9383646	0.87886822	0.96252177
603.84	0.93732757	0.87902889	0.96033225
604.26	0.95029822	0.88091936	0.97308254
604.68	0.95190626	0.8805316	0.98615482
605.1	0.96156071	0.87927122	0.98866632
605.52	0.96631307	0.88815972	0.99394671
605.94	0.95616248	0.89037418	0.99845444
606.36	0.98623729	0.90143631	0.9880867
606.78	0.98608712	0.89925496	1.00270454
607.2	0.97442859	0.90679127	0.99942038
607.62	0.97169005	0.90451811	1.00804953
608.03	0.99553469	0.90163517	1.00476537
608.45	0.9768535	0.90405884	1.00907981
608.87	0.98892046	0.89624954	1.01204199
609.29	0.98901614	0.90387786	1.00611764
609.71	0.99658502	0.90038007	1.01146237
610.13	0.99237664	0.89859156	0.99549227
610.55	0.99793612	0.90209951	0.99742415
610.97	1.00267963	0.90112492	1.00521604
611.39	1.00366129	0.90129331	0.99388236
611.81	1.00211881	0.8917672	0.99845444
612.23	1.0121715	0.90425019	0.99729546
612.65	0.9986325	0.8956296	0.99169284
613.07	1.00305705	0.88894804	1.00270454
613.48	0.99936476	0.88385329	0.99433329
613.9	1.00677814	0.88397069	0.99175744
614.32	0.99838531	0.88427924	0.9923368
614.74	1.00750907	0.88925679	0.99581425
615.16	1.01493928	0.88858831	0.99471961
615.58	1.02734336	0.86904087	0.99587859
616	1.01340478	0.89252485	0.98602613
616.41	1.01794141	0.8753755	0.97720395
616.83	1.02258834	0.87058177	0.98950357
617.25	1.03045667	0.8777941	0.98615482
617.67	1.02556609	0.87287037	0.98100338
618.09	1.02615482	0.86898217	0.98821565
618.51	1.03659248	0.86273692	0.97759027
618.92	1.03550671	0.86989298	0.98055245
619.34	1.03034548	0.86009631	0.98621942
619.76	1.04758475	0.86518599	0.96999168
620.18	1.03909314	0.85418256	0.96818848
620.6	1.039102	0.85700171	0.97063564
621.01	1.02853942	0.83483418	0.96142688
621.43	1.04393454	0.83507143	0.94371818
621.85	1.02720426	0.8375335	0.94854789
622.27	1.0255816	0.82913229	0.93785818
622.68	1.0139532	0.82316755	0.92588053
623.1	1.0164224	0.8175727	0.91911919
623.52	1.02586998	0.80583701	0.92079344
623.94	1.01335472	0.7965252	0.91654334
624.35	1.02333477	0.79501477	0.89664486
624.77	1.02354076	0.78888428	0.8985124
625.19	1.01483341	0.78057245	0.89922071
625.61	1.0135204	0.78870574	0.89677381
626.02	1.01814385	0.77503874	0.89773975
626.44	1.00953219	0.78013106	0.89239476
626.86	1.02417423	0.77319681	0.89413361
627.27	1.01760075	0.76693876	0.88711438
627.69	1.02638385	0.76715042	0.88228466
628.11	1.02479618	0.76556626	0.86579954
628.52	1.03271767	0.75982597	0.87417079
628.94	1.02901031	0.75154217	0.86921238
629.36	1.04073972	0.75850181	0.87243219
629.77	1.04005442	0.75613176	0.85684842
630.19	1.03601039	0.75251919	0.86953437
630.61	1.03921318	0.75059053	0.85401519
631.02	1.03503671	0.74719735	0.86489794
631.44	1.04260823	0.74178368	0.85169672
631.86	1.04555587	0.74170975	0.84313218
632.27	1.05759846	0.74742952	0.84789755
632.69	1.07617511	0.73781911	0.84004131
633.11	1.07158045	0.73264026	0.84712464
633.52	1.08508047	0.72498919	0.83398802
633.94	1.09825224	0.7241446	0.83830246
634.35	1.11114493	0.73096144	0.83566227
634.77	1.14197459	0.72053204	0.83881773
635.19	1.18261286	0.72352223	0.83714348
635.6	1.23053339	0.71485818	0.83649952
636.02	1.2893545	0.72155253	0.82999556
636.43	1.33083179	0.71448565	0.83025319
636.85	1.35049907	0.72066224	0.82046482
637.26	1.35260326	0.71317956	0.82413555
637.68	1.35883918	0.71022776	0.82188169
638.09	1.34032189	0.70642142	0.81544207
638.51	1.31536889	0.69830073	0.81222226
638.93	1.29126288	0.69623699	0.81247989
639.34	1.28964731	0.69181051	0.80629791
639.76	1.24031232	0.68634078	0.79142244
640.17	1.22673744	0.68452689	0.79419158
640.59	1.2114101	0.68177659	0.79110045
641	1.19961602	0.67762067	0.7869793
641.42	1.21172861	0.69118285	0.78717234
641.83	1.19188103	0.66877056	0.78144128
642.25	1.2064739	0.67528881	0.79335432
642.66	1.20078772	0.67543424	0.78034639
643.08	1.18023136	0.66230573	0.77989572
643.49	1.20929616	0.67293927	0.77802818
643.91	1.19305494	0.66541048	0.76611488
644.32	1.20253264	0.66410175	0.77854345
644.73	1.224472	0.65546329	0.76302402
645.15	1.21518833	0.65751464	0.76933469
645.56	1.21149825	0.65774417	0.76894837
645.98	1.2243019	0.64958285	0.76817571
646.39	1.2258807	0.6456973	0.75761468
646.81	1.22374196	0.63915853	0.74917883
647.22	1.24665501	0.63903869	0.75085334
647.63	1.24563924	0.63702309	0.73468994
648.05	1.24625455	0.63665076	0.73243608
648.46	1.24430629	0.62159602	0.74505768
648.88	1.25810134	0.62090459	0.73365966
649.29	1.27551604	0.62134334	0.72805729
649.7	1.2664224	0.62584639	0.72535249
650.12	1.27254049	0.6258336	0.72052278
650.53	1.29407053	0.62524941	0.71717428
650.95	1.29701019	0.61627661	0.72058738
651.36	1.31735525	0.60516877	0.70390871
651.77	1.32026965	0.6058141	0.69611682
652.19	1.33083976	0.60214812	0.69727606
652.6	1.33987891	0.595196	0.70358673
653.01	1.36458782	0.59345096	0.68188557
653.43	1.35758863	0.59071853	0.69373426
653.84	1.37188204	0.59508631	0.68716595
654.25	1.35926578	0.58108274	0.67525266
654.67	1.40330353	0.5801311	0.66552888
655.08	1.39648685	0.57473531	0.66997227
655.49	1.41703966	0.57569711	0.66997227
655.91	1.44886959	0.57326571	0.66243802
656.32	1.43654304	0.55968809	0.6652715
656.73	1.45462354	0.55679764	0.65116868
657.14	1.47850053	0.56180058	0.65606274
657.56	1.48738462	0.55157532	0.65387348
657.97	1.48828832	0.55592014	0.64421404
658.38	1.51841452	0.54588866	0.63983526
658.79	1.49647826	0.54984815	0.64794887
659.21	1.51325992	0.54229661	0.63339564
659.62	1.50604721	0.53660488	0.63011148
660.03	1.48443478	0.5298185	0.62708471
660.44	1.49145301	0.52516778	0.62193327
660.86	1.49616772	0.53592868	0.61800515
661.27	1.49268363	0.52702494	0.61394808
661.68	1.47849344	0.52190987	0.60345166
662.09	1.4791814	0.51089628	0.60564118
662.5	1.46644553	0.52076933	0.6102776
662.92	1.46165418	0.5077046	0.59701204
663.33	1.45260839	0.50329355	0.60010316
663.74	1.43405965	0.50351293	0.6001675
664.15	1.42458195	0.5002601	0.5849057
664.56	1.42555697	0.49097876	0.59102334
664.98	1.4189702	0.4931014	0.58986411
665.39	1.39800674	0.48936392	0.58593599
665.8	1.4089587	0.48646575	0.57621222
666.21	1.40626933	0.48371037	0.57048116
666.62	1.39884354	0.48469511	0.57460231
667.03	1.39734137	0.47714357	0.57157579
667.45	1.39833853	0.47043134	0.56874231
667.86	1.38037055	0.47770744	0.5630756
668.27	1.39879481	0.47089304	0.55740863
668.68	1.40451554	0.46593092	0.55734428
669.09	1.38815205	0.46595652	0.54555993
669.5	1.37271131	0.45472864	0.54053718
669.91	1.36748008	0.46223183	0.54581757
670.32	1.39462631	0.46007344	0.52933219
670.73	1.38644168	0.45522101	0.53454823
671.14	1.37427151	0.44642696	0.52675634
671.56	1.40040817	0.44452369	0.52746465
671.97	1.38340279	0.44372277	0.51799851
672.38	1.39582458	0.44102345	0.5089833
672.79	1.39686162	0.43703857	0.50891869
673.2	1.40179472	0.43476784	0.52173359
673.61	1.38552249	0.4325611	0.51226745
674.02	1.39472288	0.4317549	0.49764962
674.43	1.39429805	0.42452471	0.50756643
674.84	1.40757126	0.42169295	0.50164208
675.25	1.39147578	0.41503942	0.49629735
675.66	1.39886259	0.41415929	0.48824782
676.07	1.40771568	0.41556755	0.49352821
676.48	1.40965064	0.41221783	0.48509236
676.89	1.40584494	0.41029404	0.47865274
677.3	1.39738035	0.4080873	0.46880027
677.71	1.38716154	0.39764266	0.46706167
678.12	1.39618385	0.39684662	0.46880027
678.53	1.42067082	0.39450968	0.46120167
678.94	1.4136136	0.39367301	0.4555993
679.35	1.41993857	0.38707554	0.45720921
679.76	1.40607663	0.37984291	0.45018997
680.17	1.39749509	0.38359826	0.44870876
680.58	1.42704009	0.38061844	0.45018997
680.99	1.41419524	0.38439918	0.44516722
681.4	1.39640002	0.37573797	0.44407233
681.81	1.39897466	0.37083964	0.43492817
682.22	1.38769489	0.36161436	0.43441316
682.62	1.40758455	0.35983621	0.42456044
683.03	1.38335052	0.36155058	0.42919686
683.44	1.38264839	0.35453467	0.42320817
683.85	1.38102263	0.3556547	0.42559072
684.26	1.37173541	0.35388427	0.41219647
684.67	1.37734362	0.34640667	0.40981391
685.08	1.34623488	0.34601362	0.41689749
685.49	1.36595222	0.34430189	0.402344
685.9	1.33225067	0.34240634	0.40421154
686.3	1.35443855	0.34159242	0.39307115
686.71	1.32509467	0.33334437	0.39242719
687.12	1.3290027	0.33337504	0.38090022
687.53	1.31778361	0.32731585	0.38804815
687.94	1.31131512	0.32775968	0.3845707
688.35	1.3129998	0.31891728	0.38379805
688.76	1.28885038	0.31275085	0.37742277
689.16	1.29526438	0.31740442	0.37291529
689.57	1.28772519	0.32082299	0.37317267
689.98	1.28762951	0.30667134	0.36924456
690.39	1.27281204	0.30841394	0.37426756
690.8	1.25884334	0.31264888	0.36080871
691.2	1.27544826	0.3048217	0.35990736
691.61	1.25583901	0.30560251	0.35874813
692.02	1.25270975	0.30504635	0.35372538
692.43	1.24586383	0.29572418	0.35044122
692.84	1.25122663	0.29307077	0.35275944
693.24	1.22882612	0.29233099	0.34438793
693.65	1.21414333	0.28289913	0.34516058
694.06	1.20762345	0.28267712	0.34110377
694.47	1.20643181	0.2880272	0.33865662
694.87	1.20620678	0.28022541	0.33595208
695.28	1.2079929	0.28050877	0.33395585
695.69	1.20109471	0.27463584	0.33138
696.09	1.18073548	0.27522511	0.32236453
696.5	1.18685269	0.27457206	0.32983444
696.91	1.18083338	0.2677475	0.32081923
697.32	1.16323396	0.26704855	0.31483028
697.72	1.13841475	0.26711985	0.31727744
698.13	1.15048702	0.26277767	0.31019385
698.54	1.1482114	0.26271653	0.30839066
698.94	1.14657146	0.26288492	0.30748931
699.35	1.13031828	0.25357554	0.3109665
699.76	1.15376424	0.25195299	0.29918215
700.16	1.13947614	0.24965423	0.29692829
700.57	1.11767721	0.24662606	0.30092075
700.98	1.13316137	0.24611581	0.29866714
701.38	1.12415899	0.24030403	0.29370848
701.79	1.11345067	0.24421762	0.29023129
702.2	1.11419622	0.23809465	0.28546592
702.6	1.11068333	0.23893924	0.28553026
703.01	1.10999759	0.23534963	0.28108687
703.42	1.09738221	0.23088253	0.27606412
703.82	1.10896499	0.23400251	0.27181402
704.23	1.08492454	0.22957867	0.2714277
704.63	1.07348087	0.22720355	0.26769261
705.04	1.07116183	0.22422128	0.27091242
705.45	1.05876352	0.22168792	0.26531006
705.85	1.05889464	0.22001681	0.25964334
706.26	1.06388666	0.22258085	0.26395779
706.66	1.0521546	0.2169732	0.26086667
707.07	1.03101217	0.21750133	0.25854846
707.47	1.05185071	0.21335313	0.25809778
707.88	1.03815932	0.21381219	0.25165816
708.29	1.03016429	0.21373825	0.2519158
708.69	1.02601883	0.20936032	0.2494043
709.1	1.02994502	0.20474006	0.24122608
709.5	1.02030828	0.20399521	0.24174135
709.91	1.01153626	0.20009177	0.2426427
710.31	0.99530744	0.20209965	0.23749126
710.72	0.99835785	0.19798964	0.23195323
711.12	0.99566582	0.19717836	0.23407815
711.53	0.98364892	0.19655335	0.22957042
711.93	0.98463146	0.19309131	0.22667259
712.34	0.98433909	0.18950678	0.22757419
712.74	0.97352268	0.18978749	0.22596428
713.15	0.94943572	0.18899917	0.22538467
713.55	0.9480505	0.18973895	0.2172708
713.96	0.95094454	0.18574898	0.22371042
714.36	0.93692135	0.18229709	0.21540351
714.76	0.93470907	0.18136333	0.21257003
715.17	0.93296681	0.18005196	0.21598287
715.57	0.92417928	0.1767839	0.21231239
715.98	0.91029607	0.17877391	0.20831993
716.38	0.90164897	0.17714363	0.20831993
716.79	0.92341557	0.17260767	0.207032
717.19	0.90810506	0.16780115	0.207032
717.6	0.89858218	0.16929106	0.19840286
718	0.89442475	0.1709518	0.19640663
718.4	0.87578475	0.16312726	0.20336152
718.81	0.86554245	0.16286706	0.20136529
719.21	0.87699765	0.16841844	0.1969219
719.61	0.85599166	0.16174704	0.19086861
720.02	0.85988862	0.1619461	0.18964529
720.42	0.84377675	0.16051732	0.1892587
720.83	0.82770829	0.15873146	0.19099755
721.23	0.82705843	0.15597872	0.18809972
721.63	0.82638996	0.15956325	0.18249736
722.04	0.82906161	0.15892544	0.18571717
722.44	0.81257896	0.15121303	0.18468662
722.84	0.80307513	0.15225404	0.1792132
723.25	0.81523733	0.15102432	0.18230407
723.65	0.79907451	0.14976394	0.17818266
724.05	0.79989891	0.15137126	0.17464087
724.46	0.79688217	0.15051915	0.16923179
724.86	0.78669392	0.14286036	0.16987575
725.26	0.78892702	0.14136801	0.16736425
725.66	0.77606357	0.1406	0.16794387
726.07	0.76879814	0.14047752	0.16742859
726.47	0.75842384	0.13918402	0.16639831
726.87	0.76585582	0.13655377	0.16581869
727.28	0.75103615	0.13503582	0.15912169
727.68	0.75184637	0.13662771	0.16511038
728.08	0.75694958	0.13242081	0.16176188
728.48	0.75255603	0.13556395	0.15931472
728.89	0.73454021	0.13043608	0.15583753
729.29	0.72579964	0.12940523	0.15770482
729.69	0.72415615	0.13019355	0.14823868
730.09	0.7133867	0.1283439	0.15287536
730.5	0.71579921	0.12497895	0.15010622
730.9	0.69615984	0.12826997	0.1546783
731.3	0.6996581	0.12603012	0.15409868
731.7	0.68716854	0.12221078	0.14340922
732.1	0.69834863	0.12378235	0.14598481
732.51	0.68975026	0.12013668	0.14469714
732.91	0.67804168	0.11702421	0.1412197
733.31	0.6884625	0.11848345	0.14289395
733.71	0.68025839	0.11552414	0.13864385
734.11	0.6664753	0.11628179	0.14018941
734.51	0.65863355	0.11327393	0.13832187
734.92	0.65682527	0.11474353	0.13613235
735.32	0.6509743	0.11217686	0.1378712
735.72	0.64705432	0.11495275	0.13452244
736.12	0.64060576	0.11278156	0.12949969
736.52	0.62820169	0.11104932	0.12879138
736.92	0.61709069	0.11265156	0.1327195
737.32	0.6285986	0.10776582	0.12756781
737.73	0.60174076	0.10527592	0.12904876
738.13	0.61004765	0.10589078	0.12434799
738.53	0.6113487	0.105827	0.1226094
738.93	0.59396944	0.10409476	0.12351074
739.33	0.59008667	0.10338281	0.12106384
739.73	0.58643911	0.10194652	0.1241547
740.13	0.58347686	0.10197983	0.11803732
740.53	0.57929285	0.09719362	0.11926064
740.93	0.56362751	0.09852022	0.11559016
741.33	0.57817475	0.09921673	0.11732876
741.73	0.56106926	0.09699984	0.11166205
742.13	0.54822088	0.09416281	0.1174577
742.53	0.5423544	0.09708393	0.11269233
742.93	0.54085667	0.09404032	0.11037412
743.33	0.54309995	0.09483372	0.11056741
743.73	0.52384908	0.09037942	0.11018083
744.14	0.52847829	0.09059107	0.11127572
744.54	0.5121024	0.09070584	0.10786262
744.94	0.51076724	0.08531513	0.10773393
745.34	0.50750995	0.08612397	0.10541572
745.74	0.51348806	0.08574636	0.10251789
746.14	0.49096218	0.08639433	0.10316185
746.53	0.50728093	0.08646319	0.10303316
746.93	0.49780899	0.08373097	0.09981335
747.33	0.48617483	0.08457271	0.10206722
747.73	0.48773503	0.08498871	0.10213156
748.13	0.47902857	0.08360076	0.10180958
748.53	0.48664572	0.08052912	0.09865411
748.93	0.48044745	0.08146288	0.09910479
749.33	0.46893157	0.0776795	0.09891175
749.73	0.47531412	0.08224857	0.09743054
750.13	0.46338892	0.07745748	0.09704421
750.53	0.47907862	0.07812332	0.09491929
750.93	0.46603266	0.07918464	0.09498363
751.33	0.46544393	0.07608233	0.09762383
751.73	0.47070086	0.08096543	0.09427533
752.13	0.46209008	0.07645222	0.09485469
752.52	0.4596953	0.0786744	0.09974875
752.92	0.46175164	0.07522007	0.09801015
753.32	0.45348152	0.07650584	0.09363136
753.72	0.4653106	0.07583493	0.0929874
754.12	0.45963859	0.07476852	0.09227884
754.52	0.45512102	0.0763988	0.09395335
754.92	0.45775236	0.07375311	0.09215015
755.32	0.45929262	0.0763145	0.08893034
755.71	0.44698778	0.07540877	0.08847967
756.11	0.45192841	0.07548535	0.08905928
756.51	0.43966654	0.07431698	0.08976759
756.91	0.43634812	0.07350306	0.08596816
757.31	0.43666442	0.07406429	0.08751372
757.71	0.43346162	0.0727708	0.08738478
758.1	0.4258737	0.0731612	0.08133174
758.5	0.42434141	0.07007677	0.08674082
758.9	0.41391838	0.06708678	0.08397193
