time (ns)	S2_61uJ(%)	S2_176uJ(%)	S2_400uJ(%)	
221.875	97.879418	92.593287	85.186633
221.9	97.756877	91.990557	85.0155
221.925	97.7875	91.128322	84.532017
221.95	98.001959	90.176461	83.947208
221.975	98.270754	89.362861	83.440333
222	98.332459	88.817765	83.0661
222.025	98.071279	88.557522	82.871175
222.05	97.511156	88.605965	82.871151
222.075	96.782582	88.923035	82.933532
222.1	96.130893	89.36247	82.832209
222.125	95.77059	89.7288	82.512507
222.15	95.763033	90.087061	82.091408
222.175	95.92387	90.574939	81.685983
222.2	96.115152	91.185061	81.350658
222.225	96.299934	91.812078	81.140142
222.25	96.506844	92.37313	81.09335
222.275	96.690917	92.885426	81.194708
222.3	96.889858	93.284061	81.397433
222.325	97.227672	93.4394	81.685975
222.35	97.71859	93.260339	82.091383
222.375	98.247557	92.812704	82.535908
222.4	98.730574	92.267052	82.92575
222.425	99.099311	91.738791	83.159642
222.45	99.305754	91.331965	83.307833
222.475	99.26032	91.079304	83.38575
222.5	98.953475	90.973965	83.3936
222.525	98.515951	90.94073	83.3624
222.55	98.086451	90.95707	83.463783
222.575	97.726328	91.030983	83.7445
222.6	97.52673	91.209861	84.048558
222.625	97.626607	91.412713	84.134333
222.65	98.047967	91.57607	83.955025
222.675	98.600828	91.665191	83.604158
222.7	99.160598	91.657243	83.214283
222.725	99.750811	91.534817	82.92575
222.75	100.410402	91.380287	82.894517
222.775	101.046926	91.282765	83.136308
222.8	101.522508	91.299539	83.565108
222.825	101.744992	91.453635	84.032975
222.85	101.660393	91.795748	84.485217
222.875	101.384279	92.275557	84.890858
222.9	101.100615	92.673878	85.226092
222.925	100.878369	92.795991	85.475675
222.95	100.655893	92.674313	85.6468
222.975	100.40291	92.462643	85.693817
223	100.195598	92.283452	85.545717
223.025	100.080787	92.153078	85.319525
223.05	99.942443	92.096809	85.171408
223.075	99.651115	92.080226	85.062258
223.1	99.290525	92.071965	84.828292
223.125	99.068164	92.080226	84.477392
223.15	99.037893	92.121096	84.173325
223.175	99.076303	92.153087	83.923783
223.2	99.106516	92.080165	83.526138
223.225	99.152418	91.885191	82.847752
223.25	99.19141	91.633017	82.067995
223.275	99.106918	91.412835	81.45982
223.3	98.876705	91.27433	81.140142
223.325	98.63877	91.217374	81.108937
223.35	98.508795	91.299548	81.28824
223.375	98.469738	91.510904	81.514413
223.4	98.51582	91.762522	81.607971
223.425	98.70809	91.917609	81.61577
223.45	99.068451	91.901217	81.732699
223.475	99.451525	91.746696	82.036806
223.5	99.697484	91.527017	82.465708
223.525	99.79718	91.331557	83.019333
223.55	99.743254	91.217896	83.689917
223.575	99.574869	91.266348	84.422858
223.6	99.329369	91.445478	85.015142
223.625	99.121697	91.656965	85.342875
223.65	99.068533	91.82827	85.444125
223.675	99.198574	91.982861	85.3355
223.7	99.428434	92.194157	85.054308
223.725	99.643311	92.470922	84.687942
223.75	99.750746	92.69067	84.337067
223.775	99.705025	92.747678	84.017408
223.8	99.536238	92.536	83.666475
223.825	99.344607	92.072148	83.222058
223.85	99.22909	91.49407	82.746408
223.875	99.237287	91.038609	82.29418
223.9	99.375107	90.802957	81.896484
223.925	99.628148	90.729304	81.58456
223.95	99.889156	90.737757	81.40524
223.975	100.111697	90.762226	81.389657
224	100.349516	90.778757	81.545608
224.025	100.679262	90.762174	81.904273
224.05	101.069713	90.737948	82.434498
224.075	101.423057	90.754278	83.011495
224.1	101.699402	90.827322	83.479325
224.125	101.890852	90.892417	83.806856
224.15	101.959582	90.957261	84.087525
224.175	101.852148	91.096148	84.39165
224.2	101.568779	91.388939	84.687942
224.225	101.123934	91.8116	84.921925
224.25	100.602221	92.292217	85.077817
224.275	100.104041	92.723383	85.179225
224.3	99.781328	93.023748	85.218183
224.325	99.681803	93.154551	85.272792
224.35	99.720508	93.162003	85.4365
224.375	99.750844	93.048652	85.670417
224.4	99.766475	92.861643	85.888733
224.425	99.796926	92.60873	85.9745
224.45	99.796746	92.29147	85.881008
224.475	99.643287	91.917374	85.561308
224.5	99.374959	91.494583	85.054458
224.525	99.083795	91.079748	84.446275
224.55	98.830869	90.827513	83.8614
224.575	98.501189	90.908443	83.3312
224.6	98.048549	91.258748	82.941325
224.625	97.603287	91.648687	82.8088
224.65	97.357852	91.885261	82.972533
224.675	97.35768	91.893522	83.300008
224.7	97.473361	91.649235	83.6197
224.725	97.565344	91.209791	83.892592
224.75	97.580328	90.696757	84.235742
224.775	97.541746	90.355643	84.633375
224.8	97.480861	90.282296	85.023183
224.825	97.419443	90.477322	85.436933
224.85	97.457549	90.908191	85.912458
224.875	97.656787	91.551296	86.317992
224.9	97.971951	92.340548	86.473758
224.925	98.293787	93.138	86.380117
224.95	98.516328	93.854078	86.169283
224.975	98.646189	94.399104	85.865392
225	98.753811	94.77327	85.413133
225.025	98.822844	94.935939	84.906333
225.05	98.837893	94.903452	84.461875
225.075	98.730516	94.708426	84.103133
225.1	98.54691	94.326304	83.81465
225.125	98.339828	93.813383	83.60415
225.15	98.132566	93.308843	83.448125
225.175	97.917525	92.942887	83.214242
225.2	97.74932	92.763817	82.886767
225.225	97.64932	92.739409	82.6684
225.25	97.564951	92.877487	82.769817
225.275	97.47268	93.146557	83.144058
225.3	97.450369	93.471209	83.588542
225.325	97.618811	93.780643	84.009575
225.35	98.025254	94.138902	84.446283
225.375	98.615877	94.553928	84.804958
225.4	99.329344	95.017589	84.9687
225.425	99.988533	95.399945	84.937883
225.45	100.387295	95.692863	84.8283
225.475	100.441098	95.904417	84.641167
225.5	100.233844	95.993736	84.266883
225.525	99.934951	95.92877	83.77565
225.55	99.620377	95.693246	83.463767
225.575	99.37518	95.351512	83.440375
225.6	99.221549	94.936113	83.635308
225.625	99.160656	94.456183	84.009617
225.65	99.121959	93.951522	84.555417
225.675	99.160418	93.472026	85.1402
225.7	99.390336	93.032461	85.537583
225.725	99.850459	92.625313	85.733058
225.75	100.426156	92.292009	85.880908
225.775	100.94723	92.096478	85.935433
225.8	101.292254	91.990945	85.78745
225.825	101.445828	91.941749	85.506917
225.85	101.384648	91.909139	85.210675
225.875	101.108418	91.933736	84.937442
225.9	100.709656	91.950073	84.656792
225.925	100.35673	91.909827	84.492992
225.95	100.1805	91.779333	84.571008
225.975	100.14959	91.6412	84.836092
226	100.149828	91.535122	85.101208
226.025	100.103746	91.396496	85.280592
226.05	99.981385	91.217496	85.381975
226.075	99.742984	91.047061	85.358508
226.1	99.382795	90.949313	85.116792
226.125	98.975943	90.949009	84.648958
226.15	98.592574	91.063487	84.118775
226.175	98.309082	91.283174	83.6665
226.2	98.132508	91.535478	83.3468
226.225	98.079287	91.771313	83.206442
226.25	98.055762	92.031443	83.292242
226.275	98.063492	92.373426	83.572942
226.3	98.109516	92.772104	83.845817
226.325	98.239779	93.097687	84.064133
226.35	98.455057	93.292209	84.337092
226.375	98.68473	93.382452	84.758008
226.4	98.868803	93.390332	85.25735
226.425	99.037533	93.390514	85.716925
226.45	99.13723	93.48759	86.044425
226.475	99.091033	93.788577	86.193117
226.5	98.876516	94.252422	86.138175
226.525	98.662172	94.724777	85.990267
226.55	98.546541	95.115271	85.881217
226.575	98.531549	95.383716	85.849442
226.6	98.531549	95.440981	85.896942
226.625	98.516393	95.237131	86.029442
226.65	98.508197	94.854836	86.232233
226.675	98.515811	94.456205	86.356458
226.7	98.554336	94.097763	86.239375
226.725	98.600238	93.854102	85.865383
226.75	98.615762	93.732243	85.381933
226.775	98.570041	93.683117	84.88265
226.8	98.5465	93.625979	84.430642
226.825	98.654525	93.511948	84.0798
226.85	98.922443	93.382139	83.955
226.875	99.282984	93.284252	84.05635
226.9	99.628303	93.179035	84.31385
226.925	99.942467	93.040774	84.695867
226.95	100.226303	92.942826	85.116517
226.975	100.448484	92.983322	85.420925
227	100.541049	93.089157	85.467942
227.025	100.533377	93.11319	85.272883
227.05	100.564287	93.064928	84.945033
227.075	100.694033	93.121944	84.578792
227.1	100.832557	93.406351	84.227925
227.125	100.83232	93.894608	83.955008
227.15	100.62541	94.480754	83.744442
227.175	100.303516	95.066466	83.51055
227.2	100.019451	95.505969	83.167423
227.225	99.866	95.733856	82.800975
227.25	99.820098	95.774477	82.551476
227.275	99.796566	95.693236	82.457915
227.3	99.727648	95.473299	82.442268
227.325	99.612893	95.05821	82.528042
227.35	99.467508	94.553615	82.832142
227.375	99.229795	94.20374	83.338992
227.4	98.830205	94.04908	83.900458
227.425	98.378443	93.97591	84.399492
227.45	98.10977	93.919263	84.836133
227.475	98.178631	93.821313	85.171408
227.5	98.516098	93.626595	85.327358
227.525	98.945311	93.324797	85.319525
227.55	99.283016	93.015855	85.210383
227.575	99.451746	92.804799	85.046633
227.6	99.49027	92.649706	84.797125
227.625	99.42909	92.478838	84.51645
227.65	99.3065	92.242568	84.360425
227.675	99.129803	91.950461	84.376075
227.7	99.007148	91.689661	84.485225
227.725	98.983844	91.616617	84.602158
227.75	98.984311	91.803765	84.687942
227.775	98.861484	92.129043	84.75815
227.8	98.577467	92.364696	84.851692
227.825	98.186369	92.356939	85.046633
227.85	97.741115	92.2426	85.34335
227.875	97.189008	92.169939	85.607817
227.9	96.56068	92.161304	85.685792
227.925	96.000615	92.2182	85.584783
227.95	95.640197	92.307757	85.428833
227.975	95.456303	92.437948	85.218475
228	95.363975	92.665887	84.898525
228.025	95.348221	93.097626	84.415033
228.05	95.440951	93.683513	83.861433
228.075	95.570689	94.252826	83.2688
228.1	95.71682	94.594435	82.754175
228.125	95.93941	94.683504	82.535908
228.15	96.276639	94.635426	82.777617
228.175	96.621779	94.464307	83.401383
228.2	96.836533	94.097845	84.118733
228.225	96.943795	93.577719	84.7815
228.25	97.035541	93.056601	85.327392
228.275	97.082205	92.600703	85.639225
228.3	96.989582	92.185922	85.615867
228.325	96.813123	91.705748	85.319567
228.35	96.629754	91.225626	84.999883
228.375	96.475721	90.93327	84.664558
228.4	96.360967	90.90893	84.251342
228.425	96.276484	91.177313	83.799083
228.45	96.230992	91.664887	83.455933
228.475	96.215418	92.267183	83.284408
228.5	96.329992	92.820774	83.253233
228.525	96.706451	93.178539	83.346808
228.55	97.296664	93.37413	83.596292
228.575	97.894787	93.503817	83.869258
228.6	98.362934	93.585557	84.056367
228.625	98.768902	93.561391	84.220083
228.65	99.167967	93.438913	84.477242
228.675	99.513049	93.276113	84.820275
228.7	99.827918	93.097296	85.140567
228.725	100.180557	92.951278	85.420683
228.75	100.533656	92.836678	85.709483
228.775	100.763451	92.779852	85.9821
228.8	100.855025	92.764139	86.122817
228.825	100.924221	92.779661	86.107042
228.85	100.993418	92.852896	85.982692
228.875	100.924746	93.040165	85.709717
228.9	100.679016	93.26047	85.210383
228.925	100.394885	93.365817	84.617758
228.95	100.081131	93.268304	84.173333
228.975	99.659295	92.950548	83.947167
229	99.083951	92.41347	83.791242
229.025	98.485254	91.738391	83.658708
229.05	97.956221	91.071191	83.713258
229.075	97.465189	90.624243	84.009608
229.1	97.013025	90.420139	84.4384
229.125	96.729131	90.40387	84.867292
229.15	96.752492	90.49393	85.335117
229.175	96.958934	90.689209	85.810783
229.2	97.166598	90.957774	86.169775
229.225	97.273451	91.283104	86.348708
229.25	97.296393	91.657191	86.325558
229.275	97.158516	92.129113	86.037292
229.3	96.774967	92.682522	85.420508
229.325	96.214959	93.260157	84.641235
229.35	95.639844	93.756487	83.986122
229.375	95.179549	94.1222	83.58853
229.4	94.926683	94.285122	83.440412
229.425	94.880491	94.212322	83.502758
229.45	94.957482	93.960209	83.806961
229.475	95.049752	93.699277	84.259461
229.5	95.218303	93.520703	84.656843
229.525	95.594	93.366105	84.883035
229.55	96.161385	93.186477	84.937143
229.575	96.752123	93.016103	84.843748
229.6	97.296967	92.80424	84.641184
229.625	97.756508	92.470514	84.376238
229.65	98.101648	91.990827	84.118708
229.675	98.22477	91.42947	83.947225
229.7	98.10932	90.876052	83.791225
229.725	97.833443	90.493391	83.565108
229.75	97.549893	90.363391	83.261058
229.775	97.342582	90.445261	82.941333
229.8	97.2355	90.582957	82.715175
229.825	97.150721	90.664261	82.621642
229.85	97.020516	90.737617	82.715175
229.875	96.83627	90.867609	82.9257
229.9	96.652434	91.00587	83.190833
229.925	96.559984	91.144443	83.455967
229.95	96.552844	91.356183	83.697708
229.975	96.63668	91.714443	83.853667
230	96.844115	92.104252	83.8614
230.025	97.135623	92.356609	83.791292
230.05	97.404361	92.405736	83.752258
230.075	97.526893	92.316044	83.705458
230.1	97.511082	92.145487	83.59635
230.125	97.426656	92.006983	83.440383
230.15	97.372959	91.983009	83.276667
230.175	97.342516	92.05587	83.105092
230.2	97.288648	92.0232	82.917933
230.225	97.197139	91.722391	82.83215
230.25	97.089762	91.176739	82.894558
230.275	96.958902	90.574878	82.988158
230.3	96.836713	90.192826	83.003725
230.325	96.77477	90.159974	83.058292
230.35	96.828467	90.518348	83.3312
230.375	96.99023	91.201765	83.767892
230.4	97.143336	92.07213	84.227917
230.425	97.227582	92.861754	84.672333
230.45	97.258262	93.439269	85.124575
230.475	97.304221	93.805232	85.553442
230.5	97.504041	93.943745	85.857583
230.525	97.872016	93.837722	85.998092
230.55	98.263057	93.610278	85.99015
230.575	98.439574	93.447357	85.896592
230.6	98.293787	93.397983	85.771842
230.625	97.971598	93.373948	85.717192
230.65	97.703221	93.252209	85.865375
230.675	97.664869	93.016183	86.146108
230.7	97.841098	92.593261	86.302042
230.725	98.140459	91.990783	86.223683
230.75	98.401123	91.282774	85.974883
230.775	98.439467	90.672591	85.655133
230.8	98.248016	90.2498	85.30425
230.825	98.025484	90.022157	84.945158
230.85	97.925541	90.030235	84.648913
230.875	97.902525	90.289922	84.446533
230.9	97.856738	90.664461	84.344804
230.925	97.787885	91.071348	84.375808
230.95	97.695262	91.591652	84.508592
230.975	97.519385	92.226991	84.617767
231	97.343098	92.8368	84.578792
231.025	97.31973	93.2194	84.430667
231.05	97.488107	93.341385	84.259092
231.075	97.710648	93.26797	84.118708
231.1	97.895066	93.016235	84.064158
231.125	98.07141	92.609226	84.188908
231.15	98.271057	92.201896	84.5551
231.175	98.454828	91.892957	85.0076
231.2	98.62373	91.665322	85.366042
231.225	98.784557	91.380913	85.646992
231.25	98.945557	91.079487	85.943
231.275	99.053352	90.884583	86.192642
231.3	99.083918	90.843774	86.2552
231.325	99.083926	90.9734	86.099425
231.35	99.075738	91.274574	85.826567
231.375	99.014557	91.738791	85.529842
231.4	98.914861	92.283878	85.233767
231.425	98.869139	92.772133	85.007675
231.45	98.96891	93.081383	84.929658
231.475	99.137639	93.170324	85.031075
231.5	99.306492	93.081318	85.296125
231.525	99.451746	92.950822	85.740608
231.55	99.574754	92.910573	86.380017
231.575	99.650984	92.958958	87.1051
231.6	99.612869	93.007408	87.713425
231.625	99.45977	93.06443	88.110858
231.65	99.229451	93.162574	88.282642
231.675	98.853344	93.267852	88.235442
231.7	98.378295	93.235252	87.993783
231.725	97.910385	92.99147	87.635042
231.75	97.595984	92.617252	87.1985
231.775	97.496107	92.243165	86.660825
231.8	97.596041	91.917148	86.029342
231.825	97.856869	91.690061	85.428708
231.85	98.247615	91.64913	84.890725
231.875	98.662131	91.852478	84.313675
231.9	98.983844	92.267322	83.588508
231.925	99.129393	92.722904	82.886767
231.95	99.061066	93.032339	82.496917
231.975	98.838295	93.081217	82.504667
232	98.539525	92.869843	82.6996
232.025	98.178582	92.519348	82.85555
232.05	97.7335	92.275304	82.910175
232.075	97.227943	92.243313	82.910142
232.1	96.828598	92.349035	82.917923
232.125	96.698205	92.479217	83.034878
232.15	96.874959	92.560339	83.307829
232.175	97.181869	92.576678	83.541742
232.2	97.457508	92.535757	83.510554
232.225	97.67209	92.511165	83.229806
232.25	97.863951	92.552035	82.910126
232.275	98.04082	92.657809	82.68405
232.3	98.186074	92.780296	82.598242
232.325	98.40118	92.878052	82.722975
232.35	98.708262	92.918235	83.136292
232.375	98.998943	92.893765	83.853675
232.4	99.153098	92.844817	84.851667
232.425	99.084008	92.901704	86.021308
232.45	98.822951	93.146235	87.214275
232.475	98.42441	93.504369	88.196775
232.5	98.002459	93.79685	88.813075
232.525	97.741279	93.967841	88.999983
232.55	97.726107	94.040882	88.84415
232.575	98.002107	93.99262	88.454158
232.6	98.508074	93.780571	87.9628
232.625	99.152557	93.365607	87.479708
232.65	99.773975	92.844678	87.042925
232.675	100.164836	92.332391	86.590908
232.7	100.272451	91.868609	86.076033
232.725	100.188377	91.413452	85.592525
232.75	100.057467	91.063522	85.241275
232.775	99.881705	90.941339	85.007592
232.8	99.650861	91.014009	84.820333
232.825	99.390795	91.169287	84.664617
232.85	99.114746	91.405191	84.539917
232.875	98.845959	91.795617	84.36045
232.9	98.623426	92.307852	84.103142
232.925	98.485074	92.820704	83.892617
232.95	98.393213	93.268342	83.939425
232.975	98.309025	93.650886	84.298125
233	98.232557	93.976165	84.859533
233.025	98.170672	94.211756	85.436917
233.05	98.201287	94.366725	85.920008
233.075	98.370311	94.464243	86.23935
233.1	98.669721	94.521388	86.395775
233.125	99.007311	94.561765	86.41125
233.15	99.244779	94.634687	86.185417
233.175	99.28318	94.773748	85.600233
233.2	99.152795	94.91953	84.750333
233.225	99.007189	94.968348	83.970633
233.25	98.975984	94.8794	83.54175
233.275	99.022418	94.651323	83.440367
233.3	99.091566	94.293123	83.502725
233.325	99.137525	93.82977	83.666542
233.35	99.160131	93.373684	83.923833
233.375	99.183779	92.991884	84.227908
233.4	99.252508	92.71499	84.446275
233.425	99.49782	92.51127	84.633667
233.45	99.896582	92.380957	84.851758
233.475	100.31109	92.35687	85.046467
233.5	100.609746	92.438174	85.14045
233.525	100.71759	92.56067	85.171758
233.55	100.640418	92.674278	85.218242
233.575	100.395221	92.755835	85.225917
233.6	100.034811	92.707078	85.171092
233.625	99.574803	92.503165	85.163625
233.65	99.022648	92.161426	85.288333
233.675	98.400811	91.828443	85.498917
233.7	97.764287	91.559191	85.647008
233.725	97.158434	91.331861	85.73285
233.75	96.637369	91.201922	85.826425
233.775	96.253877	91.210061	85.912192
233.8	96.099902	91.30727	85.919942
233.825	96.199664	91.413478	85.849742
233.85	96.529877	91.600061	85.803
233.875	97.012598	91.950183	85.834208
233.9	97.549426	92.36527	85.881
233.925	98.109377	92.633652	85.94345
233.95	98.631451	92.747626	86.013642
233.975	99.084033	92.804391	86.099542
234	99.375074	92.869104	86.200558
234.025	99.521033	92.894009	86.341275
234.05	99.513369	92.9022	86.567408
234.075	99.375254	92.926113	86.785558
234.1	99.137148	92.917913	86.871325
234.125	98.899443	92.828722	86.762033
234.15	98.69991	92.682452	86.434533
234.175	98.5005	92.584748	85.865125
234.2	98.332402	92.511765	85.07
234.225	98.232287	92.389157	84.204508
234.25	98.209156	92.218539	83.424758
234.275	98.155402	92.112704	82.793175
234.3	98.071434	92.145443	82.3097
234.325	98.109254	92.275817	81.990043
234.35	98.36241	92.421896	81.849726
234.375	98.777107	92.536052	81.826313
234.4	99.282779	92.560461	81.826313
234.425	99.858066	92.495609	81.834063
234.45	100.471877	92.316101	81.880918
234.475	101.016844	92.055788	81.951092
234.5	101.40027	91.665291	82.013467
234.525	101.552902	91.136227	82.192817
234.55	101.384869	90.575363	82.528108
234.575	100.878148	90.118974	82.925775
234.6	100.226516	89.9078	83.24545
234.625	99.704623	89.96513	83.518383
234.65	99.413877	90.26613	83.830242
234.675	99.237066	90.729609	84.14215
234.7	99.114295	91.210052	84.329283
234.725	99.045328	91.624209	84.422817
234.75	99.060902	92.031287	84.461825
234.775	99.045328	92.47067	84.360508
234.8	98.853352	92.852904	84.040758
234.825	98.538902	93.031843	83.604092
234.85	98.185975	93.040661	83.261042
234.875	97.894934	92.967496	83.042675
234.9	97.603549	92.885565	82.910187
234.925	97.281598	92.747435	83.011521
234.95	96.905611	92.527496	83.479377
234.975	96.552925	92.194461	84.103175
235	96.246138	91.754783	84.594267
235.025	95.99292	91.323922	84.867
235.05	95.831737	91.0384	85.070083
235.075	95.808549	90.9902	85.210317
235.1	96.015568	91.144174	85.241983
235.125	96.498988	91.437896	85.194783
235.15	97.173623	91.885278	85.178833
235.175	97.8715	92.430487	85.1633
235.2	98.47032	92.902087	85.078242
235.225	98.953098	93.105183	84.961217
235.25	99.32118	93.007847	85.046933
235.275	99.55191	92.772002	85.335092
235.3	99.628311	92.495229	85.670267
235.325	99.63627	92.243365	85.935208
235.35	99.666828	92.113117	86.146392
235.375	99.697566	92.20231	86.263175
235.4	99.681762	92.50318	86.177275
235.425	99.604885	92.86138	85.951508
235.45	99.528836	93.17014	85.748233
235.475	99.428484	93.422752	85.584958
235.5	99.267713	93.610026	85.389358
235.525	99.099213	93.724009	85.194767
235.55	98.91473	93.77227	85.132383
235.575	98.692721	93.829661	85.179217
235.6	98.455082	93.837861	85.241925
235.625	98.332189	93.715939	85.413117
235.65	98.355262	93.552652	85.841925
235.675	98.340107	93.479913	86.512217
235.7	98.094033	93.60153	87.175067
235.725	97.687648	93.919287	87.6278
235.75	97.235016	94.382513	87.830417
235.775	96.805746	94.903313	87.783333
235.8	96.529459	95.253557	87.549342
235.825	96.598779	95.310509	87.214642
235.85	97.097434	95.123177	86.941317
235.875	97.864295	94.903798	86.715125
235.9	98.6315	94.749203	86.45775
235.925	99.290516	94.635354	86.169358
235.95	99.820197	94.586412	85.920133
235.975	100.241566	94.610453	85.693825
236	100.602164	94.635487	85.428525
236.025	100.932377	94.58587	85.124592
236.05	101.154861	94.48047	84.851708
236.075	101.131623	94.383148	84.649008
236.1	100.824713	94.2934	84.5008
236.125	100.371967	94.17987	84.446233
236.15	99.889008	94.09813	84.555425
236.175	99.421443	94.000296	84.843875
236.2	98.983975	93.8134	85.218233
236.225	98.600426	93.487739	85.600075
236.25	98.263189	93.211522	85.88055
236.275	97.933148	93.178404	85.966742
236.3	97.626057	93.373984	85.880792
236.325	97.404393	93.634225	85.803175
236.35	97.280975	93.829316	85.795433
236.375	97.28941	93.927081	85.725017
236.4	97.442279	93.902429	85.467342
236.425	97.787246	93.748337	85.070067
236.45	98.247607	93.528406	84.6646
236.475	98.669738	93.358104	84.227875
236.5	99.014467	93.259904	83.7133
236.525	99.359549	93.194565	83.2376
236.55	99.758434	93.187113	82.949125
236.575	100.119025	93.300522	82.956917
236.6	100.287525	93.57716	83.22985
236.625	100.188049	93.895105	83.705467
236.65	99.842967	94.163114	84.298125
236.675	99.321484	94.301184	84.85985
236.7	98.807377	94.325778	85.288
236.725	98.454385	94.285342	85.592225
236.75	98.232434	94.236149	85.8261
236.775	97.97927	94.228572	85.96705
236.8	97.557549	94.252363	86.020983
236.825	97.051516	94.244914	86.091642
236.85	96.583139	94.195354	86.18485
236.875	96.253459	94.057348	86.232233
236.9	96.15423	93.781017	86.107
236.925	96.322385	93.38233	85.8651
236.95	96.736852	93.0078	85.608017
236.975	97.24259	92.779791	85.358667
237	97.688139	92.658243	85.101225
237.025	97.994697	92.494957	84.890742
237.05	98.178951	92.275513	84.750317
237.075	98.240303	92.080304	84.633358
237.1	98.201311	91.974522	84.485217
237.125	98.11759	92.023713	84.407208
237.15	97.994639	92.193774	84.454042
237.175	97.817885	92.46253	84.524233
237.2	97.665189	92.7552	84.477392
237.225	97.734041	93.048809	84.337058
237.25	98.125131	93.357313	84.220133
237.275	98.63859	93.691661	84.220125
237.3	99.045377	93.952035	84.298092
237.325	99.30591	94.04073	84.4618
237.35	99.482672	93.992348	84.734742
237.375	99.559607	93.788496	85.0624
237.4	99.505508	93.41427	85.405258
237.425	99.444033	92.829122	85.79525
237.45	99.497492	92.153913	86.2393
237.475	99.643746	91.461487	86.621742
237.5	99.758434	90.827574	86.761925
237.525	99.773828	90.265713	86.6683
237.55	99.750639	89.87527	86.450267
237.575	99.751098	89.7208	86.145683
237.6	99.804549	89.729183	85.748667
237.625	99.919885	89.818061	85.3351
237.65	100.104131	89.972661	84.984325
237.675	100.302787	90.217374	84.703608
237.7	100.456475	90.525887	84.422842
237.725	100.510467	90.827496	84.196742
237.75	100.456836	91.128304	84.165533
237.775	100.295721	91.372522	84.298083
237.8	100.141861	91.437243	84.391692
237.825	100.14941	91.275009	84.329292
237.85	100.395484	90.973391	84.204517
237.875	100.702336	90.664574	84.103125
237.9	100.940041	90.387617	84.017358
237.925	101.085648	90.176739	84.103142
237.95	101.116434	90.127548	84.493058
237.975	100.978148	90.265939	85.054675
238	100.694664	90.51793	85.514133
238.025	100.37968	90.762278	85.794908
238.05	100.126705	90.949617	85.974608
238.075	99.843336	91.128313	85.982108
238.1	99.452123	91.29913	85.654667
238.125	98.945852	91.413357	85.132467
238.15	98.454754	91.494661	84.703525
238.175	98.056213	91.648948	84.469667
238.2	97.825885	91.852678	84.352692
238.225	97.817926	92.007339	84.399483
238.25	98.032918	92.0964	84.695792
238.275	98.354926	92.218757	85.132108
238.3	98.685025	92.413652	85.3821
238.325	98.968344	92.641539	85.327383
238.35	99.183041	92.902026	85.109033
238.375	99.259918	93.170165	84.828308
238.4	99.191418	93.366	84.46185
238.425	99.068418	93.357678	84.165567
238.45	98.976557	93.211035	84.212333
238.475	98.976262	93.12147	84.656775
238.5	99.084098	93.162643	85.241275
238.525	99.32127	93.227557	85.772108
238.55	99.651598	93.227426	86.2783
238.575	99.934844	93.227243	86.730742
238.6	100.088008	93.301096	86.9883
238.625	100.149475	93.447122	87.02705
238.65	100.157197	93.602026	87.027342
238.675	100.095951	93.699165	87.081683
238.7	100.019484	93.650896	87.113175
238.725	99.989098	93.398417	87.073825
238.75	99.94273	93.048478	86.99615
238.775	99.751098	92.698974	86.8477
238.8	99.359533	92.397739	86.575025
238.825	98.830434	92.128861	86.278842
238.85	98.232197	91.876443	86.076217
238.875	97.634541	91.681417	85.958775
238.9	97.189172	91.575765	85.794967
238.925	97.012533	91.592043	85.545567
238.95	97.112885	91.770861	85.295917
238.975	97.419787	92.104904	85.046575
239	97.840861	92.535896	84.789325
239.025	98.332426	92.95893	84.610008
239.05	98.822934	93.292278	84.6412
239.075	99.283418	93.487739	84.836133
239.1	99.735582	93.455557	84.999867
239.125	100.157246	93.195061	85.08565
239.15	100.395311	92.853191	85.187025
239.175	100.325762	92.608843	85.381958
239.2	99.943098	92.536243	85.592492
239.225	99.359787	92.576243	85.732858
239.25	98.745852	92.69873	85.818575
239.275	98.201475	92.812148	85.904292
239.3	97.825779	92.764078	86.021375
239.325	97.664885	92.4462	86.162033
239.35	97.702762	91.999243	86.325483
239.375	97.802762	91.64073	86.379775
239.4	97.848836	91.478435	86.208167
239.425	97.856451	91.477991	85.880908
239.45	97.917746	91.599974	85.576925
239.475	98.048139	91.820035	85.31925
239.5	98.263246	92.023261	85.015683
239.525	98.562311	92.120835	84.633783
239.55	98.968459	92.104739	84.266942
239.575	99.374779	92.064252	83.892658
239.6	99.713008	92.063565	83.518367
239.625	100.004336	92.153635	83.276625
239.65	100.20323	92.414009	83.323408
239.675	100.180803	92.82053	83.697667
239.7	99.850713	93.202704	84.305892
239.725	99.359959	93.415009	85.070075
239.75	98.937713	93.438922	85.904117
239.775	98.738762	93.357304	86.621492
239.8	98.715918	93.211348	87.042683
239.825	98.768902	93.040165	87.1522
239.85	98.807951	92.918122	86.949458
239.875	98.754148	92.926191	86.419342
239.9	98.62341	93.023765	85.584625
239.925	98.500697	93.137609	84.641167
239.95	98.508779	93.243565	83.884842
239.975	98.669672	93.275991	83.424808
240	98.968795	93.122078	83.190867
240.025	99.352107	92.698974	83.167442
240.05	99.735352	92.128791	83.401417
240.075	100.019426	91.608417	83.845825
240.1	100.134533	91.258174	84.305925
240.125	99.996648	91.071157	84.656767
240.15	99.635639	91.00607	84.890867
240.175	99.206016	91.095817	84.960517
240.2	98.876689	91.307365	84.820579
240.225	98.730959	91.551522	84.540046
240.25	98.654033	91.836548	84.329033
240.275	98.546828	92.178279	84.282775
