time (ns)	S2_61uJ(%)	S2_176uJ(%)	S2_400uJ(%)	
12.65	116.89227	124.300783	143.394583
12.675	116.716451	124.056261	143.340583
12.7	116.493738	123.796	143.137667
12.725	116.287008	123.437913	142.841583
12.75	116.125361	122.958435	142.591917
12.775	115.941705	122.396261	142.4435
12.8	115.650254	121.77	142.34225
12.825	115.304877	121.151739	142.193833
12.85	114.951951	120.606957	141.944333
12.875	114.737131	120.135217	141.555
12.9	114.722197	119.743913	140.977583
12.925	114.906033	119.402348	140.36175
12.95	115.17459	119.117478	139.862583
12.975	115.366328	118.962783	139.464833
13	115.404967	118.938348	139.098833
13.025	115.312582	119.020174	138.880167
13.05	115.174877	119.126087	138.942083
13.075	115.03641	119.19113	139.22325
13.1	114.982549	119.18313	139.4575
13.125	115.044557	119.166609	139.5195
13.15	115.028689	119.198783	139.37875
13.175	114.721844	119.280261	138.989
13.2	114.085197	119.272087	138.33425
13.225	113.356803	119.101043	137.648167
13.25	112.735549	118.800696	137.258667
13.275	112.229582	118.425913	137.250417
13.3	111.769164	117.938	137.515833
13.325	111.44709	117.36	137.983333
13.35	111.401016	116.871739	138.575833
13.375	111.607918	116.530522	139.106333
13.4	111.984025	116.196435	139.324917
13.425	112.536131	115.789652	139.176167
13.45	113.264697	115.447913	138.770917
13.475	114.009066	115.334696	138.178583
13.5	114.584352	115.383217	137.399
13.525	114.936508	115.415826	136.579917
13.55	115.082639	115.359043	135.92475
13.575	114.982754	115.293304	135.480667
13.6	114.675672	115.301913	135.192333
13.625	114.184926	115.529217	135.044083
13.65	113.540672	116.050609	134.989
13.675	112.835238	116.807304	134.934917
13.7	112.190918	117.579652	134.84075
13.725	111.746549	118.173739	134.83325
13.75	111.623131	118.572696	135.044083
13.775	111.800123	118.832957	135.339917
13.8	112.183549	118.995913	135.566
13.825	112.627984	119.060609	135.721833
13.85	112.996721	119.04487	135.878417
13.875	113.219025	118.971565	136.05725
13.9	113.280443	118.824609	136.29925
13.925	113.226049	118.670609	136.790417
13.95	113.111705	118.678261	137.749583
13.975	113.080787	118.987391	139.199583
14	113.318205	119.646609	141.164833
14.025	113.977869	120.614609	143.738083
14.05	115.067508	121.924435	146.950833
14.075	116.447492	123.568	150.584
14.1	118.035205	125.447478	154.217917
14.125	119.76859	127.425217	157.508417
14.15	121.540148	129.524261	160.30725
14.175	123.26627	131.810609	162.568667
14.2	124.937721	134.227217	164.330833
14.225	126.564205	136.618957	165.734417
14.25	128.105205	138.848348	166.904417
14.275	129.493459	140.809391	167.894333
14.3	130.636721	142.290609	168.66675
14.325	131.487787	143.128	169.165417
14.35	132.101721	143.421652	169.3915
14.375	132.660984	143.445391	169.29775
14.4	133.274918	143.291391	168.884583
14.425	133.918852	142.941478	168.292167
14.45	134.440574	142.396435	167.60575
14.475	134.777787	141.713043	166.842
14.5	134.95418	140.898783	165.952833
14.525	134.984836	139.922522	165.079583
14.55	134.85459	138.873043	164.377917
14.575	134.593689	137.897043	163.86325
14.6	134.294508	137.042174	163.419
14.625	134.080082	136.236957	162.9895
14.65	133.957459	135.455739	162.576333
14.675	133.880738	134.853913	162.116667
14.7	133.842344	134.544348	161.477083
14.725	133.92641	134.495826	160.619417
14.75	134.072131	134.601304	159.67625
14.775	134.110475	134.756	158.802333
14.8	133.926984	134.902609	158.100833
14.825	133.53518	134.991739	157.601917
14.85	132.983541	135.130174	157.243167
14.875	132.285361	135.423478	156.91575
14.9	131.557205	135.837826	156.479167
14.925	130.996721	136.326	155.894167
14.95	130.797779	136.822957	155.207667
14.975	130.981566	137.278174	154.436
15	131.395795	137.505913	153.570417
15.025	131.802639	137.326696	152.681333
15.05	132.047664	136.773652	151.956667
15.075	132.116869	136.090174	151.581917
15.1	132.047672	135.431217	151.566333
15.125	131.90218	134.845652	151.824
15.15	131.694836	134.300174	152.253
15.175	131.349607	133.76287	152.697083
15.2	130.797672	133.218087	152.954167
15.225	129.976533	132.705913	152.938833
15.25	128.971967	132.363565	152.720333
15.275	128.036311	132.30687	152.323
15.3	127.369508	132.542435	151.792833
15.325	127.03982	132.998696	151.348
15.35	126.977877	133.584783	151.122
15.375	127.085254	134.121565	151.020833
15.4	127.284664	134.324435	150.6775
15.425	127.469082	134.040174	149.967917
15.45	127.652918	133.421217	149.001583
15.475	127.913861	132.770348	147.863167
15.5	128.343016	132.233913	146.607833
15.525	128.818705	131.827043	145.406333
15.55	129.102779	131.542261	144.525167
15.575	129.003123	131.354696	144.01075
15.6	128.588418	131.142957	143.706417
15.625	127.944508	130.874783	143.512167
15.65	127.170033	130.687478	143.410667
15.675	126.310787	130.720174	143.340667
15.7	125.46677	130.907043	143.239083
15.725	124.777148	131.119043	143.16125
15.75	124.262631	131.265043	143.223333
15.775	123.833598	131.35487	143.339917
15.8	123.51932	131.29	143.371667
15.825	123.418967	130.972261	143.387083
15.85	123.557721	130.386783	143.535083
15.875	123.8415	129.589043	143.65975
15.9	124.20959	128.596609	143.582
15.925	124.638918	127.474174	143.30125
15.95	125.076377	126.432261	143.067583
15.975	125.413557	125.659652	142.9895
16	125.682115	125.171304	142.950417
16.025	125.965836	124.862174	142.7945
16.05	126.257525	124.69113	142.498167
16.075	126.479189	124.650348	142.084583
16.1	126.525852	124.675043	141.570167
16.125	126.38791	124.756609	141.087083
16.15	126.103828	124.984174	140.829167
16.175	125.727951	125.439913	140.806417
16.2	125.328705	126.033826	140.8065
16.225	125.045393	126.603652	140.71275
16.25	124.999672	127.05887	140.51775
16.275	125.221738	127.335391	140.190167
16.3	125.651369	127.286609	139.745917
16.325	126.241639	126.920174	139.316667
16.35	126.947434	126.375043	139.0675
16.375	127.622664	125.805826	138.973417
16.4	128.089926	125.252957	138.950167
16.425	128.20532	124.739565	138.9815
16.45	127.859934	124.373652	138.996667
16.475	126.993189	124.202957	138.7555
16.5	125.681943	124.097565	138.108583
16.525	124.139967	123.950957	137.2275
16.55	122.629205	123.845304	136.40825
16.575	121.348885	123.926174	135.815583
16.6	120.413123	124.170087	135.418417
16.625	119.829705	124.446696	135.19225
16.65	119.507516	124.683043	135.1295
16.675	119.292943	124.789043	135.168333
16.7	119.177902	124.674696	135.137417
16.725	119.254361	124.373565	134.996917
16.75	119.561803	124.161913	134.833
16.775	119.990959	124.194609	134.653667
16.8	120.389787	124.382174	134.420417
16.825	120.666082	124.479478	134.209583
16.85	120.76573	124.398261	134.232833
16.875	120.681311	124.154435	134.466917
16.9	120.558648	123.755652	134.654083
16.925	120.520475	123.21887	134.529417
16.95	120.573746	122.722609	134.10025
16.975	120.566016	122.478087	133.5775
17	120.389779	122.478348	133.148917
17.025	120.090779	122.607913	132.938167
17.05	119.784156	122.73	132.915083
17.075	119.469574	122.795391	132.953833
17.1	119.162377	122.746522	132.9075
17.125	118.963672	122.592435	132.805917
17.15	118.978426	122.396348	132.751583
17.175	119.140074	122.193391	132.743833
17.2	119.278016	121.949565	132.649917
17.225	119.331762	121.68913	132.385
17.25	119.316426	121.541913	132.026
17.275	119.162328	121.615478	131.698667
17.3	118.833344	121.802957	131.472417
17.325	118.41918	121.908522	131.410083
17.35	117.996689	121.851304	131.519083
17.375	117.583107	121.713304	131.737833
17.4	117.199082	121.534261	131.932833
17.425	116.908156	121.323043	131.987583
17.45	116.846156	121.070261	131.79975
17.475	116.98491	120.826348	131.285667
17.5	117.268107	120.61513	130.365
17.525	117.659148	120.444	129.188083
17.55	118.134787	120.313565	127.9875
17.575	118.617934	120.191478	126.949833
17.6	119.124254	120.037043	126.139167
17.625	119.776189	119.841478	125.741167
17.65	120.550656	119.719739	125.951583
17.675	121.233615	119.777043	126.731833
17.7	121.601869	119.939826	127.79975
17.725	121.563279	120.126609	128.914833
17.75	121.07241	120.321652	129.936417
17.775	120.128787	120.574174	130.684833
17.8	118.940557	120.817826	130.98125
17.825	117.912279	121.021913	130.926583
17.85	117.284057	121.265391	130.832833
17.875	116.999746	121.623652	130.888083
17.9	116.892607	121.941478	131.03625
17.925	116.938852	121.92487	131.1605
17.95	117.183869	121.534435	131.13725
17.975	117.605705	120.973217	130.810083
18	118.050607	120.468087	130.10025
18.025	118.388369	120.045217	129.25775
18.05	118.603246	119.719478	128.602917
18.075	118.771393	119.467304	128.213667
18.1	118.886328	119.256	127.932333
18.125	118.82491	119.028435	127.60475
18.15	118.449566	118.824783	127.16875
18.175	117.744189	118.694435	126.552833
18.2	116.93073	118.637478	125.8275
18.225	116.209779	118.605217	125.171917
18.25	115.672721	118.605043	124.743333
18.275	115.319984	118.638	124.50975
18.3	115.235615	118.637217	124.423583
18.325	115.466361	118.57287	124.587667
18.35	115.926311	118.507478	125.203167
18.375	116.432164	118.499739	126.349333
18.4	116.923033	118.597391	127.971417
18.425	117.590426	118.889739	130.037417
18.45	118.61841	119.557304	132.447667
18.475	120.152025	120.704	134.997083
18.5	122.17673	122.307043	137.48425
18.525	124.569885	124.423043	139.8545
18.55	127.078148	127.058522	142.178583
18.575	129.462934	130.02087	144.369417
18.6	131.572549	132.868696	146.279917
18.625	133.305492	135.243913	147.925583
18.65	134.586311	137.140174	149.367917
18.675	135.514016	138.734783	150.576333
18.7	136.265902	140.166609	151.449333
18.725	137.017213	141.517304	151.932917
18.75	137.876311	142.844	151.956833
18.775	138.858689	144.039913	151.402667
18.8	139.87041	144.861304	150.264333
18.825	140.745	145.146087	148.852917
18.85	141.328115	144.999826	147.519583
18.875	141.65	144.560696	146.459167
18.9	141.864918	143.893391	145.640333
18.925	142.095082	143.022174	145.118417
18.95	142.286311	142.045913	144.900167
18.975	142.210164	141.094609	144.75925
19	141.672705	140.134522	144.416333
19.025	140.637623	139.044	143.870667
19.05	139.310902	137.790957	143.324917
19.075	137.976475	136.513652	142.927333
19.1	136.971885	135.399043	142.716583
19.125	136.541721	134.544174	142.685667
19.15	136.641639	133.991478	142.778667
19.175	137.002049	133.730783	142.872083
19.2	137.232623	133.673391	142.841417
19.225	137.139918	133.697913	142.716167
19.25	136.756721	133.738783	142.451333
19.275	136.327131	133.820261	141.98325
19.3	136.066475	133.934609	141.273667
19.325	136.082295	134.048435	140.432083
19.35	136.288934	134.09713	139.72225
19.375	136.572705	134.031652	139.239083
19.4	136.849098	133.755478	138.919333
19.425	137.071066	133.332348	138.630917
19.45	137.17082	132.949652	138.302833
19.475	137.063607	132.819565	137.921167
19.5	136.741557	132.949913	137.500167
19.525	136.28877	133.275304	137.039833
19.55	135.783115	133.698522	136.54125
19.575	135.23041	134.129217	136.026083
19.6	134.708934	134.422348	135.527
19.625	134.325574	134.422348	135.083
19.65	134.141721	134.121739	134.67725
19.675	134.110574	133.657565	134.303
19.7	134.110984	133.104609	134.007167
19.725	134.011311	132.469652	133.874
19.75	133.711721	131.810696	133.905667
19.775	133.236475	131.297739	134.03
19.8	132.69959	130.997304	134.201583
19.825	132.231885	130.891304	134.467
19.85	131.863443	130.87513	134.809917
19.875	131.487869	130.761217	135.059417
19.9	130.927787	130.338174	135.122083
19.925	130.076803	129.613565	135.075083
19.95	129.025984	128.832348	135.00475
19.975	128.028525	128.295304	134.911583
20	127.307541	128.026696	134.802333
20.025	126.962459	127.945739	134.716083
20.05	126.932295	128.067826	134.6535
20.075	127.131393	128.449826	134.467
20.1	127.499836	128.954696	134.045667
20.125	127.967623	129.386174	133.50025
20.15	128.427869	129.694696	133.016083
20.175	128.810984	129.857739	132.67325
20.2	129.148934	129.849652	132.408167
20.225	129.478607	129.686783	132.19775
20.25	129.716311	129.467652	132.025833
20.275	129.701148	129.263652	131.846917
20.3	129.417213	129.035739	131.644083
20.325	128.994836	128.759652	131.426083
20.35	128.5965	128.53113	131.30125
20.375	128.305107	128.458435	131.292833
20.4	128.197139	128.506957	131.35525
20.425	128.28173	128.515739	131.480667
20.45	128.404328	128.36913	131.64425
20.475	128.342852	128.035652	131.776583
20.5	128.074467	127.53887	131.776917
20.525	127.783426	127.026174	131.597583
20.55	127.637762	126.708783	131.25425
20.575	127.63759	126.635652	130.770917
20.6	127.661008	126.660174	130.131333
20.625	127.606795	126.635826	129.429833
20.65	127.422721	126.513478	128.852917
20.675	127.169738	126.318435	128.3925
20.7	126.955221	126.009043	127.87
20.725	126.931984	125.569739	127.161
20.75	127.11623	125.073913	126.37325
20.775	127.300311	124.528609	125.601
20.8	127.239008	123.942783	124.805417
20.825	126.870574	123.39713	124.0415
20.85	126.341475	123.08	123.488167
20.875	125.920082	123.12887	123.199667
20.9	125.743443	123.340783	123.059083
20.925	125.827459	123.462522	123.0125
20.95	126.08041	123.470348	123.098417
20.975	126.349492	123.470348	123.292917
21	126.594213	123.503478	123.456667
21.025	126.770672	123.48713	123.53475
21.05	126.847885	123.422174	123.589333
21.075	126.801746	123.421826	123.635917
21.1	126.717549	123.60113	123.60525
21.125	126.694303	123.926696	123.526583
21.15	126.740254	124.22713	123.487833
21.175	126.740541	124.325043	123.504
21.2	126.579533	124.097391	123.503417
21.225	126.203066	123.633304	123.620917
21.25	125.651541	123.129304	124.026
21.275	125.106582	122.738087	124.65
21.3	124.746574	122.494174	125.19525
21.325	124.584926	122.331478	125.422
21.35	124.439213	122.144087	125.304667
21.375	124.186057	121.843304	124.883417
21.4	123.894672	121.403739	124.275583
21.425	123.733672	120.88287	123.722333
21.45	123.725779	120.443739	123.464333
21.475	123.803033	120.224174	123.495667
21.5	123.871803	120.191565	123.589333
21.525	123.89459	120.289391	123.612333
21.55	123.803197	120.427652	123.558333
21.575	123.50341	120.484609	123.4255
21.6	122.990172	120.362261	123.183833
21.625	122.38373	120.077478	122.980833
21.65	121.854631	119.744	122.973
21.675	121.525	119.492174	123.1685
21.7	121.486877	119.378348	123.425833
21.725	121.670541	119.377826	123.589083
21.75	121.923467	119.451217	123.589333
21.775	122.046189	119.589565	123.394167
21.8	121.969959	119.809304	123.0595
21.825	121.732074	120.199391	122.685
21.85	121.440443	120.712435	122.310333
21.875	121.210697	121.192435	121.842417
21.9	121.09559	121.436348	121.211083
21.925	121.065082	121.346957	120.493833
21.95	121.01882	120.915478	119.846167
21.975	120.957803	120.167043	119.308583
22	120.988246	119.076696	118.903167
22.025	121.164648	117.831826	118.685167
22.05	121.36418	116.839913	118.661333
22.075	121.455746	116.335304	118.739667
22.1	121.401885	116.205043	118.739
22.125	121.27191	116.20513	118.685167
22.15	121.0345	116.261565	118.645833
22.175	120.750492	116.424522	118.63825
22.2	120.605	116.603652	118.61425
22.225	120.727484	116.700783	118.629833
22.25	121.01109	116.742087	118.731417
22.275	121.210861	116.896348	118.825167
22.3	121.172336	117.206087	118.7235
22.325	120.888377	117.661478	118.412083
22.35	120.550557	118.295913	118.068833
22.375	120.30559	118.987739	117.826917
22.4	120.228721	119.516696	117.687
22.425	120.236566	119.719565	117.60075
22.45	120.182648	119.65487	117.577167
22.475	119.921639	119.45913	117.593583
22.5	119.430951	119.20713	117.585333
22.525	118.82509	118.96287	117.49175
22.55	118.403598	118.759565	117.351667
22.575	118.388082	118.621217	117.179833
22.6	118.756393	118.466783	117.0165
22.625	119.278049	118.222696	116.9925
22.65	119.784369	117.937913	117.195583
22.675	120.259123	117.645217	117.53075
22.7	120.76591	117.343913	117.842917
22.725	121.394893	117.059304	118.177833
22.75	122.192369	116.945478	118.614333
22.775	123.127738	117.18087	119.11375
22.8	124.202033	117.79113	119.604917
22.825	125.413336	118.72687	120.126917
22.85	126.678738	119.915217	120.82125
22.875	127.852631	121.241652	121.741333
22.9	128.902943	122.607913	122.817583
22.925	129.999623	123.999913	124.026333
22.95	131.280615	125.480261	125.351833
22.975	132.715295	127.107391	126.72425
23	134.156803	128.783913	127.924417
23.025	135.590902	130.42713	128.945917
23.05	137.04041	132.038435	129.87425
23.075	138.398361	133.649304	130.779
23.1	139.42623	135.227565	131.605083
23.125	140.016475	136.708435	132.37675
23.15	140.246311	137.953304	133.11
23.175	140.207869	138.922087	133.663833
23.2	140.001066	139.580609	133.788333
23.225	139.69418	139.874	133.49225
23.25	139.433607	139.816609	132.977417
23.275	139.349426	139.475217	132.408417
23.3	139.510246	138.946087	131.791917
23.325	139.870574	138.336261	131.114167
23.35	140.330574	137.782957	130.466333
23.375	140.829344	137.368087	129.858583
23.4	141.350656	137.042348	129.281333
23.425	141.864836	136.692348	128.915167
23.45	142.378197	136.286	128.962
23.475	142.946557	135.821652	129.390667
23.5	143.605492	135.301217	129.999
23.525	144.326475	134.731304	130.60675
23.55	144.932459	134.22687	131.043667
23.575	145.201311	133.925913	131.1135
23.6	145.047295	133.819913	130.68475
23.625	144.686967	133.812261	129.913333
23.65	144.249672	133.804348	129.024167
23.675	143.766967	133.73113	128.088333
23.7	143.192049	133.503043	127.121333
23.725	142.616066	133.15313	126.271833
23.75	141.979426	132.844174	125.624167
23.775	141.13582	132.779217	125.11725
23.8	140.062295	133.007043	124.618583
23.825	138.958115	133.429478	124.244417
23.85	138.014262	133.950087	124.080833
23.875	137.339754	134.397565	124.057333
23.9	136.918115	134.634	124.01025
23.925	136.718689	134.495652	123.9165
23.95	136.626148	133.99913	123.7925
23.975	136.588443	133.283478	123.604667
24	136.695164	132.55113	123.316333
24.025	136.979344	131.956783	122.997167
24.05	137.347623	131.59113	122.700583
24.075	137.661967	131.322609	122.381
24.1	137.86082	130.964	122.029583
24.125	137.922705	130.492261	121.726
24.15	137.692869	130.061478	121.601083
24.175	137.025574	129.792783	121.608833
24.2	136.035738	129.613391	121.61675
24.225	135.06918	129.402174	121.522667
24.25	134.36377	129.08487	121.312333
24.275	133.888525	128.661826	121.024417
24.3	133.53582	128.092261	120.719667
24.325	133.24377	127.506696	120.517167
24.35	132.890902	127.197565	120.540833
24.375	132.377705	127.384261	120.696667
24.4	131.786639	128.010435	120.751417
24.425	131.219508	128.783913	120.5015
24.45	130.70541	129.443043	119.924583
24.475	130.153033	129.914435	119.13725
24.5	129.616639	130.142783	118.27925
24.525	129.202623	130.077913	117.52325
24.55	128.956557	129.695478	117.024083
24.575	128.803279	129.044522	116.813333
24.6	128.742131	128.125043	116.798083
24.625	128.82623	127.001826	116.8445
24.65	129.079672	125.871217	116.876167
24.675	129.432377	124.927565	116.844917
24.7	129.846393	124.259652	116.712333
24.725	130.329508	123.812174	116.594917
24.75	130.866721	123.560261	116.5795
24.775	131.410738	123.43	116.579833
24.8	131.948361	123.267217	116.46225
24.825	132.41582	123.014783	116.30675
24.85	132.738279	122.88487	116.27575
24.875	132.845574	123.048	116.345667
24.9	132.791721	123.479043	116.4075
24.925	132.738361	123.909913	116.477917
24.95	132.630984	124.19513	116.696167
24.975	132.400656	124.341217	117.093667
25	131.993934	124.365565	117.6085
25.025	131.533852	124.316783	118.193333
25.05	131.058279	124.30913	118.754667
25.075	130.52918	124.374087	119.074417
25.1	129.969262	124.381826	118.996833
25.125	129.462869	124.227478	118.591583
25.15	129.010164	123.942609	118.06875
25.175	128.527541	123.666174	117.491833
25.2	128.059262	123.438	116.907
25.225	127.71418	123.218435	116.446583
25.25	127.537951	123.096609	116.182083
25.275	127.492295	123.12913	116.018333
25.3	127.61459	123.275391	115.799333
25.325	127.967705	123.454348	115.597167
25.35	128.435246	123.61713	115.527
25.375	128.818934	123.690522	115.573583
25.4	129.010328	123.592783	115.604833
25.425	129.04123	123.364522	115.63625
25.45	128.887787	123.161565	115.807167
25.475	128.488934	122.990261	116.056667
25.5	127.867951	122.713913	116.2445
25.525	127.169918	122.209652	116.34575
25.55	126.548377	121.566957	116.462417
25.575	126.03432	120.899913	116.657417
25.6	125.643221	120.183478	116.8365
25.625	125.375074	119.516522	116.945917
25.65	125.244566	119.126174	117.0005
25.675	125.19832	119.126	116.946333
25.7	125.129697	119.321304	116.704083
25.725	124.968287	119.484087	116.259833
25.75	124.777213	119.573565	115.7295
25.775	124.600656	119.597478	115.175583
25.8	124.500984	119.532957	114.731083
25.825	124.531721	119.313043	114.497583
25.85	124.700164	119.044435	114.450833
25.875	124.922623	118.873739	114.412083
25.9	125.098852	118.817043	114.18575
25.925	125.214361	118.954957	113.819083
25.95	125.291	119.353565	113.44475
25.975	125.344098	119.915217	113.180167
26	125.421205	120.427391	113.086167
26.025	125.605459	120.728696	113.18725
26.05	125.881336	120.875565	113.468
26.075	126.034787	120.915652	113.748833
26.1	125.881213	120.810174	113.873833
26.125	125.428467	120.590087	113.803917
26.15	124.922615	120.354087	113.632083
26.175	124.58541	120.134696	113.359417
26.2	124.447377	119.809391	113.007917
26.225	124.408689	119.337739	112.680417
26.25	124.339836	118.841478	112.571833
26.275	124.178279	118.442	112.6495
26.3	123.948607	118.108783	112.751167
26.325	123.757213	117.791217	112.836667
26.35	123.687951	117.612783	112.961083
26.375	123.649484	117.612435	113.046833
26.4	123.495795	117.612348	112.90675
26.425	123.073959	117.506609	112.564083
26.45	122.407213	117.319739	112.259667
26.475	121.617049	117.213652	112.119667
26.5	120.926639	117.124348	112.034
26.525	120.481803	117.018261	111.95525
26.55	120.282295	116.896	111.924417
26.575	120.220738	116.709304	111.877833
26.6	120.221311	116.392348	111.737167
26.625	120.351721	115.936522	111.573667
26.65	120.643197	115.46487	111.479667
26.675	121.034434	115.074087	111.362667
26.7	121.417508	114.789478	111.113333
26.725	121.708959	114.561391	110.762667
26.75	121.893434	114.317565	110.458667
26.775	121.862287	113.918087	110.240333
26.8	121.663279	113.316261	110.044917
26.825	121.448	112.624783	109.865917
26.85	121.402623	112.071217	109.764333
26.875	121.548115	111.746261	109.764083
26.9	121.762459	111.591913	109.865917
26.925	121.939443	111.518522	110.100167
26.95	121.954246	111.486087	110.4505
26.975	121.708803	111.53487	110.723333
27	121.286902	111.67287	110.715417
27.025	120.911025	111.933565	110.474417
27.05	120.811311	112.290957	110.225
27.075	121.010721	112.74713	110.115583
27.1	121.448254	113.24313	110.240083
27.125	122.0085	113.69113	110.660833
27.15	122.560557	114.08113	111.378917
27.175	123.050902	114.463826	112.228833
27.2	123.503598	114.89513	113.09425
27.225	124.025451	115.480696	114.01425
27.25	124.692615	116.465043	115.043667
27.275	125.513361	118.011217	116.111667
27.3	126.502213	120.036783	117.047667
27.325	127.584098	122.209739	117.834833
27.35	128.70377	124.21113	118.497917
27.375	129.846557	125.822	118.965833
27.4	131.158033	126.969565	119.082083
27.425	132.821885	127.824	118.910833
27.45	134.839836	128.645478	118.653917
27.475	137.048443	129.540609	118.481917
27.5	139.242131	130.394522	118.435167
27.525	141.159262	131.029565	118.607083
27.55	142.516803	131.485217	119.113833
27.575	143.130246	131.957304	119.90925
27.6	143.115	132.534609	120.767083
27.625	142.80082	133.161652	121.499667
27.65	142.363443	133.73887	122.07675
27.675	141.787869	134.226696	122.419667
27.7	141.090164	134.650261	122.364833
27.725	140.307459	135.000261	122.00625
27.75	139.46377	135.236348	121.64775
27.775	138.620328	135.28487	121.483917
27.8	137.976066	135.089391	121.421417
27.825	137.631311	134.666783	121.265833
27.85	137.562131	134.048174	120.92275
27.875	137.577295	133.283043	120.407667
27.9	137.546885	132.44513	119.745583
27.925	137.447377	131.631217	119.10575
27.95	137.301066	130.956174	118.708333
27.975	137.109508	130.379043	118.505833
28	136.871475	129.784435	118.302583
28.025	136.572951	129.165913	117.990667
28.05	136.196557	128.645478	117.640333
28.075	135.798033	128.319913	117.27325
28.1	135.522131	128.068	116.83675
28.125	135.460656	127.734	116.384167
28.15	135.567623	127.368087	116.041333
28.175	135.637377	127.075391	115.792
28.2	135.498934	126.920435	115.495833
28.225	135.084754	126.863739	115.160417
28.25	134.387049	126.815043	114.895417
28.275	133.535574	126.765652	114.661083
28.3	132.853115	126.717217	114.302917
28.325	132.668607	126.635739	113.834833
28.35	132.967623	126.497826	113.48375
28.375	133.473934	126.334609	113.3825
28.4	133.911311	126.196522	113.507333
28.425	134.148934	126.147652	113.7335
28.45	134.187787	126.163739	113.990667
28.475	134.041803	126.164261	114.201
28.5	133.811885	126.057913	114.286833
28.525	133.558607	125.878696	114.287
28.55	133.236311	125.716261	114.287
28.575	132.837623	125.627217	114.35725
28.6	132.392459	125.496261	114.443
28.625	132.062951	125.301565	114.443
28.65	131.863607	125.049304	114.20925
28.675	131.687213	124.837565	113.624417
28.7	131.53377	124.691043	112.711667
28.725	131.44918	124.626087	111.74525
28.75	131.41877	124.666696	110.972917
28.775	131.303361	124.707478	110.450417
28.8	131.035	124.57687	110.107333
28.825	130.674672	124.162609	109.998833
28.85	130.314672	123.584348	110.177917
28.875	129.992131	123.063913	110.528917
28.9	129.754262	122.714174	110.864
28.925	129.693115	122.559391	111.206667
28.95	129.769508	122.65713	111.558167
28.975	129.823689	123.030957	111.776
29	129.785082	123.527478	111.8
29.025	129.708607	123.975391	111.814917
29.05	129.662623	124.267739	112.05675
29.075	129.624016	124.381565	112.407833
29.1	129.585574	124.252087	112.556083
29.125	129.508689	123.812261	112.384083
29.15	129.324836	123.145043	111.854333
29.175	128.987705	122.477826	110.957917
29.2	128.68082	121.916609	109.811167
29.225	128.565738	121.379913	108.80525
29.25	128.58877	120.826696	108.251583
29.275	128.512131	120.27313	108.0255
29.3	128.22041	119.752261	107.846667
29.325	127.890656	119.345652	107.674917
29.35	127.74541	119.175043	107.628333
29.375	127.875656	119.361391	107.744917
29.4	128.220574	119.80913	107.893417
29.425	128.634672	120.297391	108.088417
29.45	128.941557	120.696087	108.407583
29.475	129.033279	120.980522	108.742833
29.5	128.872623	121.08713	108.883417
29.525	128.527459	120.907913	108.797833
29.55	128.113443	120.509217	108.602333
29.575	127.745246	120.101913	108.3685
29.6	127.545738	119.792696	108.166083
29.625	127.606803	119.56513	108.15075
29.65	127.913934	119.499739	108.5245
29.675	128.273934	119.662783	109.202917
29.7	128.511639	120.004522	109.897417
29.725	128.503934	120.321739	110.434917
29.75	128.220902	120.493043	110.82475
29.775	127.745246	120.501304	110.99625
29.8	127.3	120.273391	110.887083
29.825	127.108279	119.777043	110.474417
29.85	127.215984	119.149826	109.858333
29.875	127.445902	118.580783	109.117167
29.9	127.606639	118.10913	108.244167
29.925	127.591639	117.742957	107.339333
29.95	127.469262	117.547043	106.590667
29.975	127.361492	117.571565	106.068333
30	127.40768	117.701826	105.756667
30.025	127.637828	117.758522	105.6245
30.05	127.990107	117.669739	105.709667
30.075	128.289861	117.547652	105.920667
30.1	128.435467	117.466348	106.075917
30.125	128.350574	117.384957	106.161917
30.15	128.05941	117.221913	106.286917
30.175	127.637344	116.978174	106.380833
30.2	127.238574	116.717391	106.255917
30.225	126.954738	116.473565	105.935667
30.25	126.67927	116.188348	105.67825
30.275	126.203639	115.838957	105.6475
30.3	125.513016	115.350174	105.780417
30.325	124.799918	114.788783	105.975
30.35	124.301311	114.333217	106.154333
30.375	124.102295	114.121652	106.193
30.4	124.178934	114.179217	105.967
30.425	124.400984	114.487739	105.514583
30.45	124.646328	115.00913	105.000667
30.475	124.807328	115.651826	104.516833
30.5	124.899951	116.286261	104.08
30.525	124.960598	116.766696	103.753083
30.55	124.869262	117.067391	103.597083
30.575	124.469787	117.254174	103.534667
30.6	123.725754	117.335652	103.417583
30.625	122.820902	117.287217	103.261833
30.65	121.954566	117.116522	103.112917
30.675	121.179746	116.920783	103.0275
30.7	120.474189	116.725217	102.996417
30.725	119.860844	116.498174	103.050917
30.75	119.400598	116.155652	103.214333
30.775	119.163008	115.635391	103.44875
30.8	119.170451	114.935217	103.6595
30.825	119.423369	114.195391	103.86225
30.85	119.830221	113.609043	104.1035
30.875	120.297893	113.340957	104.306583
30.9	120.734779	113.413739	104.368417
30.925	121.064689	113.698696	104.42325
30.95	121.194959	113.97513	104.64975
30.975	121.072303	114.048609	105.070583
31	120.796541	113.861565	105.413417
31.025	120.5435	113.470696	105.546333
31.05	120.405557	113.039913	105.483917
31.075	120.343787	112.698087	105.218583
31.1	120.266975	112.396609	104.7195
31.125	120.136828	112.023043	104.118833
31.15	119.937426	111.615565	103.65925
31.175	119.645984	111.371652	103.417583
