Time(ns)	Pump_35(uJ)	Pump_73(uJ)	Pump_140(uJ)	Pump_260(uJ)	Pump_400(uJ) Amplitude(arb. Unit)

0	-0.00557653	-0.00400889	0.0079565	0.00674077	0.00430931	-0.00292336666666667
0	-0.00564056	-0.00477673	0.00834042	0.0072207	0.00450127	-0.0052375
0	-0.00445679	-0.00560852	0.0085964	0.00757258	0.00386141	-3.28733333333333E-4
0	-0.00199333	-0.00596045	0.0089163	0.00760462	0.00325354	0.00543553333333333
0	2.7818E-4	-0.00535259	0.00997211	0.00718866	0.00331752	0.00337386666666667
0	0.001142	-0.00359298	0.01153977	0.00654881	0.00395739	-0.00129646666666667
0	0.00120598	-0.00103354	0.01237158	0.00574899	0.00478921	0.00184513333333333
0	0.00155791	0.00187783	0.01176371	0.00456525	0.00594095	0.00730086666666667
0	0.00206979	0.00494917	0.01013203	0.00306158	0.00731665	0.00472026666666667
0	0.00181385	0.00843643	0.00802052	0.00194182	0.00837241	-8.617E-4
0	8.5406E-4	0.0122116	0.00587698	0.00168587	0.00834042	-0.00104403333333333
0	-1.6972E-4	0.01518695	0.00459725	0.00184584	0.00715668	4.286E-4
0	-0.00128948	0.0163707	0.00507714	0.00181385	0.00504515	-0.00139463333333333
0	-0.00311308	0.0158268	0.00651683	0.00181385	0.00254969	-9.03766666666667E-4
0	-0.00564056	0.01435514	0.00734864	0.00261367	2.4619E-4	0.00493063333333333
0	-0.00807201	0.01243555	0.0069967	0.00408536	-0.00112952	0.00826863333333333
0	-0.00976767	0.01006806	0.00629288	0.00526912	-0.0011935	0.0055337
0	-0.01063146	0.00770057	0.005845	0.00574899	-3.2969E-4	0.00173293333333333
0	-0.01063146	0.00603696	0.00555703	0.00616489	5.6612E-4	-2.02E-5
0	-0.00979965	0.00498116	0.00539705	0.00686876	9.8203E-4	-8.056E-4
0	-0.00839196	0.00363745	0.00578097	0.0072207	0.00101402	-0.0017593
0	-0.00695224	0.00158989	0.00632487	0.00654881	9.5004E-4	-0.00206786666666667
0	-0.00564056	-5.2165E-4	0.00606894	0.00504515	8.5406E-4	-7.35466666666667E-4
0	-0.00420085	-0.00196134	0.00494917	0.00354147	7.5808E-4	0.00197136666666667
0	-0.00260119	-0.00244123	0.00382941	0.00232574	9.8203E-4	0.0041312
0	-0.00116151	-0.00221728	0.00334952	0.00107801	0.00171787	0.0048605
0	8.622E-5	-0.00154543	0.00315756	-5.5364E-4	0.00280563	0.0075814
0	0.00133395	-8.0958E-4	0.00302958	-0.00244123	0.00366945	0.0102742
0	0.00280563	-2.9769E-4	0.00331752	-0.0039449	0.00382941	0.00515503333333333
0	0.00443728	-7.374E-5	0.00443728	-0.00468075	0.00331752	-0.00286726666666667
0	0.00594095	-1.0574E-4	0.00597293	-0.00477673	0.00258168	-0.00258676666666667
0	0.00648484	-4.8965E-4	0.00702874	-0.00484071	0.00187783	0.00313543333333333
0	0.005845	-0.00106553	0.00706072	-0.00528862	8.2206E-4	0.00500076666666667
0	0.00488519	-0.00112952	0.00629288	-0.00596045	-6.8161E-4	0.0027848
0	0.00469323	-2.0172E-4	0.00546108	-0.00660036	-0.00192934	0.0025043
0	0.00507714	0.00117399	0.00526912	-0.00720822	-0.00231326	0.00449586666666667
0	0.00494917	0.00216577	0.005845	-0.00768809	-0.00240924	0.0036263
0	0.00414934	0.00258168	0.00670879	-0.00768809	-0.00311308	0.0015506
0	0.00370144	0.00277364	0.00715668	-0.00711221	-0.00455277	0.00333176666666667
0	0.00395739	0.00280563	0.00696472	-0.00634437	-0.0061844	0.00595443333333333
0	0.00379742	0.00222976	0.0065808	-0.00573651	-0.00762412	0.00403303333333333
0	0.0024857	9.5004E-4	0.00645286	-0.00506466	-0.0090638	-0.00117023333333333
0	8.5406E-4	-5.8563E-4	0.00642087	-0.00420085	-0.01056749	-0.00370876666666667
0	3.1017E-4	-0.00173738	0.00632487	-0.00336903	-0.01191116	-0.0019837
0	8.8605E-4	-0.00263319	0.00645286	-0.00237724	-0.01255106	-6.373E-4
0	0.00142993	-0.00356099	0.00680479	-0.00100154	-0.01197518	-0.00121233333333333
0	0.00111	-0.00445679	0.0069967	4.0615E-4	-0.01021555	-6.79366666666667E-4
0	-9.76E-6	-0.00509666	0.00686876	8.8605E-4	-0.0082	0.0025604
0	-0.00144945	-0.00525664	0.00654881	4.7014E-4	-0.00688827	0.0065716
0	-0.00282515	-0.00487271	0.00590896	2.1419E-4	-0.00624842	0.00745513333333333
0	-0.00378494	-0.00368896	0.00472522	4.0615E-4	-0.00535259	0.0047483
0	-0.00416886	-0.00196134	0.00354147	2.4619E-4	-0.00388092	8.774E-4
0	-0.00404088	-3.2969E-4	0.00334952	-7.136E-4	-0.00266518	-0.00247456666666667
0	-0.00362497	8.2206E-4	0.00414934	-0.00160941	-0.00237724	-0.0026569
0	-0.00311308	0.00165389	0.00498116	-0.00157742	-0.00266518	0.00190123333333333
0	-0.00288913	0.00226175	0.00536507	-6.4962E-4	-0.00253721	0.00727283333333333
0	-0.00311308	0.0024857	0.00587698	7.9007E-4	-0.00170539	0.00671183333333333
0	-0.00327305	0.00270965	0.00683678	0.0024857	-7.456E-4	8.35333333333333E-4
0	-0.0025692	0.00328553	0.00776454	0.00395739	-2.0172E-4	-1.885E-4
0	-0.00106553	0.0038934	0.00818045	0.00450127	3.1017E-4	0.00681
0	1.1822E-4	0.00376543	0.00840444	0.00414934	0.00133395	0.0105687333333333
0	8.622E-5	0.00315756	0.00856437	0.00376543	0.00274165	0.0052392
0	-6.4962E-4	0.0029656	0.00811648	0.00395739	0.00386141	3.164E-4
0	-8.7357E-4	0.00363745	0.00651683	0.00453326	0.00440529	0.00201343333333333
0	-1.6972E-4	0.00485319	0.00427732	0.00485319	0.00475721	0.00442573333333333
0	8.2206E-4	0.00613291	0.00232574	0.00446928	0.00533309	0.0037946
0	0.00171787	0.00715668	0.00101402	0.00347749	0.00610092	0.00285493333333333
0	0.00277364	0.00747663	-7.374E-5	0.00238972	0.00680479	0.00212563333333333
0	0.00414934	0.00683678	-0.00116151	0.00162189	0.00706072	2.88366666666667E-4
0	0.00517312	0.005621	-0.00196134	0.00111	0.00683678	-0.00126843333333333
0	0.00501316	0.00418134	-0.0021213	7.2609E-4	0.00645286	-7.63533333333333E-4
0	0.00405336	0.00245371	-0.00164141	8.5406E-4	0.00632487	0.00128413333333333
0	0.00315756	4.3815E-4	-7.7759E-4	0.00200581	0.0065808	0.0037245
0	0.00293361	-0.00103354	1.5021E-4	0.00363745	0.00686876	0.00678196666666667
0	0.00334952	-0.00125749	8.5406E-4	0.00472522	0.00702874	0.00891373333333333
0	0.00408536	-6.4962E-4	0.00149392	0.00498116	0.00725268	0.00544956666666667
0	0.00478921	-4.175E-5	0.00226175	0.00507714	0.0076366	-0.00230626666666667
0	0.00520512	4.0615E-4	0.00312556	0.00533309	0.00779658	-0.00628936666666667
0	0.0053011	7.5808E-4	0.0034455	0.00520512	0.0075406	-0.00426976666666667
0	0.00510914	7.2609E-4	0.00286962	0.00453326	0.00728467	-4.129E-4
0	0.00456525	2.7818E-4	0.00206979	0.00398938	0.00725268	0.0035702
0	0.0038934	1.1822E-4	0.00165389	0.00405336	0.00686876	0.0077216
0	0.00363745	0.001142	0.00158989	0.00411735	0.00549306	0.0102040333333333
0	0.00418134	0.00293361	0.00174986	0.00354147	0.00334952	0.00856313333333333
0	0.00520512	0.00440529	0.00242172	0.00280563	0.00107801	7.51166666666667E-4
0	0.00613291	0.00517312	0.00354147	0.00280563	-7.7759E-4	-0.0087017
0	0.0066768	0.00568502	0.00424532	0.00354147	-0.00189735	-0.00756563333333333
0	0.00680479	0.00642087	0.00386141	0.00408536	-0.00192934	0.00354216666666667
0	0.00642087	0.00731665	0.00306158	0.00398938	-0.00109752	0.0092363
0	0.00552504	0.00824447	0.0029656	0.00376543	-2.657E-4	0.00420133333333333
0	0.00462924	0.0093322	0.00338151	0.00376543	2.1419E-4	-0.00105803333333333
0	0.00418134	0.01064394	0.00322154	0.00366945	8.8605E-4	0.0021677
0	0.00411735	0.01182768	0.00219776	0.00302958	0.0020378	0.00613676666666667
0	0.00424532	0.01253155	8.5406E-4	0.00181385	0.00315756	0.00128413333333333
0	0.00472522	0.01259552	-4.5766E-4	1.5021E-4	0.00376543	-0.00396123333333333
0	0.00565304	0.0122116	-0.00170539	-0.00189735	0.00424532	-4.54966666666667E-4
0	0.00664482	0.01150773	-0.00253721	-0.00413686	0.00478921	0.00577216666666667
0	0.00725268	0.01054793	-0.00269717	-0.00615241	0.00498116	0.00818446666666667
0	0.00773256	0.00946019	-0.00250521	-0.0075601	0.0043733	0.00776366666666667
0	0.0085004	0.00814846	-0.00208931	-0.00829596	0.00328553	0.0048044
0	0.00939623	0.00661283	-0.00125749	-0.0082	0.00200581	7.79666666666667E-5
0	0.00968414	0.00539705	8.622E-5	-0.00727219	4.3815E-4	-0.0014227
0	0.00910826	0.00485319	0.00126997	-0.0058645	-0.00132147	8.213E-4
0	0.00814846	0.00469323	0.00146193	-0.00458477	-0.00269717	0.0015506
0	0.00750861	0.00430931	6.621E-4	-0.00340102	-0.00365697	-9.03333333333333E-5
0	0.00741266	0.00366945	-6.1763E-4	-0.00192934	-0.0044248	-6.934E-4
0	0.00757258	0.00322154	-0.00199333	-1.3773E-4	-0.00487271	0.00131216666666667
0	0.00770057	0.00328553	-0.00308109	0.00117399	-0.00429683	0.00184513333333333
0	0.0075406	0.0034455	-0.00340102	0.00130196	-0.00276116	-0.0025447
0	0.00686876	0.00312556	-0.00279315	4.0615E-4	-0.00112952	-0.00477466666666667
0	0.005621	0.00210178	-0.00183336	-5.8563E-4	1.1822E-4	5.26766666666667E-4
