Wavelength_(nm)	S1_1.3uJ(arb.units)	S1_15uJ(arb.units)	S1_400uJ(arb.units)
447.24	4.7567E-4	0.00210681	0.00557324
447.68	0.00475787	-0.00176711	0.00149518
448.12	0.00122326	0.0042818	0.00601522
448.56	0.00149518	0.00261657	0.00802016
449	0.00237873	1.3596E-4	0.00237873
449.44	0.0018012	0.00118957	0.00720439
449.88	0.00268475	3.409E-5	4.4198E-4
450.32	0.0018012	0.00108729	0.00129144
450.76	0.00125735	6.4572E-4	0.00186898
451.2	0.00183529	-3.0602E-4	0.00448595
451.64	0.00132553	0.00224277	0.00295668
452.08	0.00482565	0.00227686	6.4572E-4
452.52	-0.00268475	-0.00635492	-0.00217499
452.96	-9.8542E-4	-4.7567E-4	0.00135922
453.4	0.00231096	6.778E-5	7.8168E-4
453.84	0.00299036	0.0036024	0.0036024
454.28	-0.00169933	0.00227686	0.00533541
454.72	6.1163E-4	-0.0014274	0.00458782
455.16	0.00282071	0.00190307	3.738E-4
455.6	0.00285481	0.00275253	0.00468969
456.04	0.00186898	0.00156336	0.00217499
456.47	-3.0602E-4	0.00173301	6.1163E-4
456.91	0.00231096	-0.00135922	0.00149518
457.35	-5.4385E-4	-0.00105361	-0.00135922
457.79	0.00353421	4.7567E-4	0.00261657
458.23	0.00224277	0.00173301	0.00122326
458.67	0.00489343	0.00305855	4.0789E-4
459.11	0.00438408	0.00234505	0.00458782
459.55	0.00499571	0.00244692	0.00193716
459.98	0.00105361	3.397E-4	0.00115548
460.42	0.00210681	6.778E-5	0.00118957
460.86	0.00125735	-6.778E-5	0.00655867
461.3	-0.00203903	0	0.00254879
461.74	1.7005E-4	-0.00217499	0.00353421
462.18	-3.738E-4	0.0036024	0.00115548
462.61	0.00312632	6.778E-5	0.00118957
463.05	-4.7567E-4	-1.7005E-4	0.00339825
463.49	0.00166524	-0.00220909	0.00421402
463.93	0.00166524	0.00268475	0.00309264
464.37	0.00224277	0.00448595	0.00591295
464.8	0.00159705	-0.00135922	0.00261657
465.24	0.00237873	0.00156336	0.00186898
465.68	-0.00159705	0.00502939	0.00329638
466.12	0.00183529	0.00275253	0.00295668
466.56	1.3596E-4	-1.7005E-4	0.0036024
466.99	0.00166524	0.00207312	0.00502939
467.43	0.00200494	0.00302445	0.00832577
467.87	0.00448595	0.00458782	0.00835986
468.31	-0.00353421	-3.738E-4	0.00380614
468.74	0.00445186	0.00384023	0.0082239
469.18	-7.8168E-4	-9.8542E-4	0.0057433
469.62	-9.8542E-4	0.00156336	0.00462191
470.06	0.00200494	7.8168E-4	0.00210681
470.49	6.1163E-4	-0.00265066	0.00244692
470.93	7.135E-4	0.00244692	-5.0976E-4
471.37	-3.409E-5	0.00149518	0.00424812
471.8	-0.00210681	1.3596E-4	0.0085977
472.24	0.00156336	0.00339825	0.00625305
472.68	-0.00125735	0.0032286	0.00190307
473.12	-2.0374E-4	5.0976E-4	0.00346643
473.55	0.00343234	-6.4572E-4	0.00210681
473.99	0.0014274	0.00254879	0.00489343
474.43	-0.00115548	7.8168E-4	0.00485974
474.86	3.738E-4	1.7005E-4	0.00618487
475.3	0.00519945	0.00489343	0.00438408
475.74	-0.00112139	0.00234505	0.00999101
476.17	-7.4759E-4	0.00384023	0.00445186
476.61	-6.1163E-4	0.0021409	0.00438408
477.05	-9.1764E-4	-0.00305855	0.00326229
477.48	-8.8355E-4	0.00278662	0.00319451
477.92	3.409E-5	-0.00108729	0.00543728
478.35	0.00169933	-3.397E-4	0.00526763
478.79	-2.3783E-4	0.00149518	0.00363608
479.23	0.00105361	2.3783E-4	0.00258288
479.66	0.00135922	0.00400988	0.00625305
480.1	0.00295668	0.00316042	0.00519945
480.54	0.00237873	0.00462191	0.00431589
480.97	-4.7567E-4	0.00533541	0.00513167
481.41	-6.7981E-4	0.00237873	0.00451963
481.84	-5.7754E-4	3.397E-4	0.00288849
482.28	-6.1163E-4	0.00152927	0.00438408
482.71	4.0789E-4	0.00152927	0.00234505
483.15	-5.0976E-4	5.0976E-4	0.00509758
483.59	0.0021409	0.00468969	0.00407806
484.02	0.00176711	-0.00108729	0.00676281
484.46	-6.1163E-4	-8.1577E-4	0.00509758
484.89	0.00125735	-5.7754E-4	0.00268475
485.33	0.00166524	-0.00149518	0.00492752
485.76	0.00234505	-6.1163E-4	0.00560733
486.2	-1.0187E-4	0.00540319	0.00468969
486.63	0.00373836	0.00302445	0.00414584
487.07	0.00129144	0.00261657	0.00363608
487.5	9.8542E-4	0.0032286	0.00547137
487.94	-0.0021409	0.00244692	0.00438408
488.37	0.00193716	0.00285481	0.00540319
488.81	0.00407806	0.00397619	0.00550546
489.24	2.7192E-4	0.00455373	0.00587926
489.68	0.00305855	0.0035683	0.00672872
490.11	0.00112139	1.0187E-4	0.00560733
490.55	0.0025147	0.0032286	0.00526763
490.98	0.00282071	0.00200494	0.00761227
491.42	-5.0976E-4	0.00448595	2.0374E-4
491.85	-1.3596E-4	-9.5174E-4	0.00169933
492.29	0.00367017	0.00316042	0.01121467
492.72	0.00163114	0.00112139	0.00560733
493.16	9.8542E-4	0.00200494	0.00424812
493.59	-0.00210681	-0.0018012	0.00299036
494.03	-3.738E-4	0.00125735	0.0078842
494.46	-0.00169933	0.00146149	0.0057433
494.89	0.00241283	-0.00156336	0.0039421
495.33	-0.01152028	-0.00795198	-0.00785011
495.76	-2.7192E-4	5.4385E-4	0.00390801
496.2	4.4198E-4	-0.00343234	0.00125735
496.63	-0.00146149	0.0032286	0.00761227
497.06	-0.00176711	-5.4385E-4	0.0046556
497.5	0.00261657	0.0032286	0.00424812
497.93	-7.8168E-4	0.00431589	0.0078842
498.37	-0.00207312	0.00659276	0.00669463
498.8	-7.8168E-4	0.00339825	0.00747631
499.23	0.00451963	-0.0018012	0.00635492
499.67	0.00159705	0.00169933	0.00791829
500.1	-0.00448595	-0.00173301	0.00285481
500.53	0.00404397	0.00373836	0.00659276
500.97	8.1577E-4	0.00152927	0.00560733
501.4	-0.00305855	-0.00193716	0.00479156
501.83	0.00234505	0.00346643	0.00632083
502.27	0.00220909	0.00343234	0.0089378
502.7	0.00404397	0.0018012	0.0075104
503.13	-3.397E-4	0.00434999	0.00863179
503.57	8.4946E-4	0.00217499	0.01165624
504	0.00105361	0.00339825	0.00747631
504.43	0.00309264	0.00309264	0.01135063
504.87	7.4759E-4	0.00288849	0.01063673
505.3	0.00468969	0.00540319	0.00835986
505.73	8.1577E-4	0.00295668	0.00866588
506.17	0.00122326	0.00173301	0.00825799
506.6	0.00373836	0.00455373	0.01413725
507.03	0.00183529	0.00591295	0.01162256
507.46	-6.778E-5	0.00400988	0.01196226
507.9	0.0024806	0.00543728	0.00747631
508.33	0.00129144	0.00261657	0.01260798
508.76	0.00190307	0.00108729	0.0089378
509.19	0.00231096	0.00149518	0.01169033
509.63	0.00417993	0.00886962	0.01284581
510.06	0.00224277	0.00112139	0.01050076
510.49	0.00159705	0.00384023	0.01311774
510.92	-7.4759E-4	0.00149518	0.00995732
511.36	-6.778E-5	0.00421402	0.01237015
511.79	0.00411215	0.00502939	0.01053486
512.22	3.738E-4	0.00516535	0.01474888
512.65	-3.738E-4	0.00564143	0.01277763
513.08	0.00156336	0.00676281	0.01542869
513.52	0.00414584	0.00689877	0.01301587
513.95	9.8542E-4	3.738E-4	0.00903968
514.38	-0.00207312	0.00424812	0.00883553
514.81	-5.7754E-4	0.00329638	0.00992323
515.24	4.4198E-4	0.00482565	0.00920973
515.67	-0.00183529	0.00448595	0.00774823
516.11	7.4759E-4	0.00513167	0.01033112
516.54	-0.00122326	0.0021409	0.01029702
516.97	3.397E-4	0.00268475	0.01308364
517.4	0.00200494	0.0053695	0.01087456
517.83	0.00421402	0.00594704	0.0143069
518.26	0.00183529	0.0042818	0.01009328
518.69	0.00166524	0.0078842	0.01237015
519.13	-0.00125735	0.0039421	0.0117922
519.56	2.0374E-4	0.00152927	0.01080678
519.99	-0.00112139	0.00438408	0.01570021
520.42	0.00275253	0.00275253	0.01355931
520.85	0.00135922	3.409E-5	0.01022924
521.28	0.00292258	0.00526763	0.01270985
521.71	7.8168E-4	0.00312632	0.01077269
522.14	6.4572E-4	-0.00129144	0.00951534
522.57	0.00166524	0.00553915	0.01318551
523	0.0021409	0.00581107	0.00846173
523.43	0.00149518	0.0032286	0.01107871
523.87	2.3783E-4	0.00135922	0.00768046
524.3	0.00343234	0.00210681	0.0089378
524.73	4.7567E-4	-0.00146149	0.00485974
525.16	3.0602E-4	0.00234505	0.0042818
525.59	0.00302445	0.00373836	0.00434999
526.02	-0.01553056	-0.2279956	-0.03051727
526.45	0.00163114	-0.00173301	0.0021409
526.88	0.00112139	-7.135E-4	0.00285481
527.31	0.00156336	0.00176711	0.00197085
527.74	0.00407806	9.1764E-4	0.00285481
528.17	0.0053695	0.00577739	0.00598113
528.6	0.00329638	0.00309264	0.00502939
529.03	0.00203903	0.00193716	0.00173301
529.46	0.00598113	9.8542E-4	0.00271884
529.89	0.00353421	3.738E-4	8.8355E-4
530.32	0.00156336	0.00380614	0.00105361
530.75	0.00411215	5.4385E-4	0.00400988
531.18	6.1163E-4	0.00397619	0.00632083
531.61	-4.4198E-4	0.00506348	0.00363608
532.04	-0.00261657	0.00400988	1.3596E-4
532.47	6.778E-5	-8.4946E-4	0.00210681
532.9	0.00166524	0.0024806	-0.00312632
533.32	0.00421402	0.00105361	0.00258288
533.75	0.00312632	0.00261657	0.00149518
534.18	-0.00319451	2.7192E-4	9.8542E-4
534.61	-0.00122326	0.00275253	0.00632083
535.04	-4.0789E-4	0.00285481	0.00621896
535.47	0.00200494	-0.00135922	1.7005E-4
535.9	-7.135E-4	8.1577E-4	0.00438408
536.33	0.00197085	0.00125735	0.00380614
536.76	0.00173301	0.00397619	0.00407806
537.19	0	0.00305855	0.00621896
537.62	0.0024806	0.00472378	0.00197085
538.04	4.4198E-4	-0.00241283	0.00400988
538.47	0.00244692	0.00122326	0.00621896
538.9	0.00258288	0.00329638	0.00645679
539.33	9.8542E-4	0.00659276	0.01311774
539.76	6.778E-5	0.00832577	0.01678791
540.19	0.00132553	0.00703474	0.02161356
540.62	0.00353421	0.01087456	0.0257594
541.04	0.00166524	0.0085977	0.02929402
541.47	0.00122326	0.01019515	0.02609951
541.9	-0.0014274	0.00835986	0.0336436
542.33	-6.778E-5	0.01400129	0.03347395
542.76	0.00370427	0.0157343	0.03663437
543.19	0.00115548	0.01298177	0.03989665
543.61	0.00309264	0.01267576	0.03428932
544.04	0.00693246	0.01773924	0.04220761
544.47	0.00244692	0.01457882	0.04353273
544.9	0.00343234	0.0171958	0.04614971
545.33	0.00193716	0.01620997	0.04353273
545.75	0.00373836	0.0193367	0.05196078
546.18	0.00231096	0.0179093	0.04767898
546.61	0.00234505	0.01671973	0.05362602
547.04	0.00526763	0.01862279	0.05043151
547.46	0.00625305	0.01705983	0.05498523
547.89	0.00176711	0.02154538	0.05784004
548.32	0.00288849	0.0254197	0.06171395
548.75	0.00244692	0.01845315	0.06300539
549.17	0.00441776	0.02185139	0.06630177
549.6	0.00676281	0.02358441	0.07088959
550.03	0.00186898	0.01930261	0.07333651
550.46	0.00696655	0.02338067	0.06905471
550.88	0.00560733	0.02762878	0.0805409
551.31	0.00367017	0.02569162	0.07727861
551.74	0.00316042	0.03109481	0.08574034
552.16	0.00540319	0.02803626	0.09216345
552.59	0.00543728	0.03316793	0.09189153
553.02	0.0071707	0.03245443	0.09617333
553.44	0.00615118	0.03551298	0.09800862
553.87	0.00903968	0.03952286	0.10681046
554.3	0.00734035	0.0386393	0.10837342
554.72	0.00628715	0.03748383	0.11251966
555.15	0.0078842	0.03948877	0.11778689
555.58	0.00730666	0.03789171	0.12189904
556	0.00339825	0.04183381	0.12237471
556.43	0.00397619	0.04740705	0.12774421
556.86	0.00448595	0.04659128	0.13426919
557.28	0.00954943	0.04757711	0.13545835
557.71	0.0096513	0.05165517	0.14259496
558.14	0.00441776	0.04897042	0.14837235
558.56	0.00604891	0.05325222	0.15683408
558.99	0.00883553	0.05552908	0.15054693
559.41	0.00839395	0.05447548	0.15489692
559.84	0.00662685	0.05678643	0.1689323
560.27	0.00795198	0.05719432	0.1725006
560.69	0.01376346	0.05953937	0.17617078
561.12	0.00944756	0.06113642	0.18184589
561.54	0.0096513	0.06490846	0.19030803
561.97	0.01284581	0.06912249	0.19411417
562.39	0.00924342	0.06898652	0.20080879
562.82	0.01005919	0.07102555	0.21620339
563.25	0.01209822	0.07173946	0.22140284
563.67	0.00975317	0.07388036	0.22384976
564.1	0.01638002	0.08183234	0.24179315
564.52	0.01128245	0.07907981	0.24546332
564.95	0.01016106	0.08203648	0.24271038
565.37	0.0114525	0.08026897	0.25175006
565.8	0.00791829	0.08743967	0.2591245
566.22	0.01090865	0.09399833	0.27220814
566.65	0.01417094	0.09389646	0.27332953
567.07	0.01131654	0.09797453	0.29535098
567.5	0.01665195	0.10086302	0.29487531
567.92	0.01566652	0.10395565	0.30520643
568.35	0.01427321	0.10990269	0.32277561
568.77	0.01648189	0.11384479	0.34975868
569.2	0.01491893	0.12227284	0.37144002
569.62	0.0200502	0.13372534	0.38911148
570.05	0.02168134	0.13984243	0.41113293
570.47	0.01947266	0.14844013	0.44409712
570.9	0.02039031	0.1632231	0.50302445
571.32	0.02484216	0.17583108	0.54998993
571.74	0.02331289	0.1932643	0.59668308
572.17	0.03085698	0.22741806	0.65744571
572.59	0.03384774	0.24763831	0.72252423
573.02	0.03605642	0.2730917	0.80078826
573.44	0.04071243	0.31026991	0.87925644
573.87	0.03765388	0.33555365	0.96275401
574.29	0.04485827	0.36335208	0.99656766
574.71	0.04462043	0.34710802	1.02212332
575.14	0.04604784	0.3389519	1
575.56	0.04037232	0.33154336	0.95385029
575.99	0.03738196	0.31254678	0.90773468
576.41	0.03282823	0.29647236	0.87228988
576.83	0.03245443	0.27703379	0.81828967
577.26	0.03622648	0.26989719	0.76884399
577.68	0.0343575	0.25579403	0.74067135
578.1	0.03374547	0.23876829	0.70376547
578.53	0.03085698	0.22731579	0.66794647
578.95	0.03038131	0.21929603	0.65982444
579.37	0.0275606	0.21902411	0.64793037
579.8	0.03044909	0.22374748	0.65846522
580.22	0.02229337	0.2176308	0.6578536
580.64	0.02728867	0.23078222	0.66009637
581.07	0.02776475	0.22616071	0.66199944
581.49	0.02854602	0.22480109	0.67328188
581.91	0.03102703	0.22697608	0.67515126
582.34	0.02769656	0.22853945	0.67416543
582.76	0.03391552	0.24026387	0.69771616
583.18	0.03180871	0.24111333	0.7058045
583.61	0.03048318	0.24345798	0.71946568
584.03	0.03286192	0.2462446	0.72602434
584.45	0.03415336	0.25610005	0.74179274
584.87	0.03208064	0.26045003	0.76174107
585.3	0.0329301	0.25803721	0.75545433
585.72	0.03693998	0.2637805	0.77842711
586.14	0.03177462	0.26065377	0.77805331
586.56	0.03350764	0.26728062	0.78396666
586.99	0.03469721	0.264494	0.76690683
587.41	0.0354107	0.26643116	0.77353368
587.83	0.03269227	0.25667758	0.77662591
588.25	0.03517287	0.26425617	0.77961668
588.68	0.03180871	0.2670087	0.76595509
589.1	0.02351663	0.26238679	0.73401082
589.52	0.03106112	0.25239578	0.77366964
589.94	0.03010939	0.25949829	0.75538614
590.36	0.02796849	0.2630666	0.76293064
590.79	0.03377956	0.24736639	0.73948219
591.21	0.02888613	0.25827504	0.75263361
591.63	0.03167275	0.24740007	0.72779186
592.05	0.03588678	0.26007624	0.76371232
592.47	0.03700816	0.24794392	0.72731579
592.89	0.02902209	0.25321155	0.72177664
593.32	0.03129896	0.24692441	0.74678845
593.74	0.03075511	0.25280367	0.7301365
594.16	0.03177462	0.26085751	0.77387338
594.58	0.0325563	0.26347449	0.73805479
595	0.0364984	0.27261603	0.78073806
595.42	0.03517287	0.2748588	0.78318498
595.84	0.03442528	0.27105267	0.77356736
596.27	0.03065324	0.27931066	0.78172348
596.69	0.03442528	0.28002456	0.81903766
597.11	0.04030454	0.28518992	0.82471277
597.53	0.03479908	0.27754355	0.79371983
597.95	0.0347313	0.28338872	0.7988511
598.37	0.0354107	0.2841704	0.83246101
598.79	0.03870708	0.2927681	0.84309774
599.21	0.03731377	0.29881741	0.85689528
599.63	0.03598865	0.29667651	0.86872158
600.05	0.04016858	0.3131925	0.88697058
600.47	0.04091617	0.30435656	0.87782903
600.89	0.04142593	0.30425469	0.88364011
601.31	0.03799358	0.3095901	0.87429482
601.74	0.04156189	0.31305653	0.88856763
602.16	0.04322712	0.3020797	0.88646082
602.58	0.04428073	0.30976015	0.90464204
603	0.04016858	0.3049345	0.88686871
603.42	0.03959064	0.31750839	0.91738598
603.84	0.0372119	0.32226586	0.91867742
604.26	0.04353273	0.31696454	0.8783047
604.68	0.04234357	0.31475545	0.92217754
605.1	0.04373688	0.33042198	0.91174456
605.52	0.04383875	0.3267518	0.95068988
605.94	0.04506201	0.3274653	0.91684213
606.36	0.04169785	0.31788218	0.94946622
606.78	0.04513019	0.33446595	0.95198132
607.2	0.04122218	0.32953843	0.95765643
607.62	0.04193568	0.32637801	0.95215097
608.03	0.03768757	0.32325169	0.92527018
608.45	0.04268327	0.31998899	0.90905981
608.87	0.04530025	0.32454272	0.94797103
609.29	0.04095026	0.32294567	0.91038534
609.71	0.04220761	0.32614018	0.93366413
610.13	0.04037232	0.32450903	0.92989168
610.55	0.04064424	0.33609709	0.95320457
610.97	0.04156189	0.32447494	0.91966285
611.39	0.03707594	0.31733833	0.93240679
611.81	0.04108622	0.31553714	0.87708144
612.23	0.04373688	0.32634392	0.94141237
612.65	0.04693139	0.32331946	0.93583913
613.07	0.0404405	0.32263965	0.91222022
613.48	0.04122218	0.32270784	0.92075014
613.9	0.04468821	0.31893579	0.93288245
614.32	0.0364984	0.32848482	0.91449709
614.74	0.04332899	0.33032011	0.94263563
615.16	0.0429552	0.31842603	0.89903471
615.58	0.04064424	0.32661584	0.9180317
616	0.03772166	0.31798405	0.90430234
616.41	0.04373688	0.31716828	0.90256892
616.83	0.0447564	0.3231835	0.92397874
617.25	0.03728009	0.32182428	0.92639157
617.67	0.03911497	0.31927549	0.93108125
618.09	0.04101804	0.32617427	0.91636647
618.51	0.03792581	0.32715969	0.91735189
618.92	0.04506201	0.3267518	0.94283937
619.34	0.03802768	0.32981035	0.91572075
619.76	0.04285333	0.32015905	0.91198239
620.18	0.03925093	0.32430489	0.92000255
620.6	0.03673624	0.32199393	0.90403041
621.01	0.03911497	0.31009986	0.8933596
621.43	0.03731377	0.31716828	0.89716573
621.85	0.04173194	0.31659074	0.89087859
622.27	0.03877527	0.31200293	0.86651249
622.68	0.03772166	0.30309921	0.89533044
623.1	0.03942099	0.30153585	0.85798258
623.52	0.0390131	0.3081627	0.87674174
623.94	0.03670214	0.30299734	0.85883204
624.35	0.0365325	0.29997289	0.8471417
624.77	0.03731377	0.30309921	0.86250262
625.19	0.03782353	0.29106918	0.82865487
625.61	0.03993074	0.29032159	0.83259697
626.02	0.03884304	0.29637049	0.81958111
626.44	0.03775575	0.28916611	0.85346294
626.86	0.03636244	0.29796795	0.84289399
627.27	0.03391552	0.28369474	0.80812861
627.69	0.03938689	0.29018562	0.82287748
628.11	0.03660027	0.29015153	0.83986954
628.52	0.03819732	0.28461238	0.79762784
628.94	0.03612461	0.2959967	0.82573229
629.36	0.03673624	0.28111186	0.8035071
629.77	0.03819732	0.28247107	0.80608957
630.19	0.0375857	0.28328685	0.8156731
630.61	0.0354448	0.293482	0.82036279
631.02	0.03993074	0.28603938	0.80537608
631.44	0.03955695	0.27914101	0.79399176
631.86	0.03948877	0.29008375	0.81043956
632.27	0.04078021	0.28760274	0.81988712
632.69	0.04176563	0.2884863	0.82270784
633.11	0.03806177	0.28977774	0.81084745
633.52	0.03748383	0.2802283	0.80007476
633.94	0.03534293	0.28318498	0.81088154
634.35	0.04006671	0.28434046	0.81111937
634.77	0.03765388	0.28070397	0.78311679
635.19	0.03891123	0.28206359	0.8002785
635.6	0.04173194	0.2784612	0.78821437
636.02	0.04305707	0.28019421	0.78648136
636.43	0.03809545	0.28114595	0.78355877
636.85	0.03799358	0.28002456	0.78733082
637.26	0.03632835	0.28294715	0.77547043
637.68	0.03799358	0.27360145	0.78580155
638.09	0.03602274	0.28386438	0.77251416
638.51	0.04003261	0.2773739	0.76102757
638.93	0.03656618	0.28155384	0.7741794
639.34	0.03965882	0.27424717	0.76503744
639.76	0.03955695	0.26344039	0.75198789
640.17	0.03660027	0.26925147	0.76860575
640.59	0.04125587	0.26228492	0.74512321
641	0.03612461	0.25970244	0.72704386
641.42	0.0329301	0.26874171	0.759838
641.83	0.03279414	0.25402692	0.7301365
642.25	0.03534293	0.25219204	0.73452058
642.66	0.03959064	0.27244598	0.72734988
643.08	0.03551298	0.26357636	0.73703527
643.49	0.03551298	0.26439213	0.75885257
643.91	0.0382996	0.26758664	0.74379808
644.32	0.03945508	0.26272689	0.73098596
644.73	0.0329301	0.25742558	0.72813156
645.15	0.03789171	0.25994027	0.7197376
645.56	0.03371178	0.25688173	0.71678093
645.98	0.03704225	0.25847878	0.72337369
646.39	0.03534293	0.26585322	0.72269428
646.81	0.03605642	0.25005114	0.69414785
647.22	0.03677033	0.26299882	0.71841207
647.63	0.03333799	0.25324524	0.71661087
648.05	0.03622648	0.25134217	0.7040033
648.46	0.03646431	0.25810498	0.71453816
648.88	0.03738196	0.25107065	0.69924543
649.29	0.03938689	0.25562438	0.70767348
649.7	0.03462943	0.25677986	0.71453816
650.12	0.03354173	0.24794392	0.69856562
650.53	0.03942099	0.24648283	0.71372238
650.95	0.03619239	0.24152122	0.68296728
651.36	0.03585268	0.24689032	0.67844764
651.77	0.03180871	0.24763831	0.68388492
652.19	0.03262408	0.23866642	0.67521904
652.6	0.03483317	0.24138526	0.68741913
653.01	0.035071	0.24070545	0.66492202
653.43	0.03894532	0.23948219	0.66369876
653.84	0.03411967	0.23322914	0.65377553
654.25	0.03568263	0.2419287	0.66859219
654.67	0.0293277	0.24454567	0.67396169
655.08	0.03225029	0.23961815	0.66832027
655.49	0.03632835	0.23237968	0.64701272
655.91	0.03612461	0.23533594	0.66077618
656.32	0.03439119	0.24186092	0.65037729
656.73	0.03666805	0.23791883	0.64755657
657.14	0.03728009	0.22966083	0.63624003
657.56	0.03143492	0.23339919	0.64793037
657.97	0.03524106	0.22537903	0.62594301
658.38	0.03367769	0.23360293	0.6310065
658.79	0.03174053	0.22636445	0.60388747
659.21	0.03225029	0.22748584	0.62672469
659.62	0.02959963	0.22819934	0.61816068
660.03	0.03044909	0.22099495	0.60799962
660.44	0.03337167	0.21698508	0.60898505
660.86	0.03493504	0.22435952	0.6195199
661.27	0.02817223	0.21932972	0.60062518
661.68	0.03187649	0.21987357	0.60422758
662.09	0.03140083	0.21756261	0.59355676
662.5	0.03051727	0.2140284	0.59420248
662.92	0.0343575	0.21409618	0.59355676
663.33	0.03228438	0.2143681	0.5450961
663.74	0.03177462	0.20855703	0.57506952
664.15	0.03252221	0.20920275	0.57235109
664.56	0.02783252	0.2158296	0.57204507
664.98	0.03167275	0.20427523	0.57894384
665.39	0.02885204	0.20247403	0.54951386
665.8	0.03296419	0.21147961	0.56698159
666.21	0.02643921	0.20352764	0.53354173
666.62	0.028988	0.19802217	0.54638754
667.03	0.03160457	0.20094476	0.55746624
667.45	0.02949776	0.20607642	0.53823142
667.86	0.02851234	0.20631426	0.53795949
668.27	0.02813854	0.19941548	0.54247953
668.68	0.0347313	0.19530333	0.53510509
669.09	0.03010939	0.20097885	0.53853743
669.5	0.0275606	0.19088557	0.53272595
669.91	0.03055137	0.19754651	0.51899659
670.32	0.02919174	0.19679892	0.53527474
670.73	0.03058505	0.19380815	0.5236185
671.14	0.02691488	0.19533742	0.53666805
671.56	0.0250459	0.19438609	0.52786662
671.97	0.03089107	0.19594905	0.52096784
672.38	0.02752651	0.18493853	0.50628674
672.79	0.02878426	0.1868075	0.51080678
673.2	0.03174053	0.19159906	0.50601522
673.61	0.0250459	0.17980686	0.49401887
674.02	0.03231847	0.19472579	0.50343234
674.43	0.02378855	0.19159906	0.50050976
674.84	0.03089107	0.18045258	0.47621145
675.25	0.02467211	0.17984095	0.49711151
675.66	0.03010939	0.1782439	0.47828457
676.07	0.02528374	0.17820981	0.48773172
676.48	0.02555566	0.18041849	0.48188656
676.89	0.02494403	0.17848173	0.48311022
677.3	0.02854602	0.17402988	0.46989061
677.71	0.02759469	0.17409766	0.45925348
678.12	0.02225928	0.17885553	0.46737592
678.53	0.02633734	0.17375795	0.46146257
678.94	0.02701675	0.16883043	0.4667302
679.35	0.02538561	0.16974767	0.45735041
679.76	0.02633734	0.16896639	0.45667101
680.17	0.02300687	0.1728744	0.4574186
680.58	0.02711903	0.17504939	0.4577583
680.99	0.02341476	0.1757288	0.4427375
681.4	0.02603133	0.16631533	0.43872762
681.81	0.02643921	0.16621346	0.43179516
682.22	0.02402639	0.16237323	0.43519341
682.62	0.02443427	0.15758167	0.43713057
683.03	0.02494403	0.16553405	0.43366413
683.44	0.02467211	0.16434448	0.43125131
683.85	0.02732277	0.16240732	0.43227082
684.26	0.02477398	0.1610822	0.42533796
684.67	0.02208923	0.15900907	0.42418248
685.08	0.0261332	0.16774273	0.41762382
685.49	0.0271868	0.15554264	0.40868601
685.9	0.02473989	0.14901766	0.41072504
686.3	0.02589536	0.15649438	0.40464204
686.71	0.02507999	0.15700413	0.39760771
687.12	0.02572571	0.14867796	0.39356334
687.53	0.02885204	0.14905175	0.39251013
687.94	0.02477398	0.14650297	0.3876163
688.35	0.02440018	0.15245	0.39947669
688.76	0.01862279	0.15228035	0.38839798
689.16	0.02073001	0.14561941	0.37918825
689.57	0.02423013	0.14259496	0.37993625
689.98	0.02766247	0.15418342	0.37653759
690.39	0.01818122	0.14480404	0.36654659
690.8	0.02079779	0.14171141	0.36906128
691.2	0.01889472	0.13460889	0.35981787
691.61	0.01858911	0.13624003	0.36195877
692.02	0.02446796	0.1435467	0.36406558
692.43	0.02368668	0.13878882	0.3751106
692.84	0.02157947	0.14361447	0.35597764
693.24	0.02178362	0.136376	0.34904518
693.65	0.02426422	0.1338613	0.35009838
694.06	0.02409417	0.13073457	0.34625856
694.47	0.02144351	0.13114246	0.34901109
694.87	0.01937079	0.13437106	0.33725257
695.28	0.01756959	0.1284918	0.32719378
695.69	0.0211379	0.12930757	0.33229095
696.09	0.0196764	0.130293	0.32858709
696.5	0.01620997	0.13345341	0.33511167
696.91	0.02008429	0.12733632	0.33256288
697.32	0.0232788	0.12788017	0.33188347
697.72	0.01879285	0.12747228	0.31913953
698.13	0.02409417	0.11982592	0.32209621
698.54	0.02083188	0.12390398	0.32158645
698.94	0.01991423	0.12145706	0.31628473
699.35	0.02164765	0.12838993	0.3092504
699.76	0.0196764	0.12254476	0.30911443
700.16	0.01984646	0.11853448	0.30714318
700.57	0.01835127	0.12315639	0.30656565
700.98	0.0232447	0.11887459	0.30595402
701.38	0.01865689	0.11449051	0.29789977
701.79	0.02344845	0.12142338	0.29626862
702.2	0.02008429	0.1248894	0.29280219
702.6	0.0179093	0.11394666	0.28919979
703.01	0.0171958	0.11231552	0.27982042
703.42	0.01977827	0.11112635	0.28087402
703.82	0.01685569	0.11503436	0.28743269
704.23	0.01447695	0.11255335	0.28352468
704.63	0.01994833	0.11241739	0.28736491
705.04	0.01716171	0.10861125	0.27203849
705.45	0.01576839	0.10895136	0.26789225
705.85	0.02022025	0.10596059	0.26602327
706.26	0.02045808	0.11190763	0.26768851
706.66	0.01746772	0.10596059	0.26928556
707.07	0.01760328	0.10028548	0.26779038
707.47	0.01665195	0.10585872	0.27407712
707.88	0.01743363	0.10205259	0.2558963
708.29	0.02025434	0.09936784	0.26350858
708.69	0.01746772	0.10249457	0.26225123
709.1	0.01739954	0.10181475	0.25953239
